"ID";"Case Number";"How Received";"Date Opened";"Violations[Regulation]";"Resolution Action";;;;
1017512;"2021-369";"Self-Reported";"06/22/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1301678;"2019-1067";"Complaints";"11/01/2019";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1301678;"2021-675";"Self-Reported";"09/27/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1301678;"2022-198";"Complaints";"03/29/2022";"20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1653602;"2020-430";"Complaints";"10/09/2020";"05-Terms of the Registration- Capacity - [19a-87b-5(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1014637;"2020-429";"Complaints";"10/09/2020";"06-Terms of the Registration- Infant/toddler restriction - [19a-87b-5(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1010134;"2020-404";"Complaints";"09/24/2020";"09-Terms of the Registration- Notification of change - [19a-87b-5(j)] 39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017886;"2019-1164";"Self-Reported";"12/16/2019";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1606374;"2019-694";"Complaints";"08/02/2019";"59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1606374;"2019-887";"Complaints";"09/10/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1606374;"2021-754";"Complaints";"10/22/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017630;"2019-612";"Complaints";"07/24/2019";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1315328;"2019-1014";"Complaints";"10/22/2019";"60-Administration of Medication-Training approval documents/training outline - [19a-87b-17(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1315328;"2021-67";"Complaints";"02/05/2021";"07-Terms of the Regist1017344";"2021-70";"Self-Reported";"02/08/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan"
1017344;"2021-899";"Complaints";"12/17/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1683071;"2022-6";"Complaints";"01/05/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1618431;"2020-266";"Complaints";"06/30/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 51-Administration of Medications-Order from an authorized prescriber/parent's permission - [19a-79-9a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1618431;"2020-448";"Self-Reported";"10/21/2020";"01-Abuse- DCF: On Registry - [DCF Finding] 04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 20-Staffing- Staff records - [19a-79-4a(b)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1017799;"2020-108";"Self-Reported";"02/06/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017799;"2021-328";"Self-Reported";"06/01/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016891;"2020-440";"Self-Reported";"10/15/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017165;"2021-543";"Complaints";"08/25/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1510613;"2021-139";"Complaints";"03/15/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1311743;"2021-59";"Complaints";"02/01/2021";"06-Terms of the Registration- Infant/toddler restriction - [19a-87b-5(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017206;"2021-760";"Self-Reported";"10/25/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017274;"2021-160";"Complaints";"03/25/2021";"45-Educational Requirements- Plan - [19a-79-8a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1672902;"2021-251";"Complaints";"04/30/2021";"028-Electrical Safety - [19a-87b-9(d)(3)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1012648;"2021-208";"Complaints";"04/15/2021";"081-Supervision-At All Times, Indoors/Outdoors - [19a-87b-10(i)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1495069;"2022-260";"Complaints";"04/25/2022";"20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1361429;"2019-1116";"Complaints";"11/25/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 58-Under Three Endorsement- Special equipment - [19a-79-10(d)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1016732;"2020-382";"Self-Reported";"09/10/2020";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016732;"2021-63";"Self-Reported";"02/04/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017745;"2022-150";"Self-Reported";"03/14/2022";"24-Staffing- Supervision - [19a-79-4a(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017654;"2019-1046";"Self-Reported";"10/29/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017402;"2021-469";"Complaints";"07/28/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017402;"2021-891";"Complaints";"12/16/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1800932;"2020-193";"Self-Reported";"03/12/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1800932;"2022-82";"Self-Reported";"02/15/2022";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017966;"2019-1108";"Complaints";"11/21/2019";"37-Physical Plant- Basic requirements - [19a-79-7a(d)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017966;"2021-212";"Complaints";"04/15/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017126;"2019-1050";"Complaints";"10/30/2019";"23-Staffing- Group size - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017126;"2022-254";"Complaints";"04/21/2022";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1162483;"2019-729";"Self-Reported";"08/13/2019";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1162483;"2020-37";"Complaints";"01/10/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1588880;"2020-412";"Complaints";"09/29/2020";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1588880;"2021-246";"Complaints";"04/29/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1680448;"2020-63";"Complaints";"01/24/2020";"41-Responsibilities of Provider & Substitute- Meeting children's physical needs - [19a-87b-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016272;"2020-433";"Complaints";"10/13/2020";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] 45-Responsibilities of Provider & Substitute- Giving parents information & access - [19a-87b-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1469078;"2020-396";"Complaints";"09/18/2020";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1672469;"2021-326";"Complaints";"05/28/2021";"053-Enrollment Form - [19a-87b-10(b)(1)] 056-Emergency Permission Form - [19a-87b-10(b)(3)(B)] 060-Incident Log - [19a-87b-10(b)(4)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017597;"2021-276";"Complaints";"05/10/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2252384;"2022-79";"Self-Reported";"02/14/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1318670;"2021-656";"Self-Reported";"09/21/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017309;"2019-726";"Self-Reported";"08/13/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2228091;"2022-24";"Self-Reported";"01/14/2022";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017224;"2021-324";"Self-Reported";"05/27/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017224;"2022-30";"Self-Reported";"01/18/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016829;"2019-1007";"Self-Reported";"10/17/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017092;"2019-955";"Self-Reported";"09/30/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017092;"2021-890";"Self-Reported";"12/15/2021";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1081386;"2021-272";"Self-Reported";"05/07/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1655689;"2021-299";"Self-Reported";"05/17/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017252;"2019-1140";"Self-Reported";"12/04/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017252;"2021-555";"Self-Reported";"08/30/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017252;"2022-156";"Complaints";"03/14/2022";"19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1239976;"2019-679";"Complaints";"07/31/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 31-Health & Safety- Food service - [19a-79-6a(a)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1239976;"2020-3";"Self-Reported";"01/03/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016179;"2020-12";"Complaints";"01/07/2020";"49-Responsibilities of Provider & Substitute- Failure to report - [19a-87b-10(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1798959;"2019-1089";"Self-Reported";"11/15/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1798959;"2021-737";"Complaints";"10/14/2021";"03b-Licensure procedures - [19a-79-2a] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 46-Educational Requirements- Program - [19a-79-8a(b)] 49-Administration of Medications-Training requirements - [19a-79-9a(b)] 50-Administration of Medications-Training approval documents/training outline - [19a-79-9a(b)] 51-Administration of Medications-Order from an authorized prescriber/parent's permission - [19a-79-9a(b)] 52-Administration of Medications- Medications other than nonprescription topical -Required records - [19a-79-9a(b)] 53-Administration of Medications- Medications other than nonprescription topical -Storage & labeling - [19a-79-9a(b)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1798959;"2021-755";"Complaints";"10/22/2021";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2019-834";"Self-Reported";"08/22/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2019-974";"Self-Reported";"10/07/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2020-107";"Self-Reported";"02/06/2020";"65-Under Three Endorsement- Foods & liquids - [19a-79-10(k)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2020-457";"Complaints";"10/27/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2021-241";"Self-Reported";"04/27/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2021-607";"Complaints";"09/14/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2021-629";"Self-Reported";"09/17/2021";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2022-130";"Complaints";"03/07/2022";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1526192;"2022-210";"Self-Reported";"04/01/2022";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017102;"2019-877";"Self-Reported";"09/05/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017381;"2022-162";"Self-Reported";"03/16/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1639273;"2021-444";"Complaints";"07/19/2021";"024-Harmful Substances and Materials Inaccessible - [19a-87b-9(c)] 053-Enrollment Form - [19a-87b-10(b)(1)] 054-Child Health Record - [19a-87b-10(b)(2)] 056-Emergency Permission Form - [19a-87b-10(b)(3)(B)] 057-Authorized Release - [19a-87b-10(b)(3)(A)] 060-Incident Log - [19a-87b-10(b)(4)] 070-Cultural Differences/Special Needs/Dev. Appr. Activities - [19a-87b-10(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1408771;"2019-893";"Complaints";"09/12/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 45-Educational Requirements- Plan - [19a-79-8a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1408771;"2021-99";"Self-Reported";"02/24/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017632;"2020-172";"Self-Reported";"03/05/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017632;"2022-74";"Self-Reported";"02/14/2022";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2011105;"2020-528";"Complaints";"12/21/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2011105;"2021-347";"Complaints";"06/10/2021";"02-Neglect- DCF: On Registry - [DCF Finding] 04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2011105;"2021-359";"Complaints";"06/17/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2056258;"2022-89";"Complaints";"02/16/2022";"10-Administration-Notification of changes - [19a-79-3a(c)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2072522;"2022-66";"Complaints";"02/07/2022";"13-Administration- Parents-immediate access - [19a-79-3a(f)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2072522;"2022-83";"Complaints";"02/15/2022";"23-Staffing- Group size - [19a-79-4a(c)] 40-Physical Plant- Program space - [19a-79-7a(f)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1050661;"2021-350";"Complaints";"06/14/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017995;"2020-392";"Self-Reported";"09/16/2020";"22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017995;"2021-284";"Complaints";"05/11/2021";"42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017995;"2021-433";"Self-Reported";"07/15/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017995;"2022-308";"Self-Reported";"05/06/2022";"41-Physical Plant- Equipment - [19a-79-7a(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1239825;"2021-76";"Complaints";"02/10/2021";"01-Abuse- DCF: On Registry - [DCF Finding] 02-Neglect- DCF: On Registry - [DCF Finding] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016680;"2020-33";"Complaints";"01/10/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2069926;"2021-297";"Self-Reported";"05/14/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2069926;"2021-829";"Complaints";"11/17/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017055;"2019-1111";"Complaints";"11/22/2019";"21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017055;"2019-719";"Complaints";"08/12/2019";"10-Administration-Notification of changes - [19a-79-3a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017055;"2020-515";"Complaints";"12/11/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016770;"2019-964";"Self-Reported";"10/02/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016770;"2021-844";"Self-Reported";"11/22/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017518;"2019-1072";"Complaints";"11/06/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017518;"2021-292";"Self-Reported";"05/13/2021";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1472556;"2019-1054";"Complaints";"10/30/2019";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1472556;"2019-1060";"Complaints";"10/31/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1472556;"2019-895";"Self-Reported";"09/13/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017709;"2021-46";"Complaints";"01/28/2021";"38-Physical Plant- Environmental requirements - [19a-79-7a(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016507;"2020-31";"Complaints";"01/10/2020";"03-Unlicensed - [19a-87b-3(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1016738;"2021-640";"Self-Reported";"09/20/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2216556;"2021-752";"Complaints";"10/21/2021";"03b-Licensure procedures - [19a-79-2a] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 49-Administration of Medications-Training requirements - [19a-79-9a(b)] 53-Administration of Medications- Medications other than nonprescription topical -Storage & labeling - [19a-79-9a(b)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1016873;"2021-148";"Complaints";"03/22/2021";"24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017827;"2019-940";"Self-Reported";"09/25/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1265833;"2019-724";"Complaints";"08/13/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017105;"2019-1045";"Self-Reported";"10/28/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016752;"2022-69";"Self-Reported";"02/09/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1009886;"2021-31";"Complaints";"01/20/2021";"06-Terms of the Registration- Infant/toddler restriction - [19a-87b-5(e)] 20-Qualifications of Staff- Substitute/Assistant - Staffing - [19a-87b-8] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016872;"2020-540";"Complaints";"12/30/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
