Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
3014;A;St. Amant High School;Traditional public school;12035 Hwy 431;St. Amant;LA;70774;225-391-6000;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Beth Templet;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;2060;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Dance, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis
26058;C;L.H. Marrero Middle School;Traditional public school;4100 Seventh Street;Marrero;LA;70072;504-341-5842;;;;;;;http://marrero.jpschools.org/;;http://facebook.com/marreromustangs;Jefferson Parish;Christina Conforto;;;;;;;;Grade 6, Grade 7, Grade 8;854;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, Adult Mentoring;Volleyball, Football, Wrestling, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
28050;C;Lerosen Preparatory Academy;Alternative school;516 W Pinhook Rd;Lafayette;LA;70503;337-521-7590;;;;;;;http://sites.google.com/a/lpssonline.com/moss-prep/;;;Lafayette Parish;Renee White;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;76;;Foreign Language Details, Jump Start Pathways (career focused) Details;Art;Clubs, Peer Tutoring or Mentoring, Adult Mentoring, Career Focus;
26056;D;Livaudais Middle School;Traditional public school;925 Lamar Avenue;Terrytown;LA;70056;504-393-7544;;;;;;;http://livaudais.jpschools.org;;;Jefferson Parish;Demetria Hamilton;;;;;;;;Grade 6, Grade 7, Grade 8;624;;;Music;Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, Honor Society, School Community Organizations, Games and Gaming;Volleyball, Football, Wrestling, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
29016;B;Lockport Middle School;Traditional public school;720 Main Street;Lockport;LA;70374;985-532-2597;;;;;;;http://lkms.mylpsd.com/;;http://www.facebook.com/lkmspirates;Lafourche Parish;Ashleigh Landry;;;;;;;;Grade 6, Grade 7, Grade 8;377;;Gifted programs;Music;Athletics, Clubs, Drama, Theater and Dance, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Volleyball, Football, Basketball, Outdoor Track and Field
26044;C;Phoebe Hearst School;Traditional public school;5208 Wabash Street;Metairie;LA;70001;504-887-8814;;;;;;;http://hearst.jpscools.org;;;Jefferson Parish;Valentine B Williams;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;619;;;;Clubs, Literature and the Humanities, School Community Organizations;
30001;B;Fellowship Elementary School;Traditional public school;1650 Hwy. 773;Trout;LA;71371;318-992-5177;;;;;;;http://fes.lasallepsb.com/;;;LaSalle Parish;Melissa Loe;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6;151;;;Art;Athletics, Clubs, National or Statewide Leadership Associations, School Community Organizations;Basketball, Spirit
26065;F;Vic A. Pitre Elementary School;Traditional public school;1525 Spruce Street;Westwego;LA;70094;504-341-6517;;;;;;;http://pitre.jpschools.org;;;Jefferson Parish;Brenda De Graw;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;308;;;;Clubs, Music;
3027;A;Oak Grove Primary School;Traditional public school;17550 Old Jefferson Hwy;Prairieville;LA;70769;225-391-6750;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Bridgett Hudson;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;1019;;Gifted programs;Music, Art;Clubs, Music, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, National or Statewide Leadership Associations;
26063;A;Metairie Academy for Advanced Studies;Magnet school;201 Metairie Road;Metairie;LA;70005;504-833-5539;;;;;;;http://metairie.jpschools.org/;;http://facebook.com/MetairieAcademyforAdvancedStudies;Jefferson Parish;Lisa L Babin;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;374;;Gifted programs;;Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, School Community Organizations, Games and Gaming, Other;
29004;A;Chackbay Elementary School;Traditional public school;450 HWY 20;Thibodaux;LA;70301;985-633-2348;;;;;;;http://ces.mylpsd.com/;;http://www.facebook.com/Chackbay_Elementary_School;Lafourche Parish;Lacy Baudoin;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;363;;Gifted programs;Music, Art;Clubs, School Community Organizations, Career Focus;
26060;B;Rudolph Matas School;Traditional public school;1201 Elise Street;Metairie;LA;70003;504-733-6200;;;;;;;http://matas.jpschools.org/;;;Jefferson Parish;Scott J Deemer;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;560;;;Art;Clubs, Literature and the Humanities, STEM, Adult Mentoring, Affinity Associations, Business Interest;
29042;;Bayou Blue Upper Elementary School;Traditional public school;115 Mazerac Street;Houma;LA;70364;985-876-0625;;;;;;;http://bbues.mylpsd.com;;http://www.facebook.com/Bayou_Blue_Upper_Elementary;Lafourche Parish;Becky Plaisance;;;;;;;;Grade 3, Grade 4, Grade 5;;;Gifted programs;Music, Art;Clubs, Career Focus;
26051;C;Grace King High School;Traditional public school;4301 Grace King Place;Metairie;LA;70002;504-888-7334;;;;;;;http://king.jpschools.org;;;Jefferson Parish;Sharon R Meggs-Hamilton;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;1378;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Dance, Music, Theatre, Art;Athletics, Clubs, Music, STEM, Honor Society, Speech and Debate, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Soccer, Basketball, Softball, Baseball, Spirit
30010;B;LaSalle Junior High School;Traditional public school;5960 Tannehill Drive;Urania;LA;71480;318-495-3474;;;;;;;http://ljhs.lasallepsb.com/;;;LaSalle Parish;Stephanie Clark;;;;;;;;Grade 6, Grade 7, Grade 8;174;;;Band Details, Music;Athletics, Clubs, Literature and the Humanities, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Football, Basketball, Softball, Spirit
26070;F;Tom Benson School;Traditional public school;3315 Maine Avenue;Kenner;LA;70065;504-443-1361;;;;;;;http://roosevelt.jpschools.org/;;;Jefferson Parish;John Starr;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;593;;;Music;Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Career Focus, Games and Gaming;Volleyball, Football, Wrestling, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
304001;F;Louisiana School for the Deaf;Traditional public school;2888 Brightside Lane;Baton Rouge;LA;70820;225-769-8160;;;;;;;http://www.lalsd.org;http://www.twitter.com/LAschoolDeaf;http://www.facebook.com/louisianaschoolforthedeaf;LA Schools for the Deaf and Visually Impaired;Jamia Roshell Green;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;128;;Jump Start Pathways (career focused) Details;Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, National or Statewide Leadership Associations, School Community Organizations, Other;Volleyball, Football, Basketball, Powerlifting, Outdoor Track and Field, Spirit
26083;C;Woodland West Elementary School;Traditional public school;2143 Mars Street;Harvey;LA;70058;504-366-5308;;;;;;;http://woodlandwest.jpschools.org/;;http://www.facebook.com/woodlandwestelementary;Jefferson Parish;LaTonga Watts-Toney;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;659;;;;Clubs, Drama, Theater and Dance, Literature and the Humanities, National or Statewide Leadership Associations, Career Focus, Games and Gaming;
29015;B;Larose-Cut Off Middle School;Traditional public school;13356 West Main Street;Larose;LA;70373;985-693-3273;;;;;;;http://lcoms.mylpsd.com/;;http://www.facebook.com/Lafourche_Parish_School_District;Lafourche Parish;Samantha Lagarde;;;;;;;;Grade 6, Grade 7, Grade 8;524;;Gifted programs;Music;Athletics, Clubs, STEM, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Volleyball, Football, Basketball, Outdoor Track and Field
26075;D;Terrytown Elementary School;Traditional public school;550 East Forest Lawn Drive;Terrytown;LA;70056;504-376-8928;;;;;;;http://terrytown.jpschools.org/;;https://www.facebook.com/TerrytownElem/;Jefferson Parish;Teresita C Diaz;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;534;;;;Clubs, Literature and the Humanities, Affinity Associations;
30002;B;Goodpine Middle School;Traditional public school;12642 Hwy 84 West;Jena;LA;71342;318-992-5665;;;;;;;http://gpms.lasallepsb.com/;;;LaSalle Parish;Melinda Robison;;;;;;;;Grade 3, Grade 4, Grade 5;305;;;Art;Athletics, Clubs, School Community Organizations, Career Focus;Basketball, Spirit, Other Sports
26062;D;J.D. Meisler Middle School;Traditional public school;3700 Cleary Avenue;Metairie;LA;70002;504-888-5832;;;;;;;http://meisler.jpschools.org;;;Jefferson Parish;Vicki Jarrell;;;;;;;;Grade 6, Grade 7, Grade 8;809;;;Music;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Affinity Associations, National or Statewide Leadership Associations;Volleyball, Football, Wrestling, Soccer, Basketball, Powerlifting, Softball, Baseball, Spirit
3007;C;Gonzales Middle School;Traditional public school;1502 West Orice Roth Street;Gonzales;LA;70737;225-391-6450;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Lori G. Charlet;;;;;;;;Grade 6, Grade 7, Grade 8;709;;Gifted programs;Band, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Visual Arts, STEM, Affinity Associations, National or Statewide Leadership Associations, Politics and Government, Games and Gaming;Volleyball, Football, Soccer, Basketball, Outdoor Track and Field
26080;C;West Jefferson High School;Traditional public school;2200 Eighth Street;Harvey;LA;70058;504-368-6055;;;;;;;http://westjefferson.jpschools.org;;;Jefferson Parish;Vanessa Brown-Lewis;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;1463;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Dance, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, STEM, Peer Tutoring or Mentoring, Honor Society, Politics and Government, Other;Volleyball, Cross-Country, Football, Indoor Track and Field, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
306001;;Central Louisiana Supports and Services Center;Traditional public school;5400 Coliseum Blvd.;Alexandria;LA;71303;318-487-5484;;;;;;;http://www.lsec-la.org/;;;Central Louisiana Supports and Services Center;Grant Eloi;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;35;;;;;
26117;C;Lincoln School for the Arts;Traditional public school;1429 Ames Blvd.;Marrero;LA;70072;504-340-8489;;;;;;;http://lincoln.jpschools.org/;;;Jefferson Parish;Karen A Favorite;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;447;;;Music, Art;Clubs, Visual Arts, Literature and the Humanities, School Community Organizations, Career Focus;
29027;D;C.M. Washington Elementary School;Traditional public school;200 Iris Street;Thibodaux;LA;70301;985-446-8471;;;;;;;http://cmwes.mylpsd.com/;;http://www.facebook.com/C_M_Washington_Elementary_School;Lafourche Parish;Gina Johnson;;;;;;;;Grade 4, Grade 5;399;;;Music, Art;Clubs, Career Focus;
26089;B;Chateau Estates School;Traditional public school;4121 Medoc Drive;Kenner;LA;70065;504-464-5662;;;;;;;http://chateau.jpschools.org;http://twitter.com/ChateauPelicans;http://www.facebook.com/Chateau����� Instagram ChateauEstatesschool;Jefferson Parish;Colleen WINKLER;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;656;;;;Athletics, Clubs, STEM;Soccer, Outdoor Track and Field, Bowling
3004;A;Dutchtown Middle School;Traditional public school;13078 Hwy 73;Geismar;LA;70734;225-391-7800;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Douglas Walker;;;;;;;;Grade 6, Grade 7, Grade 8;918;;Gifted programs;Band, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Volleyball, Football, Soccer, Basketball, Outdoor Track and Field, Spirit
26066;C;Ella C. Pittman Elementary School;Traditional public school;3800 Thirteenth Street;Harvey;LA;70058;504-340-4937;;;;;;;http://pittman.jpschools.org/;;;Jefferson Parish;Angelia Grabert;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;522;;;;;
3016;A;Dutchtown High School;Traditional public school;13165 Hwy 73;Geismar;LA;70734;225-391-6200;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Carli Francois;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;2357;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports
26088;F;Woodmere School;Traditional public school;3191 Alex Kornman Blvd.;Harvey;LA;70058;504-348-2410;;;;;;;http://celeritylouisiana.org;;;Jefferson Parish;Cecily White;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;274;;;;;
31003;A;Choudrant High School;Traditional public school;2555 Hwy. 80;Choudrant;LA;71227;318-768-2541;;;;;;;http://www.lincolnschools.org/chs-home-page;;https://www.facebook.com/lincolnparishschools/?ref=aymt_homepage_panel;Lincoln Parish;Tony L Antley;;;;;;;;Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;317;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Art;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, Honor Society, School Community Organizations, Career Focus, Other;Cross-Country, Swimming, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit, Tennis
26125;B;Kenner Discovery Health Sciences Academy;Public charter school;2504 Maine Avenue;Kenner;LA;70062;504-233-4720;;;;;;;http://www.discoveryhsf.org;https://twitter.com/discoveryhsf;https://www.facebook.com/Discoveryhsf/;Jefferson Parish;Patty G;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;1522;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, STEM, National or Statewide Leadership Associations, School Community Organizations, Other;Volleyball, Cross-Country, Swimming, Football, Indoor Track and Field, Soccer, Basketball, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis
3006;A;Galvez Middle School;Traditional public school;42018 Hwy 933;Prairieville;LA;70769;225-391-6350;;;;;;;http://www.apsb.org;http://www.twitter.com/APSB_official;;Ascension Parish;Michelle Bourque;;;;;;;;Grade 6, Grade 7, Grade 8;669;;Gifted programs;Band, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, Politics and Government, School Community Organizations, Career Focus;Volleyball, Football, Soccer, Basketball, Outdoor Track and Field, Spirit
26098;B;Congetta Trippe Janet Elementary School;Traditional public school;2500 Bent Tree Lane;Marrero;LA;70072;504-340-0487;;;;;;;http://janet.jpschools.org;;http://www.facebook.com/ctjanet;Jefferson Parish;Karen R Doyle;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;653;;;;Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus;
