"License Number";"Provider Name";"County";"Address";"City";"State";"Zip";"Contact Name";"Telephone";"Program Type";"Class Code";"Night Time Care";"Transportation";"Monday";"Tuesday";"Wednsday";"Thirsday";"Friday";"Saturday";"Sunday";"Subprograms";"NAEYC Accreditation";"Star Rating";"ID";"DetailsURL"
15933;"Ecole Bilingue de la Nouvelle Orleans";"Orleans";"735 General Pershing Street";"New Orleans";"LA";70115;"Pauline Dides, DirectorAdeline Din, Director Designee";"504-896-4500";"Child Day Care";"Class B";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15933;"http://carefacility.doe.louisiana.gov/view.aspx?id=15933"
781;"Greenie House";"Orleans";"1819 Dufossat Street";"New Orleans";"LA";70115;"Donna Davis, Director DesigneeEllen Martinez, Director";"504-896-6311";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";781;"http://carefacility.doe.louisiana.gov/view.aspx?id=781"
10170;"Greenie House Annex";"Orleans";"1836 Soniat Street";"New Orleans";"LA";70115;"Donna Davis, Director DesigneeEllen Martinez, Director";"504-896-6578";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";10170;"http://carefacility.doe.louisiana.gov/view.aspx?id=10170"
806;"Jewish Community Center Nursery School";"Orleans";"5342 St. Charles Avenue";"New Orleans";"LA";70115;"Adrienne Shulman, Director";"504-897-0143";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";806;"http://carefacility.doe.louisiana.gov/view.aspx?id=806"
96;"Louise Head Start";"Orleans";"1205 Louisiana Avenue";"New Orleans";"LA";70115;"Iris Merlos, Director";"504-891-2871";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";96;"http://carefacility.doe.louisiana.gov/view.aspx?id=96"
10250;"Rayne Early Childhood Program";"Orleans";"3900 St. Charles Avenue";"New Orleans";"LA";70115;"Kecia Wright, Director";"504-899-3595";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";10250;"http://carefacility.doe.louisiana.gov/view.aspx?id=10250"
15851;"Renew Early Childhood Center";"Orleans";"3649 Laurel Street";"New Orleans";"LA";70115;"Maya McLaughlin, DirectorTonya Miller, Director Designee";"504-762-1343";"Child Day Care";"Class A";"No";"Yes";"7:15a - 4:15p";"7:15a - 4:15p";"7:15a - 4:15p";"7:15a - 4:15p";"7:15a - 4:15p";"Closed";"Closed";"Child Care";"No";"1 Star";15851;"http://carefacility.doe.louisiana.gov/view.aspx?id=15851"
13248;"St. George's Episcopal School Preschool Program";"Orleans";"923 Napoleon Avenue";"New Orleans";"LA";70115;"Hayley Harang, Director";"504-891-5509";"Child Day Care";"Class B";"No";"No";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13248;"http://carefacility.doe.louisiana.gov/view.aspx?id=13248"
5293;"The Children's Preschool";"Orleans";"3915 Perrier Street";"New Orleans";"LA";70115;"Rosalyn Ford, Director";"504-899-6100";"Child Day Care";"Class B";"No";"Field Trip Only";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5293;"http://carefacility.doe.louisiana.gov/view.aspx?id=5293"
1056;"The Uptown Learning Center";"Orleans";"1771 Nashville Avenue";"New Orleans";"LA";70115;"Lavinya Veals, Director";"504-897-4060";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1056;"http://carefacility.doe.louisiana.gov/view.aspx?id=1056"
13833;"Thunder Mountain Child Development Center";"Orleans";"8804 Birch Street";"New Orleans";"LA";70115;"Dawn Franklin, Director";"504-866-4798";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13833;"http://carefacility.doe.louisiana.gov/view.aspx?id=13833"
14943;"Watson Memorial Child Development Center";"Orleans";"4422 St. Charles Avenue";"New Orleans";"LA";70115;"Simone Watson, Director";"504-899-4400";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14943;"http://carefacility.doe.louisiana.gov/view.aspx?id=14943"
14124;"Annette Head Start Center";"Orleans";"1625 Annette Street";"New Orleans";"LA";70116;"Margaret Craig, Director";"504-942-5552";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14124;"http://carefacility.doe.louisiana.gov/view.aspx?id=14124"
14545;"Jubilant Preschoolers";"Orleans";"1938 Dumaine Street";"New Orleans";"LA";70116;"Lizzell Brooks-Williams, DirectorAriyawn Bush, Director Designee";"504-822-8477";"Child Day Care";"Class A";"Yes";"Field Trip Only";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"Closed";"Closed";"Child Care";"No";"2 Stars";14545;"http://carefacility.doe.louisiana.gov/view.aspx?id=14545"
14051;"Open Minds Open Hearts Daycare LLC.";"Orleans";"2001 Frenchmen Street";"New Orleans";"LA";70116;"Ashley Smallwood, Director";"504-945-1806";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14051;"http://carefacility.doe.louisiana.gov/view.aspx?id=14051"
15894;"Giggles' Child Development Center";"Orleans";"6400 Saint Claude Avenue #35";"New Orleans";"LA";70117;"Melanie Pichon-Smith, Director";"504-682-2266";"Child Day Care";"Class A";"No";"Field Trip Only";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";15894;"http://carefacility.doe.louisiana.gov/view.aspx?id=15894"
13960;"Kiddie Kids Daycare & Preschool, LLC";"Orleans";"6142 St. Claude Avenue";"New Orleans";"LA";70117;"Keishan Magee, Director";"504-279-5900";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13960;"http://carefacility.doe.louisiana.gov/view.aspx?id=13960"
6185;"Kids of Excellence";"Orleans";"1415 Franklin Avenue";"New Orleans";"LA";70117;"Kristi Reddick-Givens, Director";"504-947-5437";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";6185;"http://carefacility.doe.louisiana.gov/view.aspx?id=6185"
7873;"Kids World of New Orleans, Inc.";"Orleans";"3901 St. Claude Avenue";"New Orleans";"LA";70117;"Cynthia Robinson, DirectorMillicent Hilliard, Director DesigneeThelma Lee, DirectorPrudence Harris, Director";"504-944-9193";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";7873;"http://carefacility.doe.louisiana.gov/view.aspx?id=7873"
9086;"Miss Dee's Child Care-Learning Ctr. L.L.C.";"Orleans";"1539 Bartholomew Street";"New Orleans";"LA";70117;"Charlene Schexnider, Director";"504-324-8670";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9086;"http://carefacility.doe.louisiana.gov/view.aspx?id=9086"
11366;"Mrs. J's Little Angels";"Orleans";"2422, 2424 Music Street";"New Orleans";"LA";70117;"JoAnn Woodside, Director";"504-947-8643";"Child Day Care";"Class A";"Yes";"No";"7:00a - 1:00a";"7:00a - 1:00a";"7:00a - 1:00a";"7:00a - 1:00a";"7:00a - 1:00a";"Closed";"Closed";"Child Care";"No";"No Star Rating";11366;"http://carefacility.doe.louisiana.gov/view.aspx?id=11366"
7579;"Sanders Smart Start Daycare Inc.";"Orleans";"1917 Almonaster Avenue";"New Orleans";"LA";70117;"Barbara Sanders, Director";"504-945-0886";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";7579;"http://carefacility.doe.louisiana.gov/view.aspx?id=7579"
13200;"Small World Academy Ltd.";"Orleans";"3303 North Claiborne Avenue";"New Orleans";"LA";70117;"Mary Richard, Director";"504-945-4110";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";13200;"http://carefacility.doe.louisiana.gov/view.aspx?id=13200"
15701;"St Mary of the Angels Early Headstart and Headstart";"Orleans";"2225 Congress Street";"New Orleans";"LA";70117;"Jonika Julian, Director";"504-227-3470";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";15701;"http://carefacility.doe.louisiana.gov/view.aspx?id=15701"
50048;"St. David Head Start Center";"Orleans";"1230 Lamanche Street";"New Orleans";"LA";70117;"Pamela Morris, Director";"504-459-4845";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50048;"http://carefacility.doe.louisiana.gov/view.aspx?id=50048"
14122;"Toddler's University, Inc.";"Orleans";"4121 St. Claude Avenue";"New Orleans";"LA";70117;"Tiffany Spears, Director";"504-302-2695";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 6:00p";"7:00a - 6:00p";"7:00p - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14122;"http://carefacility.doe.louisiana.gov/view.aspx?id=14122"
8699;"Angels' Haven Daycare and Preschool, Inc.";"Orleans";"8819 South Claiborne Avenue";"New Orleans";"LA";70118;"Niquelle Lackings, DirectorBrenda Lackings, Director Designee";"504-861-1554";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";8699;"http://carefacility.doe.louisiana.gov/view.aspx?id=8699"
14340;"Carrollton-Dunbar Head Start Center";"Orleans";"9301 Collapissa Street";"New Orleans";"LA";70118;"TaRhonda Gasper, Director";"504-483-6789";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14340;"http://carefacility.doe.louisiana.gov/view.aspx?id=14340"
14156;"Incarnate Word Early and Pre School Head Start";"Orleans";"8326 Apricot Street";"New Orleans";"LA";70118;"Esperanza Martinez, Director";"504-861-6366";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"7:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14156;"http://carefacility.doe.louisiana.gov/view.aspx?id=14156"
1856;"Loyola University New Orleans / Whelan Children's Center";"Orleans";"2020 Calhoun ( Loyola University New Orleans)";"New Orleans";"LA";70118;"Robyn Oubre, Director";"504-864-7273";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";1856;"http://carefacility.doe.louisiana.gov/view.aspx?id=1856"
13705;"Mt. Pilgrim B. C. Daycare";"Orleans";"2717 Joliet Street";"New Orleans";"LA";70118;"Lisa Harris, Director";"504-866-5698";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13705;"http://carefacility.doe.louisiana.gov/view.aspx?id=13705"
936;"Newcomb Children's Center of Tulane University";"Orleans";"1305 Broadway Street";"New Orleans";"LA";70118;"Julie Smith-Price, DirectorChristie Oleaga, Director Designee";"504-865-5326";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";936;"http://carefacility.doe.louisiana.gov/view.aspx?id=936"
4004;"Royal Castle Child Development Center";"Orleans";"3800 Eagle Street";"New Orleans";"LA";70118;"Pearlie Harris, DirectorSharon Harris, Director Designee";"504-488-1045";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"Yes";"4 Stars";4004;"http://carefacility.doe.louisiana.gov/view.aspx?id=4004"
13162;"St. Andrew's Cottage";"Orleans";"8012 Oak Street";"New Orleans";"LA";70118;"Katherine Smith, Director";"504-865-1347";"Child Day Care";"Class A";"No";"Field Trip Only";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13162;"http://carefacility.doe.louisiana.gov/view.aspx?id=13162"
3823;"St. Charles Avenue Presbyterian Nursery School";"Orleans";"1545 State Street";"New Orleans";"LA";70118;"Keflyn Fransen, Director";"504-891-5101";"Child Day Care";"Class B";"No";"No";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";3823;"http://carefacility.doe.louisiana.gov/view.aspx?id=3823"
16083;"University Montessori School of Carrollton";"Orleans";"7508 Burthe Street";"New Orleans";"LA";70118;"Yvonne Locke, Director";"504-865-1659";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16083;"http://carefacility.doe.louisiana.gov/view.aspx?id=16083"
16252;"Ursuline Academy";"Orleans";"2635 State Street";"New Orleans";"LA";70118;"Laurie Richter, DirectorAmy Canalis, Director Designee";"504-866-5260";"Child Day Care";"Class A";"No";"No";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"7:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";16252;"http://carefacility.doe.louisiana.gov/view.aspx?id=16252"
6189;"YMCA Castle Kids";"Orleans";"7400 Leake Avenue";"New Orleans";"LA";70118;"Roxann Brown-Parker, Director";"504-862-2103";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"5 Stars";6189;"http://carefacility.doe.louisiana.gov/view.aspx?id=6189"
15448;"Abeona House Child Discovery Center";"Orleans";"3401 Canal Street";"New Orleans";"LA";70119;"Jamie Regan, Director";"504-486-0510";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15448;"http://carefacility.doe.louisiana.gov/view.aspx?id=15448"
16186;"Children's Place Love Center Learning Academy LLC";"Orleans";"2733 Bienville Street";"New Orleans";"LA";70119;"Melika Honore, Director";"504-324-7174";"Child Day Care";"Class A";"No";"No";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"Closed";"Closed";"Child Care";"No";"1 Star";16186;"http://carefacility.doe.louisiana.gov/view.aspx?id=16186"
6551;"Crescent Cradle at Cabrini High School";"Orleans";"3408 Esplanade Avenue";"New Orleans";"LA";70119;"Lauren Hartley, Director";"504-482-3670";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";6551;"http://carefacility.doe.louisiana.gov/view.aspx?id=6551"
13590;"Discovery Kids Preschool and Daycare Center, Inc.";"Orleans";"128 S. Jefferson Davis Pkwy";"New Orleans";"LA";70119;"Debbie Martin, Director";"504-821-5083";"Child Day Care";"Class A";"Yes";"No";"12:00a - 12:00a";"12:00a - 12:00a";"12:00a - 12:00a";"12:00a - 12:00a";"12:00a - 12:00a";"12:00a - 12:00a";"12:00a - 12:00a";"Child Care";"No";"3 Stars";13590;"http://carefacility.doe.louisiana.gov/view.aspx?id=13590"
100;"Hume Child Development Center, Inc.";"Orleans";"319 North Tonti Street";"New Orleans";"LA";70119;"Karen Page, Director";"504-822-7883";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";100;"http://carefacility.doe.louisiana.gov/view.aspx?id=100"
15413;"Joey Georgusis Center for Children";"Orleans";"615 City Park Avenue";"New Orleans";"LA";70119;"Kendra Singleton-Andrus, DirectorSandra Cuellar, Director Designee";"504-671-6542";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";15413;"http://carefacility.doe.louisiana.gov/view.aspx?id=15413"
525;"Kiddee Korner, Inc.";"Orleans";"4300 1/2 Saint Ann Street";"New Orleans";"LA";70119;"Alison Kramer, Director";"504-488-8687";"Child Day Care";"Class A";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";525;"http://carefacility.doe.louisiana.gov/view.aspx?id=525"
14241;"Kids Kingdom Academy and Daycare LLC";"Orleans";"2903 & 2909 Tulane Ave";"New Orleans";"LA";70119;"Eliza Rivers, DirectorLynette Rivers, Director Designee";"504-373-5038";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14241;"http://carefacility.doe.louisiana.gov/view.aspx?id=14241"
15618;"Krescent City Kids Learning Academy";"Orleans";"329 South Dorgenois";"New Orleans";"LA";70119;"Angela Lee, Director";"504-826-5200";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";15618;"http://carefacility.doe.louisiana.gov/view.aspx?id=15618"
15091;"Little Peoples Workshop";"Orleans";"2300 Lapeyrouse Street";"New Orleans";"LA";70119;"Keith Hitchens, DirectorClaudette Martin, Director Designee";"504-944-0212";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15091;"http://carefacility.doe.louisiana.gov/view.aspx?id=15091"
15046;"Magical Moment's Learning Center";"Orleans";"2240 A. P. Tureaud Avenue";"New Orleans";"LA";70119;"Ayana Blanchard, Director";"504-949-2064";"Child Day Care";"Class A";"No";"No";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";15046;"http://carefacility.doe.louisiana.gov/view.aspx?id=15046"
1190;"Peace Head Start Center";"Orleans";"2500 South Broad Street";"New Orleans";"LA";70119;"Betty Clifton, Director";"504-822-8418";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";1190;"http://carefacility.doe.louisiana.gov/view.aspx?id=1190"
13568;"Rainbow Academy and Preschool";"Orleans";"2224 Laharpe Street";"New Orleans";"LA";70119;"Tomika Suarez, DirectorSharon Parker, Director Designee";"504-943-3405";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";13568;"http://carefacility.doe.louisiana.gov/view.aspx?id=13568"
15510;"Shiloh Gardens";"Orleans";"1504 North Broad Street";"New Orleans";"LA";70119;"Pamela Marshall, Director";"504-309-6621";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"1 Star";15510;"http://carefacility.doe.louisiana.gov/view.aspx?id=15510"
14905;"Shirley Honore's Love Center Learning Academy LLC";"Orleans";"2519 Bayou Road";"New Orleans";"LA";70119;"Tashika Honore, Director";"504-943-1221";"Child Day Care";"Class A";"Yes";"Field Trip Only";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"Closed";"Child Care";"No";"No Star Rating";14905;"http://carefacility.doe.louisiana.gov/view.aspx?id=14905"
9393;"St. Anthony of Padua Catholic School";"Orleans";"4601 Cleveland Avenue";"New Orleans";"LA";70119;"Ruth Angelette, Director";"504-488-4426";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9393;"http://carefacility.doe.louisiana.gov/view.aspx?id=9393"
