"ID";"Corrective Action Plan Start";"Corrective Action Plan End";"Non Compliance Code";"Outcome Code";"Issue Completed Date"
30199373;"8/18/2021";"10/25/2021";"13.5.h.4. Plastic bags, latex gloves and Styrofoam objects are not accessible to the child under 4 years of age";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"14.4.b. A center shall ensure that the schedule is available";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"15.4.h.9. When a child no longer needs medication or its expiration date passes,";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"19.7.a.3. A diagram of safe routes to exit each area of the center";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"22.6.   The vehicle is equipped with emergency supplies";"Achieved";"10/25/2021"
30199373;"8/18/2021";"10/25/2021";"4.4.b.5. Positive Fire Safety Inspection by State Fire Marshal";"Achieved";"10/7/2021"
30011908;"6/24/2021";"8/6/2021";"13.1.c. Durable and safe";"Achieved";"8/6/2021"
30011908;"6/24/2021";"8/6/2021";"13.5.h.2. Use zones extend and meet specifics described in rule";"Achieved";"8/6/2021"
30011908;"12/1/2021";"7/19/2022";"19.7.a.3. A diagram of safe routes to exit each area of the center";"Achieved";"12/1/2021"
30011908;"12/1/2021";"7/19/2022";"19.10.a.   Equipped with band aids, a non mercury thermometer, gauze, and pencil and paper";"Achieved";"12/1/2021"
30011908;"6/24/2021";"8/6/2021";"15.2.a.2. Allergies and any significant information affecting child's adaptation to care";"Achieved";"8/6/2021"
30011908;"12/1/2021";"7/19/2022";"20.4.b.2.  Surface of play area in an equipment use zone is composed of:";"Achieved";
30011908;"12/1/2021";"7/19/2022";"23.5.c.8.  Visually post expectations so that children are encouraged";"Achieved";
30257041;"12/8/2020";"4/29/2021";"8.3.d.2. Two written references (3 for Director);";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.3.a. Written notification to staff regarding position, qualifications, and duties";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.3.d. Center personnel files includes";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.3.d.1. Current job description:";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.6.f.1. CPR and First Aid.";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.6.h. Prior to assuming management duties, staff";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.6.h.1. Completes requirements for orientation training and management orientation training";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"10.1.a. Children have adequate supervision";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"10.2.e. During arriving and departing, and short periods";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"10.3.f. Staff performing other duties and not directly working with children";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"10.5.b.1. Staff/child ratio and single age group size are maintained";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"15.4.h.1. Written permission is provided by parent from a licensed health care provider";"Not Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"15.4.h.2. The center shall secure instructions from the child's parent";"Not Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"15.4.h.2.A. The child's first and last name;";"Not Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"15.4.h.4. A center shall store all medication in its original bottle or package";"Not Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"16.9.a.   Posted one week in advance";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"16.11.e.2.   Have the parent clearly label each bottle with the child's name,";"Not Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"19.6.  Emergency Policies, Procedures and Plan.";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"16.11.d.   Until a child is able to hold a bottle securely, a staff member";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"19.7.a.   Center has a plan for evacuating center in emergency posted";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"20.1. Center has taken all necessary precautions to ensure an accident-free and smoke-free environment for the children";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"20.2.c.2.   Child/staff has direct access to emergency exits";"Achieved";"4/29/2021"
30257041;"12/8/2020";"4/29/2021";"20.3.j.2. Pacifiers attached to a string over six (6) inches long are not placed around a child's neck";"Achieved";"4/29/2021"
30257041;"7/21/2021";"2/8/2022";"11.6.c. Statement posted that center reports suspected child abuse";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"13.4.i.5. Seasonally appropriate covers are used to maintain adequate warmth";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"13.4.i.7. Pillows or soft, fluffy bedding made materials are not used";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"13.5.h.4. Plastic bags, latex gloves and Styrofoam objects are not accessible to the child under 4 years of age";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"14.1.d. Is posted in clear view.";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"15.4.h.1. Written permission is provided by parent from a licensed health care provider";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"15.4.h.2. The center shall secure instructions from the child's parent";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"15.4.h.2.A. The child's first and last name;";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"15.4.h.4. A center shall store all medication in its original bottle or package";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"16.11.e.2.   Have the parent clearly label each bottle with the child's name,";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"17.1.c.   Diapering and Toileting.";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"19.6.  Emergency Policies, Procedures and Plan.";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"19.7.a.   Center has a plan for evacuating center in emergency posted";"Achieved";"2/8/2022"
30257041;"7/21/2021";"2/8/2022";"19.10.a.   Equipped with band aids, a non mercury thermometer, gauze, and pencil and paper";"Achieved";"2/8/2022"
30257041;"6/3/2022";"6/23/2022";"13.4.a.1. One crib or playpen with a firm mattress for each child twelve months and under";"Pending";"6/23/2022"
30257041;"6/3/2022";"6/23/2022";"19.6.g.5.  Diagram of  routes to reach safe location";"Achieved";"6/23/2022"
30257041;"6/3/2022";"6/23/2022";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"6/23/2022"
30257041;"6/3/2022";"6/23/2022";"20.4.c.2.  Outdoor environment is clear of hazards";"Achieved";"6/23/2022"
30257041;"2/8/2022";"5/24/2022";"8.3.a. Written notification to staff regarding position, qualifications, and duties";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.3.d. Center personnel files includes";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.3.d.2. Two written references (3 for Director);";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.4.c.1. Statement of Criminal record on file";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.5.h. Employee health assessment be updated every two years and put in file";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.6.d. Center provides orientation to the staff member";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"13.6.e.1. Outdoor equipment is installed";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"13.7.d. Separate storage areas for each child's personal belongings.";"Achieved";"5/24/2022"
30257041;"2/8/2022";"5/24/2022";"14.1.d. Is posted in clear view.";"Achieved";"5/24/2022"
30257041;"6/3/2022";"6/23/2022";"13.4.a.1. One crib or playpen with a firm mattress for each child twelve months and under";"Achieved";"6/23/2022"
30000186;"5/25/2021";;"8.3.b.1.  Performance evaluations conducted annually";"Pending";
30000186;"5/25/2021";;"8.3.d.1. Current job description:";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.3.d.2. Two written references (3 for Director);";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.4.c.1. Statement of Criminal record on file";"Pending";
30000186;"5/25/2021";;"8.4.c.3. FBI check for any employee who live outside WV";"Pending";
30000186;"5/25/2021";;"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Pending";
30000186;"5/25/2021";;"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";
30000186;"5/25/2021";;"8.5.g.4. Health assessment includes TB risk assessment";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.6.b. All staff meet training requirements and pre-service education qualifications";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.6.d. Center provides orientation to the staff member";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.6.f.1. CPR and First Aid.";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"8.6.f.2. Abuse Recognition and Prevention";"Pending";
30000186;"5/25/2021";;"8.6.h. Prior to assuming management duties, staff";"Achieved";"2/25/2021"
30000186;"5/25/2021";;"8.6.i.2. Existing program, staff member shall have a minimum of 40 hours of approved training.";"Pending";
30000186;"5/25/2021";;"8.7.c. Qualified staff complete the approved training to keep the credential current";"Pending";
30000186;"5/25/2021";;"9.1.i. Designates a person-in-charge who is a qualified staff member when director is not present";"Achieved";"7/14/2021"
30000186;"5/25/2021";;"10.2.c.  Separate indoor areas regularly occupied by older children";"Pending";
30000186;"5/25/2021";;"4.4.b.5. Positive Fire Safety Inspection by State Fire Marshal";"Achieved";"6/28/2021"
30211927;"1/4/2022";"6/13/2022";"8.3.b.2. New employees evaluated initially, at  3-months, 6-months, and 12-months";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"8.3.d. Center personnel files includes";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"8.3.d.2. Two written references (3 for Director);";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"1/28/2022"
30211927;"1/4/2022";"6/13/2022";"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"8.5.g.4. Health assessment includes TB risk assessment";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"8.6.d. Center provides orientation to the staff member";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"8.6.f.1. CPR and First Aid.";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"8.7.c. Qualified staff complete the approved training to keep the credential current";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"13.6.e.1. Outdoor equipment is installed";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"19.6.  Emergency Policies, Procedures and Plan.";"Achieved";"1/18/2022"
30211927;"1/4/2022";"6/13/2022";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"6/7/2022"
30211927;"1/4/2022";"6/13/2022";"20.4.b.2.A.  Loose fill to a depth of  (6) inches, increasing with height";"Achieved";"6/13/2022"
30211927;"8/23/2022";"9/14/2022";"11.5. If a child's behavior continues over time, director and staff implement a plan for managing difficult behavior";"Achieved";"9/14/2022"
30263144;"1/15/2021";"6/8/2022";"4.4. Amendment of License:";;
30263144;"1/15/2021";"6/8/2022";"20.4.b.1. Play area has more than one type of surface";"Achieved";"7/15/2021"
30263144;"1/15/2021";"6/8/2022";"20.4.c.2.  Outdoor environment is clear of hazards";"Achieved";"6/8/2022"
30263144;"6/8/2022";"7/25/2022";"8.3.a. Written notification to staff regarding position, qualifications, and duties";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.3.d.2. Two written references (3 for Director);";"Achieved";"7/25/2022"
30263144;"6/8/2022";"7/25/2022";"8.4.c.3. FBI check for any employee who live outside WV";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.5.g.4. Health assessment includes TB risk assessment";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.6.d. Center provides orientation to the staff member";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Achieved";"7/15/2022"
30263144;"6/8/2022";"7/25/2022";"20.4.b.2.A.  Loose fill to a depth of  (6) inches, increasing with height";"Achieved";"7/21/2022"
30263144;"8/15/2021";"6/8/2022";"6.6.a.2.B.  Staff emergency information on file at each location";"Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.3.b.2. New employees evaluated initially, at  3-months, 6-months, and 12-months";"Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.3.d.2. Two written references (3 for Director);";"Not Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.5.g.4. Health assessment includes TB risk assessment";"Not Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.6.b. All staff meet training requirements and pre-service education qualifications";"Not Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.6.f.1. CPR and First Aid.";"Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.6.f.2. Abuse Recognition and Prevention";"Not Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"8.7.c. Qualified staff complete the approved training to keep the credential current";"Not Achieved";"6/8/2022"
30263144;"8/15/2021";"6/8/2022";"19.7.a.   Center has a plan for evacuating center in emergency posted";"Achieved";"6/8/2022"
30265490;"10/22/2021";"4/5/2022";"13.4.e. Includes the following specifications for cribs and playpens";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"16.9.b.   Write changes on posted menus";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"16.11.e.2.   Have the parent clearly label each bottle with the child's name,";"Not Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"16.11.e.4.   Cap bottles of formula or breast milk during storage";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"19.2.a.   The responsible person signs child in and out when arriving and departing";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"19.7.b.  Center documents at least 2 fire drills a month";"Achieved";"4/5/2022"
30265490;"10/22/2021";"4/5/2022";"20.1. Center has taken all necessary precautions to ensure an accident-free and smoke-free environment for the children";"Achieved";"4/5/2022"
