"Faciliy Num";"Visit Date";"Visit_Description"
36470;"11/10/2022";"No Violations Cited"
15724;"08/08/2023";"No Violations Cited"
15724;"08/08/2023";"No Violations Cited"
15724;"04/10/2023";"No Violations Cited"
15724;"12/27/2022";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
15724;"11/17/2022";"No Violations Cited"
11969;"09/21/2023";"No Violations Cited"
11969;"02/27/2023";"No Violations Cited"
11969;"11/29/2022";"No Violations Cited"
16661;"05/11/2023";"No Violations Cited"
16661;"01/10/2023";"No Violations Cited"
16382;"10/09/2023";"No Violations Cited"
16382;"03/06/2023";"No Violations Cited"
29749;"09/27/2023";"No Violations Cited"
29749;"08/16/2023";"No Violations Cited"
29749;"08/10/2023";"Bibs, necklaces, and garments with ties or hoods shall be removed from infants prior to rest and naptime to reduce the risk of entanglement and strangulation while the child is sleeping."
29749;"08/10/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
29749;"08/10/2023";"Facility Records shall be maintained on site and include:Record of emergency drills;"
29749;"08/03/2023";"Bibs, necklaces, and garments with ties or hoods shall be removed from infants prior to rest and naptime to reduce the risk of entanglement and strangulation while the child is sleeping."
29749;"08/03/2023";"Infants and toddlers shall be placed in age appropriate cribs, cots, or mats meeting Consumer Product Safety Commission (CPSC) standards, for when they fall asleep. (Note: Also, any items used in the crib must be used according to manufacturer guidelines, regardless if the child is sleeping or not, in accordance with 1001.1.)"
29749;"08/03/2023";"Medicine shall be kept out of the reach of the children when dispensing and shall be stored in a locked area at all other times."
29749;"08/03/2023";"Pillows (including nursing or “boppy” pillows), bumpers and bumper pads, and stuffed animals shall not be placed in cribs."
29749;"08/03/2023";"All refrigerators used for food storage shall be maintained at a temperature of forty-one (41) degrees or below, and all freezers used for food storage shall be maintained at a temperature of zero (0) degrees or below."
3361;"09/27/2023";"No Violations Cited"
3361;"04/04/2023";"No Violations Cited"
3361;"10/27/2022";"No Violations Cited"
3269;"05/31/2023";"No Violations Cited"
3269;"02/16/2023";"No Violations Cited"
3269;"12/01/2022";"No Violations Cited"
27189;"08/22/2023";"No Violations Cited"
27189;"03/29/2023";"No Violations Cited"
27189;"12/12/2022";"No Violations Cited"
27054;"05/24/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective owners, household members who are ten (10) years of age or older, and employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Each applicant to own or operate a licensed home - at application and every two (2) years thereafter"
27054;"05/24/2023";"Fire and tornado drills shall be practiced as follows:Monthly;"
27054;"01/27/2023";"No Violations Cited"
26022;"06/16/2023";"No Violations Cited"
26022;"03/09/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
26022;"03/07/2023";"No Violations Cited"
26022;"11/21/2022";"No Violations Cited"
23427;"06/16/2023";"No Violations Cited"
23427;"04/25/2023";"No Violations Cited"
23427;"03/07/2023";"No Violations Cited"
23427;"11/21/2022";"No Violations Cited"
23314;"04/14/2023";"No Violations Cited"
46318;"09/18/2023";"No Violations Cited"
46318;"07/11/2023";"No Violations Cited"
46318;"05/26/2023";"No Violations Cited"
46318;"04/17/2023";"No Violations Cited"
46318;"03/22/2023";"No Violations Cited"
46318;"01/05/2023";"No Violations Cited"
45333;"08/21/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
45333;"08/21/2023";"The statewide Child Maltreatment Hotline and the Child Care Licensing Central Office number shall be posted in a conspicuous place in the child care facility. The Hotline number is 1-800-482-5964 and the Licensing Central Office number is (501) 682-8590 or toll-free 1-800-445-3316.Staff members and applicants for employment in a child care facility Prior to employment and every two (2) years thereafter"
45333;"08/21/2023";"Arkansas State Police Criminal Background Check The following persons shall be required to have their background reviewed through a fingerprint criminal records check (which includes the Arkansas Sexual Offender Registry) conducted by the Arkansas State Police. A prospective staff member may not begin work until the Arkansas State Police criminal record check result has been returned as satisfactory. Following receipt of the satisfactory result, this individual must be supervised at all times, pending completion of all of the required background check components, by a staff member who has successfully completed all required background checks. A National Sexual Offender Registry check will also be conducted on prospective employees. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a criminal background check and sexual offender registry check in any states where they resided during the past five (5) years.Staff and applicants for employment in a child care facility Prior to employment and every five (5) years thereafter"
