"Faciliy #";"Facility Name";"Address";"City";"State";"Zip";"County";"Site Phone";"Facility_Type";"Website Address";"Contact Persons";"Voucher Participant";"ABC Program";"Head Start";"Better Beginnings";"DCCECE Assigned Staff";"DCCECE Office Address";"DCCECE Office City";"DCCECE Office Zip";"DCCECE Office Phone";"DCCECE Email Address";"Months of Operation";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Facility Rates for Ages Served";"Capacity Infant/Toddler";"Capacity Preschool";"Capacity School Age";"Capacity Sick Care";"DetailsRef"
34150;"MY LITTLE ANGELS LEARNING ACADEMY";"3407 RACE STREET";"JONESBORO";"AR";72401;"Craighead";"(870) 203-9833";"Child Care Center";"-";"Cynthia Allison";"Yes";"No";"No";2;"Brittany Hopper";"401 South College Blvd";" West Memphis";72301;"(870) 400-0829";"brittany.hopper@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"5:00:00 AM-11:59:00 PM";"5:00:00 AM-11:59:00 PM";"5:00:00 AM-11:59:00 PM";"5:00:00 AM-11:59:00 PM";"5:00:00 AM-11:59:00 PM";"5:00:00 AM-11:59:00 PM";;"
Infant 0 to 18 Months-$37.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$42.00 per Day (Weekend Care)
Infant 0 to 18 Months-$42.00 per Day (Night Care)
Infant 0 to 18 Months-$25.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$34.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$39.00 per Day (Weekend Care)
Preschool 30 to 72 Months-$39.00 per Day (Night Care)
Preschool 30 to 72 Months-$39.00 per Day (Night Care)
Preschool 30 to 72 Months-$23.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$21.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$37.00 per Day (Weekend Care)
School Age 60 to 156 Months-$32.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$37.00 per Day (Night Care)
Toddler 18 to 36 Months-$36.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$41.00 per Day (Weekend Care)
Toddler 18 to 36 Months-$41.00 per Day (Night Care)
Toddler 18 to 36 Months-$24.00 per Day (Less than 7 Hours)";35;15;22;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NghAAE&language=en_US"
36657;"Alice's Kids In Wonderland";"109 E Forrest St";"Jonesboro";"AR";"72401-1692";"Craighead";"(870) 206-7973";"Child Care Center";"-";"Alice Evans";"Yes";"No";"No";2;"Susan Simmons";"1200 AR-33";" Augusta";72006;"(870) 347-2537";"susan.simmons2@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Preschool 30 to 72 Months-$21.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$22.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$35.00 per Day (7 Hours or More)";;28;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NjIAAU&language=en_US"
36468;"Just Like Home Daycare Center";"5411 East Nettleton Avenue";"Jonesboro";"AR";72401;"Craighead";"(870) 316-2880";"Child Care Center";"-";"Bernice Dawson";"Yes";"No";"No";2;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"5:30:00 AM-9:30:00 PM";"5:30:00 AM-9:30:00 PM";"5:30:00 AM-9:30:00 PM";"5:30:00 AM-9:30:00 PM";"5:30:00 AM-9:30:00 PM";"6:00:00 AM-4:00:00 PM";;"
Infant 0 to 18 Months-$20.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$40.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$35.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$30.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$22.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$28.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$40.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (Less than 7 Hours)";27;9;13;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NipAAE&language=en_US"
36200;"Abundant Love Childcare Center LLC";"3704 S Caraway Rd #8";"Jonesboro";"AR";"72404-0754";"Craighead";"(870) 919-5631";"Child Care Center";"-";"Tina Adams";"Yes";"No";"No";2;"Susan Simmons";"1200 AR-33";" Augusta";72006;"(870) 347-2537";"susan.simmons2@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$33.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$29.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)";20;19;8;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NiBAAU&language=en_US"
13981;"CAT CLUB BROOKLAND SCHOOL";"220 NORTH OAK";"BROOKLAND";"AR";72417;"Craighead";"(870) 219-9667";"Child Care Center";"-";"Shelley Chaplain";"Yes";"No";"No";2;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";;;"
Preschool 30 to 72 Months-$9.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$18.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$9.00 per Day (Less than 7 Hours)";;218;145;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NNHAA2&language=en_US"
23008;"OASIS 4 KIDS LEARNING CENTER PHASE 2";"315 EAST NETTLETON";"JONESBORO";"AR";72401;"Craighead";"(870) 802-3862";"Child Care Center";"-";"Angela Cuevas";"Yes";"No";"No";2;"Susan Simmons";"1200 AR-33";" Augusta";72006;"(870) 347-2537";"susan.simmons2@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$21.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$21.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$19.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$19.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$21.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$21.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$21.00 per Day (7 Hours or More)";66;64;30;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NRJAA2&language=en_US"
30778;"LEARN & GROW ACADEMY";"21169 E HWY 18 E";"MONETTE";"AR";72447;"Craighead";"(870) 486-2099";"Child Care Center";"-";"Ashley Johnson";"Yes";"No";"No";2;"Afton Stanley";"1600 Brown's Lane Access";" Jonesboro";72403;"(870) 910-8519";"afton.stanley@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";;;"
Infant 0 to 18 Months-$32.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$47.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$47.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$14.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$47.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$32.00 per Day (7 Hours or More)";21;30;25;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NdxAAE&language=en_US"
30190;"CAT CLUB BROOKLAND MIDDLE SCHOOL";"310 NORTH OAK";"BROOKLAND";"AR";72417;"Craighead";"(870) 932-2080";"Out of School Time";"-";"Shelley Chaplain";"Yes";"No";"No";2;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"3:30:00 PM-5:45:00 PM";"3:30:00 PM-5:45:00 PM";"3:30:00 PM-5:45:00 PM";"3:30:00 PM-5:45:00 PM";"3:30:00 PM-5:45:00 PM";;;"
School Age 60 to 156 Months-$10.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$23.00 per Day (7 Hours or More)";;409;148;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Nc7AAE&language=en_US"
30506;"LUVING MY KIDS LEARNING CENTER";"1220 STONE STREET";"JONESBORO";"AR";72401;"Craighead";"(870) 995-0630";"Child Care Center";"-";"Khalilah Parks";"Yes";"No";"No";2;"Afton Stanley";"1600 Brown's Lane Access";" Jonesboro";72403;"(870) 910-8519";"afton.stanley@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"5:30:00 AM-11:59:00 PM";"
Infant 0 to 18 Months-$20.50 per Day (7 Hours or More)
Infant 0 to 18 Months-$13.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$28.56 per Day (Weekend Care)
Preschool 30 to 72 Months-$23.60 per Day (Weekend Care)
Preschool 30 to 72 Months-$19.50 per Day (7 Hours or More)
Preschool 30 to 72 Months-$8.50 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$22.42 per Day (Weekend Care)
Toddler 18 to 36 Months-$23.60 per Day (Weekend Care)
Toddler 18 to 36 Months-$19.50 per Day (7 Hours or More)
Toddler 18 to 36 Months-$32.00 per Day (Weekend Care)";10;15;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Nd4AAE&language=en_US"
28599;"WONDERLAND DAYCARE";"5312 SOUTH CARAWAY";"JONESBORO";"AR";72404;"Craighead";"(870) 919-5470";"Child Care Center";"-";"Debbie Johnson";"Yes";"No";"No";2;"Afton Stanley";"1600 Brown's Lane Access";" Jonesboro";72403;"(870) 910-8519";"afton.stanley@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$36.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$30.40 per Day (7 Hours or More)
Preschool 30 to 72 Months-$24.60 per Day (7 Hours or More)
Preschool 30 to 72 Months-$10.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$13.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$10.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$28.20 per Day (7 Hours or More)
Toddler 18 to 36 Months-$28.20 per Day (7 Hours or More)";43;26;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NY7AAM&language=en_US"
28857;"ANA'S ANGELS ACADEMY";"2614 EAST MATTHEWS";"JONESBORO";"AR";72401;"Craighead";"(870) 972-5416";"Child Care Center";"-";"Efigenia ""Effie"" Perez";"Yes";"No";"No";2;"Brittany Hopper";"401 South College Blvd";" West Memphis";72301;"(870) 400-0829";"brittany.hopper@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$35.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$24.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$17.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$17.60 per Day (7 Hours or More)
School Age 60 to 156 Months-$17.60 per Day (7 Hours or More)
Toddler 18 to 36 Months-$18.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$21.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$21.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$34.00 per Day (Less than 7 Hours)";39;45;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYcAAM&language=en_US"
28945;"KIDZ R US";"101 CHRISTY DRIVE";"BROOKLAND";"AR";72417;"Craighead";"(870) 972-8690";"Child Care Center";"-";"Karen Russell";"Yes";"No";"No";2;"Susan Simmons";"1200 AR-33";" Augusta";72006;"(870) 347-2537";"susan.simmons2@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-5:30:00 PM";"6:00:00 AM-5:30:00 PM";"6:00:00 AM-5:30:00 PM";"6:00:00 AM-5:30:00 PM";"6:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$30.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$40.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$40.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$17.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$40.00 per Day (Less than 7 Hours)";37;48;15;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYyAAM&language=en_US"
35663;"KIDSPOT JONESBORO, INC.";"1835 Grant Ave";"Jonesboro";"AR";"72401-6155";"Craighead";"(870) 974-9114";"Early Intervention Day Treatment (EIDT)";"-";"Amy Rottinghaus";"Yes";"No";"No";2;"Miranda Bogard";"PO Box";" Little Rock";72201;"(501) 396-6177";"miranda.bogard@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;;47;13;0;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009ObeAAE&language=en_US"
27187;"THE KIDSNEY ZONE EARLY LEARNING ACADEMY";"2723 EAST NETTLETON";"JONESBORO";"AR";72401;"Craighead";"(870) 935-5437";"Child Care Center";"-";"Takida Jackson";"Yes";"No";"No";2;"Brittany Hopper";"401 South College Blvd";" West Memphis";72301;"(870) 400-0829";"brittany.hopper@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$37.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$37.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$35.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$35.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$37.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$37.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$37.00 per Day (Less than 7 Hours)";48;59;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NVlAAM&language=en_US"
26566;"EXCEL PROGRAM LLC";"5603 KERSEY LANE";"JONESBORO";"AR";72401;"Craighead";"(870) 761-2029";"Child Care Center";"-";"Shannon Browning";"Yes";"No";"No";2;"Susan Simmons";"1200 AR-33";" Augusta";72006;"(870) 347-2537";"susan.simmons2@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";;;"
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$7.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$13.00 per Day (Less than 7 Hours)";;100;304;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NV1AAM&language=en_US"
14257;"DEBBIES DAYCARE";"571A N NEW YORK AVE";"CARAWAY";"AR";72419;"Craighead";"(870) 530-0705";"Licensed Child Care Family Home";"-";"Debbie Overman";"No";"No";"No";1;"Afton Stanley";"1600 Brown's Lane Access";" Jonesboro";72403;"(870) 910-8519";"afton.stanley@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$8.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$18.00 per Day (Night Care)
Infant 0 to 18 Months-$19.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$8.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$19.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$18.00 per Day (Night Care)
School Age 60 to 156 Months-$8.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$18.00 per Day (Night Care)
School Age 60 to 156 Months-$19.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$18.00 per Day (Night Care)
Toddler 18 to 36 Months-$8.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$19.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NNPAA2&language=en_US"
30798;"LIVING WORD KIDS ACADEMY";"5601 SOUTHWEST DRIVE";"JONESBORO";"AR";72401;"Craighead";"(870) 932-0951";"Child Care Center";"-";"Wyvetta Smith";"No";"No";"No";1;"Afton Stanley";"1600 Brown's Lane Access";" Jonesboro";72403;"(870) 910-8519";"afton.stanley@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$28.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$28.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$26.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$26.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$26.00 per Day (Less than 7 Hours)";54;40;36;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Ne1AAE&language=en_US"
29372;"CANE ACADEMY JPS-VISUAL AND PERFORMING ARTS";"1804 HILLCREST";"JONESBORO";"AR";72401;"Craighead";"(870) 933-5830";"Out of School Time";"-";"Melody French";"No";"No";"No";1;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"3:00:00 PM-5:30:00 PM";"3:00:00 PM-5:30:00 PM";"3:00:00 PM-5:30:00 PM";"3:00:00 PM-5:30:00 PM";"3:00:00 PM-5:30:00 PM";;;"
School Age 60 to 156 Months-$8.00 per Day (Less than 7 Hours)";;;170;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NZwAAM&language=en_US"
29218;"CANE ACADEMY JPS-INTERNATIONAL STUDIES";"1218 COBB STREET";"JONESBORO";"AR";72401;"Craighead";"(870) 933-5825";"Child Care Center";"-";"Melody French";"No";"No";"No";1;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$11.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$11.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)";;21;152;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NZWAA2&language=en_US"
28940;"CANE ACADEMY JPS";"618 WEST NETTLETON AVENUE";"JONESBORO";"AR";72401;"Craighead";"(870) 933-5835";"Out of School Time";"https://sites.google.com/jonesboroschools.net/cane-academy/home";"Melody French";"No";"No";"No";1;"Paula Swindle";"702 Main Street";" Little Rock";72201;"-";"paula.swindle@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"2:30:00 PM-5:30:00 PM";"2:30:00 PM-5:30:00 PM";"2:30:00 PM-5:30:00 PM";"2:30:00 PM-5:30:00 PM";"2:30:00 PM-5:30:00 PM";;;"
School Age 60 to 156 Months-$11.00 per Day (Less than 7 Hours)";;;379;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYxAAM&language=en_US"
26842;"MIRACLE KIDS SUCCESS ACADEMY INC.";"1900 STILLWATER DR";"JONESBORO";"AR";72404;"Craighead";"(870) 932-3600";"Early Intervention Day Treatment (EIDT)";"-";"Courtney Sloan";"No";"No";"No";1;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$20.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)";60;73;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OaUAAU&language=en_US"
6944;"THE LEARNING CENTER";"2808 FOX MEADOW LANE";"JONESBORO";"AR";72401;"Craighead";"(870) 932-4245";"Early Intervention Day Treatment (EIDT)";"-";"Lynn Cooper";"No";"No";"No";1;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$15.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$16.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$15.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$12.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$15.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$14.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$14.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$15.00 per Day (Less than 7 Hours)";63;131;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZCAA2&language=en_US"
