id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
2080;Friendship Public Charter School @ Blow Pierce Campus;Child Development Center;725 19th ST;RMilledge@friendshipschools.org;DC;20002;(202) 281-1714;175;1;1;No;No;Yes;Yes;Quality;;;All Year;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 18, 2017;January 28, 2021;CDC;Ronica Milledge;English;None;This facility has no mission statement at this time.;May 18, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2080;38.8978204;-76.9764812;NE;1;;;;;;;;1;;;;;;;;;;;;
1934;Friendship Public Charter School @ Chamberlain;Child Development Center;1345 Potomac AVE;RMilledge@friendshipschools.org;DC;20003;(202) 281-1714;200;1;;No;No;Yes;Yes;Quality;NAEYC;October 01, 2020;All Year;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 30, 2020;July 31, 2023;CDC;Ronica Milledge;English;;This facility has no mission statement at this time.;May 14, 2004;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1934;38.8793849;-76.9868023;SE;1;;;;1;;;;;;;;;;;;;;;;
1933;Friendship Public Charter School @ Woodridge;Child Development Center;2959 Carlton AVE;RMilledge@friendshipschools.org;DC;20018;(202) 355-2739;200;1;;No;No;Yes;Yes;Quality;NAEYC;August 01, 2020;All Year;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 18, 2017;January 28, 2021;CDC;Ronica Milledge;English;;This facility has no mission statement at this time.;January 18, 2006;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1933;38.9295889;-76.9665697;NE;1;;;;;;;;;;;;;;;;;;;;
1978;Friendship Public Charter Schools @ Milwaukee;Child Development Center;645 Milwaukee PL;RMilledge@friendshipschools.org;DC;20032;(202) 281-1714;175;1;;No;No;Yes;Yes;Quality;NAEYC;August 01, 2020;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 16, 2017;January 28, 2021;CDC;Ronica Milledge;English;;This facility has no mission statement at this time.;June 19, 2009;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1978;38.8476257;-76.9970085;SE;1;;;;;;;;;;;;;;;;;;;;
1743;Full Gospel Tabernacle Child Development Center;Child Development Center;632 11th ST;fullgospelcdc1@yahoo.com;DC;20002;(202) 543-2438;54;1;1;No;Yes;Yes;Yes;Quality;NAEYC;April 01, 2017;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 16, 2018;February 28, 2021;CDC;Valencia Dixon;English;;It is the goal of Full Gospel Tabernacle CDC to provide a supportive, safe and educational environment for children that supports the intellectual, moral, social, emotional, and physical needs of each child.;March 19, 1986;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1743;38.8982149;-76.991851;NE;1;;;;1;;;;;;;;;;;;;;;;
2160;Future Leaders Academy @ YMCA Anthony Bowen;Child Development Center;1325 W ST;meena.suri@ymcadc.org;DC;20009;(202) 232-6936;50;1;1;No;Yes;Yes;No;Not Participating;;;All Year;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 15, 2020;December 29, 2020;CDC;Meena Suri;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;December 23, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2160;38.9193337;-77.0313458;NW;;;;;1;;;;;;;;;;;;;;;;
1794;Gan HaYeled @ Adas Israel Congregation;Child Development Center;2850 Quebec ST;noah.hichenberg@adasisrael.org;DC;20008;(202) 362-4491;175;;;No;Yes;Yes;No;Not Participating;NAEYC;August 01, 2018;All Year;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 14, 2017;December 31, 2020;CDC;Noah Hichenberg;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;June 22, 1991;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1794;38.9368469;-77.0575497;NW;;;;;;;;;;;;;;;;;;;;;
2210;Gap Community Childcare Center Inc.;Child Development Center;209 Upshur ST;childgap@gmail.com;DC;20011;(202) 462-3636;117;1;1;Yes;Yes;Yes;No;Quality;NAEYC;August 01, 2019;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 29, 2020;September 30, 2023;CDC;Barbara Galery;English;;"OUR MISSION IS TO FOSTER THE POSITIVE DEVELOPMENT OF CARING, RESILIENT, CURIOUS, AND MOTIVATED CHILDREN WHO ARE PREPARED TO ADVANCE THROUGHOUT THE CENTER AND, UPON COMPLETION TO BE READY FOR KINDERGARTEN, BY PROVIDING: A NUTURING AND SAFE ENVIRONMENT THAT REFLECTS GAP’S CORE VALUES; A STIMULATING, DIVERSE AND NATIONALLY ACCREDITED LEARNING EVIRONMENT THAT IS BASED UPON DEVELOPMENTALLY APPROPRIATE CURRICULUM, EXPERIENTIAL LEARNING, BEST PRACTICES, PROGRAMS AND ACTIVITIES;";July 21, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2210;38.9425679;-77.014133;NW;1;;;1;;;;;;;;;;;;;;;;;
2239;Gatari Child Development Center;Child Development Center;2628 Bladensburg RD;gataricdc@gataricdc.net;DC;20018;(202) 838-9880;36;1;1;Yes;Yes;Yes;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 24, 2019;December 31, 2020;CDC;Eva Fletcher;English;None;Gatari Child Development center seeks to provide a safe, supportive, loving, and nurturing environment for all children. Moreover, Gatari CDC strives to provide a joyful learning environment that promotes each child's developmental needs. Our mission is to facilitate high-quality learning experiences for diverse learners and ensure that educators and families are working collaboratively to support children as life-long learners.;July 14, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2239;38.9240752;-76.9668457;NE;1;;;;1;;;;;;;;;;;;;;;;
1799;Georgetown Law Early Learning Center;Child Development Center;120 F ST;ck991@georgetown.edu;DC;20001;(202) 662-9256;38;;;No;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:30 PM;08:00 AM-06:30 PM;08:00 AM-06:30 PM;08:00 AM-06:30 PM;08:00 AM-06:30 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 23, 2017;October 28, 2020;CDC;Carleen Kinlock;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 06, 1994;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1799;38.8968878;-77.0133868;NW;;;;;;;;;;;1;;;;;;;;;;
1838;Georgetown University Hoya Kids;Child Development Center;3624 P ST;hoyakids@georgetown.edu;DC;20007;(202) 687-7667;60;;;No;Yes;Yes;No;Not Participating;;;All Year;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 16, 2019;January 31, 2021;CDC;Jane Bannister;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 19, 1997;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1838;38.9085282;-77.0710851;NW;;;;;;;;;;;;;;;;;;;;;
1763;Georgetown Visitation Child Development Center;Child Development Center;1524 35th ST;cyndy.baker@visi.org;DC;20007;(202) 337-3350;14;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 22, 2018;January 31, 2021;CDC;Cyndy Baker;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 17, 1988;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1763;38.9094819;-77.0694034;NW;;;;;;;;;;;1;;;;;;;;;;
2346;Gloria E. Green;Child Development Home;1838 Valley TER;glariosdayofcare01@yahoo.com;DC;20032;(202) 889-2323;6;1;1;Yes;Yes;Yes;Yes;Quality;NAFCC;July 01, 2020;All Year;07:30 AM-05:30 PM;07:30 AM-05:30 PM;07:30 AM-05:30 PM;07:30 AM-05:30 PM;07:30 AM-05:30 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 22, 2020;September 30, 2023;CDH;Gloria Green;English;;This facility has no mission statement at this time.;January 24, 2005;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2346;38.8410152;-76.9781085;SE;1;;;;1;;;;;;;;;;;;;;;;
1889;Goldies Child Development Center 2;Child Development Center;6234 3rd ST;goldies1and2@yahoo.com;DC;20011;(202) 722-8665;48;1;1;Yes;Yes;Yes;No;Quality;NAEYC;September 01, 2020;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 03, 2017;October 31, 2020;CDC;Adie Flores;English;;Goldie's Child Development Center 2 is committed to promoting and fostering a nurturing, responsive, and stimulating environment, where in children from diverse families are free to explore, investigate, and discover the world around them, to develop, enhance, and master knowledge and skills necessary to prepare them for school and build a strong foundation to become productive citizens of this country.;September 04, 2002;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1889;38.9659701;-77.0163673;NW;1;;;;1;;;;;;;;;;;;;;;;
1882;Goldies Child Development Center I;Child Development Center;6226 3rd ST;goldies1and2@yahoo.com;DC;20011;(202) 722-4412;36;1;1;No;Yes;Yes;No;Quality;NAEYC;September 01, 2022;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 03, 2017;October 31, 2020;CDC;Helen Sanchez;English;;Goldie's 1 LLC is committed to promoting and fostering a nurturing , responsive, and stimulating environment, where in children from diverse families are free to explore , investigate, and discover the world around them, to develop, enhance, and master knowledge and skills necessary to prepare them for school and build a strong foundation to become productive citizens of this country.;October 17, 2001;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1882;38.9658108;-77.0163761;NW;1;;;;1;;;;;;;;;;;;;;;;
2775;Growing Minds Together;Child Development Home Expanded;538 Madison St;growingmindstogether@gmail.com;DC;20011;(202) 820-2940;8;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 31, 2020;August 31, 2023;CDX;Rosmery Fidelina Martinez;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 31, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2775;38.9583579;-77.02135;NW;;;;;;;;;;;;;;;;;;;;;
1854;Growing Seeds Child Development Center;Child Development Center;3800 14th ST;GROWINGS50@HOTMAIL.COM;DC;20011;(202) 726-5208;50;1;1;Yes;Yes;Yes;Yes;Progressing;;;All Year;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 07, 2017;December 29, 2020;CDC;Teresa Jackson;English;None;This facility has no mission statement at this time.;April 27, 1999;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1854;38.9382014;-77.033499;NW;1;;;;1;;;;;;;;;;;;;;;;
2093;Growth Spurts Child Learning Center @ Bethel;Child Development Center;60 I ST;growthspurtscdc@aol.com;DC;20024;(202) 484-0028;44;1;1;Yes;Yes;Yes;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 18, 2018;January 31, 2021;CDC;Andrews Piper;English;None;The mission of Growth Spurts Child Learning Center, LLC. is to provide a diverse, safe, nurturing, quality child care family driven atmosphere for the children and families within the communities in which we are located. In doing so, we support families in their efforts to reach their children’s developmentally appropriate learning goals. Growth Spurts provides a cognitively based program for children ages six weeks to five years. We provide a home-like environment where children can develop socially, emotionally, and physically to progress at their own pace. Growth Spurts staff is committed to the families we serve, providing resources, support, and encouragement.;March 12, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2093;38.8790156;-77.0112236;SW;1;;;;1;;;;;;;;;;;;;;;;
2111;Growth Spurts Child Learning Center @ D Street;Child Development Center;1802 D ST;growthspurtscdc@aol.com;DC;20002;(202) 544-2731;16;1;1;Yes;Yes;No;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 18, 2018;January 31, 2021;CDC;Mary Brockington;English;None;The mission of Growth Spurts Child Learning Center, LLC. is to provide a diverse, safe, nurturing, quality child care family driven atmosphere for the children and families within the communities in which we are located. In doing so, we support families in their efforts to reach their children’s developmentally appropriate learning goals. Growth Spurts provides a cognitively based program for children ages six weeks to five years. We provide a home-like environment where children can develop socially, emotionally, and physically to progress at their own pace. Growth Spurts staff is committed to the families we serve, providing resources, support, and encouragement.;May 16, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2111;38.8949704;-76.9787844;NE;1;;;;1;;;;;;;;;;;;;;;;
