"FacilityId";"Name";"Type";"Address";"City";"State";"Zip";"Phone";"Capacity";"Accepts Vouchers";"CACFP";"Infant";"Toddler";"Pre-School";"School Age";"Quality Rating";"Accreditation Type";"Expiration Date";"Schedule";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Other Hours";"License Type";"License Definition";"License Begin Date";"License Expiration Date"
2099;"Blandi's Child Learning Center";"CDC (Child Development Center)";"504 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 248-6347";64;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 02, 2017";"Mar 31, 2020"
1754;"Bridges Academy, Inc";"CDC (Child Development Center)";"6119 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 829-1901";140;1;;"No";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Feb 01, 2020";"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 04, 2017";"Jul 31, 2020"
1859;"Bridges Babies";"CDC (Child Development Center)";"6127 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 829-1901";28;1;;"Yes";"Yes";"No";"No";"Quality";"NAEYC";"Feb 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 25, 2017";"Jul 31, 2020"
1948;"Bridges Early Childhood Academy";"CDC (Child Development Center)";"6123 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 829-1901";45;1;;"No";"No";"Yes";"No";"Quality";;"Feb 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 07, 2017";"Mar 31, 2020"
2553;"Bridges Preparatory Academy";"CDC (Child Development Center)";"907 Quackenbos ST, NW";"Washington ";"D.C.";20011;"(202) 829-1901";100;;;"No";"No";"No";"Yes";"Quality";"NAEYC";"Feb 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 07, 2019";"Feb 28, 2021"
2555;"Bridges Primary Academy";"CDC (Child Development Center)";"6113 Georgia AVE, NW,";"Washington ";"D.C.";20011;"(202) 829-1901";32;1;;"No";"No";"No";"Yes";"Quality";"NAEYC";"Feb 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 28, 2019";"Feb 28, 2021"
2002;"Bright Start Childcare & Preschool";"CDC (Child Development Center)";"5416 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 722-2273";76;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAC";"Jun 06, 2016";"All Year";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 15, 2017";"Nov 30, 2020"
2131;"Centronia @ Upshur Street";"CDC (Child Development Center)";"1288 Upshur ST, NW";"Washington";"D.C.";20011;"(202) 726-1275";60;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jul 01, 2018";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 23, 2017";"Oct 31, 2020"
1920;"Chantelle's Quality Child Care Center";"CDC (Child Development Center)";"4221 7TH ST, NW";"Washington";"D.C.";20011;"(202) 291-0002";51;1;1;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 05, 2018";"Feb 28, 2021"
1822;"Children's Hut";"CDC (Child Development Center)";"510 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 722-0885";107;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Aug 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 15, 2017";"Jun 30, 2020"
2266;"Christian Tabernacle CDC 3";"CDC (Child Development Center)";"712 Randolph ST, NW";"Washington";"D.C.";20011;"(202) 882-8232";85;1;1;"No";"Yes";"Yes";"Yes";"Quality";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 16, 2017";"Sep 30, 2020"
2593;"Curious Explorers Child Development Center";"CDC (Child Development Center)";"5700 Georgia AVE, NW";"Washington ";"D.C.";20011;"(202) 722-1837";36;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 01, 2017";"Feb 28, 2020"
2113;"Curious Mind Child Development Center";"CDC (Child Development Center)";"5309 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 536-5010";16;;;"Yes";"Yes";"No";"No";"N/A";"n/a";;"All Year";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 01, 2017";"Nov 30, 2020"
2600;"Cynthia Davis";"CDX (Child Development Home Expanded)";"4831 9th ST, NW";"Washington ";"D.C.";20011;"(202) 360-2409";9;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 7:00AM";"7:00AM - 7:00AM";"7:00AM - 7:00AM";"7:00AM - 7:00AM";"7:00AM - 7:00AM";"CLOSED";"CLOSED";"24 hours facility";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 10, 2017";"Feb 28, 2020"
2603;"Dalia Perez Barrios";"CDX (Child Development Home Expanded)";"5123 12th ST, NE";"Washington";"D.C.";20011;"(202) 815-1255";9;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 01, 2018";"Mar 31, 2021"
2522;"Damaris Mejia Vasquez";"CDH (Child Development Home)";"707 Somerset PL, NW";"Washington";"D.C.";20011;"(202) 834-3375";6;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 14, 2018";"Feb 28, 2021"
2683;"David's Stars Child Development Center Brains in Development";"CDC (Child Development Center)";"4813 Georgia AVE, NW";"Washington";"D.C.";20011;"(202) 836-4676";48;1;;"Yes";"Yes";"Yes";"Yes";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 30, 2019";"Nov 30, 2021"
1974;"De Colores Learning Center";"CDC (Child Development Center)";"6216 3rd ST, NW";"Washington";"D.C.";20011;"(202) 829-0320";20;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 23, 2018";"Jan 31, 2021"
2013;"De Colores Learning Center #2";"CDC (Child Development Center)";"308 Sheridan ST, NW";"Washington";"D.C.";20011;"(202) 291-2164";34;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 25, 2018";"Jan 31, 2021"
2473;"Edna De Leon/Peaceful Play Bilingual CDH";"CDH (Child Development Home)";"823 Ingraham ST, NW";"Washington";"D.C.";20011;"(202) 769-7622";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 27, 2017";"Oct 31, 2020"
2584;"Elisabeth Hando";"CDX (Child Development Home Expanded)";"240 Quackenbos ST, NE";"Washington ";"D.C.";20011;"(202) 269-1351";9;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 03, 2017";"Mar 31, 2020"
2175;"Estrellitas Montessori School";"CDC (Child Development Center)";"5331 Colorado AVE, NW";"Washington";"D.C.";20011;"(202) 248-7827";107;;;"Yes";"Yes";"Yes";"Yes";"N/A";"AMS";"Jun 30, 2018";"All Year";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 28, 2019";"Nov 30, 2020"
2075;"Euphemia L. Haynes Public Charter School";"CDC (Child Development Center)";"4501 Kansas AVE, NW";"Washington";"D.C.";20011;"(202) 667-4446";239;1;;"No";"No";"Yes";"Yes";"Quality";"Middle Statges Association of Colleges and Schools";"Dec 01, 2024";"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 14, 2018";"Feb 28, 2021"
2448;"Fathema Johra";"CDH (Child Development Home)";"602 Tuckerman ST, NW";"Washington";"D.C.";20011;"(202) 483-8843";6;;;"Yes";"Yes";"Yes";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 09, 2018";"Oct 31, 2020"
2210;"Gap Community Childcare Center Inc.";"CDC (Child Development Center)";"209 Upshur ST, NW";"Washington";"D.C.";20011;"(202) 462-3636";117;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Aug 01, 2019";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 28, 2017";"Jul 31, 2020"
1889;"Goldies Child Development Center 2";"CDC (Child Development Center)";"6234 3rd ST, NW";"Washington";"D.C.";20011;"(202) 722-8665";48;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Sep 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 03, 2017";"Oct 31, 2020"
1882;"Goldies Child Development Center I";"CDC (Child Development Center)";"6226 3rd ST, NW";"Washington";"D.C.";20011;"(202) 722-4412";36;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Sep 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 03, 2017";"Oct 31, 2020"
1854;"Growing Seeds Child Development Center";"CDC (Child Development Center)";"3800 14th ST, NW";"Washington";"D.C.";20011;"(202) 726-5208";50;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 07, 2017";"Aug 31, 2020"
2212;"Happy Feet LLC";"CDC (Child Development Center)";"127 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 297-4216";24;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 21, 2017";"Dec 31, 2020"
2396;"Irma Yolanda Tzul-de Morales/Little Blessings LLC";"CDH (Child Development Home)";"4840 Fort Totten DR, NE, APT 106";"Washington";"D.C.";20011;"(202) 234-7010";6;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 18, 2017";"Dec 31, 2020"
2730;"Isatou Jabang / Curious Explorers Home Day Care";"CDX (Child Development Home Expanded)";"5732 13th ST, NW";"Washington ";"D.C.";20011;"(202) 375-5483";9;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 01, 2019";"Oct 31, 2022"
2241;"KinderCare Education Champions LLC @ Lamond School";"CDC (Child Development Center)";"6200 Kansas AVE, NE";"Washington";"D.C.";20011;"(202) 412-6270";60;1;;"No";"No";"Yes";"Yes";"Developing";;;"School Year";"3:45PM - 6:00PM";"3:45PM - 6:00PM";"3:45PM - 6:00PM";"3:45PM - 6:00PM";"3:45PM - 6:00PM";"CLOSED";"CLOSED";"6:30 - 8:00 AM";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 07, 2018";"Jan 31, 2021"
2011;"KinderCare Education Champions LLC @ Dorothy Heights School";"CDC (Child Development Center)";"1300 Allison ST, NW";"Washington";"D.C.";20011;"(202) 706-0034";108;1;;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 04, 2019";"Jan 31, 2021"
2637;"Lisa Fair/Ms. Lisa's Home Day Care";"CDH (Child Development Home)";"5862 Eastern AVE, NE";"Washington ";"D.C.";20011;"(202) 848-7606";6;;;"No";"Yes";"Yes";"Yes";"N/A";;;"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 27, 2018";"Aug 31, 2021"
2168;"Little Praude Child Developmentcenter LLC";"CDC (Child Development Center)";"1341 Randolph ST, NW";"Washington";"D.C.";20011;"(202) 299-6313";13;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 29, 2018";"Dec 31, 2020"
1752;"Love And Care CDC";"CDC (Child Development Center)";"330 -332 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 882-3559";76;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Nov 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 21, 2017";"Nov 30, 2020"
1864;"Loving Care Day Nursery, Inc.";"CDC (Child Development Center)";"114 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 882-5716";62;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Nov 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 26, 2017";"Oct 31, 2020"
1725;"Lynn Carol's Academy Of Early Learning";"CDC (Child Development Center)";"5506 3rd ST, NW";"Washington";"D.C.";20011;"(202) 291-2929";60;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Apr 01, 2024";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 05, 2017";"May 31, 2020"
2009;"Mana Bilingual Child Development Center";"CDC (Child Development Center)";"604 Kennedy ST, NW";"Washington";"D.C.";20011;"(202) 829-0309";20;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 02, 2018";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 10, 2017";"Mar 31, 2020"
