"ServiceType";"ProviderName";"Building";"Street1";"Street2";"City";"State";"ZipCode";"Building(Mailing)";"Street1(Mailing)";"Street2(Mailing)";"City(Mailing)";"State(Mailing)";"ZipCode(Mailing)";"ContactPerson";"Phone";"LicenseNo";"LicenseName";"Capacity";"MinimumAge";"MaximumAge";"ExpirationDate";"Island";"Area"
"GCC";"AHA PUNANA LEO INC";;"2200 FARRINGTON AVE";;"HOOLEHUA";"HI";"96729";;"96 PUUHONU STREET";;"HILO";"HI";"96720";"CHERYL ""UILANI"" RAMOS";"808-567-9211";"14467";"PUNANA LEO O MOLOKAI";24;"2 years";"6 years";"20201031";"Molokai";"Hoolehua"
"GCC";"AHA PUNANA LEO INC";;"31821H KAUMUALII HWY";;"LIHUE";"HI";"96766";;"96 PUUHONU PL";;"HILO";"HI";"96720";"PUALANI KAHOOHANOHANO";"808-935-4304(808)";"12308";"PUNANA LEO O KAUAI";36;"2 years";"6 years";"20201031";"Kauai";"Puhi"
"GCC";"AHA PUNANA LEO INC";;"811004 KONAWAENA SCH. RD";;"KEALAKEKUA";"HI";"96750";"C/O AHA PUNANA LEO INC";"96 PUUHONU PLACE";;"HILO";"HI";"96720";"PUALANI KAHOOHANOHANO";"808-935-4307";"12312";"PUNANA LEO O KONA";24;"2 years";"6 years";"20211031";"Hawaii";"Kealakekua"
"GCC";"AHA PUNANA LEO INC";;"64756 MAMALAHOA HWY";;"KAMUELA";"HI";"96743";"C/O AHA PUNANA LEO INC.";"96 PUUHONU PLACE";;"HILO";"HI";"96720";"ERIN O'DONNELL";"808-885-7166";"12317";"PUNANA LEO O WAIMEA";24;"2 years";"6 years";"20201031";"Hawaii";"Kamuela"
"GCC";"ALL SAINTS PRESCHOOL";;"1065 KUHIO HWY";;"KAPAA";"HI";"96746";;"PO BOX 248";;"KAPAA";"HI";"96746";"CHRIS WATAYA";"808-822-0122";"14251";"ALL SAINTS PRESCHOOL";60;"2 years 10 months";"6 years";"20210317";"Kauai";"Kapa'a"
"GCC";"MERRY GO ROUND PRESCHOOL";;"98-456 KAAHELE ST";;"AIEA";"HI";"96701";;"94-069 WAIPAHU ST";;"WAIPAHU";"HI";"96797";"ROSE";"808-677-8009";"13719";"ALPHABETLAND PRESCHOOL AND KINDERGARTEN - NEWTOWN";78;"2 years";"6 years";"20210430";"Oahu";"Newtown"
"GCC";"MERRY GO ROUND PRESCHOOL";;"1716 KOMO MAI DR";;"PEARL CITY";"HI";"96782";;"94-069 WAIPAHU ST";;"WAIPAHU";"HI";"96797";"GWEN HAMAMURA";"808-677-8009";"13720";"ALPHABETLAND PRESCHOOL - PEARL CITY";69;"2 years";"6 years";"20201130";"Oahu";"Pearl City"
"GCC";"MERRY GO ROUND PRESCHOOL";;"94-069 WAIPAHU ST";;"WAIPAHU";"HI";"96797";;"94-069 WAIPAHU ST";;"WAIPAHU";"HI";"96797";"AMY ARIZALA";"808-677-8009";"15283";"ALPHABETLAND PRESCHOOL - WAIPAHU";170;"2 years";"6 years";"20201130";"Oahu";"Waipahu"
"GCC";"ANGELS AT PLAY PRESCHOOL & KINDERGARTEN";;"2062 S KING ST";;"HONOLULU";"HI";"96826";;"2062 S KING ST";;"HONOLULU";"HI";"96826";"LORI AGENA";"808-944-2625";"12997";"ANGELS AT PLAY PRESCHOOL & KINDERGARTEN";90;"2 years 8 months";"7 years";"20210531";"Oahu";"McCully"
"GCC";"CALVARY UNITED PENTECOSTAL CHURCH";;"1215 ALA AOLANI ST";;"HONOLULU";"HI";"96819";;"1215 ALA AOLANI ST";;"HONOLULU";"HI";"96819";"KATHLEEN AGBISIT";"808-834-5728";"13748";"CALVARY CHILD CARE CENTER";49;"2 years";"6 years";"20201231";"Oahu";"Moanalua"
"GCC";"CHAMINADE UNIVERSITY OF HONOLULU";;"3140 WAIALAE AVE";;"HONOLULU";"HI";"96816";;"3140 WAIALAE AVE";;"HONOLULU";"HI";"96816";"KALAIKU KAOWILI";"808-735-4875";"13294";"L ROBERT ALLEN MONTESSORI CENTER";36;"2 years 9 months";"7 years";"20210831";"Oahu";"St. Louis Heights"
"GCC";"CHILD & FAMILY SERVICES KAUAI";;"3223 POIPU RD";;"KOLOA";"HI";"96756";;"2970 KELE ST";"203";"LIHUE";"HI";"96766";"MELLERIE WILSON";"808-652-3728";"14773";"KOLOA HEAD START";18;"3 years";"6 years";"20220925";"Kauai";"Koloa"
"GCC";"CHRIST THE KING CHURCH";;"211 KAULAWAHINE ST";;"KAHULUI";"HI";"96732";;"211 KAULAWAHINE ST";;"KAHULUI";"HI";"96732";"CAROLE ARAKAWA";"808-877-3587";"14373";"CHRIST THE KING CHILD DEVELOPMENT CENTER";49;"2 years";"7 years";"20201130";"Maui";"Kahului"
"GCC";"FIRST ASSEMBLY OF GOD";;"3400 MOANALUA RD";;"HONOLULU";"HI";"96819";;"3400 MOANALUA RD";;"HONOLULU";"HI";"96819";"KATHRYN NISHIE";"808-836-0233";"13700";"CHRISTIAN ACADEMY PRESCHOOL";115;"2 years";"6 years";"20210119";"Oahu";"Moanalua"
"GCC";"KAAHUMANU HOU CHRISTIAN SCHOOL";;"777 MAUI VETERANS HIGHWAY";;"KAHULUI";"HI";"96732";;"777 MAUI VETERANS HIGHWAY";;"KAHULUI";"HI";"96732";"JONI UEMURA";"808-871-2477";"14451";"NOAHS ARK EARLY CHILDHOOD CENTER";64;"2 years";"6 years";"20211031";"Maui";"Kahului"
"GCC";"FIRST BAPTIST CHURCH OF HALEIWA";;"66-415 HALEIWA RD";;"HALEIWA";"HI";"96712";;"66-415 HALEIWA RD";;"HALEIWA";"HI";"96712";"TONI RESPICIO";"808-637-4847";"13786";"FIRST BAPTIST PRESCHOOL OF HALEIWA";65;"2 years";"9 years";"20211031";"Oahu";"Haleiwa"
"GCC";"FIRST UNITED METHODIST CHURCH";;"1020 S  BERETANIA ST";;"HONOLULU";"HI";"96814";;"1020 S BERETANIA ST";;"HONOLULU";"HI";"96814";"HELENA OGLE";"808-522-9565";"13094";"FIRST UNITED METHODIST CHURCH PRESCHOOL";49;"2 years";"12 years";"20210131";"Oahu";"Kapiolani"
"GCC";"FRIENDSHIP BIBLE CHURCH";;"91-1207 RENTON RD";;"EWA BEACH";"HI";"96706";;"91-1207 RENTON RD";;"EWA BEACH";"HI";"96706";"MOLLY NORDEN";"808-687-3638";"13792";"FRIENDSHIP CHRISTIAN SCHOOLS AT YOUTH CENTER CAMPUS";131;"2 years 6 months";"7 years";"20210104";"Oahu";"Ewa"
"GCC";"GOOD SHEPHERD LUTHERAN LCMS";;"638 N KUAKINI ST";;"HONOLULU";"HI";"96817";;"638 N KUAKINI ST";;"HONOLULU";"HI";"96817";"RITA TAM WAT";"808-533-3088";"13117";"GOOD SHEPHERD PRESCHOOL";100;"2 years 8 months";"8 years";"20210531";"Oahu";"Nuuanu"
"GCC";"HALEAKALA WALDORF SCHOOL";;"4160 LOWER KULA ROAD";;"KULA";"HI";"96790";;"4160 LOWER KULA ROAD";;"KULA";"HI";"96790";;;"14545";"HALEAKALA WALDORF SCHOOL";49;"2 years";"7 years";"20211031";"Maui";"Kula"
"GCC";"HANALANI SCHOOLS";;"94-294 ANANIA DR";;"MILILANI TOWN";"HI";"96789";;"94-294 ANANIA DR";;"MILILANI TOWN";"HI";"96789";"HEATHER TALMAGE";"808-625-0737";"13819";"HANALANI SCHOOLS EARLY CHILDHOOD";116;"2 years";"6 years";"20220131";"Oahu";"Mililani Town"
"GCC";"WAIOKEOLA CHURCH PRESCHOOL";;"4705 KILAUEA AVE";;"HONOLULU";"HI";"96816";;"4705 KILAUEA AVE";;"HONOLULU";"HI";"96816";"CHERYL LARRUA";"808-734-4277";"13656";"WAIOKEOLA CHURCH PRESCHOOL";120;"2 years";"6 years";"20210831";"Oahu";"Kahala"
"GCC";"KAHULUI BAPTIST CHURCH";;"309 S PUUNENE AVE";;"KAHULUI";"HI";"96732";;"309 S PUUNENE AVE";;"KAHULUI";"HI";"96732";"MELANIE NISHITA";"808-877-7243";"14399";"KAHULUI BAPTIST PRESCHOOL";84;"2 years 8 months";"6 years";"20210131";"Maui";"Kahului"
"GCC";"KAHULUI UNION CHURCH";;"101 W KAMEHAMEHA AVE";;"KAHULUI";"HI";"96732";;"101 W KAMEHAMEHA AVE";;"KAHULUI";"HI";"96732";"JOY DAVIS";"808-871-6955";"14403";"KAHULUI UNION CHURCH PRESCHOOL";32;"2 years 6 months";"6 years";"20201031";"Maui";"Kahului"
"GCC";"KAILUA METHODIST PRESCHOOL";;"1110 KAILUA RD";;"KAILUA";"HI";"96734";;"1110 KAILUA RD";;"KAILUA";"HI";"96734";"JADE SANTOS";"808-262-7674";"13205";"KAILUA METHODIST PRESCHOOL";49;"2 years";"6 years";"20210131";"Oahu";"Kailua Town"
"GCC";"KAIMUKI CHRISTIAN SCHOOL";;"1117 KOKO HEAD AVE";;"HONOLULU";"HI";"96816";;"1117 KOKO HEAD AVE";;"HONOLULU";"HI";"96816";"STEVE KAJI";"808-732-1781ext 272";"13208";"KAIMUKI CHRISTIAN SCHOOL";90;"2 years";"12 years";"20210430";"Oahu";"Kaimuki"
"GCC";"KALAHEO MISSIONARY PRESCHOOL";;"4480 HOKUA RD";;"KALAHEO";"HI";"96741";;"PO BOX 395";;"KALAHEO";"HI";"96741";"CORINNE BARCELONA";"808-332-5550";"14281";"KALAHEO MISSIONARY PRESCHOOL";16;"3 years 7 months";"6 years";"20210118";"Kauai";"Kalaheo"
"GCC";"KAMAAINA CARE INC";"ROOMS 1, 2, 3, 4, & 5";"539 KAPAHULU AVE";;"HONOLULU";"HI";"96815";;"156 HAMAKUA DR";"STE C";"KAILUA";"HI";"96734";"LESLIE COLBY";"808-734-6112";"13229";"KAMAAINA KIDS ST MARKS CHILDRENS CENTER";103;"2 years";"10 years";"20201130";"Oahu";"Kapahulu"
"GCC";"KAMAAINA CARE INC";;"4857 BOUGAINVILLE DR";;"HONOLULU";"HI";"96818";;"156C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"CHANELLE MATTOS";"808-422-9491";"13861";"KAMAAINA KIDS - MOANALUA";89;"2 years";"6 years";"20201215";"Oahu";"Aliamanu"
"GCC";"KAMAAINA CARE INC";;"784 KAMEHAMEHA HWY";;"PEARL CITY";"HI";"96782";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"CHANELLE MATTOS";"808-455-3330";"13862";"KAMAAINA KIDS - PEARL CITY PRESCHOOL";54;"2 years";"6 years";"20210128";"Oahu";"Pearl City"
"GCC";"KAMAAINA CARE INC";;"91-1841 FT WEAVER RD";;"EWA BEACH";"HI";"96706";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"NICOLE SHIMASAKI";"808-681-5437";"14728";"KAMAAINA KIDS @ CFS EWA PRESCHOOL";47;"2 years";"6 years";"20220815";"Oahu";"Ewa Beach"
"GCC";"KAMAAINA CARE INC";;"38 KANEOHE BAY DR";;"KAILUA";"HI";"96734";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"NICOLE SHODAHL";"808-254-5402";"13220";"KAMAAINA KIDS AIKAHI";59;"2 years";"10 years";"20210531";"Oahu";"Aikahi"
"GCC";"HAWAII BAPTIST ACADEMY";;"21 BATES ST";;"HONOLULU";"HI";"96817";;"21 BATES ST";;"HONOLULU";"HI";"96817";"CHERYL HIGA";"808-545-4485ext. 226";"13134";"HAWAII BAPTIST ACADEMY SUMMER SCHOOL";45;"4 years";"6 years";"20210531";"Oahu";"Nuuanu"
"GCC";"HAWAII KAI BAPTIST CHURCH";;"265 LUNALILO HOME RD";;"HONOLULU";"HI";"96825";;"265 LUNALILO HOME RD";;"HONOLULU";"HI";"96825";"CHARLENE SATO";"808-395-7854";"13136";"HAWAII KAI CHURCH EARLY LEARNING CENTER";80;"2 years 8 months";"7 years";"20220430";"Oahu";"Hawaii Kai"
"GCC";"HOLY FAMILY CATHOLIC ACADEMY";;"830 MAIN STREEET";;"HONOLULU";"HI";"96818";;"830 MAIN STREET";;"HONOLULU";"HI";"96818";"ALLEN AKIONA";"808-421-1265";"13831";"HOLY FAMILY EARLY LEARNING CENTER";108;"2 years 10 months";"8 years";"20210708";"Oahu";"Hickam"
"GCC";"HOLY INNOCENTS EPISCOPAL CHURCH";;"561 FRONT ST";;"LAHAINA";"HI";"96761";;"561 FRONT ST";;"LAHAINA";"HI";"96761";"CYNTHIA SHIBAO";"808-667-9058";"14342";"HOLY INNOCENTS PRESCHOOL";34;"2 years 8 months";"6 years";"20210430";"Maui";"Lahaina"
"GCC";"HOLY NATIVITY SCHOOL";;"5286 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";;"5286 KALANIANAOLE HW";;"HONOLULU";"HI";"96821";"DEDEE WONG";"808-373-3232";"13158";"HOLY NATIVITY SCHOOL";46;"2 years";"6 years";"20210228";"Oahu";"Aina Haina"
"GCC";"HONOLULU CHRISTIAN CHURCH";;"2207 OAHU AVE";;"HONOLULU";"HI";"96822";;"2207 OAHU AVE";;"HONOLULU";"HI";"96822";"SUZANNE HERDER";"808-973-4340";"13622";"HONOLULU CHRISTIAN PRESCHOOL";49;"2 years 6 months";"6 years";"20210131";"Oahu";"Manoa"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"94-1170 WAIPAHU ST";"ROOM 1-3A";"WAIPAHU";"HI";"96797";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"MARGIE HIGA";"808-686-7292";"13996";"HCAP HEAD START AUGUST AHRENS ELEMENTARY I";24;"3 years";"6 years";"20201130";"Oahu";"Waipahu"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"45-259 WAIKALUA RD";"A6";"KANEOHE";"HI";"96744";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"KATHLEEN H MINAMI";"808-235-4172";"13998";"HCAP HEAD START BEN PARKER ELEMENTARY I";20;"3 years";"6 years";"20201130";"Oahu";"Kaneohe"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"54-046 KAMEHAMEHA HWY";"RM C15";"HAUULA";"HI";"96717";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"PATTY WILLIAMS";"808-293-1934";"14002";"HCAP HEAD START HAUULA ELEMENTARY SCHOOL";20;"3 years";"6 years";"20201130";"Oahu";"Hauula"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"94-827 KUHAULUA ST";;"WAIPAHU";"HI";"96797";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"SUZIE UYEDA";"808-847-2400";"14008";"HCAP HEAD START JACK HALL";21;"3 years";"6 years";"20211130";"Oahu";"Waipahu"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"47-280 WAIHEE RD";"RM A6";"KANEOHE";"HI";"96744";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"LYNN SAKAMOTO";"808-847-2400";"14009";"HCAP HEAD START KAHALUU";20;"3 years";"6 years";"20201130";"Oahu";"Kahaluu"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"45-495 KAMEHAMEHA HWY";"A1";"KANEOHE";"HI";"96744";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"GRANT KOGAMI";"808-843-4323";"14011";"HCAP HEAD START KANEOHE ELEMENTARY";20;"3 years";"6 years";"20210331";"Oahu";"Kaneohe"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"95-076 KIPAPA DR";"RM P4";"MILILANI TOWN";"HI";"96789";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"MEAGAN CLEMENCE";"808-625-7193";"14012";"HCAP HEAD START KIPAPA ELEMENTARY";22;"3 years";"6 years";"20201130";"Oahu";"Mililani Town"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"92-1750 KUNIA DR";"ROOMS 1 & 2";"KUNIA";"HI";"96759";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"BARBARA OFFERMAN";"808-621-5099";"14833";"HCAP HEAD START KUNIA";40;"3 years";"6 years";"20201130";"Oahu";"Royal Kunia"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";"ROOMS P1 & P2";"55-109 KULANUI ST";;"LAIE";"HI";"96762";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"SUZIE UYEDA";"808-847-2400";"14017";"HCAP HEAD START LAIE ELEMENTARY";40;"3 years";"6 years";"20201130";"Oahu";"Laie"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"91-750 FT WEAVER RD";"C-4";"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"SHANNON ANCHETA";"808-689-3575";"14030";"HCAP HEAD START POHAKEA ELEMENTARY";25;"3 years";"6 years";"20201130";"Oahu";"Ewa Beach"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"87-169 HELELUA ST";;"WAIANAE";"HI";"96792";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"ERIN BASUIL";"808-847-2400";"14031";"HCAP HEAD START PUU HELEAKALA";17;"3 years";"6 years";"20201130";"Oahu";"Waianae"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"94-465 WAIPAHU ST";"P-14";"WAIPAHU";"HI";"96797";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"MICHIELLE FONG";"808-675-0161";"14040";"HCAP HEAD START WAIPAHU ELEMENTARY";24;"3 years";"6 years";"20201130";"Oahu";"Waipahu"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1929 KAMEHAMEHA IV RD";"RM. G-29";"HONOLULU";"HI";"96819";;"1132 BISHOP ST.";"100";"HONOLULU";"HI";"96813";"SAMMI RAFAEL";"808-305-4183";"13412";"HCAP HEAD START KAEWAI ELEMENTARY";20;"3 years";"6 years";"20210228";"Oahu";"Kalihi"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"324 KAPAHULU AVE";"N101  N102";"HONOLULU";"HI";"96815";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"SUZIE UYEDA";"808-847-2400";"13410";"JEFFERSON II HEAD START";20;"3 years";"6 years";"20210331";"Oahu";"Waikiki"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"165 KAIHOLU ST";"F13";"KAILUA";"HI";"96734";;"1132 BISHOP ST";"100";"HONOLULU";"HI";"96813";"ALLISON YOKOYAMA";"808-847-2400";"13415";"KAINALU ELEMENTARY HEAD START";20;"3 years";"6 years";"20201231";"Oahu";"Oneawa Hills"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";"579, MARINE CORPS HAWAII";"257 REED RD";"3";"KAILUA";"HI";"96734";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"ALLISON YOKOYAMA";"808-847-2400";"15053";"KMCBH HEAD START";18;"3 years";"6 years";"20220131";"Oahu";"Aikahi"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"717 N KUAKINI ST";"B3";"HONOLULU";"HI";"96817";;"1132 BISHOP ST";"100";"HONOLULU";"HI";"96813";"KIMBERLY ITAGAKI";"808-847-2400";"13428";"LANAKILA ELEMENTARY HEAD START";20;"3 years";"6 years";"20210930";"Oahu";"Liliha"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1701 LANAKILA AVE";;"HONOLULU";"HI";"96817";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"SUZIE UYEDA";"808-847-2400";"13429";"LANAKILA CDC I & II HEAD START";40;"3 years";"6 years";"20210426";"Oahu";"Liliha"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1465 ULUPII ST";"A12";"KAILUA";"HI";"96734";;"1132 BISHOP ST";"100";"HONOLULU";"HI";"96813";"ALLISON YOKOYAMA";"808-847-2400";"13433";"MAUNAWILI ELEMENTARY HEAD START";20;"3 years";"6 years";"20211031";"Oahu";"Maunawili"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"46-202 HAIKU RD";"E6";"KANEOHE";"HI";"96744";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"ALLISON YOKOYAMA";"808-847-2400";"14819";"HCAP HEAD START HEEIA";20;"3 years";"6 years";"20220131";"Oahu";"Kaneohe"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"91-1028 KAUNOLU ST";"RM P-13";"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"JENNIFER TANELE";"808-689-1300X282";"14820";"HCAP HEAD START KAIMILOA ELEMENTARY";21;"3 years";"6 years";"20211130";"Oahu";"Ewa Beach"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1402 GLEN AVE";;"WAHIAWA";"HI";"96786";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"STEPHANIE PAZ";"808-847-2400";"14834";"HCAP HEAD START WAHIAWA ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20201130";"Oahu";"Wahiawa Town"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"324 KAPAHULU AVENUE";;"HONOLULU";"HI";"96815";;"1132 BISHOP STREET";"100";"HONOLULU";"HI";"96813";"KIM ITAGAKI";"808-847-2400";"15263";"JEFFERSON PRE-PLUS HEAD START";20;"3 years";"6 years";"20220331";"Oahu";"Waikiki"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"130 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"RAYNELL NAMU";"808-847-2400";"14916";"HCAP HEAD START KAALA ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20211130";"Oahu";"Wahiawa Town"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1131 ALA LILIKOI ST";;"HONOLULU";"HI";"96818";;"1132 BISHOP ST";"STE 100";"HONOLULU";"HI";"96813";"DONA VER";"808-837-8068";"14919";"HCAP HEAD START SALT LAKE ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20201130";"Oahu";"Salt Lake"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"99-370 MOANALUA RD";;"AIEA";"HI";"96701";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"SAMMI RAFAEL";"808-485-0904";"14920";"HCAP HEAD START AIEA ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20201130";"Oahu";"Aiea Heights"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";"PORTABLE";"98-450 HOOKANIKE ST";;"PEARL CITY";"HI";"96782";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"MAXINE IGARASHI";"808-454-8829";"14921";"HCAP HEADSTART WAIAU ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20211130";"Oahu";"Pearl City"
"GCC";"HONOLULU COMMUNITY COLLEGE";;"874 DILLINGHAM BLVD";;"HONOLULU";"HI";"96817";;"874 DILLINGHAM BLVD";;"HONOLULU";"HI";"96817";"JANINA MARTIN";"808-845-9206";"13160";"HONOLULU COMMUNITY COLLEGE KEIKI HAU'OLI CHILDRENS CENTER";20;"2 years 6 months";"6 years";"20211031";"Oahu";"Iwilei"
"GCC";"HONOLULU WALDORF SCHOOL";;"350 ULUA ST";;"HONOLULU";"HI";"96821";;"350 ULUA ST";;"HONOLULU";"HI";"96821";"SUSAN 'SUZY' TRAVIS";"808-377-5471";"13167";"HONOLULU WALDORF SCHOOL";90;"2 years";"7 years";"20210131";"Oahu";"Niu Valley"
"GCC";"IAO CONGREGATIONAL CHURCH";;"2371 WEST VINEYARD ST";;"WAILUKU";"HI";"96793";;"2371 WEST VINEYARD ST";;"WAILUKU";"HI";"96793";"FLERIDA ""FLEY"" INIBA";"808-242-1995";"14346";"IAO PRESCHOOL";40;"2 years 6 months";"7 years";"20210630";"Maui";"Wailuku"
"GCC";"KAMAAINA CARE INC";;"345 KAHELU AVE";;"MILILANI TOWN";"HI";"96789";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"KALEI LENCHANKO";"808-623-1322";"13859";"KAMAAINA KIDS - MILILANI TECH PARK PRESCHOOL";100;"2 years";"7 years";"20210615";"Oahu";"Mililani Town"
"GCC";"MEO INC MAUI HEADSTART";;"816 NIHEU ST";;"LAHAINA";"HI";"96761";;"99 MAHALANI ST";;"WAILUKU";"HI";"96793";"DEBORAH AMARAL";"808-249-2988";"14547";"LAHAINA HEAD START";19;"3 years";"6 years";"20210531";"Maui";"Lahaina"
"GCC";"MEO INC MAUI HEADSTART";;"670 WAIALE DRIVE";;"WAILUKU";"HI";"96793";;"99 MAHALANI ST";;"WAILUKU";"HI";"96793";"DEBORAH ""DEBBI"" AMARAL";"808-249-2988";"14549";"WAILUKU A HEAD START";20;"3 years";"6 years";"20210331";"Maui";"Wailuku"
"GCC";"MEO INC MAUI HEADSTART";;"355 SOUTH HIGH ST";;"WAILUKU";"HI";"96793";;"99 MAHALANI ST";;"WAILUKU";"HI";"96793";"DEBORAH AMARAL";"808-249-2988";"14550";"WAILUKU B HEAD START";20;"3 years";"6 years";"20201130";"Maui";"Wailuku"
"GCC";"MEO INC MAUI HEADSTART";;"615 WEST PAPA AVENUE";;"KAHULUI";"HI";"96732";;"PO BOX 2122";;"KAHULUI";"HI";"96733";"DEBORAH AMARAL";"808-249-2988";"14579";"KAHULUI A&B HEAD START";40;"3 years";"6 years";"20220331";"Maui";"Kahului"
"GCC";"MEO INC MAUI HEADSTART";;"97 PAUWELA RD";;"HAIKU";"HI";"96708";;"99 MAHALANI STREET";;"WAILUKU";"HI";"96793";"DEBORAH AMARAL";"808-249-2988";"14571";"HAIKU HEAD START";20;"2 years 8 months";"6 years";"20201231";"Maui";"Haiku"
"GCC";"MEO INC MAUI HEADSTART";;"387 KOLAPA PL";;"KAUNAKAKAI";"HI";"96748";;"99 MAHALANI ST";;"WAILUKU";"HI";"96793";"DEBORAH AMARAL";"808-249-2988";"14575";"KAUNAKAKAI HEAD START A";20;"3 years";"6 years";"20201231";"Molokai";"Kalamaula"
"GCC";"MEO INC MAUI HEADSTART";;"250 EAST LIPOA ST";;"KIHEI";"HI";"96753";;"99 MAHALANI STREET";;"WAILUKU";"HI";"96793";"DEBBIE AMARAL";"808-249-2988";"14577";"KIHEI A HEAD START";20;"2 years 8 months";"6 years";"20211130";"Maui";"Kihei"
"GCC";"MEO INC MAUI HEADSTART";;"931B MAKAWAO AVENUE";;"MAKAWAO";"HI";"96768";;"PO BOX 2122";;"KAHULUI";"HI";"96733";"DEBORAH AMARAL";"808-249-2988";"14582";"MAKAWAO A & B HEAD START";40;"3 years";"6 years";"20201231";"Maui";"Makawao"
"GCC";"MEO INC MAUI HEADSTART";;"310 KAAHUMANU AVE";;"KAHULUI";"HI";"96732";;"PO BOX 2122";;"KAHULUI";"HI";"96733";"DEBORAH AMARAL";"808-249-2988";"15102";"UH MAUI COLLEGE HEAD START";20;"3 years";"6 years";"20210930";"Maui";"Kahului"
"GCC";"MILILANI BAPTIST CHURCH";;"94-293 ANANIA DR";;"MILILANI TOWN";"HI";"96789";;"94-293 ANANIA DR";;"MILILANI TOWN";"HI";"96789";"IVY CAPINPIN";"808-625-7499";"13958";"MILILANI BAPTIST PRESCHOOL";90;"2 years 8 months";"6 years";"20210517";"Oahu";"Mililani Town"
