"Facility";"Telephone";"ID";"Status";"Official";"Daytime Hours";"Nighttime Hours";"Daytime Ages";"Nighttime Ages";"Mailing Address";"Address";"City";"State";"Zip";"Licensee";"Mailing Address State";"Mailing Address City";"Mailing Address Zip";"DetailsURL";"Type of Care";"Star Rating";"Rating Expiration";"Accr Code";"Accreditations";"Accr Exp Date";"County"
"DOTTIE'S CHILD CARE CENTER, LLC";"(334)283-2885";318;"Licensed";"DOTTIE REDDEN - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 13 YRS";"N/A";"1717 GILMER AVENUE";"1717 GILMER AVENUE";"TALLASSEE";"AL";36078;"DOTTIE'S CHILD CARE CENTER, LLC";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=318";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Elmore"
"EDGEWOOD ACADEMY";"(334)567-5102";1959;"Exempt";"JAY ADAMS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 160";"5475 ELMORE ROAD";"ELMORE";"AL";36025;"EDGEWOOD ACADEMY";"AL";"ELMORE";36025;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1959";"Day Care Centers";;;;;;"Elmore"
"FIRST BAPTIST CHURCH - WETUMPKA";"(334)567-3319";1953;"Exempt";"CATHY SANFORD - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"205 WEST BRIDGE STREET";"205 WEST BRIDGE STREET";"WETUMPKA";"AL";36092;"FIRST BAPTIST CHURCH - WETUMPKA";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1953";"Day Care Centers";;;;;;"Elmore"
"GATEWAY LEARNING ACADEMY";"(334)517-6284";847;"Licensed";"FELICIA BATES - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 18 YRS";"N/A";"288 DEATSVILLE HIGHWAY";"288 DEATSVILLE HIGHWAY";"MILLBROOK";"AL";36054;"GATEWAY EMPOWERMENT MINISTRIES";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=847";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Elmore"
"GRANDVIEW YMCA IN MILLBROOK";"(334)290-9622";954;"Licensed";"DARRYL WOODS - Director";"07:00 AM - 03:00 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"4700 CAMP GRANDVIEW RD";"4700 CAMP GRANDVIEW RD";"MILLBROOK";"AL";36054;"THE YOUNG MEN'S CHRISTIAN ASSC. OF MONTG";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=954";"Day Care Centers";;;;;;"Elmore"
"IMPACT WORLD OUTREACH MINISTRY";"(334)472-8437";1958;"Exempt";"CHERYL COPRICH - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"38 FULLER LANE";"3537 MAIN STREET";"MILLBROOK";"AL";36054;"IMPACT WORLD OUTREACH MINISTRY";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1958";"Day Care Centers";;;;;;"Elmore"
"JESSIE RUTH FOSTER HEAD START/EARLY HSC";"(334)557-1604";986;"Licensed";"MEYOSKI SWAIN - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"286 QUEEN ANN ROAD";"262 QUEEN ANN ROAD";"WETUMPKA";"AL";36092;"FAMILY GUIDANCE CENTER OF ALABAMA, INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=986";"Day Care Centers";;;;;;"Elmore"
"JO JO'S COTTAGE";"(334)300-2853";1730;"Licensed";"K. JORDAN HENDERSON - Director";"07:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"5413 HOLTVILLE ROAD";"5413 HOLTVILLE ROAD";"WETUMPKA";"AL";36092;"JO JO'S COTTAGE LLC";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1730";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 06:00 PM";;;;"Elmore"
"LITTLE SCHOLARS CHILDCARE & LEARNING CTR";"(334)478-3587";1734;"Licensed";"SONYA BUCKHANON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"8 WKS Through 6 YRS";"N/A";"80 RED EAGLE DRIVE";"80 RED EAGLE DRIVE";"WETUMPKA";"AL";36092;"SONYA BUCKHANON";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1734";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Elmore"
"MILLBROOK BAPTIST CHURCH";"(334)285-6616";1954;"Exempt";"ANGELA KEELING - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"3431 BROWNS RD.";"3431 BROWNS RD.";"MILLBROOK";"AL";36054;"MILLBROOK BAPTIST CHURCH";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1954";"Day Care Centers";;;;;;"Elmore"
"PERISCOPE I";"(334)567-4689";82;"Licensed";"DEBORAH JOHNSON - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"4 YRS Through 12 YRS";"N/A";"504 NORTH BRIDGE STREET";"504 NORTH BRIDGE STREET";"WETUMPKA";"AL";36092;"GATEWAY INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=82";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Elmore"
"POOH BEAR ACADEMY";"(334)285-4462";1366;"Licensed";"TERESA WILLIAMS - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 13 YRS";"N/A";"2441 MAIN STREET";"2441 MAIN STREET";"MILLBROOK";"AL";36054;"BARNEY CHILDCARE AND LEARNING CENTER";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1366";"Day Care Centers";;;;;;"Elmore"
"PRATTVILLE CHRISTIAN ACADEMY";"(334)285-0077";1955;"Exempt";"EUGENIA VAUGHN - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"322 OLD FARM LANE NORTH";"322 OLD FARM LANE NORTH";"PRATTVILLE";"AL";36066;"PRATTVILLE CHRISTIAN ACADEMY";"AL";"PRATTVILLE";36066;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1955";"Day Care Centers";;;;;;"Elmore"
"REDLAND CHILD DEVELOPMENT CENTER, LLC";"(334)478-3417";1757;"Licensed";"ELANA SEGREST - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 14 YRS";"N/A";"2425 DOZIER ROAD";"2425 DOZIER ROAD";"WETUMPKA";"AL";36093;"REDLAND CHILD DEV. CTR./BEVERLY OWINGS";"AL";"WETUMPKA";36093;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1757";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Elmore"
"ROBIN'S NEST DAYCARE & PRESCHOOL";"(334)639-0033";226;"Licensed";"ROBIN BENNETT - Director";"06:15 AM - 05:45 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"960 MAIN STREET";"960 MAIN STREET";"ECLECTIC";"AL";36024;"ROBIN'S NEST, LLC.";"AL";"ECLECTIC";36024;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=226";"Day Care Centers";;;;;;"Elmore"
"ROBINSON SPRINGS HEAD START/EARLY HSC";"(334)557-0100";985;"Licensed";"SANDRA THOMPSON - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"286 QUEEN ANN ROAD";"5720 MAIN STREET";"MILLBROOK";"AL";36054;"FAMILY GUIDANCE CENTER OF ALABAMA, INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=985";"Day Care Centers";;;;;;"Elmore"
"SMALL WONDERS LEARNING ACADEMY, LLC";"(334)544-1405";1743;"Licensed";"SHEMIKA BOGAN - Director";"05:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P O BOX 9134";"508-A JORDAN AVENUE";"TALLASSEE";"AL";36078;"SMALL WONDERS LEARNING ACADEMY, LLC";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1743";"Day Care Centers";;;;;;"Elmore"
"TALLASSEE EARLY HEAD START CENTER";"(334)991-4553";989;"Licensed";"JENNIFER BELYEU - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 3 YRS";"N/A";"286 QUEEN ANN ROAD";"903 HICKORY STREET";"TALLASSEE";"AL";36078;"FAMILY GUIDANCE CENTER OF ALABAMA, INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=989";"Day Care Centers";;;;;;"Elmore"
"TALLASSEE HEAD START CENTER (A)";"(334)991-4553";990;"Licensed";"JENNIFER BELYEU - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"286 QUEEN ANN ROAD";"902 HICKORY STREET";"TALLASSEE";"AL";36078;"FAMILY GUIDANCE CENTER OF ALABAMA, INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=990";"Day Care Centers";;;;;;"Elmore"
"THE LEARNING LODGE CHILD DEV CTR";"(334)283-6272";1375;"Licensed";"LEAH PUGH - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"618 HUDSON PLACE";"618 HUDSON PLACE";"TALLASSEE";"AL";36078;"THE LEARNING LODGE CHILD DEV CTR, INC.";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1375";"Day Care Centers";;;;;;"Elmore"
"VICTORY BAPTIST CHURCH";"(334)285-5082";1956;"Exempt";"JOYCE PARKER - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 1090";"5481 MAIN STREET";"MILLBROOK";"AL";36054;"VICTORY BAPTIST CHURCH";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1956";"Day Care Centers";;;;;;"Elmore"
"WEE ONE'S PRESCHOOL & BEYOND";"(334)478-4938";216;"Licensed";"JENNIFER BOYD - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 14 YRS";"N/A";"202 OLD MONTGOMERY HWY";"202 OLD MONTGOMERY HWY";"WETUMPKA";"AL";36092;"WEE ONE'S PRESCHOOL LLC";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=216";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Elmore"
"WETUMPKA PRESCHOOL & CDC";"(334)567-4689";81;"Licensed";"DEBORAH JOHNSON - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"502 NORTH BRIDGE STREET";"502 NORTH BRIDGE STREET";"WETUMPKA";"AL";36092;"GATEWAY INC.";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=81";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Elmore"
"A CHILD'S DAY";"(334)301-1561";323;"Licensed";"DEBORA KEEBLE - Director";"06:50 AM - 05:00 PM";"N/A - N/A";"0 WKS Through 4 YRS";"N/A";"5420 SHEPPARD DR";"5420 SHEPPARD DR";"ELMORE";"AL";36025;"DEBORA KEEBLE";"AL";"ELMORE";36025;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=323";"Family Child Care Homes";;;;;;"Elmore"
"ARRAY OF LIGHT HOME CARE";"(334)303-0104";401;"Licensed";"SHARON JACKSON - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 13 YRS";"6 WKS Through 13 YRS";"192 MILLRIDGE DRIVE";"192 MILLRIDGE DRIVE";"MILLBROOK";"AL";36020;"SHARON JACKSON";"AL";"MILLBROOK";36020;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=401";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Elmore"
"JUMP START ACADEMY";"(334)318-8642";499;"Licensed";"EBONY BELL - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"3750 LINDA ANN DR";"3750 LINDA ANN DR";"MILLBROOK";"AL";36054;"EBONY BELL";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=499";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Elmore"
"KATIE S. MONCRIEF";"(334)541-2037";274;"Licensed";"KATIE MONCRIEF - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"0 WKS Through 12 YRS";"N/A";"7671 BALM ROAD";"7671 BALM ROAD";"WETUMPKA";"AL";36092;"KATIE MONCRIEF";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=274";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Elmore"
"KINGDOM STEPS ACADEMY";"(334)517-6295";327;"Licensed";"LENORA COCHRAN - Director";"06:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 13 YRS";"N/A";"334 CANTABURY LANE";"334 CANTABURY LANE";"MILLBROOK";"AL";36054;"LENORA COCHRAN";"AL";"MILLBROOK";36054;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=327";"Family Child Care Homes";1;"Daytime Hours: 06:30 AM - 07:00 PM";;;;"Elmore"
"SANKOFA CHILDCARE CENTER";"(334)224-4814";354;"Licensed";"PAMELA WILLIAMS - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"0 WKS Through 5 YRS";"N/A";"104 PAULINE CIRCLE";"104 PAULINE CIRCLE";"WETUMPKA";"AL";36092;"PAMELA WILLIAMS";"AL";"WETUMPKA";36092;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=354";"Family Child Care Homes";;;;;;"Elmore"
"SHARON CHILDERS";"(334)425-0102";498;"Licensed";"SHARON CHILDERS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"0 WKS Through 12 YRS";"N/A";"100 TODD RD";"100 TODD RD";"DEATSVILLE";"AL";36022;"SHARON CHILDERS";"AL";"DEATSVILLE";36022;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=498";"Family Child Care Homes";;;;;;"Elmore"
"TIGER TALES DAY CARE";"(334)467-9228";362;"Licensed";"KAY DURHAM - Director";"06:45 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"104 CAMELLIA DR";"104 CAMELLIA DR";"TALLASSEE";"AL";36078;"KAY DURHAM";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=362";"Family Child Care Homes";;;;;;"Elmore"
"GIGGLES N WIGGLES";"(334)415-0574";122;"Licensed";"KENDRA HATHCOCK - Director";"06:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"914 W BUTLER";"914 W BUTLER";"TALLASSEE";"AL";36078;"KENDRA HATHCOCK";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=122";"Group Child Care Homes";;;;;;"Elmore"
"HORNSBY 'S GROUP DAY CARE HOME";"(334)580-0462";597;"Licensed";"MICHELE HORNSBY - Director";"06:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"2620 WELDON ROAD";"2620 WELDON ROAD";"TALLASSEE";"AL";36078;"MICHELE S HORNSBY";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=597";"Group Child Care Homes";;;;;;"Elmore"
"IRIS' HOME DAY CARE";"(334)415-8379";313;"Licensed";"IRIS GRAHAM - Director";"06:00 AM - 05:00 PM";"N/A - N/A";"0 WKS Through 13 YRS";"N/A";"1837 N ANN AVENUE";"1837 N ANN AVENUE";"TALLASSEE";"AL";36078;"IRIS GRAHAM";"AL";"TALLASSEE";36078;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=313";"Group Child Care Homes";;;;;;"Elmore"
"ABC & 123 LEARNING CENTER";"(251)236-8524";805;"Licensed";"TERRIE MCCREARY - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"4 WKS Through 8 YRS";"N/A";"2967 HIGHWAY 21";"2967 HIGHWAY 21";"ATMORE";"AL";36502;"TERRIE MCCREARY";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=805";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Escambia"
"ALL OF GOD'S CHILDREN LEARNING CENTER";"(251)368-6153";457;"Licensed";"ASHLEY BRIGHT - Director";"06:00 AM - 05:30 PM";"N/A - N/A";"0 DYS Through 12 YRS";"N/A";"2016 HARRIS STREET";"2016 HARRIS STREET";"ATMORE";"AL";36502;"THOMAS MONTGOMERY";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=457";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 05:30 PM";;;;"Escambia"
"BREWTON AREA YMCA KIDS CORNER PRESCHOOL";"(251)867-9622";1244;"Licensed";"VIVIAN LAYTON - Director";"07:15 AM - 06:00 PM";"N/A - N/A";"2 YRS Through 5 YRS";"N/A";"1 YMCA DRIVE";"1 YMCA DRIVE";"BREWTON";"AL";36426;"BREWTON AREA YMCA";"AL";"BREWTON";36426;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1244";"Day Care Centers";1;"Daytime Hours: 07:15 AM - 06:00 PM";;;;"Escambia"
"BREWTON HEAD START";"(251)867-9552";1960;"Licensed";"TAMMY GREEN - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"1207 BELLEVILLE AVENUE";"1207 BELLEVILLE AVENUE";"BREWTON";"AL";36426;"GULF REGIONAL EARLY CHILDHOOD SERVICES";"AL";"BREWTON";36426;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1960";"Day Care Centers";;;;;;"Escambia"
"DINO LAND CHRISTIAN DAYCARE";"(251)368-1234";377;"Licensed";"TINA FOWLER - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1410 EAST NASHVILLE AVE";"1410 EAST NASHVILLE AVE";"ATMORE";"AL";36502;"TINA FOWLER";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=377";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Escambia"
"ESCAMBIA ACADEMY PRE SCHOOL";"(251)368-2080";1098;"Licensed";"GLORIA BARLOW - Director";"07:45 AM - 03:15 PM";"N/A - N/A";"3 YRS Through 6 YRS";"N/A";"268 COWPEN CREEK ROAD";"268 COWPEN CREEK ROAD";"ATMORE";"AL";36502;"ESCAMBIA ACADEMY";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1098";"Day Care Centers";;;;;;"Escambia"
"FIRST BAPTIST CHURCH - ATMORE";"(251)368-0570";1466;"Exempt";"CINDY COBB - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"310 SOUTH MAIN STREET";"310 SOUTH MAIN STREET";"ATMORE";"AL";36502;"FIRST BAPTIST CHURCH - ATMORE";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1466";"Day Care Centers";;;;;;"Escambia"
"FIRST BAPTIST CHURCH - FLOMATON";"(251)296-2453";1126;"Exempt";"PAT HARWELL - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P. O. BOX 765";"616 DR.VAN AVENUE";"FLOMATON";"AL";36441;"FIRST BAPTIST CHURCH - FLOMATON";"AL";"FLOMATON";36441;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1126";"Day Care Centers";;;;;;"Escambia"
"LIL ANGELS DEVELOPMENT CHILDCARE CENTER";"(251)368-2499";929;"Licensed";"JEANNIE FERRELL - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1109 FILMORE DR";"1109 FILMORE DR";"ATMORE";"AL";36502;"JEANNIE FERRELL";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=929";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Escambia"
"LITTLE HANDS CHILD CARE CENTER";"(251)867-1300";654;"Licensed";"TANIKA HARDY - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"704 SHOFFNER ST.";"704 SHOFFNER ST.";"EAST BREWTON";"AL";36426;"TANIKA HARDY";"AL";"EAST BREWTON";36426;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=654";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 05:00 PM";;;;"Escambia"
"PLEASANT HILL DAYCARE";"(251)446-1458";1171;"Licensed";"ORA BANKS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"3 MOS Through 18 YRS";"N/A";"2750 HIGHWAY 21";"2750 HIGHWAY 21";"ATMORE";"AL";36502;"PLEASANT HILL FULL GOSPEL BAPTIST CHURCH";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1171";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Escambia"
"RACHEL PATTERSON HEAD START";"(251)402-1817";1273;"Licensed";"MONICA BYRD - Director";"08:00 AM - 02:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"3100 COTTAGE HILL ROAD SUITE #400";"1102 WEST CRAIG STREET";"ATMORE";"AL";36502;"GULF REGIONAL EARLY CHILDHOOD SERVICES";"AL";"MOBILE";36606;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1273";"Day Care Centers";;;;;;"Escambia"
"ROTTSCHAFER'S DAY CARE CENTER";"(251)809-0579";1284;"Licensed";"PATRICIA GANTT - Director";"06:30 AM - 03:30 PM";"N/A - N/A";"2 1/2 YRS Through 5 YRS";"N/A";"P O BOX 176";"1996 KIRKLAND ROAD";"BREWTON";"AL";36426;"ROTTSCHAFER'S DAY CARE CENTER";"AL";"BREWTON";36426;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1284";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 03:30 PM";;;;"Escambia"
"ANNALESE CROOK HODGES";"(251)867-0822";492;"Licensed";"ANNALESE HODGES - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"0 WKS Through 12 YRS";"N/A";"141 MAY BRANCH LN";"141 MAY BRANCH LN";"BREWTON";"AL";36426;"ANNALESE HODGES";"AL";"BREWTON";36426;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=492";"Group Child Care Homes";1;"Daytime Hours: 07:00 AM - 05:00 PM";;;;"Escambia"
"KIDDIE KOVE DAYCARE & LEARNING CENTER";"(251)359-0482";607;"Licensed";"AMANDA MOYE - Director";"06:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"313 HIGHLAND AVE";"313 HIGHLAND AVE";"ATMORE";"AL";36502;"AMANDA C MOYE";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=607";"Group Child Care Homes";;;;;;"Escambia"
"LITTLE ANGELS HOME DAYCARE";"(251)368-9222";657;"Licensed";"AMBER HARRISON - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"0 MOS Through 6 YRS";"N/A";"1115 FRIDGE DR";"1115 FRIDGE DR";"ATMORE";"AL";36502;"AMBER HARRISON";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=657";"Group Child Care Homes";;;;;;"Escambia"
"SMALL MIRACLES DAYCARE";"(251)253-7228";688;"Licensed";"SHERRY LAMBERT - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"266 SOUTH ROAD";"266 SOUTH ROAD";"ATMORE";"AL";36502;"SHERRY LAMBERT";"AL";"ATMORE";36502;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=688";"Group Child Care Homes";;;;;;"Escambia"
"VONCILE MONROE";"(251)867-3105";909;"Licensed";"VONCILE MONROE - Director";"07:00 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P.O. BOX 904";"618 LEWIS ST";"BREWTON";"AL";36426;"VONCILE MONROE";"AL";"BREWTON";36427;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=909";"Group Child Care Homes";1;"Daytime Hours: 07:00 AM - 07:00 PM";;;;"Escambia"
"ABUNDANT LIFE LEARNING ACADEMY";"(256)467-4079";1725;"Licensed";"PAULINE JENKINS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"0 WKS Through 14 YRS";"N/A";"P O BOX 952";"323 SOUTH 12TH STREET";"GADSDEN";"AL";35901;"ETOWAH CO. COMM. OUTREACH & ECONOMIC DEV";"AL";"GADSDEN";35902;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1725";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Etowah"
"CHILDCARE NETWORK INC";"(256)547-7729";1234;"Licensed";"KAREN ADCOCK - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"950 RAINBOW DRIVE";"950 RAINBOW DRIVE";"GADSDEN";"AL";35901;"CHILDCARE NETWORK INC";"AL";"GADSDEN";35901;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1234";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Etowah"
"EAST GADSDEN CHILD DEV CENTER";"(256)494-9511";1327;"Licensed";"NANCY MCCLAIN - Director";"05:15 AM - 07:00 PM";"N/A - N/A";"3 WKS Through 12 YRS";"N/A";"715 HOKE ST";"715 HOKE ST";"GADSDEN";"AL";35903;"GADSDEN CHILD CARE INC";"AL";"GADSDEN";35903;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1327";"Day Care Centers";1;"Daytime Hours: 05:15 AM - 07:00 PM";;;;"Etowah"
"EPISCOPAL CHURCH OF THE HOLY COMFORTER";"(256)547-5361";1969;"Exempt";"LAURA MCCARTNEY - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"156 SOUTH 9TH STREET";"156 SOUTH 9TH STREET";"GADSDEN";"AL";35901;"EPISCOPAL CHURCH OF THE HOLY COMFORTER";"AL";"GADSDEN";35901;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1969";"Day Care Centers";;;;;;"Etowah"
"FIRST BAPTIST CHURCH GLENCOE";"(256)492-2460";1972;"Exempt";"STACI HENSON - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"103 NORTH COLLEGE STREET";"103 NORTH COLLEGE STREET";"GLENCOE";"AL";35905;"FIRST BAPTIST CHURCH GLENCOE";"AL";"GLENCOE";35905;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1972";"Day Care Centers";;;;;;"Etowah"
