"id";"name";"address";"city";"state";"zip";"county";"phone";"location website";"email";"details";"main url";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour"
1173509;"BENTLEY HEAD START";"6340 ROBERTA STREET";"BURTON";"MI";48509;"GENESEE";"(810)742-8281";;;;;;;;;;;;;;;;;;;;;;
1173511;"WEST BENDLE ELEMENTARY SCHOOL";"4020 CERDAN DRIVE";"BURTON";"MI";48529;"GENESEE";"(810)591-0880";;;;;;;;;;;;;;;;;;;;;;
1173512;"CUMMINGS GREAT EXPECTATIONS";"2200 WALTON AVENUE";"FLINT";"MI";48532;"GENESEE";"(810)424-5214";;;;;;;;;;;;;;;;;;;;;;
1173513;"GENESEE STEM HEAD START";"5240 CALKINS ROAD";"FLINT";"MI";48532;"GENESEE";"(810)591-5118";;;;;;;;;;;;;;;;;;;;;;
1173520;"STEPS AHEAD LEARNING CENTER";"3130 BOARDWALK DRIVE";"SAGINAW";"MI";48603;"SAGINAW";"(989)799-3355";;;;;;;;;;;;;;;;;;;;;;
1173524;"READY-SET- GROW! INC.";"104 MOLL STREET";"AUBURN";"MI";48611;"BAY";"(989)662-6681";;;;;;;;;;;;;;;;;;;;;;
1173529;"MMCAA GLADWIN ELEMENTARY";"600 W FIRST ST.";"GLADWIN";"MI";48624;"GLADWIN";"(989)246-5992";;;;;;;;;;;;;;;;;;;;;;
1173539;"STORMI'S MONTESSORI INC.";"3420 ASHMAN ST";"MIDLAND";"MI";48642;"MIDLAND";"(989)522-3954";;;;;;;;;;;;;;;;;;;;;;
1173541;"MURPHY FARM SISD SAGINAW COUNTY HEAD START";"13240 W. TOWNLINE ROAD";"ST. CHARLES";"MI";48655;"SAGINAW";"(989)752-2193";;;;;;;;;;;;;;;;;;;;;;
1173542;"CHARLTON HESTON ACADEMY";"1350 N SAINT HELEN RD";"SAINT HELEN";"MI";48656;"ROSCOMMON";"(989)632-3390";;;;;;;;;;;;;;;;;;;;;;
1173546;"HAMPTON ELEMENTARY";"1908 W. YOUNGSDITCH ROAD";"BAY CITY";"MI";48708;"BAY";"(989)671-8186";;;;;;;;;;;;;;;;;;;;;;
1173547;"LI'L SPROUTS CHILD DEVELOPMENT CENTER";"2801 STERLING ROAD";"OMER";"MI";48749;"ARENAC";"(989)846-4120";;;;;;;;;;;;;;;;;;;;;;
1173550;"USA ECC";"2203 WILDNER ROAD";"SEBEWAING";"MI";48759;"HURON";"(989)883-3611";;;;;;;;;;;;;;;;;;;;;;
1173551;"TAWAS ELEMENTARY ECC";"211 S. PLANK ROAD";"TAWAS CITY";"MI";48763;"IOSCO";"(989)984-2242";;;;;;;;;;;;;;;;;;;;;;
1173553;"ALMA HEAD START";"6265 N LUCE RD.";"ALMA";"MI";48801;"GRATIOT";"(616)754-9315";;;;;;;;;;;;;;;;;;;;;;
1173559;"DEWITT HEAD START";"3147 HERBISON ROAD";"DEWITT";"MI";48820;"CLINTON";"(517)482-1504";;;;;;;;;;;;;;;;;;;;;;
1173561;"NEW BEGINNINGS LEARN & PLAY";"13060 US 27, SUITE B-2";"DEWITT";"MI";48820;"CLINTON";"(517)669-9892";;;;;;;;;;;;;;;;;;;;;;
1173566;"BRIGHT START PRESCHOOL";"11966 SWEETWATER DR.";"GRAND LEDGE";"MI";48837;"EATON";"(517)627-4400";;;;;;;;;;;;;;;;;;;;;;
1173567;"CHILDREN'S CORNER-BALDWIN HEIGHTS";"821 W. OAK";"GREENVILLE";"MI";48838;"MONTCALM";"(616)225-1000";;;;;;;;;;;;;;;;;;;;;;
1173573;"KIDS WORLD LEARNING CENTER";"92 BELLEVIEW DR";"IONIA";"MI";48846;"IONIA";"(616)893-1514";;;;;;;;;;;;;;;;;;;;;;
1173574;"LITTLE PALMS PRE-SCHOOL";"1250 E WASHINGTON RD";"ITHACA";"MI";48847;"GRATIOT";"(989)875-7080";;;;;;;;;;;;;;;;;;;;;;
1173577;"POTTERVILLE ELEMENTARY GSRP";"ROOM 14 426 HIGH ST.";"POTTERVILLE";"MI";48876;"EATON";"(517)541-8763";;;;;;;;;;;;;;;;;;;;;;
1173581;"ST. LOUIS COMMUNITY PRESCHOOL";"840 CHEESMAN RD.";"ST. LOUIS";"MI";48880;"GRATIOT";"(989)832-3256";;;;;;;;;;;;;;;;;;;;;;
1173584;"CENTRAL MONTCALM LEARNING CENTER";"710 N. STATE STREET";"STANTON";"MI";48888;"MONTCALM";"(616)808-6488";;;;;;;;;;;;;;;;;;;;;;
1173588;"WEIDMAN JUST 4S";"3311 N. SCHOOL ROAD";"WEIDMAN";"MI";48893;"ISABELLA";"(989)644-3430";;;;;;;;;;;;;;;;;;;;;;
1173589;"THE GROWING PATCH LLC AFTERSCHOOL PROGRAM";"209 N. WESTPHALIA STREET";"WESTPHALIA";"MI";48894;"Clinton";"()-";;;;;;;;;;;;;;;;;;;;;;
1173590;"LITTLE BLESSINGS PHASE 3";"3320 BARDAVILLE DRIVE";"LANSING";"MI";48906;"INGHAM";"(517)281-7331";;;;;;;;;;;;;;;;;;;;;;
1173600;"CU GSRP @ BEADLE LAKE";"8175 C DRIVE NORTH";"BATTLE CREEK";"MI";49014;"CALHOUN";"(517)741-4656";;;;;;;;;;;;;;;;;;;;;;
1173601;"SHAMROCK CENTER - ALBION";"1418 COOPER STREET";"ALBION";"MI";49014;"CALHOUN";"(269)781-1298";;;;;;;;;;;;;;;;;;;;;;
1173602;"SONOMA ELEMENTARY";"4640 B DRIVE S";"BATTLE CREEK";"MI";49015;"CALHOUN";"(269)441-7800";;;;;;;;;;;;;;;;;;;;;;
1173606;"A TOUCH OF HOME CHILD CARE";"7455 OAKLAND DR.";"PORTAGE";"MI";49024;"KALAMAZOO";"(269)324-1969";;;;;;;;;;;;;;;;;;;;;;
1173610;"ST. JOSEPH COUNTY PRESCHOOL";"190 HOGAN ST.";"CENTREVILLE";"MI";49032;"SAINT JOSEPH";"(269)467-9365";;;;;;;;;;;;;;;;;;;;;;
1173611;"LAUGH N LEARN PRESCHOOL AND CHILDCARE CENTER";"7048 CURTIS DRIVE";"COLOMA";"MI";49038;"BERRIEN";"(269)252-6684";;;;;;;;;;;;;;;;;;;;;;
1173615;"LAWTON KIDS FIRST";"110 N. NURSERY";"LAWTON";"MI";49065;"VAN BUREN";"(269)624-7676";;;;;;;;;;;;;;;;;;;;;;
1173618;"DISCOVERY CHRISTIAN CHILD DEVELOPMENT CENTER";"516 118TH AVENUE";"MARTIN";"MI";49070;"ALLEGAN";"(269)672-5722";;;;;;;;;;;;;;;;;;;;;;
1173620;"KIDDIE U II";"52364 N. MAIN STREET";"MATTAWAN";"MI";49071;"VAN BUREN";"(269)668-9010";;;;;;;;;;;;;;;;;;;;;;
1173622;"FULLER STREET ELEMENTARY SCHOOL";"251 FULLER ST.";"NASHVILLE";"MI";49073;"BARRY";"(517)852-9468";;;;;;;;;;;;;;;;;;;;;;
1173626;"LITTLE EAGLES LEARNING CENTER";"249 N GRAND STREET";"SCHOOLCRAFT";"MI";49087;"KALAMAZOO";"(269)679-3809";;;;;;;;;;;;;;;;;;;;;;
1173627;"THE EAGLE ZONE";"611 E. CLAY STREET";"SCHOOLCRAFT";"MI";49087;"KALAMAZOO";"(269)488-7250";;;;;;;;;;;;;;;;;;;;;;
1173638;"ABC ACADEMY V";"1143 N. BROWN STREET";"JACKSON";"MI";49202;"JACKSON";"()-";;;;;;;;;;;;;;;;;;;;;;
1173639;"ABC ACADEMY IV";"3210 LANSING AVENUE";"JACKSON";"MI";49202;"JACKSON";"(517)784-9161";;;;;;;;;;;;;;;;;;;;;;
1173640;"BENNETT HEAD START";"820 BENNETT";"JACKSON";"MI";49202;"JACKSON";"(517)841-2200";;;;;;;;;;;;;;;;;;;;;;
1173644;"SHAHAN HEAD START";"109 SHAHAN DRIVE";"JACKSON";"MI";49203;"JACKSON";"(517)787-0218";;;;;;;;;;;;;;;;;;;;;;
1173645;"LITTLE PANTHERS PRESCHOOL AND CHILD CARE";"219 COMSTOCK STREET";"ADDISON";"MI";49220;"LENAWEE";"(517)547-6930";;;;;;;;;;;;;;;;;;;;;;
1173646;"ADRIAN HEAD START AT MICHENER";"104 DAWES STREET";"ADRIAN";"MI";49221;"LENAWEE";"()-";;;;;;;;;;;;;;;;;;;;;;
1173647;"ADRIAN HEAD START AT PRAIRIE";"2568 AIRPORT HIGHWAY";"ADRIAN";"MI";49221;"LENAWEE";"()-";;;;;;;;;;;;;;;;;;;;;;
1173648;"BABY BULLDOG CENTER";"VALADE HALL 110 110 SOUTH MADISON STREET";"ADRIAN";"MI";49221;"LENAWEE";"(517)265-5161";;;;;;;;;;;;;;;;;;;;;;
1173653;"EARLY IMPRESSIONS";"131 FAIRVIEW ST";"HANOVER";"MI";49241;"JACKSON";"(517)937-1721";;;;;;;;;;;;;;;;;;;;;;
1173654;"BAILY CHILDREN'S PROGRAM";"59 S. MANNING ST";"HILLSDALE";"MI";49242;"HILLSDALE";"(517)437-7369";;;;;;;;;;;;;;;;;;;;;;
1173662;"NORTH ADAMS-JEROME CHILDREN'S PROGRAM";"4555 KNOWLES ROAD";"NORTH ADAMS";"MI";49262;"HILLSDALE";"(517)287-4278";;;;;;;;;;;;;;;;;;;;;;
1173669;"APPLE TREE LEARNING CENTER, LLC";"3651 W RUSSELL RD";"TECUMSEH";"MI";49286;"LENAWEE";"(517)605-4139";;;;;;;;;;;;;;;;;;;;;;
1173672;"TECUMSEH CHILDCARE @ TECUMSEH ACRES";"600 ADRIAN STREET";"TECUMSEH";"MI";49286;"LENAWEE";"(517)423-3331";;;;;;;;;;;;;;;;;;;;;;
1173674;"CHANDLER WOODS S.T.A.R.S.";"6895 SAMNICK AVE";"BELMONT";"MI";49306;"KENT";"(616)866-6000";;;;;;;;;;;;;;;;;;;;;;
1173680;"NORTH KENT HEAD START";"14951 WHITE CREEK AVE.";"CEDAR SPRINGS";"MI";49319;"KENT";"()-";;;;;;;;;;;;;;;;;;;;;;
1173682;"KIDDY KINGDOM LLC";"51 S FRONT STREET";"GRANT";"MI";49327;"NEWAYGO";"(616)238-6449";;;;;;;;;;;;;;;;;;;;;;
1173689;"TADPOLES CHILD CARE";"8944 50TH AVE";"REMUS";"MI";49340;"MECOSTA";"(989)289-5241";;;;;;;;;;;;;;;;;;;;;;
1173702;"FRUITPORT EDGEWOOD ELEMENTARY";"3255 PONTALUNA RD.";"FRUITPORT";"MI";49415;"MUSKEGON";"(231)865-4102";;;;;;;;;;;;;;;;;;;;;;
1173714;"HUDSONVILLE EARLY CHILDHOOD PROGRAM/SOUTH";"4900 40TH AVE";"HUDSONVILLE";"MI";49426;"OTTAWA";"(616)797-0842";;;;;;;;;;;;;;;;;;;;;;
1173719;"STARZ UNLIMITED LEARNING ACADEMY";"SUITE 2 596 BALDWIN";"JENISON";"MI";49428;"OTTAWA";"(616)457-4848";;;;;;;;;;;;;;;;;;;;;;
1173723;"MAISD-ORCHARD VIEW COMMUNITY BUILDING";"1765 ADA AVE";"MUSKEGON";"MI";49442;"MUSKEGON";"(231)760-1778";;;;;;;;;;;;;;;;;;;;;;
1173724;"MARQUETTE ELEMENTARY";"480 BENNETT STREET";"MUSKEGON";"MI";49442;"MUSKEGON";"(231)720-2561";;;;;;;;;;;;;;;;;;;;;;
1173725;"MOON ELEMENTARY";"1826 HOYT STREET";"MUSKEGON";"MI";49442;"MUSKEGON";"(231)720-2561";;;;;;;;;;;;;;;;;;;;;;
1173726;"OAKVIEW ELEMENTARY";"1420 MADISON";"MUSKEGON";"MI";49442;"MUSKEGON";"(231)720-2561";;;;;;;;;;;;;;;;;;;;;;
1173730;"PORTSIDE CHILD DEVELOPMENT CENTER";"4759 AIRLINE RD.";"MUSKEGON";"MI";49444;"MUSKEGON";"(231)571-0707";;;;;;;;;;;;;;;;;;;;;;
1173736;"WINTER SUN SCHOOLHOUSE RUDDIMAN CAMPUS";"1825 RUDDIMAN DRIVE";"NORTH MUSKEGON";"MI";49445;"Muskegon ";"(231)719-3159";;;;;;;;;;;;;;;;;;;;;;
1173738;"PULLMAN HEAD START";"5580 SOUTH AVE";"PULLMAN";"MI";49450;"ALLEGAN";"(269)236-5235";;;;;;;;;;;;;;;;;;;;;;
1173746;"GRAND RAPIDS CHILD DISCOVERY CENTER";"409 LAFAYETTE SE";"GRAND RAPIDS";"MI";49503;"KENT";"(616)459-0110";;;;;;;;;;;;;;;;;;;;;;
1173748;"PHYLLIS FRATZKE EARLY CHILDHOOD LRN LABORATORY";"210 LYON NE";"GRAND RAPIDS";"MI";49503;"KENT";"(616)234-4004";;;;;;;;;;;;;;;;;;;;;;
1173749;"THE SAL";"1235 E. FULTON ST.";"GRAND RAPIDS";"MI";49503;"KENT";"(616)454-1459";;;;;;;;;;;;;;;;;;;;;;
1173754;"KINGDOM CARE EARLY LEARNING CENTER";"2415 MADISON AVE. SE";"GRAND RAPIDS";"MI";49507;"KENT";"(616)241-5448";;;;;;;;;;;;;;;;;;;;;;
1173755;"OAKDALE EARLY LEARNING CENTER";"821 OAKDALE SE";"GRAND RAPIDS";"MI";49507;"KENT";"(616)243-0400";;;;;;;;;;;;;;;;;;;;;;
1173759;"MY LITTLE MUNCHKINS";"1940 44TH ST.";"KENTWOOD";"MI";49508;"Kent";"(616)827-8898";;;;;;;;;;;;;;;;;;;;;;
1173766;"YMCA CHILD CARE AT VANGUARD CHARTER ACADEMY";"1620 52ND ST.";"WYOMING";"MI";49519;"Kent";"(616)855-9658";;;;;;;;;;;;;;;;;;;;;;
1173767;"PLAINFIELD HEAD START";"1710 WOODWORTH NE";"GRAND RAPIDS";"MI";49525;"KENT";"()-";;;;;;;;;;;;;;;;;;;;;;
1173769;"MILESTONES CHILD DEVELOPMENT CENTER";"4533 CASCADE RD. SE";"GRAND RAPIDS";"MI";49546;"KENT";"(616)942-5002";;;;;;;;;;;;;;;;;;;;;;
1173778;"KINGSLEY SUMMER PROGRAM";"403 BLAIR STREET";"KINGSLEY";"MI";49649;"GRAND TRAVERSE";"(231)409-7294";;;;;;;;;;;;;;;;;;;;;;
1173786;"YMCA CHILD DEVELOPMENT CENTER";"1027 MCRAE HILL RD";"TRAVERSE CITY";"MI";49685;"GRAND TRAVERSE";"(231)943-1725";;;;;;;;;;;;;;;;;;;;;;
1173802;"JOHANNESBURG ECC";"10854 M-32";"JOHANNESBURG";"MI";49751;"OTSEGO";"(989)786-1042";;;;;;;;;;;;;;;;;;;;;;
1173804;"ST. IGNACE GREAT START READINESS PRESCHOOL";"W. 429 PORTAGE RD";"ST. IGNACE";"MI";49781;"MACKINAC";"()-";;;;;;;;;;;;;;;;;;;;;;
1173806;"SUPERIOR START- THE SCHOOL READINESS CENTER";"943 S. CAMPUS COURT";"SAULT STE. MARIE";"MI";49783;"CHIPPEWA";"(906)632-3373";;;;;;;;;;;;;;;;;;;;;;
1173808;"WASHINGTON ELEMENTARY SCHOOL GSRP";"1200 RYAN AVENUE";"SAULT STE. MARIE";"MI";49783;"CHIPPEWA";"(906)635-6629";;;;;;;;;;;;;;;;;;;;;;
1173809;"VANDERBILT ECC";"947 DONOVAN ST.";"VANDERBILT";"MI";49795;"OTSEGO";"(989)705-7015";;;;;;;;;;;;;;;;;;;;;;
1173816;"PHELPS EARLY CHILDHOOD CENTER";"700 E NORTH STREET";"ISHPEMING";"MI";49849;"MARQUETTE";"(906)228-6522";;;;;;;;;;;;;;;;;;;;;;
1173819;"YMCA EARLY CHILDHOOD DEV. PROGRAM - MARQUETTE";"1420 PINE ST";"MARQUETTE";"MI";49855;"MARQUETTE";"(906)227-9622";;;;;;;;;;;;;;;;;;;;;;
1173821;"LEARN & PLAY CHILD CARE, LLC";"304 E IRON ST";"BESSEMER";"MI";49911;"GOGEBIC";"(906)667-5025";;;;;;;;;;;;;;;;;;;;;;
1173824;"BHK HOUGHTON ELEMENTARY";"203 W JACKER AVE.";"HOUGHTON";"MI";49931;"HOUGHTON";"(906)482-0456";;;;;;;;;;;;;;;;;;;;;;
1173843;"Mini Maestros Creative  Learning Academy";"2912 East Gallatin Street";"Burlington";"KY";41005;"BOONE";"(859)689-7529";;;;;;;;;;;;;;;;;;;;;;
1173844;"Children, Inc. Extended  Education at Kelly  Elementary";"6775 Mcvillle Rd.";"Burlington";"KY";41005;"BOONE";"(859)431-2075";;;;;;;;;;;;;;;;;;;;;;
1173845;"Children, Inc. Early  Learning Center at Yealey  Elementary";"10 Yealey Drive";"Florence";"KY";41042;"BOONE";"(859)431-2075";;;;;;;;;;;;;;;;;;;;;;
1173846;"Kelly Elementary  Afterschool Program";"6775 Mcville Rd.";"Burlington";"KY";41005;"BOONE";"(859)431-2075";;;;;;;;;;;;;;;;;;;;;;
1173848;"Immanuel Kids Day Out  Preschool";"1440 Boone Aire Rd.";"Florence";"KY";41042;"BOONE";"(859)525-2307";;;;;;;;;;;;;;;;;;;;;;
1173841;"Watch Me Grow Learning  Center";"219 Reynolds Road";"Glasgow";"KY";42141;"BARREN";"(270)590-0571";;;;;;;;;;;;;;;;;;;;;;
1173842;"YMCA Mustang Corral";"215 Parkview Drive";"Glasgow";"KY";42141;"BARREN";"(270)651-9622";;;;;;;;;;;;;;;;;;;;;;
1173847;"Little Hands Big Hearts  Childcare Center";"8025 Dream Street";"Florence";"KY";41042;"BOONE";"(859)282-6777";;;;;;;;;;;;;;;;;;;;;;
1173850;"Little Wonders Child Care";"189 Ballpark Road";"Hardinsburg";"KY";40143;"BRECKINRIDGE";"(270)756-5800";;;;;;;;;;;;;;;;;;;;;;
1173851;"Roby Head Start";"1148 Highway 44 East Ora Roby Elementary";"Shepherdsville";"KY";40165;"BULLITT";"(502)869-7200";;;;;;;;;;;;;;;;;;;;;;
1173852;"Crossroads Head Start";"156 Erin Circle Crossroads Elementary";"Mt. Washington";"KY";40047;"Bullitt";"(502)869-7400";;;;;;;;;;;;;;;;;;;;;;
1173853;"Little Sweetheart's Child  Development Center";"9877 Hwy 44 East Mt.";"Washington";"KY";40047;"Bullitt";"(502)904-9139";;;;;;;;;;;;;;;;;;;;;;
1173854;"North Butler Head Start";"5539 Brownsville Rd.";"Morgantown";"KY";42261;"BUTLER";"(270)782-3162";;;;;;;;;;;;;;;;;;;;;;
1173855;"Kidz Korner Learning  Center";"4185 Wiswell Road";"Murray";"KY";42071;"CALLOWAY";"(270)753-3289";;;;;;;;;;;;;;;;;;;;;;
1173849;"Room To Grow Early  Learning Center";"34 W. 20Th Street";"Paris";"KY";40361;"BOURBON";"(859)987-9997";;;;;;;;;;;;;;;;;;;;;;
1173860;"Auntie's Academy, LLC";"19 Wainscott Avenue";"Winchester";"KY";40391;"CLARK";"(859)644-5147";;;;;;;;;;;;;;;;;;;;;;
1173859;"Jones Park Early Head ";"6295 E. Ky 70 Rm. #155";"Liberty";"KY";42539;"CASEY";"(606)787-1249";;;;;;;;;;;;;;;;;;;;;;
1173858;"Dunnville Childcare and  Early Learning Center";"11000 S. Hwy 127";"Dunnville";"KY";42528;"CASEY";"(606)787-0138";;;;;;;;;;;;;;;;;;;;;;
1173856;"Carroll County Child  Development Center";"1706 Highland Avenue";"Carrollton";"KY";41008;"CARROLL";"(502)732-7016";;;;;;;;;;;;;;;;;;;;;;
1173857;"Wee Warriors Early  Learning Center of Carter  Christian Academy";"3547 Hwy 773";"Hitchins";"KY";41146;"CARTER";"(606)475-1919";;;;;;;;;;;;;;;;;;;;;;
1173861;"Mig's Place";"5693 Ky Hwy 90 W";"Albany";"KY";42602;"CLINTON";"(606)387-5228";;;;;;;;;;;;;;;;;;;;;;
1173865;"Fayette County Public  Schools - Yates  Elementary";"695 East New Circle Road";"Lexington";"KY";40505;"FAYETTE";"(859)381-3613";;;;;;;;;;;;;;;;;;;;;;
1173863;"Allisons Wonderland LLC";"3101 Richmond Road Suite 301";"Lexington";"KY";40509;"FAYETTE";"(859)523-3750";;;;;;;;;;;;;;;;;;;;;;
1173864;"Wellington Elementary  Compass Zone  Afterschool Program";"3280 Keithshire Way";"Lexington";"KY";40503;"FAYETTE";"(859)381-3000";;;;;;;;;;;;;;;;;;;;;;
1173862;"Puddle Jumpers Learning  Center, LLC";"1940 Cambridge Drive";"Lexington";"KY";40504;"FAYETTE";"(859)469-8655";;;;;;;;;;;;;;;;;;;;;;
1173881;"Lowes Y's Guys";"6775 State Rte. 440";"Hickory";"KY";42051;"GRAVES";"(270)247-0049";;;;;;;;;;;;;;;;;;;;;;
1173882;"Sedalia Elementary  SOAR Preschool";"5252 State Route 97";"Mayfield";"KY";42066;"GRAVES";"(270)328-4850";;;;;;;;;;;;;;;;;;;;;;
1173883;"Wingo Elementary SOAR  Preschool";"449 Lebanon St.";"Wingo";"KY";42088;"GRAVES";"(270)328-4870";;;;;;;;;;;;;;;;;;;;;;
1173878;"True Vine Christian  Learning Center";"43 Reilly Rd.";"Frankfort";"KY";40601;"FRANKLIN";"(502)352-2333";;;;;;;;;;;;;;;;;;;;;;
1173879;"Little Hands Big Hearts  Childcare Center";"385 Violet Road Suite C";"Crittenden";"KY";41030;"GRANT";"(859)813-8044";;;;;;;;;;;;;;;;;;;;;;
1173876;"Little Tots Learning Center";"3580 Caulder Rd.";"Lexington";"KY";40517;"FAYETTE";"(859)368-2887";;;;;;;;;;;;;;;;;;;;;;
1173877;"Kool Kids Learning  Academy";"361 East Water Street";"Flemingsburg";"KY";41041;"FLEMING";"(606)541-1874";;;;;;;;;;;;;;;;;;;;;;
1173874;"Creation Kingdom  McConnells Trace";"2935 Trailwood Lane";"Lexington";"KY";40511;"FAYETTE";"(859)255-0193";;;;;;;;;;;;;;;;;;;;;;
1173875;"Whitaker Family YMCA";"2681 Old Rosebud Road";"Lexington";"KY";40509;"FAYETTE";"(859)367-7302";;;;;;;;;;;;;;;;;;;;;;
1173873;"Little Day Academy";"848 North Limestone";"Lexington";"KY";40505;"FAYETTE";"(589)253-0004";;;;;;;;;;;;;;;;;;;;;;
1173870;"Extended School Program  at Garrett Morgan  Elementary";"1150 Passage Mound Way";"Lexington";"KY";40509;"FAYETTE";"(859)489-9852";;;;;;;;;;;;;;;;;;;;;;
1173871;"Lexington Christian  Academy";"3100 Tates Creek Rd.";"Lexington";"KY";40502;"FAYETTE";"(859)422-5703";;;;;;;;;;;;;;;;;;;;;;
1173872;"YMCA Before/Afterschool  at Leestown Middle  School";"2010 Leestown Rd.";"Lexington";"KY";40511;"FAYETTE";"(859)219-9622";;;;;;;;;;;;;;;;;;;;;;
1173868;"Beyond the Bell";"2585 Liberty Rd.";"Lexington";"KY";40509;"FAYETTE";"(859)381-4979";;;;;;;;;;;;;;;;;;;;;;
1173869;"Extended School Program  at Coventry Oak  Elementary";"2441 Huntly Place";"Lexington";"KY";40508;"FAYETTE";"(859)489-9870";;;;;;;;;;;;;;;;;;;;;;
1173866;"Clays Mill Elementary  After School Child Care  Program";"2319 Clays Mill Road";"Lexington";"KY";40503;"FAYETTE";"(859)381-3355";;;;;;;;;;;;;;;;;;;;;;
1173867;"Breckinridge Elementary  After School Program";"2101 St. Mathilda Drive";"Lexington";"KY";40502;"FAYETTE";"(859)381-3273";;;;;;;;;;;;;;;;;;;;;;
1173880;"Mother Goose Learning  Center";"116 West Willow Drive";"Mayfield";"KY";42066;"GRAVES";"(270)247-4781";;;;;;;;;;;;;;;;;;;;;;
1173887;"Pride Avenue Head Start";"861 Pride Avenue";"Madisonville";"KY";42431;"HOPKINS";"(270)825-6030";;;;;;;;;;;;;;;;;;;;;;
1173888;"Jesse Stuart Head Start";"1710 Anton Road";"Madisonville";"KY";42431;"HOPKINS";"(270)825-6033";;;;;;;;;;;;;;;;;;;;;;
1173884;"North Park Wrap Around ";"1080 S. Logsdon Pkwy";"Radcliff";"KY";40160;"HARDIN";"(270)769-7926";;;;;;;;;;;;;;;;;;;;;;
1173885;"Elizabethtown Head Start  - Woodland Center";"1257 Woodland Drive";"Elizabethtown";"KY";42701;"HARDIN";"(270)506-3010";;;;;;;;;;;;;;;;;;;;;;
1173886;"St. Stephens Head Start";"757 S. Woodland Drive";"Radcliff";"KY";40159;"HARDIN";"(270)390-4671";;;;;;;;;;;;;;;;;;;;;;
1173896;"Scribbles & Giggles  Children's Academy, LLC";"2900 Patti Lane";"Jeffersontown";"KY";40299;"JEFFERSON";"(502)890-5735";;;;;;;;;;;;;;;;;;;;;;
1173892;"Stonestreet Elementary  Childcare Enrichment  Program";"10007 Stonestreet Road";"Louisville";"KY";40272;"JEFFERSON";"(502)637-1575";;;;;;;;;;;;;;;;;;;;;;
1173893;"St. Francis of Assisi Pre- Kindergarten";"1934 Alfresco Place";"Louisville";"KY";40205;"JEFFERSON";"(502)456-5694";;;;;;;;;;;;;;;;;;;;;;
1173894;"Nana's Imagination  Station";"828 Brookline Avenue";"Louisville";"KY";40215;"JEFFERSON";"(502)749-0331";;;;;;;;;;;;;;;;;;;;;;
1173895;"Alex R. Kennedy  Childcare Enrichment  Program";"4515 Taylorsville Rd";"Louisville";"KY";40220;"JEFFERSON";"(502)637-1575";;;;;;;;;;;;;;;;;;;;;;
1173890;"Theresa's Terrific Kids";"1757 W Lee Street";"Louisville";"KY";40210;"JEFFERSON";"(502)742-3146";;;;;;;;;;;;;;;;;;;;;;
1173891;"Les Petites Academies";"4000 Bardstown Road";"Louisville";"KY";40218;"JEFFERSON";"(502)365-3415";;;;;;;;;;;;;;;;;;;;;;
1173902;"Baker's Learning Center";"2141 Dixie Hwy";"Louisville";"KY";40210;"JEFFERSON";"(502)384-2159";;;;;;;;;;;;;;;;;;;;;;
1173903;"Academy of Great  Beginnings";"101 Depot Street";"Nicholasville";"KY";40356;"JESSAMINE";"(859)885-7335";;;;;;;;;;;;;;;;;;;;;;
1173900;"Young Kids Academy";"9811 Merioneth Drive";"Louisville";"KY";40299;"JEFFERSON";"(502)365-1481";;;;;;;;;;;;;;;;;;;;;;
1173899;"Care 4 Me Ms. Ella's  Childcare Center";"2933 W. Muhammad Ali Blvd";"Louisville";"KY";40212;"JEFFERSON";"(502)778-0405";;;;;;;;;;;;;;;;;;;;;;
1173897;"Gwennie Pooh's 2";"1300 S. 26Th Street";"Louisville";"KY";40210;"JEFFERSON";"(502)919-7605";;;;;;;;;;;;;;;;;;;;;;
1173898;"Kidz World Academy";"3006 Preston Hwy";"Louisville";"KY";40217;"JEFFERSON";"(502)749-4775";;;;;;;;;;;;;;;;;;;;;;
1173908;"South CARES";"850 Cutoff Road South Livingston Elementary";"Smithland";"KY";42081;"LIVINGSTON";"(270)928-3500";;;;;;;;;;;;;;;;;;;;;;
1173909;"North CARES";"1372 Us Hwy 60 East";"Burna";"KY";42028;"LIVINGSTON";"(270)988-4000";;;;;;;;;;;;;;;;;;;;;;
1173907;"Tiny Tots Child Care";"595 Ky Hwy 3439 Old Us 25 E";"Barbourville";"KY";40906;"KNOX";"(606)546-0043";;;;;;;;;;;;;;;;;;;;;;
1173906;"Next Generation Learning  Center";"713 Madison";"Covington";"KY";41011;"KENTON";"(859)261-0068";;;;;;;;;;;;;;;;;;;;;;
1173904;"Taylor Mill Learning  Center";"6455 Taylor Mill Rd.";"Independence";"KY";41051;"KENTON";"(859)356-0217";;;;;;;;;;;;;;;;;;;;;;
1173910;"Mt Zion Preschool Center ";"9701 Blandville Rd West";"Paducah";"KY";42086;"MCCRACKEN";"(270)217-2796";;;;;;;;;;;;;;;;;;;;;;
1173911;"WTYMCA Preschool";"750 Tapp Road";"Harrodsburg";"KY";40330;"MERCER";"(859)734-9622";;;;;;;;;;;;;;;;;;;;;;
