"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"HILLCREST ELEMENTARY PRE-K";"1714 WEST DAVIS STREET";"BURLINGTON";"NC";27215;"(336) 570-6120";"Five Star Center License";1000434;"jennifer_reed@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000434;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000434"
"JEANETTE BEAUDET DAY CARE HOME";"2202 STERLING CT";"BURLINGTON";"NC";27215;"(336) 260-2415";"One Star Family CC Home License";1000050;"jibfnb@aol.com";"Not Available";"Family Child Care Home";"No";"Alamance";1000050;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000050"
"KOOL KIDZ PLACE";"1824 EAST WEBB AVENUE";"BURLINGTON";"NC";27215;"(336) 350-9310";"Five Star Center License";1000626;"boysandgirls_lc@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000626;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000626"
"LIFESPAN CIRCLE SCHOOL BURLINGTON";"919 STOKES STREET";"BURLINGTON";"NC";27215;"(336) 513-4250";"Five Star Center License";1000441;"mshannon@lifespanservices.org";"Not Available";"Child Care Center";"Yes";"Alamance";1000441;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000441"
"LIKE MY OWN DAY CARE #2";"1139 CHAPEL HILL RD";"BURLINGTON";"NC";27215;"(336) 221-8111";"Three Star Center License";1000564;"shaytimp@aol.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000564;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000564"
"LITTLE THINKERS";"2485 MORAN ST";"BURLINGTON";"NC";27215;"(336) 227-9131";"Five Star Center License";1000501;"director@littlethinkersnc.com";"www.littlethinkersNC.com";"Child Care Center";"Yes";"Alamance";1000501;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000501"
"MARVIN B SMITH ELEMENTARY PRE-K";"2235 DELANY DRIVE";"BURLINGTON";"NC";27215;"(336) 570-6140";"Five Star Center License";1000449;"Julie_Hancock@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000449;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000449"
"PRECIOUS LIL TOTS DAYCARE";"309 PEELE STREET";"BURLINGTON";"NC";27215;"(336) 226-2503";"Four Star Family CC Home License";1000463;"renitasellars@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000463;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000463"
"PROVIDENCE: A CHRISTIAN MONTESSORI COMMUNITY";"1935 HANFORD ROAD";"BURLINGTON";"NC";27215;"(336) 684-9759";"Four Star Center License";1000637;"denise.montessori@gmail.com";"Not Available";"Child Care Center";"No";"Alamance";1000637;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000637"
"TEMPLE CHRISTIAN PRESCHOOL";"2224 ANTHONY RD";"BURLINGTON";"NC";27215;"(336) 226-0254";"GS 110-106";159005;"templechristianlearningcenter@gmail.com";"Not Available";"Child Care Center";"No";"Alamance";159005;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0159005"
"THE GROWING YEARS LEARNING CENTER- BURLINGTON";"3804 BONNAR BRIDGE PARKWAY";"BURLINGTON";"NC";27215;"(336) 261-0651";"Five Star Center License";1000635;"burlington_director@tgykids.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000635;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000635"
"TRISH'S LITTLE ANGELS CHILDCARE";"2824 BLANCHE DRIVE";"BURLINGTON";"NC";27215;"(336) 269-5506";"Five Star Family CC Home License";1000594;"patriciavns@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000594;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000594"
"A MOTHER'S TOUCH";"518 HATCH STREET";"BURLINGTON";"NC";27217;"(336) 227-5628";"Three Star Family CC Home License";1000552;"sheilabrandon221@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000552;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000552"
"ANDREWS ELEMENTARY PREK";"2630 BUCKINGHAM RD";"BURLINGTON";"NC";27217;"(336) 570-6170";"Five Star Center License";1000561;"sabre_robinson@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000561;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000561"
"ANNIE'S BLESSED CHILDREN'S DAYCARE";"1875 NORTH HWY 62";"BURLINGTON";"NC";27217;"(336) 494-8915";"Four Star Family CC Home License";1000436;"woodsannie8@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000436;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000436"
"BRIGHT STARZ LEARNING CENTER";"421 FULTON STREET";"BURLINGTON";"NC";27217;"(336) 226-5748";"Four Star Center License";1000260;"gostab@bellsouth.net";"Not Available";"Child Care Center";"Yes";"Alamance";1000260;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000260"
"CHILDCARE NETWORK #78";"827 S SELLERS MILL RD";"BURLINGTON";"NC";27217;"(336) 226-7362";"Five Star Center License";1000244;"cni78@childcarenetwork.com";"www.childcarenetwork.net";"Child Care Center";"Yes";"Alamance";1000244;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000244"
"EASTLAWN ELEMENTARY PREK";"502 N GRAHAM HOPEDALE RD";"BURLINGTON";"NC";27217;"(336) 570-6180";"Five Star Center License";1000560;"daniel.mcinnis@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000560;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000560"
"EXCEL CHRISTIAN ACADEMY";"825 APPLE ST";"BURLINGTON";"NC";27217;"(336) 229-1982";"Five Star Center License";1000604;"bcannon@ebenezerucc.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000604;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000604"
"JANICE S SCARBOROUGH HEAD START";"615 GUNN ST";"BURLINGTON";"NC";27217;"(336) 629-5141";"Five Star Center License";1000313;"jscarborough@regionalcs.org";"Not Available";"Child Care Center";"Yes";"Alamance";1000313;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000313"
"LIKE MY OWN #3";"1315 PLAZA DR";"BURLINGTON";"NC";27217;"(336) 675-4878";"Three Star Center License";1000607;"shaytimp@aol.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000607;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000607"
"LITTLE DELIGHTS EDUCARE";"603 NORTH GRAHAM HOPEDALE ROAD";"BURLINGTON";"NC";27217;"(336) 221-9970";"Four Star Center License";1000401;"aedmonds@triad.rr.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000401;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000401"
"LOVING MEMORIES DAYCARE";"806 NORTH AVENUE";"BURLINGTON";"NC";27217;"(336) 212-5038";"Four Star Family CC Home License";1000439;"lizziebigelow@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000439;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000439"
"MARY'S CREATIVE PLAY PRESCHOOL";"823 LAKESIDE AVE";"BURLINGTON";"NC";27217;"(336) 228-1908";"Four Star Center License";1000203;"mbozeman63@att.net";"Not Available";"Child Care Center";"Yes";"Alamance";1000203;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000203"
"MICKEY/MINNIE DAY CARE";"2409 HYDE ST";"BURLINGTON";"NC";27217;"(336) 693-5694";"Four Star Family CC Home License";1000333;"lisab1725@aol.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000333;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000333"
"NEW COVENANT DAY CARE CENTER";"714 SHARPE ROAD";"BURLINGTON";"NC";27217;"(336) 226-1921";"Three Star Center License";155112;"newcovenant.daycare@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";155112;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0155112"
"PATTY CAKES HOME CHILD CARE";"2443 MICHELLE DR";"BURLINGTON";"NC";27217;"(336) 578-2906";"Three Star Center License";1000282;"pattycakeschildcare1@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000282;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000282"
"PATTYCAKES BABY DEPOT";"1626 NORTH NC HWY 49";"BURLINGTON";"NC";27217;"(336) 214-5723";"Four Star Family CC Home License";1000575;"pattycakeschildcare1@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000575;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000575"
"POSITIVE DAY SCHOOL";"229 N GRAHAM-HOPEDALE RD";"BURLINGTON";"NC";27217;"(336) 222-6066";"Four Star Center License";1000538;"positiveattitude@att.net";"www.positiveattitudeyouthcenter.org";"Child Care Center";"Yes";"Alamance";1000538;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000538"
"PRECIOUS GIFT";"509 S SELLARS MILL RD";"BURLINGTON";"NC";27217;"(336) 222-1787";"Four Star Family CC Home License";1000176;"pregift@aol.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000176;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000176"
"SHELBY'S IN HOME DAY CARE";"1458 KNOLLWOOD DRIVE";"BURLINGTON";"NC";27217;"(336) 222-8353";"Four Star Family CC Home License";1000403;"oneloveablemom@aol.com";"Not Available";"Family Child Care Home";"Yes";"Alamance";1000403;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000403"
"STEP BY STEP";"4811 PAGETOWN RD";"BURLINGTON";"NC";27217;"(336) 584-5850";"Three Star Center License";1000568;"amberallen16@hotmail.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000568;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000568"
"WALKING BY FAITH DAYCARE";"968 WEST OLD GLENCOE ROAD";"BURLINGTON";"NC";27217;"(336) 380-5941";"Three Star Family CC Home License";1000636;"walkingbyfaith355@gmail.com";"Not Available";"Family Child Care Home";"No";"Alamance";1000636;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000636"
"CANDOR ELEMENTARY SCHOOL PRE-KINDERGARTEN";"414 SOUTH MAIN STREET";"CANDOR";"NC";27229;"(910) 974-4582";"Five Star Center License";62000074;"enoc.robledo@montgomery.k12.nc.us";"Not Available";"Child Care Center";"No";"Montgomery";62000074;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=62000074"
"SAVE THE CHILDREN CANDOR HEAD START ACADEMY";"112 BRUTONVILLE RD";"CANDOR";"NC";27229;"(910) 974-3378";"Four Star Center License";62000087;"tbrown@savechildren.org";"Not Available";"Child Care Center";"No";"Montgomery";62000087;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=62000087"
"WILLIAMSBURG ELEMENTARY PRESCHOOL";"2830 NC HWY87";"REIDSVILLE";"NC";27230;"(336) 349-4632";"Four Star Center License";79000203;"ttalluto@rock.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Randolph";79000203;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=79000203"
"BETHLEHEM UNITED METHODIST CHURCH DC CTR.";"6103 APPOMATTOX ROAD";"CLIMAX";"NC";27233;"(336) 674-9879";"GS 110-106";41000065;"bethchild91@gmail.com";"Not Available";"Child Care Center";"Yes";"Guilford";41000065;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41000065"
"COLFAX ELEMENTARY ACES PROGRAM";"9112 WEST MARKET STREET";"COLFAX";"NC";27235;"(336) 993-2067";"Four Star Center License";41001268;"costner@gcsnc.com";"Not Available";"Child Care Center";"Yes";"Guilford";41001268;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41001268"
"COLFAX ELEMENTARY PRESCHOOL";"9112 WEST MARKET STREET";"COLFAX";"NC";27235;"(336) 275-4332";"Five Star Center License";41001403;"thigpem@gcsnc.com";"Not Available";"Child Care Center";"No";"Guilford";41001403;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41001403"
"SHEPHERD'S WAY DAY SCHOOL INCORPORATED";"1575 JOHN KNOX DRIVE";"COLFAX";"NC";27235;"(336) 665-5007";"Five Star Center License";41001467;"swdsriverlanding@hotmail.com";"Not Available";"Child Care Center";"Yes";"Guilford";41001467;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41001467"
"DENTON PRESCHOOL";"305 WEST SALISBURY STREET";"DENTON";"NC";27239;"(336) 859-2126";"Five Star Center License";29000643;"kelseygreer@davidson.k12.nc.us";"Not Available";"Child Care Center";"No";"Davidson";29000643;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=29000643"
"FIRST BAPTIST CHILD LEARNING CENTER";"385 W SALISBURY ST";"DENTON";"NC";27239;"(336) 859-4830";"Five Star Center License";29000349;"fbclcdenton@gmail.com";"Not Available";"Child Care Center";"Yes";"Davidson";29000349;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=29000349"
"WESLEYAN CHILD DEVELOPMENT CENTER";"16345 HIGHWAY 109 SOUTH";"DENTON";"NC";27239;"(336) 859-3195";"Four Star Center License";29000230;"wesleyancdc@gmail.com";"Not Available";"Child Care Center";"Yes";"Davidson";29000230;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=29000230"
"CREATIVE PRESCHOOL";"4803 GOVERNOR UMSTEAD RD";"EFLAND";"NC";27243;"(919) 563-3103";"Four Star Family CC Home License";68000182;"cpreschool@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Orange";68000182;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=68000182"
"EFLAND CHEEKS ELEMENTARY PRE-K";"4401 FULLER ROAD";"EFLAND";"NC";27243;"(919) 563-5112";"Five Star Center License";68000372;"ellen.perry-kaji@orange.k12.nc.us";"Not Available";"Child Care Center";"No";"Orange";68000372;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=68000372"
"EFLAND CHEEKS ELEMENTARY SCHOOL AFTERSCHOOL PROGRA";"4401 FULLER ROAD";"EFLAND";"NC";27243;"(919) 563-5112";"Five Star Center License";68000399;"richard.lewis@orange.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Orange";68000399;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=68000399"
"ALTAMAHAW BAPTIST DAY CARE";"3445 ALTAMAHAW CHURCH STREET";"ELON";"NC";27244;"(336) 584-5949";"GS 110-106";159001;"altamahawbaptistdaycare@gmail.com";"Not Available";"Child Care Center";"No";"Alamance";159001;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0159001"
"CHILDCARE NETWORK #297";"1010 WILLIAMSON AVE";"ELON";"NC";27244;"(336) 584-1110";"Four Star Center License";1000625;"cni297@childcarenetwork.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000625;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000625"
"APPLE'S CHAPEL CHRISTIAN DAYCARE";"7345 NC HWY 61 N";"GIBSONVILLE";"NC";27249;"(336) 656-3693";"GS 110-106";41001827;"danaappleschapel@gmail.com";"Not Available";"Child Care Center";"No";"Guilford";41001827;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41001827"
"BEGINNING VISION CHILD DEVELOPMENT CENTER";"145 HUFFINE STREET";"GIBSONVILLE";"NC";27249;"(336) 449-4070";"Five Star Center License";1000281;"valmorrisbv@live.com";"Not Available";"Child Care Center";"Yes";"Guilford";1000281;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000281"
"GIBSONVILLE ELEMENTARY ACES PROGRAM";"401 EAST JOYNER STREET";"GIBSONVILLE";"NC";27249;"(336) 449-4214";"Three Star Center License";41001600;"holtm@gcsnc.com";"Not Available";"Child Care Center";"Yes";"Guilford";41001600;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41001600"
"GIBSONVILLE ELEMENTARY NC PRE-K PROGRAM";"401 E JOYNER STREET";"GIBSONVILLE";"NC";27249;"(336) 449-4214";"Five Star Center License";41002104;"bohnj@gcsnc.com";"Not Available";"Child Care Center";"No";"Guilford";41002104;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41002104"
"KIDS' QUALITY TIME CHILDCARE #2";"1001 SPRINGWOOD AVE SUITE 12";"GIBSONVILLE";"NC";27249;"(336) 446-0400";"Five Star Center License";41002307;"kidsqualitytimechildcare@gmail.com";"Not Available";"Child Care Center";"Yes";"Guilford";41002307;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41002307"
"KIDS' QUALITY TIME CHILDCARE CENTER";"1001 SPRINGWOOD AVENUE #14";"GIBSONVILLE";"NC";27249;"(336) 449-5437";"Three Star Center License";41002127;"rayvan2006@hotmail.com";"Not Available";"Child Care Center";"Yes";"Guilford";41002127;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=41002127"
"MIMI'S PLACE";"255 N CHURCH STREET";"GOLDSTON";"NC";27252;"(919) 930-7717";"One Star Family CC Home License";19000351;"lge1957.le@gmail.com";"Not Available";"Family Child Care Home";"No";"Chatham";19000351;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=19000351"
"NORA PALMER'S CHILD CARE HOME";"1349 GOLDSTON CARBONTON RD";"GOLDSTON";"NC";27252;"(919) 898-4870";"Four Star Family CC Home License";19000071;"palmerschildcare@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Chatham";19000071;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=19000071"
"ALAMANCE CHRISTIAN SCHOOL DAY CARE";"1336 TOWNBRANCH ROAD";"GRAHAM";"NC";27253;"(336) 578-0318";"GS 110-106";159010;"woakley@alamancechristianschool.org";"Not Available";"Child Care Center";"No";"Alamance";159010;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0159010"
"ALEXANDER WILSON ELEMENTARY PRE-K";"2518 NC 54";"GRAHAM";"NC";27253;"(336) 578-1366";"Five Star Center License";1000429;"ashley_westmoreland@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000429;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000429"
"ANDREWS MEMORIAL READINESS SCHOOL II";"303 W ELM STREET";"GRAHAM";"NC";27253;"(336) 226-5201";"GS 110-106";159003;"efox@andrewsmemorial.org";"Not Available";"Child Care Center";"No";"Alamance";159003;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0159003"
"BOYS-N-GIRLS LEARNING CENTER, INC.";"106 ALBANY STREET";"GRAHAM";"NC";27253;"(336) 226-7200";"Three Star Center License";1000623;"boysandgirls_lc@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000623;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000623"
"CHILDCARE NETWORK #78B";"100 E HANOVER ROAD";"GRAHAM";"NC";27253;"(336) 506-6411";"Five Star Center License";1000622;"cni78b@childcarenetwork.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000622;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000622"
"CLARENCE KIDS ACADEMY";"1100 RIVERBEND RD";"GRAHAM";"NC";27253;"(336) 436-9031";"Three Star Center License";1000624;"director.cka@gmail.com";"www.clarencekidsacademy.weebly.com";"Child Care Center";"Yes";"Alamance";1000624;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000624"
"CREATIVE CHILD CARE 2";"2257 NC 87S";"GRAHAM";"NC";27253;"(336) 226-6209";"Five Star Center License";1000474;"evelyngraves@att.net";"Not Available";"Child Care Center";"Yes";"Alamance";1000474;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000474"
"CREATIVE CHILDCARE";"3216 NC HWY 54 EAST";"GRAHAM";"NC";27253;"(336) 578-7343";"Five Star Center License";1000253;"evelyngraves@att.net";"Not Available";"Child Care Center";"Yes";"Alamance";1000253;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000253"
"DEMONSTRATION DEVELOPMENT DAY CARE OF ALAMANCE";"1247 JIMMIE KERR ROAD";"GRAHAM";"NC";27253;"(336) 506-4123";"Five Star Center License";155013;"childcarecenter.acc2.alamance@alamancecc.edu";"Not Available";"Child Care Center";"Yes";"Alamance";155013;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0155013"
"GRAHAM HEAD START";"620 RAY STREET";"GRAHAM";"NC";27253;"(336) 629-5141";"Five Star Center License";1000214;"njohnston@regionalcs.org";"Not Available";"Child Care Center";"No";"Alamance";1000214;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000214"
"JUST LIKE HOME";"4173 L LAWRENCE TRAIL";"GRAHAM";"NC";27253;"(336) 848-3050";"Three Star Family CC Home License";1000508;"vaughnfamily0214@att.net";"www.freewebs.com/justlikehomefamilychildcarehome";"Family Child Care Home";"Yes";"Alamance";1000508;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000508"
"LAWSON'S PRESCHOOL";"612 E ELM STREET";"GRAHAM";"NC";27253;"(336) 227-2428";"Three Star Center License";1000416;"sandralawson57@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000416;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000416"
"LAWSON'S PRESCHOOL";"810 N MAIN ST";"GRAHAM";"NC";27253;"(336) 570-3132";"Four Star Center License";1000136;"sandralawson57@yahoo.com";"Not Available";"Child Care Center";"Yes";"Alamance";1000136;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000136"
"NORTH GRAHAM ELEMENTARY PREK";"1025 TROLLINGER RD";"GRAHAM";"NC";27253;"(336) 578-2272";"Five Star Center License";1000559;"mariah_vignali@abss.k12.nc.us";"Not Available";"Child Care Center";"No";"Alamance";1000559;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=01000559"
