ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1526761;Wildflowers Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF518810;Sandra;;Klamath Falls;OR;97601;;;(541) 882-1543;;3 Years 0 Months - 5 Years 12 Months;6:30am - 4:30pm;6:30am - 4:30pm;6:30am - 4:30pm;6:30am - 4:30pm;6:30am - 4:30pm;;;Registered Family Child Care;10;10;14 Years and 2 Months;0;11/25/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities;;Have Backup (substitute), Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;No Experience/Willing To Learn;;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Walking distance to school;NOT willing to accept DHS;C2Q
1531308;A Family Gathering Place;;License Center;CC503856;;1025 High St.;Klamath Falls;OR;97601;42.2288562;-121.7808139;(760) 717-9375;http://lcsnw.org/office/klamath-falls/;0 Years 6 Months - 10 Years 0 Months;;9:00am - 12:00pm;9:00am - 12:00pm;9:00am - 12:00pm;;;;Licensed Child Care Center;11;11;2 Months;4;11/5/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Provides Lunch;Organized Outdoor Activities, Preschool Curriculum;;Written Contract, Liability Insurance, Written Policies;Temp/Emergency, Part-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Wheelchair Access, Vision Impaired, Communication Supports, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;;;
1530512;Aleesea Lopez;Accepting Children During COV19 Reopen;License Exempt Home;;Aleesea Lopez;;Klamath Falls;OR;97601;;;(541) 331-3783;;0 Years 1 Months - 12 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;;3;3;9 Months;3;9/1/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Provides Breakfast, Provides Lunch;Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Drop-in, Before School, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diabetes, Communication Supports, Asthma, Socialization Supports;;Transportation to/from school, Near school bus;Willing to accept DHS, DHS listed;
1526725;Deborah Lousignont;Accepting Children During COV19 Reopen;Licensed Home;RF024548;Deborah Lousignont;;Klamath Falls;OR;97601;;;(541) 884-7129;;1 Years 0 Months - 12 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;26 Years and 1 Months;0;11/18/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Homework Assistance;;Have Backup (substitute), Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;;Autism;;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Near public transportation, Walking distance to school;Willing to accept DHS, DHS listed;
1526994;Kathleen Mitchell;Accepting Children During COV19 Reopen;Licensed Home;RF519884;Kathleen Mitchell;;Klamath Falls;OR;97601;;;(541) 273-5764;;0 Years 6 Months - 12 Years 12 Months;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;Registered Family Child Care;10;10;12 Years and 11 Months;2;10/22/2020;;No Dogs, Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, 24-Hour, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism;Wheelchair Access, Accessible Bathroom, Socialization Supports;Inclusion training;Near school bus;Willing to accept DHS, DHS listed;
1528800;Linda Veronica Piceno;;License Exempt Home;;Linda Veronica Piceno;;Klamath Falls;OR;97601;;;(602) 334-6376;;3 Years 0 Months - 4 Years 12 Months;6:00am - 2:00pm;6:00am - 2:00pm;6:00am - 2:00pm;6:00am - 2:00pm;6:00am - 2:00pm;;;;3;3;3 Years and 7 Months;0;4/10/2020;Spanish;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities;Spanish;Have References;Full-time, Temp/Emergency, Part-time, Drop-in;Full Year;Occasional early morning, Flexible am;No Experience/Willing To Learn;;;Near public transportation, Walking distance to school, Near school bus;NOT willing to accept DHS;
1531796;Little Duckies Child Care;;Licensed Home;RF536194;Whitney;;Klamath Falls;OR;97601;;;(541) 827-9542;;;;;;;;;;;0;0;1 Months;0;;;;;;;;;;;;;;;;
1531295;Pelican Gathering Preschool;Accepting Children During COV19 Reopen;License Exempt Center;PS601321;;2719 Crater St;Klamath Falls;OR;97601;42.2460418;-121.8085334;(541) 892-5107;;3 Years 0 Months - 4 Years 12 Months;8:00am - 12:00pm;8:00am - 12:00pm;8:00am - 12:00pm;8:00am - 12:00pm;8:00am - 12:00pm;;;Recorded Preschool Program;15;15;2 Months;0;11/18/2020;;Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;Snacks Provided;Field Trips, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Vision Impaired, Diabetes, Asthma, Hearing Impaired;Domestic violence/abuse training, Diversity training;;Willing to accept DHS;
1527813;Lil Hands Daycare;Accepting Children During COV19 Reopen;Licensed Home;CF503074;Kim;;Klamath Falls;OR;97603;;;(541) 891-2427;;0 Years 1 Months - 12 Years 12 Months;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;;;Certified Family Child Care;16;16;15 Years and 4 Months;0;11/17/2020;;Covered Outdoor Play, Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;Early Morning (Between 3am and 5:59am), Flexible am;No Experience/Willing To Learn;;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;5 Star Program
1525219;OCDC-Klamath County, Klamath Falls;;License Center;CC001463;;5642 S 6th Street;Klamath Falls;OR;97603;42.2061248;-121.7191893;(541) 884-8812;;1 Years 6 Months - 5 Years 12 Months;8:00am - 1:15pm;8:00am - 1:15pm;8:00am - 1:15pm;8:00am - 1:15pm;;;;Licensed Child Care Center;64;64;27 Years and 4 Months;10;11/30/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Written Contract, Liability Insurance, Written Policies;Part-time;School Year Only;;Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Communication Supports, Mobility Assistance, Accessible Bathroom, Socialization Supports, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Near public transportation, Transportation to/from school, Near school bus;;5 Star Program
1525486;Cadence Academy;Accepting Children During COV19 Reopen;License Center;CC503693;;2802 Altamont Drive;Klamath Falls;OR;97603;42.2014569;-121.7478497;(541) 884-8415;http://www.acts242.us/mmlc.html;0 Years 6 Months - 12 Years 0 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Licensed Child Care Center;213;213;25 Years and 10 Months;20;11/25/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;Flexible am;ADD/ADHD;Diabetes, Mobility Assistance, Accessible Bathroom, Asthma;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1525864;ECC Little Stars Day Care;Accepting Children During COV19 Reopen;Licensed Home;RF035157;Starletta;;Klamath Falls;OR;97603;;;(541) 882-7371;;0 Years 1 Months - 12 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;Registered Family Child Care;10;10;22 Years and 10 Months;0;11/30/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Liability Insurance, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;No Experience/Willing To Learn;;Behavioral issues training;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1526916;Gosia's Daycare;Accepting Children During COV19 Reopen;Licensed Home;CF502085;Gosia;;Klamath Falls;OR;97603;;;(541) 810-3671;;0 Years 1 Months - 9 Years 12 Months;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;;;Certified Family Child Care;16;16;17 Years and 2 Months;1;11/18/2020;;Covered Outdoor Play, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;;No Experience/Willing To Learn;;Behavioral issues training;Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1526754;Nic Nacs Quality Childcare;Accepting Children During COV19 Reopen;Licensed Home;CF503358;Nichole;;Klamath Falls;OR;97603;;;(458) 232-2168;;2 Years 0 Months - 5 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Certified Family Child Care;16;16;12 Years and 2 Months;1;11/25/2020;;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency;Full Year;Early Morning (Between 3am and 5:59am), Occasional early morning, Flexible am;Autism, ADD/ADHD;Asthma, Socialization Supports;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1525661;Klamath KID Center Inc;Accepting Children During COV19 Reopen;License Center;CC000146;;3801 Altamont Drive;Klamath Falls;OR;97603;42.1917865;-121.7471418;(541) 883-8141;http://www.klamathkidcenter.org;0 Years 1 Months - 12 Years 12 Months;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;;;Licensed Child Care Center;90;90;28 Years and 0 Months;0;11/17/2020;;No Dogs, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Center With Separate Preschool Enrollment, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;Autism, ADD/ADHD;Diapering/Toileting Assistance, Wheelchair Access, Communication Supports, Accessible Bathroom, Asthma, Socialization Supports;Behavioral issues training;Near public transportation, Walking distance to school;Willing to accept DHS, DHS listed;C2Q
1528740;Little Swans Child Care;Accepting Children During COV19 Reopen;Licensed Home;CF503191;Vanessa;;Klamath Falls;OR;97603;;;(541) 892-3335;;1 Years 0 Months - 12 Years 12 Months;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;Certified Family Child Care;15;15;3 Years and 11 Months;5;11/17/2020;American Sign;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Nursing Care, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Inclusion training, Behavioral issues training, Medical support training, Diversity training;Near school bus;Willing to accept DHS, DHS listed;C2Q
