"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
1077423;"Child Care Center";"Creative Wonders Childcare Co";"5985 Carmen Ave";;;"Inver Grove Heights";"MN";55076;"Dakota";"(651) 340-8270";"Active";"Creative Wonders Childcare Co";67;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/22/2015";"01/02/2020";"12/31/2020";"   "
1094966;"Child Care Center";"Creekside Children Place";"5730 Grove Street";;;"Edina";"MN";55436;"Hennepin";"(952) 926-1410";"Active";"Creekside Children's Place";98;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/02/2019";"01/01/2020";"12/31/2020";"   "
1100328;"Child Care Center";"Creme de la Creme Chanhassen";"7750 GALPIN BLVD";;;"Chanhassen";"MN";"55317-9463";"Carver";"(763) 780-6147";"Active";"CDLC Chanhassen LLC ";505;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/23/2019";"01/01/2020";"12/31/2020";"   "
1100327;"Child Care Center";"Creme de la Creme Maple Grove";"13001 62ND PL N";;;"Maple Grove";"MN";"55369-6374";"Hennepin";"(763) 785-5263";"Active";"CDLC Maple Grove, INC";504;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/30/2019";"01/01/2020";"12/31/2020";"   "
1001318;"Child Care Center";"Crocus Hill School";"60 N Kent St";;;"Saint Paul";"MN";55102;"Ramsey";"(651) 222-5854";"Closed";"Crocus Hill School";55;;"None";"Child Care Center";"Minnesota Department of Human Services";"10/14/1999";"01/01/2020";"12/31/2020";"   "
800594;"Child Care Center";"Crosby Head Start";"509 6TH AVE NE";;;"Crosby";"MN";"56441-1200";"Crow Wing";"(218) 546-6142";"Active";"Tri County Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/13/1972";"01/01/2020";"12/31/2020";"   "
1066309;"Child Care Center";"Cross of Christ Lutheran Preschool";"9931 Foley Blvd NW";;;"Coon Rapids";"MN";55433;"Anoka";"(763) 786-0637";"Active";"Cross of Christ Evangelical Lutheran Church & School";46;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/22/2013";"01/01/2020";"12/31/2020";"   "
800596;"Child Care Center";"Cross View Early Childhood Center";"6645 McCauley Trl";" ";;"Edina";"MN";"55439-1076";"Hennepin";"(952) 941-0009";"Active";"Cross View Lutheran Church";97;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/1987";"09/07/2020";"12/31/2020";"   "
1063231;"Child Care Center";"Crossroad Preschool";"704 11th Ave S";;;"Minneapolis";"MN";55415;"Hennepin";"(612) 332-8516";"Active";"Crossroad Preschool LLC";30;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/04/2012";"01/01/2020";"12/31/2020";"   "
800600;"Child Care Center";"Crossroads Preschool";"4225 Gettysburg Ave N";;;"New Hope";"MN";55428;"Hennepin";"(763) 536-3239";"Active";"New Hope Church";60;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1966";"01/01/2020";"12/31/2020";"   "
800574;"Child Care Center";"Crossview Covenant Church";"2000 Howard Dr";;;"North Mankato";"MN";56003;"Nicollet";"(507) 388-2222";"Active";"Covenant Christian Child Care Center";114;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/20/1971";"01/01/2020";"12/31/2020";"   "
804968;"Child Care Center";"Crown Christian Preschool";"7515 269th Ave NW";;;"Saint Francis";"MN";"55070-9345";"Isanti";"(763) 856-2099";"Active";"Crown Christian Preschool";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1999";"01/01/2020";"12/31/2020";"   "
1100326;"Child Care Center";"Crown of Life Preschool";"115 CRUSADER AVE W";;;"West St Paul";"MN";"55118-4428";"Dakota";"(651) 451-3832";"Active";"Crown of Life Evangelical Church";30;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/31/2020";"08/31/2020";"12/31/2020";"   "
1093042;"Child Care Center";"Crystals Cuddle Bugs Childcare Center";"5089 208TH ST W";;;"Farmington";"MN";"55024-7934";"Dakota";"(651) 230-9333";"Active";"Crystals Cuddle Bugs Childcare Center LLC";119;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/30/2018";"01/01/2020";"12/31/2020";"   "
1078336;"Child Care Center";"Crystals Cuddle Bugs Childcare Center";"14865 S Robert Trail";;;"Rosemount";"MN";55068;"Dakota";"(651) 900-0245";"Active";"Crystals Cuddle Bugs Childcare Center LLC";116;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/31/2015";"01/01/2020";"12/31/2020";"   "
1096847;"Child Care Center";"Cultivate Mankato ";"227 E. Main Street";;;"Mankato";"MN";56001;"Blue Earth";"(507) 330-7700";"Active";"Cultivate Mankato LLC";133;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/26/2019";"03/23/2020";"12/31/2020";"   "
1037529;"Child Care Center";"Cyprus Classical Montessori";"13560 Cty Rd 5";;;"Burnsville";"MN";55337;"Dakota";"(952) 303-5183";"Active";"Cyprus Education, Inc.";45;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/17/2005";"02/04/2020";"12/31/2020";"   "
1086313;"Child Care Center";"Dakota Learning Center Inc";"436 GATEWAY BLVD";;;"Burnsville";"MN";"55337-2559";"Dakota";"(507) 344-5779";"Active";"Dakota Learning Center Inc";112;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/27/2017";"01/01/2020";"12/31/2020";"   "
1011679;"Child Care Center";"David's Christian Learning Center";"4101 Washington St NE";;;"Columbia Heights";"MN";55421;"Anoka";"(763) 789-4030";"Active";"David's Christian Learning Center AND David's Christian Learning Center";46;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/19/2001";"01/01/2020";"12/31/2020";"   "
1074753;"Child Care Center";"Dawn of Discovery";"19280 Evans St NW";;;"Elk River";"MN";55330;"Sherburne";"(763) 241-7179";"Active";"Dawn of Discovery LLC";116;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2015";"01/01/2020";"12/31/2020";"   "
810531;"Child Care Center";"Day By Day Child Development Center Inc";"1565 Cliff Rd Ste 9";;;"Eagan";"MN";55122;"Dakota";"(651) 405-8005";"Active";"Day By Day Child Development Center Inc";61;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/09/1996";"01/01/2020";"12/31/2020";"   "
1082747;"Child Care Center";"Degan Child Care Center LLC";"1545 E Lake St";;;"Minneapolis";"MN";55407;"Hennepin";"(619) 559-2970";"Active";"Degan Child Care Center Inc";118;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/23/2017";"07/17/2020";"12/31/2020";"   "
1048336;"Child Care Center";"Dei Spring Academy and Child Care";"418 5th Ave S";;;"Cold Spring";"MN";56320;"Stearns";"(320) 685-7700";"Active";"Dei Spring Academy and Child Care";72;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/22/2007";"01/01/2020";"12/31/2020";"   "
1080041;"Child Care Center";"Delta Learning & Child Care Center LLC";"6570 Edenvale Blvd";;;"Eden Prairie";"MN";55346;"Hennepin";"(952) 405-9542";"Active";"Delta Learning & Child Care Center LLC";47;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/09/2016";"01/01/2020";"12/31/2020";"   "
1083343;"Child Care Center";"Destination Academy LLC";"3220 Bridge St NW #105";;;"Saint Francis";"MN";55070;"Anoka";"(763) 753-9906";"Active";"Destination Academy LLC";49;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/28/2016";"01/01/2020";"12/31/2020";"   "
830358;"Child Care Center";"Detroit Lakes Head Start Center";"1125 W River Rd";" ";" ";"Detroit Lakes";"MN";56502;"Becker";"(218) 847-1385";"Active";"Mahube Otwa Community Action Partnership Inc";60;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/1997";"01/01/2020";"12/31/2020";"   "
1080645;"Child Care Center";"Diamond Daycare Inc";"460 Lexington Pkwy N";;;"Saint Paul";"MN";55104;"Ramsey";"(651) 330-4187";"Active";"Diamond Daycare Inc";97;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/22/2016";"01/01/2020";"12/31/2020";"   "
1082479;"Child Care Center";"Discover Little Miracles Child Care";"13065 43rd St NE";;;"Saint Michael";"MN";55376;"Wright";"(920) 213-8401";"Active";"Discovery Stage Daycares LTD";58;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/10/2016";"01/01/2020";"12/31/2020";"   "
1083442;"Child Care Center";"Discover Magical Moments West";"2790 Commerce Dr NW";;;"Rochester";"MN";55901;"Olmsted";"(507) 529-9390";"Active";"Discover Magical Moments West";184;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/05/2017";"03/16/2020";"12/31/2020";"   "
800650;"Child Care Center";"Discoveries For Children";"3801 Wooddale Ave S";;;"St Louis Park";"MN";55416;"Hennepin";"(952) 922-8411";"Active";"Discoveries For Children";61;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/05/1976";"01/01/2020";"12/31/2020";"   "
1091840;"Child Care Center";"DiscoverTree Childcare Center LLC";"1290 E BURNS VALLEY RD";;;"Winona";"MN";"55987-4107";"Winona";"(507) 884-1942";"Active";"DiscoverTree Childcare Center LLC";84;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/12/2018";"09/28/2020";"12/31/2020";"   "
800655;"Child Care Center";"Discovery Days Preschool";"201 Maple St";" ";;"Lowry";"MN";56349;"Pope";"(320) 283-5123";"Active";"Discovery Days Preschool";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/10/1989";"01/01/2020";"12/31/2020";"   "
1086726;"Child Care Center";"Discovery Kids";"1800 NEVADA AVE";;;"Benson";"MN";"56215-1023";"Swift";"(320) 843-2710";"Active";"Benson Public School District 0777-01";84;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/05/2017";"07/20/2020";"12/31/2020";"   "
1043439;"Child Care Center";"Discovery Learning Center";"1802 2nd Ave SW";;;"Austin";"MN";55912;"Mower";"(507) 437-2875";"Active";"Discovery Learning Center";69;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/22/2006";"01/01/2020";"12/31/2020";"   "
1051430;"Child Care Center";"Discovery Montessori Academy";"804 7TH AVE S";;;"Princeton";"MN";"55371-2113";"Mille Lacs";"(763) 631-0202";"Active";"Discovery Montessori Academy";40;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2008";"01/01/2020";"12/31/2020";"   "
800657;"Child Care Center";"Discovery Place";"305 E Nora";" ";" ";"Thief River Falls";"MN";"56701-0000";"Pennington";"(218) 681-5202";"Active";"Discovery Place, Inc.";91;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/19/1971";"01/01/2020";"12/31/2020";"   "
1098555;"Child Care Center";"Diversity Childcare Inc";"3408 E. Lake St. ";;;"Minneapolis";"MN";55406;"Hennepin";"(612) 208-1673";"Active";"Diversity Childcare Inc";120;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/18/2019";"01/01/2020";"12/31/2020";"   "
1002183;"Child Care Center";"Dodge Nature Preschool";"1715 Charlton Street";" ";" ";"West St Paul";"MN";55118;"Dakota";"(651) 455-4555";"Active";"Thomas Irvine Dodge Foundation dba Thomas Irvine Dodge Nature Center";60;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/24/2000";"01/01/2020";"12/31/2020";"   "
1065300;"Child Care Center";"Downtown Childcare Center Co";"1010 Park Ave S #1";;;"Minneapolis";"MN";55404;"Hennepin";"(612) 345-5631";"Conditional";"Downtown Childcare Center Co";47;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/15/2014";"01/01/2020";"12/31/2020";"   "
1088578;"Child Care Center";"Dreamers Child Care LLC";"6304 Hwy 65 NE";;;"Fridley";"MN";55432;"Anoka";"(612) 806-5371";"Conditional";"Dreamers Child Care LLC";54;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/16/2018";"01/01/2020";"12/31/2020";"   "
1066864;"Child Care Center";"Dreams 2 Reality Childcare LLC";"21984 State Hwy 15";;;"Saint Augusta";"MN";56301;"Stearns";"(320) 251-2754";"Active";"Dreams 2 Reality Childcare LLC";42;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/10/2014";"01/01/2020";"12/31/2020";"   "
1039764;"Child Care Center";"Duluth Preschool of Fine Arts";"1108 E 8th St";;;"Duluth";"MN";55805;"St. Louis";"(218) 722-3688";"Active";"Jodi Grochowski";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/03/2006";"01/01/2020";"12/31/2020";"   "
1003329;"Child Care Center";"Eagan Head Start";"3370 COACHMAN RD";;;"Eagan";"MN";"55121-1855";"Dakota";"(651) 322-3515";"Active";"Scott-Carver-Dakota Cap Agency Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/10/2000";"10/01/2020";"12/31/2020";"   "
1045504;"Child Care Center";"Eagan Montessori & Childcare";"1250 Lone Oak Rd";;;"Eagan";"MN";55121;"Dakota";"(651) 452-3277";"Active";"Shepherd Child Care Inc";106;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/26/2007";"01/01/2020";"12/31/2020";"   "
1080543;"Child Care Center";"Eagan Montessori Academy South";"1970 Rahncliff Ct Ste 100";;;"Eagan";"MN";"55122-0000";"Dakota";"(651) 788-7318";"Active";"Shepherd Child Care Inc";181;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/22/2016";"09/08/2020";"12/31/2020";"   "
800370;"Child Care Center";"Eagle Nest Child Care Center";"604 MAIN ST E";;;"Mapleton";"MN";"56065-2070";"Blue Earth";"(507) 524-4541";"Active";"Child Care Center of Mapleton";22;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/20/1973";"01/13/2020";"12/31/2020";"   "
1060643;"Child Care Center";"Eagle's Nest Preschool & Childcare";"1300 19th Ave SW";;;"Willmar";"MN";56201;"Kandiyohi";"(320) 403-5080";"Active";"Community Christian School of Willmar";91;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/01/2011";"08/06/2020";"12/31/2020";"   "
1063676;"Child Care Center";"Early Advantage Developmental Child Care Center LLC";"507 Frontage Rd NE";;;"Byron";"MN";55920;"Olmsted";"(507) 775-2636";"Active";"Early Advantage Developmental Child Care Center LLC";164;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/23/2012";"01/01/2020";"12/31/2020";"   "
802569;"Child Care Center";"Early Childhood Development Center";"2900 University Ave";" ";" ";"Crookston";"MN";56716;"Polk";"(218) 281-8285";"Active";"University of Minnesota, Crookston";43;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/23/1990";"01/01/2020";"12/31/2020";"   "
1075558;"Child Care Center";"Early Childhood Family Development Training Center";"4255 3rd Ave S";;;"Minneapolis";"MN";55409;"Hennepin";"(612) 822-7422";"Active";"Parents in Community Action, Inc.";16;"Infants     Toddlers       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/20/2015";"01/14/2020";"12/31/2020";"   "
