"full_name";"owner_name";"license_no";"license_status";"license_type";"mailing_address_line_1";"mailing_address_city";"mailing_address_state";"mailing_address_zipcode";"mailing_address_county";"mailing_address_phone";"physical_address_line_1";"physical_address_city";"physical_address_state";"physical_address_zipcode";"physical_address_county";"physical_address_phone";"director_first_name";"director_last_name";"capacity";"age_wks_lo";"age_mos_lo";"age_yrs_lo";"age_yrs_hi"
"Tammy's Play House";"Tammy Proctor";"CCFB-04884";"Active";"Family Based Program License";"214 Forest Road";"Hancock";"NH";03449;"Hillsborough";(603) 525-4008;"214 Forest Road";"Hancock";"NH";03449;"Hillsborough";(603) 525-4008;"Tammy     ";"Proctor";16;6;;;12
"Cradle And Crayon Child Development Center";"CRREL Child Development Center - Cradle and Crayon, Inc.";"CCCB-03020";"Active";"Center Based Program License";"72 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 646-4242;"72 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 646-4242;"Brenda    ";"Danielson";52;6;;;6
"Dartmouth College Child Care Center";"Dartmouth College";"CCCB-01309";"Active";"Center Based Program License";"21 Reservoir Road";"Hanover";"NH";03755;"Grafton";(603) 646-6610;"21 Reservoir Road";"Hanover";"NH";03755;"Grafton";(603) 646-6610;"Jeffry    ";"Robbins";86;6;;;6
"Hampshire Cooperative Nursery School";"Hampshire Cooperative Nursery School";"CCCB-00536";"Active";"Center Based Program License";"104 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 643-4640;"104 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 643-4640;"Linda     ";"Shemanske";29;;;2;7
"Kendal At Hanover Childen's Center";"Kendal At Hanover";"CCCB-04111";"Active";"Center Based Program License";"80 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 643-7020;"80 Lyme Road";"Hanover";"NH";03755;"Grafton";(603) 643-7020;"Christina ";"Bateman";32;6;;;7
"La Petite Creche II";"La Petite Creche, Inc.";"CCCB-04135";"Active";"Center Based Program License";"5 Summer Street";"Hanover";"NH";03755;"Grafton";(603) 643-0451;"5 Summer Street";"Hanover";"NH";03755;"Grafton";(603) 643-0451;"Amy       ";"Hochreiter";30;6;;;12
"Toddler's Morning Out";"Toddler's Morning Out, Inc.";"CCCB-01939";"Active";"Center Based Program License";"40 North College Street";"Hanover";"NH";03755;"Grafton";(603) 643-6747;"40 North College Street";"Hanover";"NH";03755;"Grafton";(603) 643-6747;"Cindia    ";"Randall";36;;16;;4
"Hanover Nursery School";"Hanover Nursery School, Inc.";"CCCB-00543";"Active";"Center Based Program License";"40 Valley Road Extension";"Hanover";"NH";03755;"Grafton";(603) 643-3315;"40 Valley Road Extension";"Hanover";"NH";03755;"Grafton";(603) 643-3315;"Barbara   ";"Roth";24;;35;;5
"Harrisville Children's Center";"The Harrisville Children's Center, Inc.";"CCCB-01571";"Active";"Center Based Program License";"PO Box 128";"Harrisville";"NH";03450;"Cheshire";(603) 827-3905;"66 Main Street";"Harrisville";"NH";03450;"Cheshire";(603) 827-3905;"Danielle  ";"Lumbruno";46;6;;;6
"Project EdVenture-Harrisville School District";"Harrisville School District";"CCCB-06170";"Active";"Center Based Program License";"235 Chesham Road";"Harrisville";"NH";03450;"Cheshire";(603) 903-8404;"235 Chesham Road";"Harrisville";"NH";03450;"Cheshire";(603) 827-3272;"Arianna";"King";60;;11;4;13
"Kate's Kare";"Kate Washburn";"CCFB-06762";"Permit Issued";"Family Based Program License";"PO Box 263";"Harrisville";"NH";03450;"Cheshire";(603) 209-1915;"11 Church Street";"Harrisville";"NH";03450;"Cheshire";(603) 209-1915;"Katherine";"Washburn";9;;3;;12
"Learn And Grow Preschool";"Patricia Dodge";"CCCB-02875";"Active";"Center Based Program License";"55 Dartmouth College Highway";"Haverhill";"NH";03765;"Grafton";(603) 989-5614;"55 Dartmouth College Highway";"Haverhill";"NH";03765;"Grafton";(603) 989-5614;"Patricia";"Dodge";8;;;3;10
"Brown's Way Family Child Care";"Christine Barr";"CCFB-06074";"Active";"Family Based Program License";"55 Brown's Way";"Henniker";"NH";03242;"Merrimack";(603) 731-8144;"55 Brown's Way";"Henniker";"NH";03242;"Merrimack";(603) 428-8125;"Christine ";"Barr";17;6;;;13
"White Birch Community Center";"White Birch Community Center, Inc.";"CCCB-00719";"Active";"Center Based Program License";"PO Box 2035";"Henniker";"NH";03242-2035;"Merrimack";(603) 428-7860;"51 Hall Avenue";"Henniker";"NH";03242;"Merrimack";(603) 428-7860;"Dorothea  ";"Kelsey";85;;12;;14
"Creative Kids Child Care";"Creative Kids Child Care";"CCFB-06576";"Active";"Family Based Program License";"115 Old Mill Road";"Henniker";"NH";03242;"Merrimack";(603) 428-8211;"115 Old Mill Pond Road";"Henniker";"NH";03242;"Merrimack";(603) 428-8211;"Jaime";"Weston";12;6;;;12
"Froggy Lane Daycare";"Froggy Lane Daycare, LLC";"CCCB-06406";"Active";"Center Based Program License";"1267 Western Avenue";"Henniker";"NH";03242;"Merrimack";(603) 428-3098;"1267 Western Avenue";"Henniker";"NH";03242;"Merrimack";(603) 428-3098;"Joan";"Taylor";6;6;;;12
"White Birch @ Henniker Community School";"White Birch Community Center";"CCCB-06343";"Active";"Center Based Program License";"PO Box 2035";"Henniker";"NH";03242;"Merrimack";(603) 428-7860;"51 Western Avenue";"Henniker";"NH";03242;"Merrimack";(603) 428-7860;"Amy";"Girard";75;;;5;14
"Munchkin Town Learning Center";"Tara Valliere";"CCFB-06698";"Active";"Family Based Program License";"7 Old Town Road";"Hill";"NH";03243;"Merrimack";(603) 671-3878;"7 Old Town Road";"Hill";"NH";03243;"Merrimack";(603) 671-3878;"Tara";"Valliere";17;6;;;12
"Laurel's Homecare";"Laurel Woolner";"CCFB-06040";"Active";"Family Based Program License";"P.O. Box 158";"Hillsborough";"NH";03244-0158;"Hillsborough";(603) 464-3826;"41 School Street";"Hillsborough";"NH";03244;"Hillsborough";(603) 464-3826;"Laurel    ";"Woolner";12;6;;;6
"Hillsboro Child Development Center";"Southern New Hampshire Services, Inc.";"CCCB-00560";"Active";"Center Based Program License";"PO Box 184";"Hillsborough";"NH";03244;"Hillsborough";(603) 464-3136;"21 School Street";"Hillsborough";"NH";03244;"Hillsborough";(603) 464-3136;"Amy       ";"Zeoli";55;;30;;11
"Stone Bridge Montessori School";"Stone Bridge Montessori School LLC";"CCCB-06708";"Active";"Center Based Program License";"Po Box 2099";"Hillsborough";"NH";03244;"Hillsborough";(603) 680-4085;"29 West Main Street";"Hillsborough";"NH";03244;"Hillsborough";(603) 680-4085;"Jenna";"Colby";20;;11;;6
"Elizabeth Murdough Child Care";"Elizabeth Murdough";"CCFB-05719";"Active";"Family Based Program License";"9 Streeter Lane";"Hinsdale";"NH";03451;"Cheshire";(603) 256-3025;"9 Streeter Lane";"Hinsdale";"NH";03451;"Cheshire";(603) 256-3025;"Elizabeth ";"Murdough";9;;3;;12
"Nanny's Daycare";"Shelley Behan";"CCFB-02692";"Active";"Family Based Program License";"50 Indian Acres";"Hinsdale";"NH";03451;"Cheshire";(603) 336-5415;"50 Indian Acres";"Hinsdale";"NH";03451;"Cheshire";(603) 336-5415;"Shelley   ";"Behan";9;6;;;12
"The Little Imaginative Learners Daycare";"Emily Sullivan";"CCFB-06317";"Active";"Family Based Program License";"434 Plain Road";"Hinsdale";"NH";03451;"Cheshire";(603) 336-5196;"434 Plain Road";"Hinsdale";"NH";03451;"Cheshire";(603) 336-5196;"Emily";"Sullivan";12;6;;;9
"Levasseur's Little Tots Daycare";"Joanne Levasseur";"CCFB-06640";"Active";"Family Based Program License";"677 Plain Road";"Hinsdale";"NH";03451;"Cheshire";(603) 614-8059;"677 Plain Road";"Hinsdale";"NH";03451;"Cheshire";(603) 614-8059;"Joanne";"Levasseur";9;;6;;12
"White Mountain Montessori School";"White Mountain Montessori School, LLC";"CCCB-06018";"Active";"Center Based Program License";"17 Broadway Street";"Plymouth";"NH";03264;"Grafton";(603) 536-2555;"133 Mt. Prospect Road";"Holderness";"NH";03245;"Grafton";(603) 536-2555;"Kelly     ";"Langley";28;;3;;6
"Holderness After School Care & Enrichment Program";"Holderness Afterschool Care & Enrichment Program";"CCCB-05597";"Active";"Center Based Program License";"PO Box 593";"Holderness";"NH";03245;"Grafton";(603) 536-5800;"3 School Street";"Holderness";"NH";03245;"Grafton";(603) 536-5800;"Allison   ";"Currier";24;;;5;14
"Blue Heron Preschool";"Squam Lakes Natural Science Center";"CCCB-06393";"Active";"Center Based Program License";"PO Box 173";"Holderness";"NH";03245;"Grafton";(603) 968-7194;"23 Science Center Road";"Holderness";"NH";03245;"Grafton";(603) 968-7194;"Jordan";"Fitzgerald";23;;30;;6
"Saralyn's Sandbox";"Saralyn Smith";"CCFB-06489";"Active";"Family Based Program License";"68 Shepard Hill Road";"Holderness";"NH";03245;"Grafton";(603) 968-9645;"68 Shepard Hill Road";"Holderness";"NH";03245;"Grafton";(603) 968-9645;"Saralyn";"Uhlman";9;6;;;8
"Wildwood Kids";"Shannon Currier";"CCFB-06644";"Active";"Family Based Program License";"PO Box 344";"Holderness";"NH";03245;"Grafton";(603) 279-4796;"34 Hayden Drive";"Holderness";"NH";03245;"Grafton";(603) 279-4796;"Shannon";"Currier";9;6;;;10
"Hollis Preschool";"Hollis Preschool, Inc.";"CCCB-00565";"Active";"Center Based Program License";"PO Box 958";"Hollis";"NH";03049;"Hillsborough";(603) 465-3089;"5 Market Place";"Hollis";"NH";03049;"Hillsborough";(603) 465-3089;"Dale      ";"Faint";40;;24;;6
"Hollis Academy For Children";"House of NAN-C, INC.";"CCCB-06162";"Active";"Center Based Program License";"4-A Market Place";"Hollis";"NH";03049-0898;"Hillsborough";(603) 465-7005;"4-A Market Place";"Hollis";"NH";03049;"Hillsborough";(603) 465-7005;"Autumn    ";"Gue";60;;30;;12
"Miss Karen's Childcare";"Karen Pattelena";"CCFB-06606";"Active";"Family Based Program License";"31 Patch Road";"Hollis";"NH";03049;"Hillsborough";(603) 566-9733;"31 Patch Road";"Hollis";"NH";03049;"Hillsborough";(603) 566-9733;"Karen";"Pattelena";12;8;;;13
"Adult Learning Center - Hollis Primary School";"Nashua Adult Learning Center, Inc.";"CCCB-06653";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";(603) 882-9080;"36 Silver Lake Road";"Hollis";"NH";03049;"Hillsborough";(603) 882-9080;"Casey";"Charron";60;;;5;13
"Adult Learning Center - Hollis Upper Elementary";"Adult Learning Center, Inc.";"CCCB-06711";"Permit Issued";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";(603) 533-8761;"12 Drury Lane";"Hollis";"NH";03049;"Hillsborough";(603) 533-8761;"Casey";"Charron";45;;;5;13
"Children's Country Learning Center";"CLR, Inc.";"CCCB-04545";"Active";"Center Based Program License";"4 West Stearns Avenue";"Hooksett";"NH";03106;"Merrimack";(603) 625-2912;"4 West Stearns Avenue";"Hooksett";"NH";03106;"Merrimack";(603) 625-2912;"Catherine ";"Rice";27;;9;2;6
"Above And Beyond Child Care";"Above And Beyond Child Care, Inc.";"CCCB-05271";"Active";"Center Based Program License";"1461 Hooksett Road";"Hooksett";"NH";03106;"Merrimack";(603) 627-4161;"1461 Hooksett Road";"Hooksett";"NH";03106;"Merrimack";(603) 627-4161;"Caitlyn";"Slattery";93;6;;;12
"Happy Bear Day Care Learning Center";"Happy Bear Day Care Learning Center, Inc";"CCCB-02336";"Active";"Center Based Program License";"16 Johns Drive";"Hooksett";"NH";03106;"Merrimack";(603) 647-8788;"16 Johns Drive";"Hooksett";"NH";03106;"Merrimack";(603) 647-8788;"Eileen    ";"Glinchey";24;6;;;12
"Little Apples Day Care & Learning Center";"Little Apples Day Care & Learning Center, Inc.";"CCCB-04923";"Active";"Center Based Program License";"1160 Hooksett Road";"Hooksett";"NH";03106;"Merrimack";(603) 625-2273;"1160 Hooksett Road";"Hooksett";"NH";03106;"Merrimack";(603) 625-2273;"Cathleen";"Lewis";80;6;;;12
"Lots of Love Family Child Care";"Ann Marie White";"CCFB-05771";"Active";"Family Based Program License";"323 Hackett Hill Road";"Hooksett";"NH";03106;"Merrimack";(603) 682-3480;"323 Hackett Hill Road";"Hooksett";"NH";03106;"Merrimack";(603) 682-3480;"Ann Marie ";"White";9;6;;;12
"Stand By Me Child Care and Enrichment Center";"Stand By Me Child Care and Enrichment Center, LLC";"CCCB-06134";"Active";"Center Based Program License";"167 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 647-5736;"167 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 647-5736;"Maria     ";"Ivers";79;6;;;12
"University Heights Learning Center";"Barry Neville";"CCCB-05436";"Active";"Center Based Program License";"45 Mount Saint Mary's Way";"Hooksett";"NH";03106;"Merrimack";(603) 485-6166;"45 Mount Saint Mary's Way";"Hooksett";"NH";03106;"Merrimack";(603) 485-6166;"Adair";"Robertson";158;6;;;12
"Mary-Go-Round Childcare Center";"Mary-Go-Round Childcare Center, LLC";"CCCB-02477";"Active";"Center Based Program License";"13 Morgan Drive";"Hooksett";"NH";03106;"Merrimack";(603) 485-3254;"13 Morgan Drive";"Hooksett";"NH";03106;"Merrimack";(603) 485-3254;"Maryann   ";"French";32;;12;;13
"Merrill Johnson Early Childhood Program";"Merrill Johnson Early Childhood Program, LLC";"CCCB-06166";"Active";"Center Based Program License";"198 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 935-8260;"198 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 935-8260;"Meriba    ";"Johnson";80;;12;;13
"Miss Stephanie's Family Childcare";"Stephanie Desaulniers";"CCFB-05922";"Active";"Family Based Program License";"147 Whitehall Road";"Hooksett";"NH";03106;"Merrimack";(603) 622-0028;"147 Whitehall Road";"Hooksett";"NH";03106;"Merrimack";(603) 622-0028;"Stephanie ";"Desaulniers";9;6;;;15
"Tic-Tac-Tots Preschool";"Tic-Tac-Tots Preschool, Inc.";"CCCB-04827";"Active";"Center Based Program License";"145 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 641-8687;"145 Londonderry Turnpike";"Hooksett";"NH";03106;"Merrimack";(603) 641-8687;"Kelly     ";"Kelly";75;6;;;15
"Willow Tree Family Child Care";"Deborah Bowler";"CCFB-06756";"Permit Issued";"Family Based Program License";"45 Autumn Run";"Hooksett";"NH";03106;"Merrimack";(603) 566-9332;"45 Autumn Run";"Hooksett";"NH";03106;"Merrimack";(603) 566-9332;"Deborah";"Bowler";6;;;3;5
"Polka Dots Child Care Center";"Polka Dots Child Care Center, LLC";"CCCB-06354";"Active";"Center Based Program License";"11 Kimball Drive, Suite 103";"Hooksett";"NH";03106;"Merrimack";(603) 518-7967;"11 Kimball Drive, Suite 103";"Hooksett";"NH";03106;"Merrimack";(603) 772-0822;"Amanda";"Bissonnette";85;6;;;6
"Sondra's Child Care";"Sondra Merrill";"CCFB-06621";"Active";"Family Based Program License";"8 Highland Street";"Hooksett";"NH";03106;"Merrimack";(603) 496-8176;"8 Highland Street";"Hooksett";"NH";03106;"Merrimack";(603) 485-8467;"Sondra";"Merrill";9;6;;;10
"Colorful Apples Learning Center - Hooksett";"Colorful Apples Learning Center, LLC";"CCCB-06535";"Active";"Center Based Program License";"91 Pennacook Street";"Manchester";"NH";03104;"Hillsborough";(603) 206-5420;"1249 Hookset Road";"Hooksett";"NH";03106;"Merrimack";(603) 206-5420;"Nicole";"Darwish";56;6;;;12
"New Morning Before and After School Programs @ Fred Underhill";"New Morning Schools, LLC";"CCCB-06472";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";(603) 714-5452;"2 Sherwood Drive";"Hooksett";"NH";03106;"Merrimack";(603) 714-8766;"Amanda";"Pinard";90;;10;4;12
"'Tween School 'N Home Child Care Program";"'Tween School 'N Home Child Care Program";"CCCB-01176";"Active";"Center Based Program License";"271 Main Street";"Hopkinton";"NH";03229;"Merrimack";(603) 746-3622;"271 Main Street";"Hopkinton";"NH";03229;"Merrimack";(603) 746-3622;"Cynthia   ";"Reichelson";75;;;5;12
"Stonewood Child Care";"Patricia Langlais";"CCCB-04642";"Active";"Center Based Program License";"22 Stonewood Lane";"Hudson";"NH";03051;"Hillsborough";(603) 883-0725;"22 Stonewood Lane";"Hudson";"NH";03051;"Hillsborough";(603) 883-0725;"Patricia  ";"Langlais";12;6;;;5
"Early Start Learning Academy and Child Care";"HIJK, Inc.";"CCCB-05377";"Active";"Center Based Program License";"141 Kimball Hill Road";"Hudson";"NH";03051;"Hillsborough";(603) 880-3722;"141 Kimball Hill Road";"Hudson";"NH";03051;"Hillsborough";(603) 880-3722;"Bonnie";"Norton";79;;18;;6
"Country Bear Preschool and Child Care";"Country Bear Preschool and Child Care, LLC";"CCCB-04984";"Active";"Center Based Program License";"1 Cutler Road";"Hudson";"NH";03051;"Hillsborough";(603) 880-6802;"1 Cutler Road";"Hudson";"NH";03051;"Hillsborough";(603) 880-6802;"Mary-Jo   ";"Lambiase";45;6;;;11
"Karen's Family Day Care";"Karen Hudgins";"CCFB-05202";"Active";"Family Based Program License";"12 Kenyon Street";"Hudson";"NH";03051;"Hillsborough";(603) 880-6069;"12 Kenyon Street";"Hudson";"NH";03051;"Hillsborough";(603) 880-6069;"Karen";"Hudgins";6;;3;;12
"Debbie's Play Group";"Debbie Russell";"CCFB-05053";"Active";"Family Based Program License";"174 Robinson Road";"Hudson";"NH";03051;"Hillsborough";(603) 882-4343;"174 Robinson Road";"Hudson";"NH";03051;"Hillsborough";(603) 882-4343;"Debbie    ";"Russell";12;6;;;12
"Adult Learning Center - Hills Garrison";"Nashua Adult Learning Center, Inc.";"CCCB-05596";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080X322";"190 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 882-9080;"Curren    ";"Melanie";60;;;5;13
"Adult Learning Center - HO Smith";"Nashua Adult Learning Center, Inc.";"CCCB-05609";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080X309";"33 School Street";"Hudson";"NH";03051;"Hillsborough";(603) 882-9080;"Debra     ";"Lavoie";60;;;5;13
"Adult Learning Center - Nottingham West";"Nashua Adult Learning Center, Inc.";"CCCB-05607";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080X316";"10 Pelham Road";"Hudson";"NH";03051;"Hillsborough";(603) 882-9080;"Casey";"Charron";60;;;5;13
"Stonewood School";"Stonewood School, Inc.";"CCCB-05933";"Active";"Center Based Program License";"99 Lowell Road ";"Hudson";"NH";03051;"Hillsborough";(603) 594-4195;"99 Lowell Road ";"Hudson";"NH";03051;"Hillsborough";(603) 594-4195;"Christine ";"Floyd";109;6;;;13
"Becky's House Family Day Care";"Rebecca Tewksbary";"CCFB-04990";"Active";"Family Based Program License";"17 Adam Drive";"Hudson";"NH";03051;"Hillsborough";(603) 880-3538;"17 Adam Drive";"Hudson";"NH";03051;"Hillsborough";(603) 880-3538;"Rebecca   ";"Tewksbary";9;6;;;14
"Beginning Discoveries Learning Center";"Beginning Discoveries Learning Center, LLC";"CCCB-05903";"Active";"Center Based Program License";"292 Derry Road ";"Hudson";"NH";03051;"Hillsborough";(603) 598-6310;"292 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 598-6310;"Katherine ";"Knight";88;6;;;14
"Kiddie Konnection";"Kiddie Konnection, Inc.";"CCCB-02393";"Active";"Center Based Program License";"301 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 883-4310;"301 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 883-4310;"Daniel    ";"Gillen";191;6;;;15
"Penny's Child Care";"Penny A. Dube";"CCFB-04858";"Active";"Family Based Program License";"47 Heritage Circle";"Hudson";"NH";03051;"Hillsborough";(603) 886-7970;"47 Heritage Circle";"Hudson";"NH";03051;"Hillsborough";(603) 886-7970;"Penny     ";"Dube";12;6;;;15
"Adult Learning Center - Hudson Memorial Club Mid";"Adult Learning Center, Inc.";"CCCB-06476";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080 x321";"1 Memorial Drive";"Hudson";"NH";03051;"Hillsborough";"6038829080 x321";"Kelli";"Searles-Allen";45;;;11;14
"Inner Dragon Martial Arts";"Inner Dragon Martial Arts";"CCCB-06760";"Permit Issued";"Center Based Program License";"77 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 864-8756;"77 Derry Road";"Hudson";"NH";03051;"Hillsborough";(603) 864-8756;"Ada";"Allen";44;;;6;14
"Southwestern Comm Services -  Jaffrey Head Start";"Southwestern Community Services";"CCCB-05205";"Active";"Center Based Program License";"PO Box 603";"Keene";"NH";03431;"Cheshire";(603) 532-4135;"35 Oak Street";"Jaffrey";"NH";03452;"Cheshire";(603) 532-4135;"Katie";"Hiers";20;;;3;6
