"Faclity ID";"Visit Type";"Visit Date";"Visit Result";"Document URL"
"CCCB-05947";"Renewal";"9/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05947_09052017+Visit.pdf&document_id=0902a1e38001e095"
"CCCB-05947";"Monitoring";"6/16/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05947_06162016+Visit.pdf&document_id=0902a1e3800151cb"
"CCCB-05431";"Monitoring";"12/20/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05431_12202019+Visit.pdf&document_id=0902a1e380060d90"
"CCCB-05431";"Renewal";"5/17/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05431_05172018+Visit.pdf&document_id=0902a1e380029a41"
"CCCB-05431";"Monitoring";"12/18/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05431_12182017+Visit.pdf&document_id=0902a1e380022b68"
"CCCB-05431";"Monitoring";"11/1/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05431_11012016+Visit.pdf&document_id=0902a1e38001aed3"
"CCCB-00887";"Monitoring";"7/22/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00887_07222019+Visit.pdf&document_id=0902a1e38004bda0"
"CCCB-00887";"Quality Assurance Review";"1/31/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00887_01312019+Visit.pdf&document_id=0902a1e38003b7e5"
"CCCB-00887";"Renewal";"1/11/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00887_01112018+Visit.pdf&document_id=0902a1e380027f76"
"CCCB-00887";"Monitoring";"6/26/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00887_06262017+Visit.pdf&document_id=0902a1e38001aed1"
"CCCB-00887";"Monitoring";"12/28/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00887_12282016+Visit.pdf&document_id=0902a1e380018e44"
"CCFB-05799";"Monitoring";"8/31/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05799_08312020+Visit.pdf&document_id=0902a1e380093d11"
"CCFB-05799";"Renewal";"1/11/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05799_01112019+Visit.pdf&document_id=0902a1e3800368cc"
"CCFB-05799";"Monitoring";"6/26/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05799_06262018+Visit.pdf&document_id=0902a1e38002b90d"
"CCFB-05799";"Monitoring";"7/25/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05799_07252017+Visit.pdf&document_id=0902a1e38001ac4f"
"CCFB-05799";"Renewal";"1/7/2016";"NCSOF Issued";
"CCCB-01300";"Monitoring";"11/18/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01300_11182019+Visit.pdf&document_id=0902a1e38005d9fb"
"CCCB-01300";"Renewal";"5/4/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01300_05042018+Visit.pdf&document_id=0902a1e3800284ce"
"CCCB-01300";"Monitoring";"12/11/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01300_12112017+Visit.pdf&document_id=0902a1e380022ad1"
"CCCB-01300";"Monitoring";"11/7/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01300_11072016+Visit.pdf&document_id=0902a1e380019c8c"
"CCCB-04983";"Monitoring";"12/6/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04983_12062019+Visit.pdf&document_id=0902a1e380061eda"
"CCCB-04983";"Monitoring";"11/27/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04983_11272018+Visit.pdf&document_id=0902a1e3800387bf"
"CCCB-04983";"Renewal";"5/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04983_05072018+Visit.pdf&document_id=0902a1e38002a190"
"CCCB-04983";"Monitoring";"10/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04983_10052017+Visit.pdf&document_id=0902a1e38002724b"
"CCCB-04983";"Monitoring";"6/23/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04983_06232016+Visit.pdf&document_id=0902a1e380015d64"
"CCCB-02303";"Renewal";"1/11/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02303_01112019+Visit.pdf&document_id=0902a1e3800368c1"
"CCCB-02303";"Monitoring";"3/20/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02303_03202018+Visit.pdf&document_id=0902a1e38002662f"
"CCCB-02303";"Monitoring";"5/26/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02303_05262017+Visit.pdf&document_id=0902a1e3800197d0"
"CCCB-02303";"Renewal";"1/7/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02303_01072016+Visit.pdf&document_id=0902a1e38000352c"
"CCCB-06642";"Renewal";"8/31/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06642_08312020+Visit.pdf&document_id=0902a1e380095f37"
"CCCB-06642";"Monitoring";"1/28/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06642_01282019+Visit.pdf&document_id=0902a1e3800371f1"
"CCCB-06642";"Monitoring";"3/29/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06642_03292018+Visit.pdf&document_id=0902a1e380025b87"
"CCCB-06642";"Renewal";"5/8/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06642_05082017+Visit.pdf&document_id=0902a1e38001969d"
"CCCB-06642";"Monitoring";"10/24/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06642_10242016+Visit.pdf&document_id=0902a1e380015f17"
"CCCB-05072";"Monitoring";"12/6/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05072_12062019+Visit.pdf&document_id=0902a1e38005b52a"
"CCCB-05072";"Renewal";"9/24/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05072_09242018+Visit.pdf&document_id=0902a1e38002fd60"
"CCCB-05072";"Monitoring";"12/5/2017";"Violations Found-SOF Issued";
"CCCB-05072";"Monitoring";"11/14/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05072_11142016+Visit.pdf&document_id=0902a1e380016d9b"
"CCCB-06504";"Renewal";"10/22/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_10222020+Visit.pdf&document_id=0902a1e38009f1d0"
"CCCB-06504";"Revision";"5/28/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_05282019+Visit.pdf&document_id=0902a1e38004cf5c"
"CCCB-06504";"Monitoring";"1/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_01282019+Visit.pdf&document_id=0902a1e38003a622"
"CCCB-06504";"Monitoring";"3/29/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_03292018+Visit.pdf&document_id=0902a1e3800257ce"
"CCCB-06504";"Revision";"1/18/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_01182018+Visit.pdf&document_id=0902a1e380023529"
"CCCB-06504";"Renewal";"7/25/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_07252017+Visit.pdf&document_id=0902a1e38001d4f7"
"CCCB-06504";"Monitoring";"10/24/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06504_10242016+Visit.pdf&document_id=0902a1e380017819"
"CCCB-06481";"Renewal";"12/12/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06481_12122019+Visit.pdf&document_id=0902a1e38005a59c"
"CCCB-06481";"Monitoring";"6/14/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06481_06142018+Visit.pdf&document_id=0902a1e380029bb6"
"CCCB-06481";"Renewal";"2/2/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06481_02022017+Visit.pdf&document_id=0902a1e3800186f2"
"CCCB-06481";"Monitoring";"6/20/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06481_06202016+Visit.pdf&document_id=0902a1e3800150a2"
"CCCB-04946";"Monitoring";"11/26/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04946_11262019+Visit.pdf&document_id=0902a1e380058704"
"CCCB-04946";"Monitoring";"9/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04946_09072018+Visit.pdf&document_id=0902a1e38002e36a"
"CCCB-04946";"Renewal";"9/29/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04946_09292017+Visit.pdf&document_id=0902a1e38001efa2"
"CCCB-04946";"Monitoring";"12/22/2016";"NCSOF Issued";
"CCFB-06906";"Permit to Full";"2/14/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06906_02142020+Visit.pdf&document_id=0902a1e3800681d9"
"CCFB-06906";"New";"8/29/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06906_08292019+Visit.pdf&document_id=0902a1e38004bb9f"
"CCCB-06930";"New";"12/11/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06930_12112019+Visit.pdf&document_id=0902a1e38005aa89"
"CCFB-06802";"Renewal";"8/6/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06802_08062020+Visit.pdf&document_id=0902a1e38008e902"
"CCFB-06802";"Monitoring";"4/4/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06802_04042019+Visit.pdf&document_id=0902a1e38003fdfe"
"CCFB-06802";"Permit to Full";"2/16/2018";"Violations Found-SOF Issued";
"CCFB-06802";"New";"8/10/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06802_08102017+Visit.pdf&document_id=0902a1e38001aa86"
"CCCB-06966";"New";"10/15/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06966_10152020+Visit.pdf&document_id=0902a1e38009d36a"
"CCCB-06480";"Renewal";"1/2/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06480_01022020+Visit.pdf&document_id=0902a1e38005af1f"
"CCCB-06480";"Monitoring";"3/4/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06480_03042019+Visit.pdf&document_id=0902a1e38003cda2"
"CCCB-06480";"Monitoring";"3/1/2018";"No Violations Found";
"CCCB-06480";"Renewal";"1/13/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06480_01132017+Visit.pdf&document_id=0902a1e380017fe2"
"CCCB-06480";"Monitoring";"5/13/2016";"No Violations Found";
"CCCB-06861";"Permit to Full";"4/18/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06861_04182019+Visit.pdf&document_id=0902a1e38003f063"
"CCCB-06861";"New";"9/14/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06861_09142018+Visit.pdf&document_id=0902a1e380033a10"
"CCCB-06929";"Permit to Full";"3/2/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06929_03022020+Visit.pdf&document_id=0902a1e38006c427"
"CCCB-06929";"New";"12/3/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06929_12032019+Visit.pdf&document_id=0902a1e380056bd1"
"CCCB-06727";"Revision";"10/7/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_10072019+Visit.pdf&document_id=0902a1e38005074f"
"CCCB-06727";"Monitoring";"3/22/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_03222019+Visit.pdf&document_id=0902a1e38003ae21"
"CCCB-06727";"Renewal";"6/19/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_06192018+Visit.pdf&document_id=0902a1e38002a198"
"CCCB-06727";"Monitoring";"2/8/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_02082017+Visit.pdf&document_id=0902a1e380018877"
"CCCB-06727";"Monitoring";"8/23/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_08232016+Visit.pdf&document_id=0902a1e3800159cc"
"CCCB-06727";"Permit to Full";"1/26/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06727_01262016+Visit.pdf&document_id=0902a1e38001866d"
"CCFB-06950";"New";"7/28/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06950_07282020+Visit.pdf&document_id=0902a1e38008b630"
"CCCB-00971";"Renewal";"1/9/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00971_01092020+Visit.pdf&document_id=0902a1e38005bc48"
"CCCB-00971";"Monitoring";"3/29/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00971_03292019+Visit.pdf&document_id=0902a1e38003b68d"
"CCCB-00971";"Monitoring";"3/16/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00971_03162018+Visit.pdf&document_id=0902a1e3800254d5"
"CCCB-00971";"Renewal";"2/21/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00971_02212017+Visit.pdf&document_id=0902a1e380018b8c"
"CCCB-00971";"Monitoring";"6/3/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00971_06032016+Visit.pdf&document_id=0902a1e380014caf"
"CCCB-06563";"Revision";"10/8/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_10082020+Visit.pdf&document_id=0902a1e38009b36f"
"CCCB-06563";"Monitoring";"3/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_03052019+Visit.pdf&document_id=0902a1e38003c153"
"CCCB-06563";"Licensed Complaint";"8/23/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_08232018+Visit.pdf&document_id=0902a1e3800317c2"
"CCCB-06563";"Renewal";"6/15/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_06152018+Visit.pdf&document_id=0902a1e38002e373"
"CCCB-06563";"Monitoring";"8/25/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_08252017+Visit.pdf&document_id=0902a1e380020ec1"
"CCCB-06563";"Monitoring";"8/23/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06563_08232016+Visit.pdf&document_id=0902a1e380016eef"
"CCCB-06330";"Monitoring";"2/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06330_02052019+Visit.pdf&document_id=0902a1e38003a623"
"CCCB-06330";"Renewal";"4/27/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06330_04272018+Visit.pdf&document_id=0902a1e380027d95"
"CCCB-06330";"Monitoring";"12/14/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06330_12142017+Visit.pdf&document_id=0902a1e380024ccf"
"CCCB-06330";"Monitoring";"8/16/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06330_08162016+Visit.pdf&document_id=0902a1e380015662"
"CCCB-06900";"Permit to Full";"1/24/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06900_01242020+Visit.pdf&document_id=0902a1e38005cab1"
"CCCB-06900";"New";"8/2/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06900_08022019+Visit.pdf&document_id=0902a1e3800499cd"
"CCCB-06901";"Permit to Full";"1/9/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06901_01092020+Visit.pdf&document_id=0902a1e380061b1f"
"CCCB-06901";"New";"8/2/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06901_08022019+Visit.pdf&document_id=0902a1e3800499f8"
"CCCB-06924";"New";"10/24/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06924_10242019+Visit.pdf&document_id=0902a1e380051f76"
"CCCB-05828";"Licensed Complaint";"8/1/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05828_08012019+Visit.pdf&document_id=0902a1e38004ea55"
"CCCB-05828";"Renewal";"7/15/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05828_07152019+Visit.pdf&document_id=0902a1e380048e85"
"CCCB-05828";"Monitoring";"10/30/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05828_10302018+Visit.pdf&document_id=0902a1e3800387c6"
"CCCB-05828";"Monitoring";"10/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05828_10052017+Visit.pdf&document_id=0902a1e380023109"
"CCCB-05828";"Renewal";"8/2/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05828_08022016+Visit.pdf&document_id=0902a1e380016bae"
"CCCB-06340";"Monitoring";"6/28/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06340_06282019+Visit.pdf&document_id=0902a1e38004880b"
"CCCB-06340";"Renewal";"8/31/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06340_08312018+Visit.pdf&document_id=0902a1e38002cc40"
"CCCB-06340";"Monitoring";"3/28/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06340_03282017+Visit.pdf&document_id=0902a1e380018b69"
"CCCB-06340";"Monitoring";"3/16/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06340_03162016+Visit.pdf&document_id=0902a1e3800037b3"
"CCCB-01018";"Licensed Complaint";"7/22/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01018_07222019+Visit.pdf&document_id=0902a1e380051340"
"CCCB-01018";"Renewal";"1/11/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01018_01112019+Visit.pdf&document_id=0902a1e380038716"
"CCCB-01018";"Monitoring";"10/30/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01018_10302018+Visit.pdf&document_id=0902a1e3800364b9"
"CCCB-01018";"Quality Assurance Review";"4/24/2018";"Violations Found-SOF Issued";
"CCCB-01018";"Licensed Complaint";"9/8/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01018_09082017+Visit.pdf&document_id=0902a1e38001feb1"
