"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE CENTER";"86409";"LITTLE MINNOWS LEARNING CENTER";"3348 WESTERN AVENUE";"CDC-12847";9/1/2018;8/31/2021;"KINGMAN";"MOHAVE";"(928)757-3144";"(   )   -";108;"CDC12847";-114.040004;35.221259;;;;"C11";"AZ";"13";"16";"LICENSED";"LICENSED";"LICENSED";"cgoulart@azkrmc.com"
12/1/2020;"CHILD CARE CENTER";"85122";"LITTLE ONE'S MONTESSORI";"702 EAST COTTONWOOD LANE";"CDC-18790";4/15/2020;3/31/2023;"CASA GRANDE";"PINAL";"(520)858-3128";"(520)494-0119";24;"CDC18790";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"susan.young@littleonesmontessori.org"
12/1/2020;"CHILD CARE CENTER";"85335";"LITTLE ONES LEARNING CENTER";"11905 WEST THUNDERBIRD ROAD";"CDC-11337";5/1/2019;4/30/2022;"EL MIRAGE";"MARICOPA";"(623)933-4351";"(623)583-6433";59;"CDC11337";-112.316844;33.608724;;;;"C11";"AZ";"5";"14";"LICENSED";"LICENSED";"LICENSED";"luvelylittleone70@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85207";"LITTLE PALMS PRESCHOOL";"9601 EAST BROWN ROAD";"CDC-10000";10/1/2020;9/30/2023;"MESA";"MARICOPA";"(480)986-9436";"(480)984-7839";52;"CDC10000";-111.623777;33.43672;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"Admin@littlepalmsschool.com"
12/1/2020;"CHILD CARE CENTER";"85140";"LITTLE PATRIOTS LEARNING CENTER L.L.C.";"266 EAST WESTBROOKE ROAD";"CDC-17461";11/10/2018;10/31/2021;"SAN TAN VALLEY";"PINAL";"(480)888-7858";"(480)888-8450";80;"CDC17461";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"jmercado@hveast.com"
12/1/2020;"CHILD CARE CENTER";"85286";"LITTLE PEOPLE MONTESSORI L.L.C.";"1900 SOUTH ARROWHEAD DRIVE";"CDC-18444";1/8/2019;12/31/2022;"CHANDLER";"MARICOPA";"(480)459-6844";"(   )   -";10;"CDC18444";;;;;;"C11";"AZ";"N/A";"10";"LICENSED";"LICENSED";"N/A";"info@lpmarizona.com"
12/1/2020;"CHILD CARE CENTER";"86403";"LITTLE PEOPLES DAY CARE";"2419 NORTH SMOKETREE";"CDC-7861";8/1/2019;7/31/2022;"LAKE HAVASU CITY";"MOHAVE";"(928)453-6348";"(   )   -";40;"CDC7861";-114.319091;34.485681;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"little_peoples_day_care@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85719";"LITTLE RANCH SCHOOL";"1125 EAST GLENN STREET";"CDC-14984";9/1/2018;8/31/2021;"TUCSON";"PIMA";"(520)884-9893";"(   )   -";186;"CDC14984";-110.954196;32.257704;;;;"C11";"AZ";"22";"26";"LICENSED";"LICENSED";"LICENSED";"kelli.m@smallmiraclesedu.com"
12/1/2020;"CHILD CARE CENTER";"85281";"LITTLE RASCALS LEARNING CENTER  L.L.C";"1116 SOUTH MCCLINTOCK DR";"CDC-17228";4/1/2018;3/31/2021;"TEMPE";"MARICOPA";"(480)966-9643";"(   )   -";48;"CDC17228";;;;;;"C11";"AZ";"9";"10";"LICENSED";"LICENSED";"LICENSED";"julie.littlerascals@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85282";"LITTLE RASCALS LEARNING CENTER #3";"139 EAST SOUTHERN AVENUE";"CDC-18011";9/1/2020;8/31/2023;"TEMPE";"MARICOPA";"(480)699-5659";"(   )   -";52;"CDC18011";;;;;;"C11";"AZ";"N/A";"10";"LICENSED";"LICENSED";"LICENSED";"tiffanylane77@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85282";"LITTLE RASCALS LEARNING CENTER LLC";"3400 SOUTH MILL AVENUE #334";"CDC-16478";2/12/2019;1/31/2022;"TEMPE";"MARICOPA";"(480)968-6860";"(   )   -";45;"CDC16478";-111.939726;33.392037;;;;"C11";"AZ";"5";"6";"LICENSED";"LICENSED";"LICENSED";"tiffanylane77@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85364";"LITTLE RED BARN";"1881 SOUTH 4TH AVENUE, SUITE A";"CDC-18364";8/1/2018;7/31/2021;"YUMA";"YUMA";"(928)783-3815";"(   )   -";37;"CDC18364";;;;;;"C11";"AZ";"11";"26";"N/A";"N/A";"N/A";"lrbpreschoolyuma@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85308";"LITTLE SCHOLARS ACADEMY";"17220 NORTH 43RD AVENUE";"CDC-13870";3/1/2020;2/28/2023;"GLENDALE";"MARICOPA";"(602)863-7080";"(602)863-7085";105;"CDC13870";-112.152001;33.641545;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"schooldirector43rd@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85345";"LITTLE SCHOLARS ACADEMY";"6702 WEST CHOLLA STREET";"CDC-15172";3/1/2019;2/28/2022;"PEORIA";"MARICOPA";"(623)889-3777";"(623)889-3778";221;"CDC15172";-112.202853;33.589099;;;;"C11";"AZ";"N/A";"32";"LICENSED";"LICENSED";"LICENSED";"schooldirector67th@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"86442";"LITTLE SCOOTERS PRESCHOOL LLC";"2750 MIRACLE MILE";"CDC-15776";4/1/2020;3/31/2023;"BULLHEAD CITY";"MOHAVE";"(928)758-2282";"(   )   -";85;"CDC15776";-114.596307;35.085336;;;;"C11";"AZ";"11";"22";"LICENSED";"LICENSED";"LICENSED";"littlescooters@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85024";"LITTLE SPROUT PRESCHOOL";"21031 NORTH CAVE CREEK ROAD, F1";"CDC-18627";4/2/2020;7/31/2022;"PHOENIX";"MARICOPA";"(623)399-8889";"(   )   -";40;"CDC18627";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Sdymond@littlesproutpreschool.com"
12/1/2020;"CHILD CARE CENTER";"85340";"LITTLE SUNBEAMS PRESCHOOL";"4850 NORTH LITCHFIELD ROAD STE 105";"CDC-17040";9/1/2020;8/31/2023;"LITCHFIELD PARK";"MARICOPA";"(602)478-1955";"(   )   -";39;"CDC17040";;;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"mylittlesunbeams2014@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85234";"LITTLE SUNSHINE'S PLAYHOUSE AND PRESCHOOL";"1059 NORTH VAL VISTA DRIVE";"CDC-18268";12/6/2018;11/30/2021;"GILBERT";"MARICOPA";"(480)926-1317";"(   )   -";148;"CDC18268";;;;;;"C11";"AZ";"11";"27";"LICENSED";"LICENSED";"LICENSED";"janae.fasnacht@littlesunshine.com"
12/1/2020;"CHILD CARE CENTER";"85297";"LITTLE SUNSHINE'S PLAYHOUSE AND PRESCHOOL";"3840 SOUTH HIGLEY ROAD";"CDC-18707";12/20/2019;11/30/2022;"GILBERT";"MARICOPA";"(480)272-7953";"(844)273-6914";168;"CDC18707";;;;;;"C11";"AZ";"22";"39";"LICENSED";"LICENSED";"LICENSED";"ashleyl@littlesunshine.com"
12/1/2020;"CHILD CARE CENTER";"85255";"LITTLE SUNSHINES PLAYHOUSE AND PRESCHOOL";"20977 NORTH PIMA ROAD - SUITE  B140";"CDC-15331";9/1/2019;8/31/2022;"SCOTTSDALE";"MARICOPA";"(480)585-7000";"(480)585-7005";79;"CDC15331";-111.890305;33.674565;;;;"C11";"AZ";"11";"26";"LICENSED";"LICENSED";"LICENSED";"jennd@littlesunshine.com"
12/1/2020;"CHILD CARE CENTER";"85029";"LITTLE SWANS PRESCHOOL INC";"10889 NORTH 19TH AVENUE";"CDC-18546";6/3/2019;5/31/2022;"PHOENIX";"MARICOPA";"(602)992-8334";"(602)992-8377";80;"CDC18546";;;;;;"C11";"AZ";"11";"12";"LICENSED";"LICENSED";"LICENSED";"Rbohstedt@aol.com"
12/1/2020;"CHILD CARE CENTER";"85706";"LITTLE TOWN CHILD CARE";"4521 EAST BENSON HIGHWAY";"CDC-5341";1/1/2019;12/31/2021;"TUCSON";"PIMA";"(520)574-0626";"(520)524-0626";41;"CDC5341";-110.895833;32.138561;;;;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"LICENSED";"littletownccc@cox.net"
12/1/2020;"CHILD CARE CENTER";"86442";"LITTLE TREASURES CHILD CARE";"1373 BASELINE ROAD";"CDC-17632";7/1/2019;6/30/2022;"BULLHEAD CITY";"MOHAVE";"(928)758-3151";"(   )   -";59;"CDC17632";;;;;;"C11";"AZ";"10";"9";"LICENSED";"LICENSED";"LICENSED";"sanepe@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85284";"LITTLE WONDERS LEARNING";"655 WEST WARNER ROAD #101";"CDC-17647";8/1/2019;7/31/2022;"TEMPE";"MARICOPA";"(480)584-5038";"(480)245-4546";96;"CDC17647";;;;;;"C11";"AZ";"9";"14";"LICENSED";"LICENSED";"LICENSED";"littlewonderslearningaz@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85020";"LIVING STREAMS CHILDREN'S CENTER";"7000 NORTH CENTRAL AVENUE";"CDC-13373";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)870-8941";"(602)943-7095";174;"CDC13373";-112.073926;33.53937;;;;"C11";"AZ";"8";"21";"LICENSED";"LICENSED";"LICENSED";"Danielle.B@livingstreams.org"
12/1/2020;"CHILD CARE CENTER";"85607";"LOMELI'S CHILDCARE CENTER";"1240 EAST 23RD STREET";"CDC-13286";4/1/2019;3/31/2022;"DOUGLAS";"COCHISE";"(520)364-3007";"(520)364-4290";58;"CDC13286";-109.542239;31.3577;;;;"C11";"AZ";"16";"16";"LICENSED";"LICENSED";"LICENSED";"lomelisdc@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85607";"LOMELIS TOO";"1860 8TH STREET";"CDC-18709";9/4/2019;8/31/2022;"DOUGLAS";"COCHISE";"(520)805-3007";"(520)364-4290";105;"CDC18709";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lomelisdc@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85743";"LORD OF GRACE LUTHERAN CHURCH";"7250 NORTH CORTARO ROAD";"CDC-12116";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)744-7400";"(520)744-5346";74;"CDC12116";-111.106539;32.338425;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"preschool@lordofgrace.org"
12/1/2020;"CHILD CARE CENTER";"85745";"LOS AMIGOS CHILD CARE AND ACTIVITY CENTER";"1300 WEST ST MARYS RD";"CDC-15412";5/1/2019;4/30/2022;"TUCSON";"PIMA";"(520)202-2286";"(520)624-9132";25;"CDC15412";-110.992313;32.229514;;;;"C11";"AZ";"N/A";"5";"LICENSED";"LICENSED";"LICENSED";"villa_s@msn.com"
12/1/2020;"CHILD CARE CENTER";"85631";"LOS NINOS DAYCARE";"327 S ALTA VISTA";"CDC-15936";8/1/2020;7/31/2023;"SAN MANUEL";"PINAL";"(520)780-6186";"(   )   -";43;"CDC15936";-110.632926;32.604239;;;;"C11";"AZ";"N/A";"26";"LICENSED";"LICENSED";"LICENSED";"patgonzales3@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85614";"LOS NINOS DEL VALLE PRESCHOOL & CHILD CARE CENTER";"780 S PARK CENTRE AVE";"CDC-16022";10/1/2020;9/30/2023;"GREEN VALLEY";"PIMA";"(520)393-6823";"(520)625-1598";112;"CDC16022";-110.977091;31.858816;;;;"C11";"AZ";"N/A";"28";"LICENSED";"LICENSED";"LICENSED";"ssimmons@casagv.org"
12/1/2020;"CHILD CARE CENTER";"85706";"LOS NINOS SUNNYSIDE HEAD START";"5445 SOUTH ALVERNON WAY";"CDC-3655";9/1/2018;8/31/2021;"TUCSON";"PIMA";"(520)574-9515";"(520)622-1927";57;"CDC3655";-110.909038;32.153567;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lns@childparentcenters.org"
12/1/2020;"CHILD CARE CENTER";"85621";"LOURDES CATHOLIC SCHOOL";"555 PATAGONIA HIGHWAY";"CDC-15090";10/1/2018;9/30/2021;"NOGALES";"SANTA CRUZ";"(520)287-5659";"(520)287-2910";30;"CDC15090";-110.918199;31.355984;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"pkinder@lcsnogales.org"
12/1/2020;"CHILD CARE CENTER";"85201";"LOVABLE KIDS KARE MESA";"925 NORTH ORANGE";"CDC-18204";6/1/2018;5/31/2021;"MESA";"MARICOPA";"(480)834-2221";"(   )   -";49;"CDC18204";;;;;;"C11";"AZ";"7";"10";"LICENSED";"LICENSED";"LICENSED";"lovablekidskare@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85142";"LOVE & LAUGH LEARNING CENTER";"21805 SOUTH ELLSWORTH ROAD";"CDC-13335";9/1/2019;8/31/2022;"QUEEN CREEK";"MARICOPA";"(480)888-9545";"(480)888-9545";49;"CDC13335";-111.634354;33.249962;;;;"C11";"AZ";"5";"6";"LICENSED";"LICENSED";"LICENSED";"tchaas1@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85210";"LOVE & LEARN PRESCHOOL";"2717 SOUTH ALMA SCHOOL ROAD";"CDC-13041";6/1/2019;5/31/2022;"MESA";"MARICOPA";"(480)222-8484";"(480)491-0006";315;"CDC13041";-111.858971;33.365725;;;;"C11";"AZ";"41";"30";"LICENSED";"LICENSED";"LICENSED";"ninah@love2learnpreschoolmesa.com"
12/1/2020;"CHILD CARE CENTER";"85205";"LOVE OF CHRIST PRESCHOOL";"1525 NORTH POWER ROAD";"CDC-2034";8/1/2019;7/31/2022;"MESA";"MARICOPA";"(480)981-6199";"(480)832-2583";106;"CDC2034";-111.68398;33.443148;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"janiceherronelock.org"
12/1/2020;"CHILD CARE CENTER";"85711";"LOVE THIS DAY SCHOOL";"4517 EAST 29TH STREET";"CDC-17635";6/1/2019;5/31/2022;"TUCSON";"PIMA";"(520)748-1605";"(520)790-5233";54;"CDC17635";;;;;;"C11";"AZ";"5";"8";"LICENSED";"LICENSED";"LICENSED";"kelli@smallmiraclesedu.com"
12/1/2020;"CHILD CARE CENTER";"85323";"LOVING CARE DAY CARE CENTER";"150 NORTH CENTRAL AVENUE";"CDC-10913";5/1/2019;4/30/2022;"AVONDALE";"MARICOPA";"(623)932-5190";"(623)932-3406";147;"CDC10913";-112.349841;33.436677;;;;"C11";"AZ";"16";"18";"LICENSED";"LICENSED";"LICENSED";"eepavoggi@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85323";"LOVING CARE DAY CARE I I";"300 NORTH CENTRAL AVENUE";"CDC-9141";2/1/2019;1/31/2022;"AVONDALE";"MARICOPA";"(623)932-0616";"(623)932-3406";51;"CDC9141";-112.349841;33.438144;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"EE.Pavoggi@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85202";"M C C EVELYN H. WARREN CHILD DEVELOPMENT LAB";"1833 WEST SOUTHERN AVENUE";"CDC-1562";3/1/2019;2/28/2022;"MESA";"MARICOPA";"(480)461-7148";"(480)461-7309";18;"CDC1562";-111.871288;33.392861;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"rochelle.ramirez-clark@mesacc.edu"
12/1/2020;"CHILD CARE CENTER";"85202";"M.P.A. -  DOBSON L.L.C.";"2750 SOUTH DOBSON ROAD";"CDC-17687";7/1/2019;6/30/2022;"MESA";"MARICOPA";"(480)456-0455";"(480)456-5552";161;"CDC17687";;;;;;"C11";"AZ";"10";"15";"LICENSED";"LICENSED";"LICENSED";"mpamesa@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85226";"M.P.A. - CHANDLER";"4970 WEST RAY ROAD";"CDC-18668";7/12/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)777-3898";"(   )   -";255;"CDC18668";;;;;;"C11";"AZ";"22";"26";"LICENSED";"LICENSED";"LICENSED";"MPAChandler@hotmail.com"
12/1/2020;"CHILD CARE CENTER";"85014";"MADISON CHRISTIAN CHILDREN'S CENTER";"6202 NORTH 12TH STREET";"CDC-0739";1/1/2020;12/31/2022;"PHOENIX";"MARICOPA";"(602)265-7885";"(855)462-4795";138;"CDC0739";-112.056404;33.527515;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"mccc6202@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85206";"MAGELLAN CHRISTIAN ACADEMY OF MESA";"1847 SOUTH GREENFIELD ROAD STE 104";"CDC-17356";7/1/2018;6/30/2021;"MESA";"MARICOPA";"(480)359-4040";"(480)633-5644";183;"CDC17356";;;;;;"C11";"AZ";"9";"9";"LICENSED";"LICENSED";"LICENSED";"customer.service.az@magellanacademies.com"
12/1/2020;"CHILD CARE CENTER";"85008";"MAGIC KEYS TO LEARNING CHILDREN'S DEVELOPMENT CENTER";"3450 EAST VAN BUREN STREET";"CDC-16348";2/1/2019;1/31/2022;"PHOENIX";"MARICOPA";"(602)225-2543";"(   )   -";93;"CDC16348";-112.00723;33.451423;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"gkkco@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85048";"MAGICAL JOURNEY LEARNING CENTER";"1241 EAST CHANDLER BLVD #115";"CDC-17259";6/1/2018;5/31/2021;"PHOENIX";"MARICOPA";"(480)699-6552";"(   )   -";102;"CDC17259";;;;;;"C11";"AZ";"N/A";"18";"LICENSED";"LICENSED";"LICENSED";"Jessica@magicaljourneylc.org"
12/1/2020;"CHILD CARE CENTER";"85008";"MAGICAL STAR PRESCHOOL INC.";"2232 NORTH 36TH STREET";"CDC-13919";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(602)267-1539";"(602)267-1579";88;"CDC13919";-112.004385;33.472055;;;;"C11";"AZ";"10";"10";"LICENSED";"LICENSED";"LICENSED";"1dragonflybuckley4@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85233";"MAKING MILESTONES CHILDHOOD DEVELOPMENT CENTER";"1550 NORTH STONEHENGE #104";"CDC-17406";2/1/2019;1/31/2022;"GILBERT";"MARICOPA";"(480)813-5661";"(   )   -";59;"CDC17406";;;;;;"C11";"AZ";"8";"12";"LICENSED";"LICENSED";"LICENSED";"kmdpt@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85283";"MANDARIN MONTESSORI ACADEMY";"1230 EAST GUADALUPE ROAD";"CDC-17814";1/1/2020;12/31/2022;"TEMPE";"MARICOPA";"(602)320-1178";"(   )   -";59;"CDC17814";;;;;;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"info@mandarinmontessori.com"
12/1/2020;"CHILD CARE CENTER";"85705";"MANDELA CHILD LEARNING CENTER";"131 EAST MOHAVE ROAD";"CDC-18552";4/22/2019;3/31/2022;"TUCSON";"PIMA";"(520)229-7194";"(   )   -";57;"CDC18552";;;;;;"C11";"AZ";"3";"8";"LICENSED";"LICENSED";"LICENSED";"abditucson@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85284";"MAPLE BEAR TEMPE EARLY LEARNING CENTER";"1255 WEST ELLIOT ROAD";"CDC-17047";12/1/2020;11/30/2023;"TEMPE";"MARICOPA";"(480)674-4455";"(480)699-0956";155;"CDC17047";;;;;;"C11";"AZ";"22";"26";"LICENSED";"LICENSED";"N/A";"lori.green@maplebeartempe.com"
12/1/2020;"CHILD CARE CENTER";"85653";"MARANA HEAD START";"13660 NORTH MCDUFF ROAD";"CDC-5547";9/1/2019;8/31/2022;"MARANA";"PIMA";"(520)682-4415";"(520)622-1927";59;"CDC5547";-111.209162;32.45498;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"marana@childparentcenters.org"
12/1/2020;"CHILD CARE CENTER";"85017";"MARANATHA CHILD CARE CENTER";"3002 NORTH 27TH AVENUE";"CDC-14048";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)712-0793";"(602)477-0101";170;"CDC14048";-112.117228;33.482863;;;;"C11";"AZ";"N/A";"48";"LICENSED";"LICENSED";"LICENSED";"fernando3002@live.com"
12/1/2020;"CHILD CARE CENTER";"85009";"MARANATHA DAY CARE CENTER";"3526 WEST POLK STREET";"CDC-9349";10/1/2019;9/30/2022;"PHOENIX";"MARICOPA";"(602)477-0100";"(602)477-0101";140;"CDC9349";-112.135154;33.453373;;;;"C11";"AZ";"8";"12";"LICENSED";"LICENSED";"LICENSED";"angelicafdz@msn.com"
12/1/2020;"CHILD CARE CENTER";"85201";"MARICOPA COUNTY CCA";"817 NORTH COUNTRY CLUB DRIVE";"CDC-18431";2/4/2019;1/31/2022;"MESA";"MARICOPA";"(480)834-9424";"(480)834-9340";40;"CDC18431";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"chrisanda.debois@maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85204";"MARICOPA COUNTY HUMAN SERV HEAD START ZERO - FIVE PROGRAM CARE PARTNERSHIP (EHS)";"466 SOUTH BELLVIEW STREET";"CDC-15485";8/1/2019;7/31/2022;"MESA";"MARICOPA";"(480)733-3815";"(480)733-3972";28;"CDC15485";-111.81539;33.406707;;;;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"N/A";"tina.pekovitch@maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85204";"MARICOPA COUNTY HUMAN SERVICES -  LINDBERGH 1 & 2 HEAD START";"930 SOUTH LAZONA";"CDC-4791";12/1/2020;11/30/2023;"MESA";"MARICOPA";"(480)472-6281";"(480)890-9962";40;"CDC4791";-111.801692;33.398088;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Chrisanda.DeBois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85202";"MARICOPA COUNTY HUMAN SERVICES - ADAMS HEAD START";"738 SOUTH LONGMORE";"CDC-17983";7/1/2020;6/30/2023;"MESA";"MARICOPA";"(480)472-4351";"(   )   -";22;"CDC17983";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"chrisanda.debois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85283";"MARICOPA COUNTY HUMAN SERVICES - COMPADRE HIGH SCHOOL EARLY HEAD START";"500 WEST GUADALUPE ROAD";"CDC-9830";2/1/2020;1/31/2022;"TEMPE";"MARICOPA";"(480)752-3560";"(480)695-1154";16;"CDC9830";-111.946048;33.363802;;;;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"N/A";"stephanie.pindra@maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85203";"MARICOPA COUNTY HUMAN SERVICES - EDISON - ZERO  FIVE PROGRAM";"545 SOUTH HORNE";"CDC-16364";8/1/2018;7/31/2021;"MESA";"MARICOPA";"(480)472-5305";"(   )   -";25;"CDC16364";-111.813986;33.40522;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"McClintockM@mail.maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85201";"MARICOPA COUNTY HUMAN SERVICES - FIRST PRESBYTERIAN CHURCH HEAD START";"161 NORTH MESA DRIVE";"CDC-7866";4/1/2020;3/31/2023;"MESA";"MARICOPA";"(480)969-7914";"(480)969-7915";28;"CDC7866";-111.822747;33.418915;;;;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"N/A";"deboise@mail.maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85283";"MARICOPA COUNTY HUMAN SERVICES - FRANK HEAD START";"8409 SOUTH AVENIDA DEL YAQUI";"CDC-17066";8/1/2020;7/31/2023;"GUADALUPE";"MARICOPA";"(480)897-6202";"(480)777-0146";20;"CDC17066";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Chrisanda.DeBois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85225";"MARICOPA COUNTY HUMAN SERVICES - GALVESTON HEAD START";"661 EAST GALVESTON  STREET ROOM C-5";"CDC-16690";8/1/2019;7/31/2022;"CHANDLER";"MARICOPA";"(480)812-6535";"(480)655-1154";24;"CDC16690";-111.829505;33.313298;"S80";"AS0";"040135229041004";"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Chrisanda.DeBois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85233";"MARICOPA COUNTY HUMAN SERVICES - GILBERT HEAD START";"44 NORTH OAK STREET";"CDC-10936";9/1/2018;8/31/2021;"GILBERT";"MARICOPA";"(480)813-2879";"(480)507-0584";25;"CDC10936";-111.793134;33.350943;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"vegag@mail.maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85283";"MARICOPA COUNTY HUMAN SERVICES - GUADALUPE HEAD START";"9401 SOUTH AVENIDA DEL YAQUI";"CDC-10137";9/1/2020;8/31/2023;"TEMPE";"MARICOPA";"(480)756-8712";"(480)756-8713";33;"CDC10137";-111.962951;33.36395;;;;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"LICENSED";"Chrisanda.DeBois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85225";"MARICOPA COUNTY HUMAN SERVICES - HAMILTON HEAD START";"130 NORTH HAMILTON STREET #26";"CDC-3295";2/1/2018;1/31/2021;"CHANDLER";"MARICOPA";"(480)786-5965";"(480)855-7536";28;"CDC3295";-111.832969;33.304814;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Chrisanda.DeBois@Maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85203";"MARICOPA COUNTY HUMAN SERVICES - HUGHES HEAD START";"630 NORTH HUNT DRIVE";"CDC-11765";2/1/2020;1/31/2023;"MESA";"MARICOPA";"(480)472-7480";"(602)506-1886";40;"CDC11765";-111.798207;33.426834;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bebosic@mail.maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85210";"MARICOPA COUNTY HUMAN SERVICES - LINCOLN HEAD START";"930 SOUTH SIRRINE - ROOM 50";"CDC-4720";11/1/2020;10/31/2023;"MESA";"MARICOPA";"(480)472-6350";"(480)833-5641";20;"CDC4720";-111.827824;33.397895;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Tina.pekovitch@maricopa.gov"
12/1/2020;"CHILD CARE CENTER";"85204";"MARICOPA COUNTY HUMAN SERVICES - LONGFELLOW HEAD START";"345 SOUTH HALL";"CDC-4721";11/1/2020;10/31/2023;"MESA";"MARICOPA";"(480)472-6575";"(480)649-6079";20;"CDC4721";-111.793242;33.409241;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Chrisanda.DeBois@Maricopa.gov"
