"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
3/1/2022;"CHILD CARE CENTER";"85248";"CASA DEL NINO BILINGUAL MONTESSORI ELEMENTARY SCHOOL";"2625 WEST QUEEN CREEK ROAD STE 6";"CDC-16378";11/1/2021;10/31/2024;"CHANDLER";"MARICOPA";"(480)963-2550";"(   )   -";59;"CDC16378";-111.886917;33.261284;40138126003000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"casadelninoinfo@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85023";"CASA DEL SOL MONTESSORI, LLC";"17844 NORTH 7TH AVENUE";"CDC-18984";3/8/2021;2/29/2024;"PHOENIX";"MARICOPA";"(602)362-7888";"(   )   -";47;"CDC18984";-112.08297;33.647709;40136187001017;"C11";"AZ";"N/A";"22";"LICENSED";"LICENSED";"N/A";"casadelsolmontessori@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85122";"CASA GRANDE HEAD START";"468 WEST MCMURRAY BOULEVARD";"CDC-8014";5/1/2020;4/30/2023;"CASA GRANDE";"PINAL";"(520)421-2660";"(520)421-2671";200;"CDC8014";-111.759181;32.886974;40210015003051;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"amy.hust@pgccs.org"
3/1/2022;"CHILD CARE CENTER";"85710";"CASA NINOS SCHOOL OF MONTESSORI";"8655 EAST BROADWAY";"CDC-4228";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)751-1454";"(520)751-1479";158;"CDC4228";-110.808291;32.221165;40190040721024;"C11";"AZ";"8";"52";"LICENSED";"LICENSED";"LICENSED";"jruth1@cox.net"
3/1/2022;"CHILD CARE CENTER";"85713";"CASITA DAYCARE & PRESCHOOL";"1440 WEST AJO WAY";"CDC-18433";10/1/2021;9/30/2024;"TUCSON";"PIMA";"(520)807-1770";"(520)807-9656";262;"CDC18433";-110.995385;32.178036;40190025033017;"C11";"AZ";"N/A";"23";"LICENSED";"LICENSED";"LICENSED";"tucsonarizonadavid@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85712";"CASTLEHILL COUNTRY DAY SCHOOL";"3225 NORTH CRAYCROFT";"CDC-1930";10/1/2021;9/30/2024;"TUCSON";"PIMA";"(520)795-0008";"(520)795-0697";145;"CDC1930";-110.875235;32.266168;40190029031023;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"stephanie@castlehillschool.com"
3/1/2022;"CHILD CARE CENTER";"85739";"CATALINA CHRISTIAN LEARNING CENTER";"3505 EAST WILDS ROAD";"CDC-15004";12/1/2021;11/30/2024;"TUCSON";"PIMA";"(520)818-9360";"(520)818-2874";59;"CDC15004";-110.918145;32.474719;40190047161020;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"catalinachristianlearningctr@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85718";"CATALINA HILLS PRESCHOOL AND KINDERGARTEN";"4440 NORTH CAMPBELL AVENUE";"CDC-19178";1/3/2022;12/31/2024;"TUCSON";"PIMA";"(520)529-5617";"(   )   -";59;"CDC19178";-110.943627;32.288505;40190047111018;"C11";"AZ";"N/A";"30";"LICENSED";"LICENSED";"LICENSED";"kateschwartz411@hotmail.com"
3/1/2022;"CHILD CARE CENTER";"85716";"CATALINA METHODIST DAY SCHOOL";"2700 EAST SPEEDWAY BLVD.";"CDC-0278";4/1/2021;3/31/2024;"TUCSON";"PIMA";"(520)327-4791";"(520)326-7454";147;"CDC0278";-110.932275;32.235844;40190006005035;"C11";"AZ";"N/A";"15";"N/A";"N/A";"LICENSED";"carolyn@catalinamethodist.org"
3/1/2022;"CHILD CARE CENTER";"85086";"CAURUS EXPLORERS, L.L.C.";"41900 NORTH 42ND AVENUE";"CDC-17581";10/1/2019;9/30/2022;"ANTHEM";"MARICOPA";"(623)466-8187";"(623)466-8673";59;"CDC17581";-112.148917;33.864665;40136100004016;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sbuckner@edkey.org"
3/1/2022;"CHILD CARE CENTER";"85331";"CAVE CREEK MONTESSORI";"29209 NORTH 56TH STREET";"CDC-7912";10/1/2019;9/30/2022;"CAVE CREEK";"MARICOPA";"(480)563-2929";"(480)563-2939";142;"CDC7912";-111.960505;33.750338;40136132002017;"C11";"AZ";"N/A";"39";"LICENSED";"LICENSED";"LICENSED";"kelseypatriciakent@gmail.com"
3/1/2022;"CHILD CARE CENTER";"86301";"CEDAR TREE MONTESSORI INC";"129 NORTH PLEASANT STREET";"CDC-16315";8/1/2021;7/31/2024;"PRESCOTT";"YAVAPAI";"(928)771-8785";"(   )   -";59;"CDC16315";-112.464448;34.542948;40250009004069;"C11";"AZ";"N/A";"18";"LICENSED";"LICENSED";"LICENSED";"cedartreemontessori@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85016";"CHABAD ALEPH BET PRESCHOOL";"2110 EAST LINCOLN DRIVE";"CDC-10971";10/1/2021;9/30/2024;"PHOENIX";"MARICOPA";"(602)944-2580";"(602)916-0999";85;"CDC10971";-112.036424;33.538493;40131051022026;"C11";"AZ";"N/A";"7";"LICENSED";"LICENSED";"LICENSED";"mussie@alephbetaz.com"
3/1/2022;"CHILD CARE CENTER";"85032";"CHAI CHILDHOOD CENTER";"4645 EAST MARILYN ROAD";"CDC-10891";9/1/2021;8/31/2024;"PHOENIX";"MARICOPA";"(602)923-3619";"(602)971-5909";137;"CDC10891";-111.980401;33.620542;40131032112017;"C11";"AZ";"16";"25";"LICENSED";"LICENSED";"N/A";"jknight@templechai.com"
3/1/2022;"CHILD CARE CENTER";"85308";"CHALLENGE CHARTER SCHOOL";"5801 WEST GREENBRIAR DRIVE";"CDC-10209";12/1/2020;11/30/2023;"GLENDALE";"MARICOPA";"(602)938-5411";"(602)938-5393";116;"CDC10209";-112.183936;33.642817;40136180003011;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"scalderon@challengecharterschool.net"
3/1/2022;"CHILD CARE CENTER";"85143";"CHAMPION - SAN TAN VALLEY";"1846 EAST BELLA VISTA ROAD";"CDC-18158";4/1/2021;3/31/2024;"SAN TAN VALLEY";"PINAL";"(480)765-2223";"(   )   -";59;"CDC18158";-111.547461;33.161936;40210002103002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"llewis@championschool.org"
3/1/2022;"CHILD CARE CENTER";"85225";"CHAMPION CHANDLER PRESCHOOL";"250 SOUTH MCQUEEN ROAD";"CDC-17487";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)664-3379";"(480)656-6445";59;"CDC17487";-111.824447;33.299718;40135231022010;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"mpfremmer@championsschools.org"
3/1/2022;"CHILD CARE CENTER";"85042";"CHAMPION SCHOOLS - SOUTH MOUNTAIN";"7900 SOUTH JESSE OWENS PARKWAY";"CDC-17872";7/1/2020;6/30/2023;"PHOENIX";"MARICOPA";"(602)341-6527";"(602)341-6529";45;"CDC17872";-112.06929;33.375237;40131167023001;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sruiz@championschools.org"
3/1/2022;"CHILD CARE CENTER";"85226";"CHANDLER JEWISH PRESCHOOL & KINDERGARTEN";"875 NORTH MCCLINTOCK DRIVE";"CDC-16683";8/1/2019;7/31/2022;"CHANDLER";"MARICOPA";"(480)855-4333";"(   )   -";96;"CDC16683";-111.910924;33.317972;40138107001016;"C11";"AZ";"N/A";"18";"LICENSED";"LICENSED";"N/A";"info@chabadcenter.com"
3/1/2022;"CHILD CARE CENTER";"85226";"CHANDLER LEARNING ACADEMY";"5792 WEST OAKLAND STREET";"CDC-18014";8/24/2021;7/31/2023;"CHANDLER";"MARICOPA";"(480)264-6348";"(480)264-7391";107;"CDC18014";-111.940178;33.31008;40138105002003;"C11";"AZ";"5";"10";"LICENSED";"LICENSED";"LICENSED";"chandlerlearning@hotmail.com"
3/1/2022;"CHILD CARE CENTER";"85254";"CHAPARRAL CHRISTIAN SCHOOL";"6451 EAST SHEA BOULEVARD";"CDC-4484";7/1/2021;6/30/2024;"SCOTTSDALE";"MARICOPA";"(480)991-6440";"(480)991-2529";145;"CDC4484";-111.940731;33.581892;40132168301006;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"ccpk@chaparral.org"
3/1/2022;"CHILD CARE CENTER";"85378";"CHICANOS POR LA CAUSA - DYSART MIGRANT & SEASONAL HEAD START";"15815 NORTH DESERT SAGE";"CDC-9007";11/1/2021;10/31/2024;"SURPRISE";"MARICOPA";"(623)972-7801";"(623)972-7814";113;"CDC9007";-112.334883;33.627899;40130608011005;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"N/A";"aneyka.montoyai@cplc.org"
3/1/2022;"CHILD CARE CENTER";"85004";"CHICANOS POR LA CAUSA - PHOENIX EARLY HEAD START";"1402 SOUTH CENTRAL AVENUE";"CDC-10099";11/1/2020;10/31/2023;"PHOENIX";"MARICOPA";"(602)716-0156";"(602)716-0164";48;"CDC10099";-112.07392;33.433976;40131149002016;"C11";"AZ";"N/A";"48";"LICENSED";"LICENSED";"N/A";"marijo.salazar@cplc.org"
3/1/2022;"CHILD CARE CENTER";"85009";"CHICANOS POR LA CAUSA INC/ MURPHY E.C.D.";"3140 WEST BUCKEYE ROAD";"CDC-15354";5/1/2022;4/30/2025;"PHOENIX";"MARICOPA";"(602)716-0156";"(602)353-5401";16;"CDC15354";-112.128976;33.437052;40131145003007;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"N/A";"marijo.salazar@cplc.org"
3/1/2022;"CHILD CARE CENTER";"85008";"CHILD CRISIS ARIZONA EARLY EDUCATION SERVICES";"402 NORTH 24TH STREET";"CDC-8249";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)889-6165";"(602)889-6173";152;"CDC8249";-112.030328;33.453108;40131133003012;"C11";"AZ";"N/A";"59";"LICENSED";"LICENSED";"N/A";"kristin.andrew@childcrisisaz.org"
3/1/2022;"CHILD CARE CENTER";"85201";"CHILD CRISIS ARIZONA EARLY EDUCATION SERVICES-MESA";"817 NORTH COUNTRY CLUB DRIVE";"CDC-17844";3/1/2020;2/28/2023;"MESA";"MARICOPA";"(480)304-9501";"(480)304-9492";110;"CDC17844";-111.839727;33.429919;40134210012007;"C11";"AZ";"N/A";"72";"LICENSED";"LICENSED";"N/A";"kristin.andrew@childcrisisaz.org"
3/1/2022;"CHILD CARE CENTER";"85326";"CHILD ENRICHMENT CENTER";"405 NORTH 3RD STREET";"CDC-1407";6/1/2020;5/31/2023;"BUCKEYE";"MARICOPA";"(623)386-5820";"(   )   -";35;"CDC1407";-112.588069;33.373155;40130507021061;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"farmanfire@aol.com"
3/1/2022;"CHILD CARE CENTER";"85287";"CHILD STUDY LAB - PSYCHOLOGY DEPARTMENT - ASU";"950 SOUTH MCALLISTER STREET";"CDC-0854";5/1/2019;4/30/2022;"TEMPE";"MARICOPA";"(480)965-5320";"(480)965-8544";54;"CDC0854";-111.92957772;33.42011089;40133190004006;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"anne.kupfer@asu.edu"
3/1/2022;"CHILD CARE CENTER";"85048";"CHILDREN OF HOPE CHILD DEVELOPMENT CENTER";"2601 EAST THUNDERHILL PLACE";"CDC-13476";6/1/2019;5/31/2022;"PHOENIX";"MARICOPA";"(480)759-1515";"(480)759-1436";59;"CDC13476";-112.029205;33.308557;40131167291000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"childrenofhope@myesperanza.org"
3/1/2022;"CHILD CARE CENTER";"85745";"CHILDREN'S ACHIEVEMENT CENTER";"330 NORTH COMMERCE PARK LOOP";"CDC-8494";6/1/2021;5/31/2024;"TUCSON";"PIMA";"(520)325-6495";"(   )   -";86;"CDC8494";-110.983;32.224965;40190002001007;"C11";"AZ";"16";"32";"N/A";"N/A";"N/A";"andreaacosta@blake.easterseals.com"
3/1/2022;"CHILD CARE CENTER";"85009";"CHILDREN'S CAMPUS";"2830 NORTH 43RD AVENUE";"CDC-1247";7/1/2020;6/30/2023;"PHOENIX";"MARICOPA";"(602)233-2218";"(602)233-1715";116;"CDC1247";-112.151846;33.479447;40131123024001;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"LICENSED";"ccthomas2830@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85254";"CHILDREN'S CHOICE - SEQUOYA ELEMENTARY";"11808 NORTH 64TH STREET";"CDC-10425";5/1/2021;4/30/2024;"SCOTTSDALE";"MARICOPA";"(480)484-3200";"(480)484-3201";117;"CDC10425";-111.943482;33.593287;40132168311010;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"phutchinson@susdgapps.org"
3/1/2022;"CHILD CARE CENTER";"85051";"CHILDREN'S COUNTRY CLUB";"8935 NORTH 35TH AVENUE";"CDC-14124";7/1/2020;6/30/2023;"PHOENIX";"MARICOPA";"(602)973-7631";"(602)973-9465";111;"CDC14124";-112.134091;33.566624;40131056022000;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"LICENSED";"jasonblutter@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85364";"CHILDREN'S DAY CARE CENTER";"1701 SOUTH AVENUE  B SUITE 101-103";"CDC-16369";8/1/2021;7/31/2024;"YUMA";"YUMA";"(928)276-4862";"(   )   -";82;"CDC16369";-114.650287;32.697038;40270009011016;"C11";"AZ";"13";"15";"LICENSED";"LICENSED";"LICENSED";"childrens20011@hotmail.com"
3/1/2022;"CHILD CARE CENTER";"85339";"CHILDREN'S LEARNING ADVENTURE CHILDCARE CENTER";"7616 SOUTH 55TH AVENUE";"CDC-14185";8/1/2020;7/31/2023;"LAVEEN";"MARICOPA";"(602)237-1317";"(602)237-3544";368;"CDC14185";-112.176875;33.376888;40131166091004;"C11";"AZ";"23";"40";"LICENSED";"LICENSED";"LICENSED";"csodja@childrenslearningadventure.com"
3/1/2022;"CHILD CARE CENTER";"85239";"CHILDREN'S LEARNING ADVENTURE CHILDCARE CENTER";"20600 NORTH JOHN WAYNE PKWY";"CDC-14193";8/1/2020;7/31/2023;"MARICOPA";"PINAL";"(520)568-2300";"(520)568-8557";577;"CDC14193";-112.047773;33.06589;40210017031012;"C11";"AZ";"20";"49";"LICENSED";"LICENSED";"LICENSED";"csodja@childrenslearningadventure.com"
3/1/2022;"CHILD CARE CENTER";"85741";"CHILDREN'S LEARNING ADVENTURE CHILDCARE CENTER";"2190 W RIVER ROAD";"CDC-14288";9/1/2020;8/31/2023;"TUCSON";"PIMA";"(520)888-2377";"(   )   -";419;"CDC14288";-111.013917;32.305419;40190046101012;"C11";"AZ";"25";"39";"LICENSED";"LICENSED";"LICENSED";"csodja@childrenslearningadventure.com"
3/1/2022;"CHILD CARE CENTER";"85706";"CHILDREN'S LEARNING ADVENTURE CHILDCARE CENTER";"3690 EAST HEMISPHERE LOOP";"CDC-14945";11/1/2021;10/31/2024;"TUCSON";"PIMA";"(520)573-7760";"(520)573-7759";593;"CDC14945";-110.913656;32.135166;40190041151031;"C11";"AZ";"20";"49";"LICENSED";"LICENSED";"LICENSED";"csodja@childrenslearningadventure.com"
3/1/2022;"CHILD CARE CENTER";"85254";"CHILDREN'S LEARNING ADVENTURE CHILDCARE CENTER";"14775 NORTH SCOTTSDALE ROAD";"CDC-16284";8/1/2021;7/31/2024;"SCOTTSDALE";"MARICOPA";"(480)646-8999";"(602)707-6996";449;"CDC16284";-111.92548;33.620014;40132168161047;"C11";"AZ";"22";"39";"LICENSED";"LICENSED";"LICENSED";"csodja@childrenslearningadventure.com"
3/1/2022;"CHILD CARE CENTER";"85014";"CHILDREN'S PLACE LEARNING CENTER";"4541 NORTH 7TH STREET";"CDC-17201";5/1/2021;4/30/2024;"PHOENIX";"MARICOPA";"(602)368-8000";"(602)368-8000";59;"CDC17201";-112.064861;33.502963;40131086023004;"C11";"AZ";"5";"5";"LICENSED";"LICENSED";"LICENSED";"carefuntime@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85023";"CHILDREN'S PLAYHOUSE PRESCHOOL";"1940 WEST GREENWAY ROAD";"CDC-8382";7/1/2020;6/30/2023;"PHOENIX";"MARICOPA";"(602)588-7721";"(602)993-0071";96;"CDC8382";-112.101904;33.625679;40131036081030;"C11";"AZ";"11";"9";"LICENSED";"LICENSED";"LICENSED";"inshala01@aol.com"
3/1/2022;"CHILD CARE CENTER";"85209";"CHILDREN'S SAFARI LEARNING CENTER L L C";"7307 EAST HAMPTON AVENUE STE 103";"CDC-13554";10/1/2019;9/30/2022;"MESA";"MARICOPA";"(480)621-4031";"(480)621-4035";110;"CDC13554";-111.674099;33.389226;40134226331005;"C11";"AZ";"16";"20";"LICENSED";"LICENSED";"N/A";"admin@azchildrenssafari.com"
3/1/2022;"CHILD CARE CENTER";"85301";"CHILDRENS LEARNING CENTER OF VINEYARD";"6422 NORTH 65TH DRIVE";"CDC-16900";10/1/2020;9/30/2023;"GLENDALE";"MARICOPA";"(623)322-8483";"(   )   -";18;"CDC16900";-112.200322;33.530358;40130928021006;"C11";"AZ";"N/A";"9";"LICENSED";"LICENSED";"LICENSED";"selinai1@aol.com"
3/1/2022;"CHILD CARE CENTER";"85635";"CHILDTIME CHILD CARE";"1299 NORTH 7TH STREET";"CDC-1106";8/1/2019;7/31/2022;"SIERRA VISTA";"COCHISE";"(520)459-2909";"(520)459-5463";109;"CDC1106";-110.291129;31.56815;40030016011002;"C11";"AZ";"10";"20";"LICENSED";"LICENSED";"LICENSED";"1433@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85044";"CHILDTIME CHILDCARE";"5050 EAST WARNER ROAD";"CDC-1220";1/1/2022;12/31/2025;"PHOENIX";"MARICOPA";"(480)893-3330";"(480)833-7275";114;"CDC1220";-111.977447;33.333915;40131167082012;"C11";"AZ";"N/A";"25";"LICENSED";"LICENSED";"LICENSED";"1414@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85741";"CHILDTIME CHILDCARE";"7090 NORTH THORNYDALE";"CDC-1627";11/1/2019;10/31/2022;"TUCSON";"PIMA";"(520)744-9500";"(520)744-1952";123;"CDC1627";-111.046563;32.335576;40190046131004;"C11";"AZ";"10";"22";"LICENSED";"LICENSED";"LICENSED";"1413@childtime.com"
3/1/2022;"CHILD CARE CENTER";"86001";"CHILDTIME CHILDCARE";"109 EAST OAK AVENUE";"CDC-6624";9/1/2020;8/31/2023;"FLAGSTAFF";"COCONINO";"(928)773-1181";"(928)214-9763";116;"CDC6624";-111.64099;35.211975;40050002001051;"C11";"AZ";"11";"25";"LICENSED";"LICENSED";"LICENSED";"1460@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85203";"CHILDTIME CHILDREN'S CENTER";"1111 NORTH HORNE";"CDC-1398";5/1/2020;4/30/2023;"MESA";"MARICOPA";"(480)833-4481";"(480)833-9800";118;"CDC1398";-111.813816;33.434861;40134209011004;"C11";"AZ";"11";"22";"LICENSED";"LICENSED";"LICENSED";"jkaddi@learningcaregrouphome.com"
3/1/2022;"CHILD CARE CENTER";"85205";"CHILDTIME CHILDREN'S CENTER";"5154 EAST ADOBE STREET";"CDC-6088";10/1/2020;9/30/2023;"MESA";"MARICOPA";"(480)830-6755";"(480)830-2760";162;"CDC6088";-111.719619;33.430246;40134202083028;"C11";"AZ";"11";"15";"LICENSED";"LICENSED";"LICENSED";"phausenfluck@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85224";"CHILDTIME CHILDREN'S CENTER";"350 NORTH PENNINGTON DRIVE";"CDC-7010";5/1/2021;4/30/2024;"CHANDLER";"MARICOPA";"(480)732-0100";"(480)732-7454";168;"CDC7010";-111.872202;33.307685;40135230064013;"C11";"AZ";"15";"29";"LICENSED";"LICENSED";"LICENSED";"1435@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85053";"CHILDTIME CHILDREN'S CENTER";"3011 WEST BELL ROAD";"CDC-8443";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)866-7239";"(602)942-6172";133;"CDC8443";-112.123476;33.639555;40131042071000;"C11";"AZ";"12";"23";"LICENSED";"LICENSED";"LICENSED";"1408@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85750";"CHILDTIME CHILDREN'S CENTER #1";"5675 EAST RIVER";"CDC-7014";7/1/2021;6/30/2024;"TUCSON";"PIMA";"(520)615-3300";"(520)615-3365";168;"CDC7014";-110.873262;32.273571;40190047213002;"C11";"AZ";"15";"13";"LICENSED";"LICENSED";"LICENSED";"1450@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85020";"CHILDTIME CHILDREN'S CENTER/CHILDTIME CHILDCARE";"1212 EAST GLENDALE AVENUE";"CDC-0590";6/1/2021;5/31/2024;"PHOENIX";"MARICOPA";"(602)943-4196";"(602)943-1761";110;"CDC0590";-112.055195;33.538382;40131063002018;"C11";"AZ";"15";"18";"LICENSED";"LICENSED";"LICENSED";"emendez2@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85748";"CHILDTIME LEARNING CENTERS";"1120 SOUTH HARRISON ROAD";"CDC-1720";9/1/2020;8/31/2023;"TUCSON";"PIMA";"(520)722-2224";"(520)722-2470";116;"CDC1720";-110.789981;32.207378;40190040492013;"C11";"AZ";"10";"20";"LICENSED";"LICENSED";"LICENSED";"1421@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85234";"CHILDTIME LEARNING CENTERS";"3319 EAST BASELINE ROAD";"CDC-5991";7/1/2020;6/30/2023;"GILBERT";"MARICOPA";"(480)497-2855";"(480)497-4641";150;"CDC5991";-111.761068;33.378925;40134225061003;"C11";"AZ";"12";"58";"LICENSED";"LICENSED";"LICENSED";"Jlegg@childtime.com"
3/1/2022;"CHILD CARE CENTER";"85015";"CHRIS-TOWN Y M C A";"5517 NORTH 17TH AVENUE";"CDC-7609";5/1/2019;4/30/2022;"PHOENIX";"MARICOPA";"(602)242-7717";"(602)242-6791";165;"CDC7609";-112.095412;33.517057;40131074003002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kimberly.hernandez@vosymca.org"
3/1/2022;"CHILD CARE CENTER";"85253";"CHRIST CHURCH SCHOOL";"4015 EAST LINCOLN DRIVE";"CDC-10528";8/1/2021;7/31/2024;"PARADISE VALLEY";"MARICOPA";"(602)381-9906";"(602)840-4472";134;"CDC10528";-111.994128;33.531664;40131051033008;"C11";"AZ";"N/A";"10";"LICENSED";"LICENSED";"N/A";"headofschool@ccsaz.org"
3/1/2022;"CHILD CARE CENTER";"85018";"CHRIST LUTHERAN PRESCHOOL";"3901 EAST INDIAN SCHOOL ROAD";"CDC-2021";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)957-7010";"(602)955-8073";96;"CDC2021";-111.997389;33.49499;40131109022000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"kwalton@cclphoenix.org"
3/1/2022;"CHILD CARE CENTER";"85641";"CHRIST LUTHERAN VAIL CHURCH EARLY CARE AND EDUCATION";"14600 EAST COLOSSAL CAVE ROAD";"CDC-16751";11/1/2019;10/31/2022;"VAIL";"PIMA";"(520)468-7075";"(520)844-1092";56;"CDC16751";-110.682758;32.054141;40190040611145;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"children@christlutheranvail.org"
3/1/2022;"CHILD CARE CENTER";"85204";"CHRIST THE KING CATHOLIC SCHOOL";"1551 EAST DANA AVENUE";"CDC-14744";7/1/2021;6/30/2024;"MESA";"MARICOPA";"(480)844-4480";"(480)844-4498";23;"CDC14744";-111.797733;33.412354;40134216021014;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"magnes@ctk-catholicschool.org"
3/1/2022;"CHILD CARE CENTER";"85234";"CHRIST'S GREENFIELD LUTHERAN PRESCHOOL";"425 NORTH GREENFIELD ROAD";"CDC-1550";1/1/2022;12/31/2024;"GILBERT";"MARICOPA";"(480)892-8314";"(480)503-0437";305;"CDC1550";-111.738497;33.358996;40134226061031;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";" tspicer@cglschool.org"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - BALES ELEMENTARY";"24500 WEST MARICOPA";"CDC-12918";8/1/2021;7/31/2024;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6356";33;"CDC12918";-112.57;33.38;40130507012059;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - INCA ELEMENTARY";"23601 WEST DURANGO STREET";"CDC-15085";8/1/2021;7/31/2024;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6356";165;"CDC15085";-112.558685;33.428343;40130506082000;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - JASINSKI ELEMENTARY";"4280 SOUTH 246TH AVE";"CDC-13505";8/1/2019;7/31/2022;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6356";59;"CDC13505";-112.580702;33.407839;40130506074000;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - JOHN S. MCCAIN III ELEMENTARY SCHOOL";"3170 SOUTH 247TH AVENUE";"CDC-19113";10/18/2021;9/30/2024;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6355";59;"CDC19113";-112.582461;33.426969;40130506082052;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - MARIONNEAUX ELEMENTARY";"24155 WEST ROESER";"CDC-18015";8/1/2020;7/31/2023;"BUCKEYE";"MARICOPA";"(623)349-6350";"(   )   -";59;"CDC18015";-112.565988;33.399126;40130506111067;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85326";"CITY OF BUCKEYE - SUNDANCE ELEMENTARY";"23800 WEST HADLEY ROAD";"CDC-12651";5/1/2021;4/30/2024;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6356";200;"CDC12651";-112.56311;33.437841;40130506081000;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"clancaster@buckeyeaz.gov"
3/1/2022;"CHILD CARE CENTER";"85396";"CITY OF BUCKEYE - TARTESSO ELEMENTARY";"29677 WEST INDIANOLA AVENUE";"CDC-18674";8/5/2019;7/31/2022;"BUCKEYE";"MARICOPA";"(623)349-6350";"(623)349-6355";59;"CDC18674";-112.688234;33.491551;40130506052045;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"mgomez@buckeyeaz.gov"
