"License No";"Name";"Address";"County";"City";"Zip";"Phone Number";"Type";"Capacity";"Status";"Services";"Age Group Served";"Months Of Operation";"Days & Hours Of Operation";"MDHS Subsidy";"Note"
"25CDIHE-3301";"EDWARDS HEAD START CENTER";"105 WILLIAMSON AVE";"HINDS";"EDWARDS";39066;"601-852-4771";"Center based Child Care Facility";100;"ACTIVE (04/01/2023 - 03/31/2024)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov";"Monday-Friday 07:30 AM To 04:00 PM";"No";
"25CFRFA-3516";"EMMANUEL CHILD CARE CENTER";"1109 COOPER RD";"HINDS";"JACKSON";39212;"601-371-2728";"Center based Child Care Facility";390;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CDIH-0879";"EULANDER P. KENDRICK HEAD START CENTER";"642 MORGAN DR";"HINDS";"TERRY";39170;"601-878-5232";"Center based Child Care Facility";60;"ACTIVE (04/01/2023 - 03/31/2024)";"Head Start";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 03:30 PM";"No";
"25CDPSA-4657";"FAITH ACADEMY AFTER SCHOOL";"6119 HIGHWAY 80 W";"HINDS";"JACKSON";39209;"601-922-6292";"Center based Child Care Facility";80;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 05:30 PM";"Yes";
"25CDPF-3619";"FAITH ACADEMY OF JACKSON, INC.";"5835 HIGHWAY 80 W";"HINDS";"JACKSON";39209;"601-922-6292";"Center based Child Care Facility";80;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"UnLicensed";"FELEICA WILSON";"5543 WILLIAMS DR";"HINDS";"JACKSON";39209;"601-918-6528";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"25CFRFA-0097";"FIRST BAPTIST CHURCH OF BYRAM K/DAYCARE";"7541 S SIWELL RD";"HINDS";"BYRAM";39272;"601-372-3400";"Center based Child Care Facility";212;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"No";
"25CDRM-0472";"FIRST BAPTIST WEEKDAY PRESCHOOL";"100 E COLLEGE ST";"HINDS";"CLINTON";39056;"601-926-9118";"Center based Child Care Facility";62;"ACTIVE (04/01/2023 - 03/31/2024)";"Half Day Morning";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:30 AM To 11:30 AM";"No";
"25CDRF-5110";"FIRST PRESBYTERIAN DAY SCHOOL NURSERY";"1390 N STATE ST";"HINDS";"JACKSON";39202;"601-355-1731";"Center based Child Care Facility";60;"ACTIVE (09/01/2023 - 08/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:15 AM To 06:00 PM";"No";
"25CDPFA-7595";"FIRST STEP TO LEARNING DAYCARE";"5727 COUNTY CORK RD";"HINDS";"JACKSON";39206;"601-665-4673";"Center based Child Care Facility";74;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"25CERSMA-1770";"FIRST UMC PRESCHOOL & AFTER-SCHOOL";"100 MOUNT SALUS RD";"HINDS";"CLINTON";39056;"601-924-9961";"Center based Child Care Facility";139;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Half Day Morning, Summer Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:15 AM To 05:30 PM";"Yes";
"25CDPFA-6909";"FOUNDATION FIRST DEVELOPMENT CENTER LLC";"3878 TERRY RD";"HINDS";"JACKSON";39212;"601-487-8034";"Center based Child Care Facility";81;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"25CEPSNA-7427";"FOUNDATION FIRST KIDZONE";"3505 TERRY RD";"HINDS";"JACKSON";39212;"601-624-1410";"Center based Child Care Facility";120;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Half Day Afternoon, Summer Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:30 PM To 05:30 PM";"Yes";
"25CDPF-7626";"FOUNDATIONS";"4120 OLD CANTON RD";"HINDS";"JACKSON";39216;"601-966-0539";"Center based Child Care Facility";90;"ACTIVE (04/01/2023 - 03/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"25CDGF-1176";"FREDDIE J. JACKSON CHILD CARE CENTER";"34175 HIGHWAY 18";"HINDS";"UTICA";39175;"601-885-7063";"Center based Child Care Facility";60;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"Yes";
"25CFPSWA-1973";"FUNTIME AFTERSCHOOL OF CLINTON, INC.";"931 HIGHWAY 80 E";"HINDS";"CLINTON";39056;"601-924-6500";"Center based Child Care Facility";200;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 06:00 PM";"Yes";
"25CFPFW-5252";"FUNTIME PRE-SCHOOL";"400 CLINTON PKWY";"HINDS";"CLINTON";39056;"601-925-5437";"Center based Child Care Facility";198;"ACTIVE (06/01/2023 - 05/31/2024)";"Full Day, Special Needs,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 06:00 PM";"Yes";
"25CERF-1207";"GALLOWAY CHILDREN'S CTR.";"305 N CONGRESS ST";"HINDS";"JACKSON";39201;"601-360-1792";"Center based Child Care Facility";104;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 06:00 PM";"No";
"Y-0010";"GARAYWA CAMP & CONFERENCE CTR";"312 CAMP GARAYWA RD";"HINDS";"CLINTON";39056;"601-924-7034";"Youth Camp";252;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:57 AM To 05:58 AM";"No";
"25CFRFSWA-6623";"GBTC CHILD CARE AND AFTER SCHOOL PROGRAM";"1411 ROBINSON ST";"HINDS";"JACKSON";39203;"662-845-4282";"Center based Child Care Facility";219;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"Yes";
"25CEPSA-5598";"GENESIS AND LIGHT CENTER";"4914 N STATE ST";"HINDS";"JACKSON";39206;"601-362-6736";"Center based Child Care Facility";120;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"Yes";
"25CEIH-0006";"GERTRUDE E. ELLIS HEAD START CENTER";"7293 GARY RD";"HINDS";"BYRAM";39272;"601-371-1704";"Center based Child Care Facility";149;"ACTIVE (04/01/2023 - 03/31/2024)";"Head Start";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 03:30 PM";"No";
"UnLicensed";"GERTRUDE MCDONALD";"5 RIVERVIEW CV";"HINDS";"BYRAM";39272;"601-212-7194";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"25CDPFA-5710";"GLOBAL CONNECTION LEARNING CENTER";"350 W WOODROW WILSON AVE STE 432";"HINDS";"JACKSON";39213;"601-331-4924";"Center based Child Care Facility";69;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"25CBPFHW-7747";"GMBH ACADEMY LLC";"820 COOPER RD STE L";"HINDS";"JACKSON";39212;"601-345-9381";"Center based Child Care Facility";30;"ACTIVE (03/01/2023 - 02/28/2024)";"Full Day, Head Start, Special Needs,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:00 PM";"Yes";
"25CCPFA-6652";"GOLDEN CHILD LEARNING CENTER";"1155 HAIR STREET";"HINDS";"JACKSON";39204;"601-203-2969";"Center based Child Care Facility";49;"ACTIVE (07/11/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"Yes";
"25CERSA-7805";"GRACE ACADEMY";"665 CLAIBORNE AVE";"HINDS";"JACKSON";39209;"601-946-1582";"Center based Child Care Facility";135;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 05:00 PM";"Yes";
"25CCPFSMWNOA-7584";"GRANN""E""LEARNING CENTER";"4758 MCWILLIE DR";"HINDS";"JACKSON";39206;"601-500-2749";"Center based Child Care Facility";34;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day, Half Day Morning, Half Day Afternoon, Half Day Morning & Afternoon, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CCPFSWA-7551";"GRANNIE'S QUALITY DAYCARE/PRESCHOOL/AFTERCARE";"4085 NORTHVIEW DR";"HINDS";"JACKSON";39206;"769-798-1278";"Center based Child Care Facility";50;"PENDING-INSPECTION (02/01/2023 - 01/31/2024)";"School Age After School, Full Day, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"25CCPFA-1250";"GREENWAY INFANT DEVELOPMENT CENTER";"1633 RAYMOND RD";"HINDS";"JACKSON";39204;"601-373-4889";"Center based Child Care Facility";43;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"25CDGS-3077";"GROVE PARK COMMUNITY CENTER";"4126 PARKWAY AVE";"HINDS";"JACKSON";39213;"601-960-1807";"Center based Child Care Facility";100;"ACTIVE (07/01/2023 - 06/30/2024)";"Summer Day";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:15 AM To 05:30 PM";"No";
"25CDRFA-1404";"HANGING MOSS PRESCHOOL";"5225 HANGING MOSS RD";"HINDS";"JACKSON";39206;"601-366-8762";"Center based Child Care Facility";73;"PENDING-INSPECTION (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CBPFSMXWNOAJ-5306";"HELPING HANDS OUTREACH SERVICES";"3120 UTICA AVE";"HINDS";"JACKSON";39209;"769-208-3588";"Center based Child Care Facility";30;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day, Hourly Care (Only), Half Day Morning, Half Day Afternoon, Half Day Morning & Afternoon, Summer Day, Special Needs, Other -Ex. teen care parenting";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 01:00 PM To 06:00 PM, Saturday 10:00 AM To 04:00 PM";"Yes";
"25CAGE-7464";"HOLY GHOST EARLY HEAD START CENTER";"1145 CLOISTER ST";"HINDS";"JACKSON";39202;"601-956-3397";"Center based Child Care Facility";12;"ACTIVE (08/01/2023 - 07/31/2024)";"Early Head Start";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:00 PM";"No";
"25CDRFA-2325";"HOLY GHOST LEARNING CENTER";"203 W NORTHSIDE DR";"HINDS";"CLINTON";39056;"601-924-5689";"Center based Child Care Facility";100;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"Yes";
"25CBPFA-6249";"I SEE SUCCESS LEARNING CENTER";"471 ROLAND ST";"HINDS";"JACKSON";39209;"769-524-3640";"Center based Child Care Facility";24;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 11:00 PM";"Yes";
"25CCPFA-7589";"I SEE SUCCESS TOO LEARNING CENTER";"4347 DIXIE DR";"HINDS";"JACKSON";39209;"601-212-4308";"Center based Child Care Facility";50;"PENDING-INSPECTION (12/01/2023 - 11/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 10:30 PM";"Yes";
"25CCPFWA-7750";"IMAGINE ME KIDS ACADEMY";"200 BRIARWOOD WEST DR";"HINDS";"JACKSON";39206;"769-233-6296";"Center based Child Care Facility";36;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 08:00 PM";"Yes";
"25CCPFM-7844";"JACKSON ACADEMY";"4908 RIDGEWOOD RD";"HINDS";"JACKSON";39211;"601-362-9676";"Center based Child Care Facility";59;"ACTIVE (03/07/2023 - 02/29/2024)";"Full Day, Half Day Morning";"2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"25CDPFA-5699";"JACOB'S LADDER CENTER FOR LEARNING";"5753 ANGLE ST";"HINDS";"JACKSON";39206;"601-316-0278";"Center based Child Care Facility";60;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CDPFA-6870";"JACOB'S LADDER CENTER FOR LEARNING II";"5452 N STATE ST";"HINDS";"JACKSON";39206;"769-572-5915";"Center based Child Care Facility";74;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CFPFSA-2542";"JAMBOREE CHILD DEVELOPMENT CENTER";"428 W NORTHSIDE DR";"HINDS";"JACKSON";39206;"601-981-6642";"Center based Child Care Facility";168;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:45 AM To 05:30 PM";"Yes";
"25CDGSA-7896";"JAYNE AVENUE COMMUNITY CENTER";"3615 JAYNE AVE";"HINDS";"JACKSON";39209;"601-960-2164";"Center based Child Care Facility";60;"TEMPORARY (07/14/2023 - 12/31/2023)";"School Age After School, Summer Day";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:15 PM To 05:30 PM";"No";
"25CDPSA-7472";"JC & LIZ YOUTH ENRICHMENT TRANSFORMATION CENTER";"402 SHEPPARD RD";"HINDS";"JACKSON";39206;"601-566-5757";"Center based Child Care Facility";62;"PENDING-INSPECTION (08/01/2023 - 07/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 06:00 PM";"Yes";
"UnLicensed";"JERRY LANDINGHAM";"136 SEWANEE DR";"HINDS";"JACKSON";39209;"601-715-9812";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"25CDPF-6089";"JERRY'S LITTLE LAMBS LEARNING LAB";"5165 GALAXIE DR";"HINDS";"JACKSON";39206;"601-362-6270";"Center based Child Care Facility";60;"ACTIVE (04/01/2023 - 03/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CBPFSNOA-7838";"JESSICA'S LOVE& LEARNING CENTER";"220 DIXON RD";"HINDS";"JACKSON";39209;"769-972-1038";"Center based Child Care Facility";35;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day, Half Day Afternoon, Half Day Morning & Afternoon, Summer Day,Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"25CDPFWA-7849";"JOSHUA GENERATION CENTER, LLC";"962 NORTH ST";"HINDS";"JACKSON";39202;"601-940-7950";"Center based Child Care Facility";59;"ACTIVE (03/09/2023 - 02/29/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CBGF-7824";"JPS CDC CHILD CARE PROGRAM";"2703 FIRST AVE";"HINDS";"JACKSON";39209;"601-960-5322";"Center based Child Care Facility";30;"ACTIVE (11/30/2022 - 10/31/2023)";"Full Day";"3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:00 PM";"No";
"25CFPFWA-4977";"KALEIDOSCOPE OF LEARNING";"335 BYRAM DR";"HINDS";"BYRAM";39272;"601-502-2990";"Center based Child Care Facility";285;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 06:00 PM";"Yes";
"25CCPF-7709";"KID'S 1ST";"3919B HANGING MOSS RD";"HINDS";"JACKSON";39206;"601-238-2503";"Center based Child Care Facility";34;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"25CCPFA-6086";"KID'Z CHRISTIAN ACADEMY";"4623 HANGING MOSS RD";"HINDS";"JACKSON";39206;"601-941-1812";"Center based Child Care Facility";38;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"25CEPFWA-7731";"KIDDIE DEN PRESCHOOL";"2485 W CAPITOL ST";"HINDS";"JACKSON";39209;"769-257-6172";"Center based Child Care Facility";132;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"UnLicensed";"KIDS AND COMPANY";"150 WOODWAY DR APT 119A";"HINDS";"JACKSON";39206;"601-850-1658";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
