"ID";"Severity";"Inspection Type";"Date";"Deficiency Type";"Resolved";"Inspection URL"
10108;"High";"Complaint";"4/11/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/9129/17737_sv_04-11-22.pdf"
10108;"High";"Complaint";"4/7/2022";"Ratios";"Yes";
46736;"High";"Initial Application Follow Up";"6/22/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/15129/l25690_follow-up_06222023.pdf"
46736;"High";"Initial Application Follow Up";"6/22/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/15129/l25690_follow-up_06222023.pdf"
2283;"High";"Annual Review";"12/19/2022";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/11895/l15683_annual_12192022.pdf"
2283;"High";"Annual Review";"12/19/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11895/l15683_annual_12192022.pdf"
2283;"High";"Annual Review";"12/19/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11895/l15683_annual_12192022.pdf"
2283;"Medium";"Annual Review";"12/19/2022";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/11895/l15683_annual_12192022.pdf"
9674;"High";"Complaint";"8/28/2023";"Meal Requirements";"On Site";
9674;"Medium";"Annual Review";"6/28/2023";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/15316/p17651_av_6-28-23.pdf"
9674;"High";"Renewal Application";"9/30/2022";"Staff Health";"Yes";
9674;"Medium";"Renewal Application";"9/28/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/12278/17651_ren_09-28-22.pdf"
9674;"High";"Annual Review Follow Up";"8/4/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/10350/17651_fu_08-4-22.pdf"
9674;"Medium";"Annual Review Follow Up";"8/4/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/10350/17651_fu_08-4-22.pdf"
9674;"High";"Review Follow Up";"4/20/2022";"Direct Supervision";"On Site";
9674;"High";"Complaint Follow Up";"2/8/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7961/17651_comp_2-8-22.pdf"
9674;"Medium";"Complaint";"10/4/2021";"Staff Health";"Yes";
9674;"High";"Complaint";"9/29/2021";"Inspection";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"Medium";"Complaint";"9/29/2021";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"Fire Safety";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Complaint";"9/29/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/6074/17651_comp_09292021.pdf"
9674;"High";"Annual Review";"8/27/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"High";"Annual Review";"8/27/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"High";"Annual Review";"8/27/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"Medium";"Annual Review";"8/27/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"High";"Annual Review";"8/27/2021";"63-13-30 Caregiver requirements";"On Site";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"High";"Annual Review";"8/27/2021";"63-13-40 Background checks for employment";"On Site";"https://www.scchildcare.org/InspectionReports/6429/17651_sv_08272021.pdf"
9674;"Medium";"Renewal Application";"4/29/2021";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/5060/17651_ren_04292021.pdf"
9674;"Medium";"Renewal Application";"4/29/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5060/17651_ren_04292021.pdf"
9674;"Medium";"Renewal Application";"4/29/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/5060/17651_ren_04292021.pdf"
9674;"High";"Renewal Application";"4/29/2021";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/5060/17651_ren_04292021.pdf"
42748;"High";"Annual Review";"1/19/2023";"Direct Supervision";"On Site";
42748;"High";"Annual Review";"1/19/2023";"Ratios";"Yes";
42748;"High";"Annual Review";"1/19/2023";"Staff Health";"Yes";
42748;"High";"Annual Review";"1/17/2023";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/12176/24819-sv-january-17-2023.pdf"
42748;"High";"Complaint";"6/7/2022";"Child Abuse & Neglect";"On Site";"https://www.scchildcare.org/InspectionReports/9005/24819-complaint-june-7-2022.pdf"
42748;"High";"Complaint";"6/7/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/9005/24819-complaint-june-7-2022.pdf"
42748;"High";"Annual Review";"5/3/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/5372/24819-sv-may-3-2021.pdf"
469;"High";"Annual Review";"10/25/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6085/15148-sv-october-25-2021.pdf"
469;"Medium";"Annual Review";"10/25/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6085/15148-sv-october-25-2021.pdf"
469;"High";"Annual Review";"10/25/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6085/15148-sv-october-25-2021.pdf"
11504;"High";"Complaint";"8/8/2023";"Direct Supervision";"On Site";
11504;"High";"Complaint";"8/8/2023";"Ratios";"On Site";
11504;"High";"Complaint";"8/8/2023";"Discipline and Behavior Management";"On Site";
11504;"High";"Renewal Application";"4/28/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/14183/cc11504_ren_04-28-23.pdf"
11504;"Medium";"Renewal Application";"4/28/2023";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/14183/cc11504_ren_04-28-23.pdf"
11504;"High";"Complaint";"2/13/2023";"Discipline and Behavior Management";"Yes";
11504;"High";"Review";"1/4/2023";"Direct Supervision";"Yes";
11504;"High";"Annual Review";"10/18/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/12266/12862_sv_10-18-22.pdf"
185;"High";"Review Follow Up";"8/28/2023";"Direct Supervision";"Pending";
185;"High";"Review Follow Up";"8/28/2023";"Ratios";"Pending";
185;"High";"Review Follow Up";"8/28/2023";"63-13-40 Background checks for employment";"Pending";
185;"High";"Review Follow Up";"7/31/2023";"Direct Supervision";"On Site";
185;"High";"Review Follow Up";"6/19/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14462/12827-follow-up-june-19-2023.pdf"
185;"High";"Review Follow Up";"6/19/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14462/12827-follow-up-june-19-2023.pdf"
185;"High";"Review Follow Up";"6/19/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/14462/12827-follow-up-june-19-2023.pdf"
185;"High";"Review";"5/9/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/13850/12827-follow-up-may-9-2023.pdf"
185;"High";"Review";"5/9/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/13850/12827-follow-up-may-9-2023.pdf"
185;"High";"Review";"5/9/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/13850/12827-follow-up-may-9-2023.pdf"
185;"High";"Complaint";"2/15/2023";"Direct Supervision";"On Site";
185;"High";"Complaint";"2/15/2023";"Direct Supervision";"On Site";
185;"High";"Complaint";"2/15/2023";"Ratios";"On Site";
185;"Medium";"Complaint";"2/15/2023";"Sanitation";"Yes";
185;"Medium";"Complaint";"2/15/2023";"Diapering";"Yes";
185;"High";"Complaint";"2/15/2023";"63-13-40 Background checks for employment";"On Site";
185;"Medium";"Renewal Application";"1/19/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Renewal Application";"1/19/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Renewal Application";"1/19/2023";"Staff Records";"Pending";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Staff Records";"Pending";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Renewal Application";"1/19/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Renewal Application";"1/19/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"Medium";"Renewal Application";"1/19/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Renewal Application";"1/19/2023";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/13481/12827-renewal-january-19-2023.pdf"
185;"High";"Complaint";"10/18/2022";"Inspection";"Yes";"https://www.scchildcare.org/InspectionReports/11092/12827-complaint-october-18-2022.pdf"
185;"High";"Complaint";"10/18/2022";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/11092/12827-complaint-october-18-2022.pdf"
185;"High";"Complaint";"10/18/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/11092/12827-complaint-october-18-2022.pdf"
185;"High";"Complaint";"10/18/2022";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/11092/12827-complaint-october-18-2022.pdf"
185;"High";"Complaint";"8/11/2022";"Direct Supervision";"Yes";
185;"High";"Complaint";"8/11/2022";"Ratios";"Yes";
185;"High";"Annual Review";"5/25/2022";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/8954/12827-sv-and-follow-up-may-25-2022.pdf"
185;"Medium";"Annual Review";"5/25/2022";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/8954/12827-sv-and-follow-up-may-25-2022.pdf"
185;"Medium";"Annual Review";"5/25/2022";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/8954/12827-sv-and-follow-up-may-25-2022.pdf"
185;"High";"Annual Review";"5/25/2022";"Electrical Sources";"Yes";"https://www.scchildcare.org/InspectionReports/8954/12827-sv-and-follow-up-may-25-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Center Definitions";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Inspection";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint";"3/24/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/8953/12827-complaint-march-24-2022.pdf"
185;"High";"Complaint Follow Up";"11/8/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6719/12827-follow-up-november-8-2021.pdf"
185;"Medium";"Complaint Follow Up";"11/8/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6719/12827-follow-up-november-8-2021.pdf"
185;"High";"Complaint";"8/23/2021";"Direct Supervision";"Yes";
185;"High";"Complaint";"8/23/2021";"Direct Supervision";"Yes";
185;"High";"Complaint";"8/23/2021";"Ratios";"Yes";
185;"High";"Annual Review";"7/6/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
185;"High";"Annual Review";"7/6/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
185;"High";"Annual Review";"7/6/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
185;"Medium";"Annual Review";"7/6/2021";"Diapering";"On Site";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
185;"High";"Annual Review";"7/6/2021";"Doors/Landings/Stairs/Handrails/Railings";"On Site";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
185;"High";"Annual Review";"7/6/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/5541/12827-sv-july-6-2021.pdf"
1948;"High";"Complaint";"6/12/2023";"Direct Supervision";"Pending";
1948;"High";"Complaint";"6/12/2023";"Direct Supervision";"On Site";
1948;"High";"Complaint";"9/12/2022";"Direct Supervision";"On Site";
1948;"Medium";"Renewal Application";"11/23/2021";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/7822/l13168_renewal_11232021.pdf"
1948;"Medium";"Renewal Application";"11/23/2021";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/7822/l13168_renewal_11232021.pdf"
1948;"High";"Renewal Application";"11/23/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/7822/l13168_renewal_11232021.pdf"
197;"High";"Complaint";"5/25/2023";"Food Service";"On Site";
197;"High";"Review Follow Up";"12/29/2022";"Direct Supervision";"On Site";
197;"High";"Complaint";"11/24/2022";"Ratios";"Yes";
197;"High";"Complaint";"11/3/2022";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Complaint";"11/3/2022";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/11378/l12943_complaint_11032022_8-33-am.pdf"
197;"High";"Annual Review";"11/2/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"High";"Annual Review";"11/2/2022";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"Medium";"Annual Review";"11/2/2022";"Diapering";"On Site";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"High";"Annual Review";"11/2/2022";"Electrical Sources";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"Medium";"Annual Review";"11/2/2022";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"Medium";"Annual Review";"11/2/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"Medium";"Annual Review";"11/2/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
197;"Medium";"Annual Review";"11/2/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/11827/l12943_annual_11022022.pdf"
