"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
4325;"Violation";"3.7.1.1: The licensee shall develop and maintain a written Emergency Response Plan to respond to a full range of emergencies both natural and man-made. A complete plan shall include how the licensee will address and manage the following situations and responsibilities: * Evacuations or other emergencies such as leaving the premise and lockdown situations; * Specific concerns related to the location of the program, such as proximity to a nuclear reactor, an area prone to flooding or power loss; * Notifying the local authorities of the emergency; * A system for notifying the parents of the emergency; * Notifying the local emergency planning committee regarding the location of the CBCCPP and using the committee as a resource in emergency planning for the program; * A system of identifying the children and staff present at the time of the emergency and maintaining knowledge of their whereabouts; * A system for handling infants, toddlers and children with special needs; * An established evacuation meeting location within walking distance of the CBCCPP; * A system to account for all children and staff at the evacuation meeting place; * A process for relocation if necessary including safe transportation; * A system for shelter in place if the staff and children present need to remain in the CBCCPP for an extended period; and * Staff chain of command and individual staff roles and responsibilities, (if applicable) during emergencies.";"01/09/2020";"02/16/2020";"02/12/2020";"Final"
4325;"Violation";"2.3.9.3: The licensee shall ensure that all staff have met ongoing background check requirements by submitting at least once every five (5) years a Records Check Authorization form to the Division and as required shall submit to fingerprinting.";"01/09/2020";"02/01/2020";"02/11/2020";"Final"
4325;"Violation";"7.1.2: First Aid and CPR Staff who are counted in the staff/child ratios shall obtain training in pediatric first aid and infant and child CPR within six (6) months of beginning work in the CBCCPP and remain currently certified.";"01/09/2020";"02/01/2020";"02/11/2020";"Final"
4325;"Violation";"5.11.6.5: Bottles shall be individually labeled with the infant's name and refrigerated immediately after preparation by staff or upon arrival if prepared by a parent.";"01/09/2020";"02/01/2020";"01/29/2020";"Final"
4325;"Violation";"5.10.1.8: Childhood Lead Poisoning Prevention The licensee shall comply with the requirements of 18 V.S.A. Chapter 38 Vermont Lead Law and shall ensure that Essential Maintenance Practices (EMP) is performed. This includes but is not limited to protecting children from peeling or chipping paint, and dust build up from the friction of moving doors or windows.";"01/09/2020";"01/31/2020";"01/29/2020";"Final"
4325;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment, staff working with children and the program director shall maintain an up- to-date BFIS Quality and Credential Account. Documentation, verification of qualifications and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"01/09/2020";"02/20/2020";"02/20/2020";"Final"
4325;"Violation";"3.4.6.5: Staffing Schedule: A licensee shall maintain a written record of the daily schedule for at least 365 days of all staff including exact days and hours worked and the group of children to whom they are assigned.";"01/09/2020";"02/01/2020";"01/29/2020";"Final"
127001;"Violation";"3.7.2.2: The licensee shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in under three (3) minutes.";"09/12/2019";"09/26/2019";"09/26/2019";"Final"
4486;"Violation";"3.3.3: The FCCP shall establish a system for taking attendance, including documentation of the time when each child arrives and departs each day he/she attends the FCCH. The FCCP shall save all daily attendance records identifying the hours of children s attendance for at least twelve (12) months from the date that care is provided.";"07/07/2022";"07/15/2022";"07/25/2022";"Final"
4486;"Violation";"5.11.1.3: The FCCP shall ensure that menus are planned in advance, dated, and posted so that they are clearly visible to parents. Any changes to the posted menu shall be noted. Menus of meals and snacks for the preceding six (6) weeks shall be kept on file.";"07/07/2022";"07/15/2022";"07/25/2022";"Final"
