"Name";"Last Name";"First Name";"Type Of Care";"Street Address";"City";"ID";"Zip";"Area Code";"Phone";"Age Range";"Accepts ICCP";"Financial Assistance";"Quality Rating";"Health & Safety Check";"Type of Registration";"Website";"Full/Part Time Care";"Environment";"Accreditation";"Meals";"Elementary Schools";"Special Needs";"Languages";"Education";"Age Groups & Rates"
"RUTH ANNS DAYCARE & PRESCHOOL";"EARL";"RUTH ANN";"(FCC)Group Child Care";;"BOISE";358815;83709;208;"870-8447";"2 years to 9 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/1380";"ICCP";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Special Meal Request";"Grace Jordan, HILLCREST";"Developmental Disability";"English";"Some College, other";"<br/>0 - 12 Months : 24.00 Daily FT, 120.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 24.00 Daily FT, 120.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 24.00 Daily FT, 120.00 Weekly FT<br/>5 - 6 Years : 24.00 Daily FT, 120.00 Weekly FT<br/>6 - 12 Years : 24.00 Daily FT, 120.00 Weekly FT"
"SMALL FRYES DAYCARE";"FRYE";"MARCIA";"Family Child Care";;"BOISE";995595;83709;208;"440-0635";"2 months to 5 years";"ICCP";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13630";"ICCP";;"Both";"Smoke Free Facility, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"SILVER SAGE";;"English";"High School Diploma/GED";"<br/>31-60 Months (2.5-5 years) : 550.00 Monthly FT"
"KIDZ INCORPORATED";"HUERTA";"JULIE";"Child Care Center";"3250 SHAMROCK AVE";"BOISE";551303;83713;208;"378-1007";"1 month 2 weeks to 18 years";"ICCP";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/1599";"ICCP";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, USDA Food Program";"FRONTIER, SUMMERWIND, USTICK";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD, Other";"English";"Associate's Degree, Child Related";"<br/>0 - 12 Months : 35.00 Daily FT, 175.00 Weekly FT, 805.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 35.00 Daily FT, 175.00 Weekly FT, 805.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 28.00 Daily FT, 140.00 Weekly FT, 644.00 Monthly FT<br/>5 - 6 Years : 27.00 Daily FT, 135.00 Weekly FT, 621.00 Monthly FT<br/>6 - 12 Years : 18.00 Daily FT, 90.00 Weekly FT, 414.00 Monthly FT"
"CRISTINES DAY CARE";"NAHIMANA";"CRISTINE";"Family Child Care";;"BOISE";599279;83713;208;"805-5473";"2 weeks to 12 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/11063";"ICCP";;"Full-Time";"Smoke Free Facility";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;"Other";"English, Kinyarwanda, Kirundi";"Ask Provider";"<br/>0 - 12 Months : 650.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 650.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 650.00 Monthly FT<br/>5 - 6 Years : 500.00 Monthly FT<br/>6 - 12 Years : 480.00 Monthly FT"
"RUBYS RASCALS";"SCOFIELD";"RUBY";"(FCC)Group Child Care";;"BOISE";325692;83709;208;"577-0044";"6 months to 10 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/10641";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard, Computer for children's use";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner";"DESERT SAGE ELEMENTARY, LAKE HAZEL";;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 400.00 Monthly PT, 800.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 400.00 Monthly PT, 800.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 400.00 Monthly PT, 800.00 Monthly FT<br/>5 - 6 Years : 400.00 Monthly PT, 800.00 Monthly FT<br/>6 - 12 Years : 400.00 Monthly PT, 800.00 Monthly FT"
"DEBRA VANGS DAY CARE (BIG AND LITTLE MIRACLES)";"VANG";"DEBRA";"(FCC)Group Child Care";;"BOISE";360446;83704;208;"322-4302";"1 year to 12 years";"ICCP";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2807";"ICCP";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack, Dinner";"HORIZON, KOELSCH, Morley Nelson Elementary, MOUNTAINVIEW, VALLEY VIEW";"ADHD/ADD";"English";"High School Diploma/GED, Bachelor's Degree, other";"<br/>13-30 Months (1-2.5 years) : 85.00 Weekly PT, 130.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 85.00 Weekly PT, 125.00 Weekly FT<br/>5 - 6 Years : 85.00 Weekly PT, 120.00 Weekly FT, 100.00 Other FT<br/>6 - 12 Years : 85.00 Weekly PT, 115.00 Weekly FT"
"FOOTHILLS SCHOOL OF ARTS AND SCIENCES";"YOUNG";"KATY";"Child Care Center";"618 S 8TH ST";"BOISE";802946;83702;208;"331-9260";"3 years to 4 years";"City Licensed-data collection";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13348";"City Licensed-data collection";;"Full-Time";"Smoke Free Facility";;;;;"English";"Master's Degree, child related";"<br/>31-60 Months (2.5-5 years) : 1100.00 Other PT, 1300.00 Other FT"
"TRAILBLAZERS LEARNING CENTER";"LAWRENCE";"KATHLEEN";"Child Care Center";"12201 W AMITY RD";"BOISE";265025;83709;208;"562-8852";"1 month 2 weeks to 11 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/7989";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"AMITY, LAKE HAZEL, MARY McPHERSON, Pepper Ridge Elementary-Boise, SILVER SAGE, SPAULDING";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"Associate's Degree, Child Related";"<br/>0 - 12 Months : 140.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 140.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 115.00 Weekly FT, 95.00 Monthly FT, 95.00 Other FT<br/>5 - 6 Years : 85.00 Weekly FT<br/>6 - 12 Years : 90.00 Weekly FT"
"CREATIVE DISCOVERIES LEARNING";"LAWRENCE";"JOSEPHINE";"Child Care Center";"1418 S WEIDEMAN AVE";"BOISE";1008221;83709;208;"376-2400";"2 weeks to 11 years 11 months";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13772";"ICCP";;"Both";"Smoke Free Facility, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack";"AMITY, Grace Jordan, HORIZON, MAPLE GROVE, Pepper Ridge Elementary-Boise, SPAULDING";;"English";"Bachelor's Degree, other";"<br/>0 - 12 Months : 37.00 Daily FT, 160.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 33.00 Daily FT, 140.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 28.00 Daily FT, 115.00 Weekly FT<br/>5 - 6 Years : 25.00 Daily FT, 100.00 Weekly FT<br/>6 - 12 Years : 25.00 Daily FT, 100.00 Weekly FT"
"DEBS DAYCARE";"YOUNG";"DEBRA";"(FCC)Group Child Care";;"BOISE";381848;83705;208;"336-8144";"1 month to 12 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2188";"ICCP";;"Both";"Smoke Free Facility, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"MONROE";;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 25.00 Daily FT<br/>13-30 Months (1-2.5 years) : 25.00 Daily FT<br/>31-60 Months (2.5-5 years) : 25.00 Daily FT<br/>5 - 6 Years : 25.00 Daily FT<br/>6 - 12 Years : 25.00 Daily FT"
"EH LA PAWS CHILDCARE";"PAW";"EH LA";"Family Child Care";;"BOISE";808956;83705;208;"350-9734";"7 months to 12 years 11 months";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13489";"ICCP";;"Both";"Smoke Free Facility, No Pets, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner";;;"Karen, Burmese";"Ask Provider";"<br/>0 - 12 Months : 619.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 589.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 555.00 Monthly FT<br/>5 - 6 Years : 506.00 Monthly FT<br/>6 - 12 Years : 488.00 Monthly FT"
"KUDDLE BUGS";"SEVERNS";"BRIDGETTE";"(FCC)Group Child Care";;"BOISE";683226;83705;208;"901-6945";"1 week to 13 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/12375";"ICCP";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner, USDA Food Program, Special Meal Request";"CAMAS, Jefferson-Boise, KOELSCH, MADISON, OWYHEE-Boise, Whitney, WHITTIER";"Developmental Disability, Emotional/Behavioral Disability, ADHD/ADD";"English";"Bachelor's Degree, other";"<br/>0 - 12 Months : 40.00 Daily PT, 100.00 Weekly PT, 153.00 Weekly FT, 400.00 Monthly PT, 610.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 40.00 Daily PT, 90.00 Weekly PT, 143.00 Weekly FT, 360.00 Monthly PT, 570.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 40.00 Daily PT, 85.00 Weekly PT, 138.00 Weekly FT, 340.00 Monthly PT, 550.00 Monthly FT<br/>5 - 6 Years : 40.00 Daily PT, 83.00 Weekly PT, 125.00 Weekly FT, 340.00 Monthly PT, 500.00 Monthly FT<br/>6 - 12 Years : 40.00 Daily PT, 93.00 Weekly PT, 120.00 Weekly FT, 370.00 Monthly PT, 480.00 Monthly FT"
"LEYLO HAMUD CHILDCARE";"HAMUD";"LEYLO";"(FCC)Group Child Care";;"BOISE";1012747;83709;208;"371-5338";"1 week to 6 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13833";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Afternoon Snack, Special Meal Request, Parent to Provide Meals";"Jefferson-Boise, LAKE HAZEL";"Developmental Disability, Emotional/Behavioral Disability";"English, Somali, Arabic";"High School Diploma/GED";"<br/>0 - 12 Months : 600.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 550.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 550.00 Monthly FT<br/>5 - 6 Years : 550.00 Monthly FT<br/>6 - 12 Years : 350.00 Monthly FT"
"ALL ABOUT KIDZZZ";"CRUMP";"TERESA";"(FCC)Group Child Care";;"BOISE";243390;83706;208;"921-0109";"1 week to 10 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2238";"ICCP";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"GARFIELD";;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 22.00 Daily FT, 750.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 20.00 Daily FT, 750.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 20.00 Daily FT, 750.00 Monthly FT<br/>5 - 6 Years : 20.00 Daily FT, 750.00 Monthly FT<br/>6 - 12 Years : 20.00 Daily FT, 750.00 Monthly FT"
"GRANNYS INFANT CARE";"COLE";"TINA";"(FCC)Group Child Care";;"BOISE";325717;83706;208;"345-2850";"1 month to 3 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/5361";"ICCP";;"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, USDA Food Program, Infant Formula Provided";;;"English";"Some College, other";"<br/>0 - 12 Months : 17.00 Daily PT, 17.00 Daily FT, 345.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 17.00 Daily PT, 17.00 Daily FT, 345.00 Monthly FT"
"YMCA - USTICK YS KIDS";"MANZANARES";"NICOLE";"Child Care Center";"12435 W USTICK RD";"BOISE";552658;83713;208;"321-7559";"5 years to 13 years";"ICCP";"Other";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2146";"ICCP";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";"FRONTIER, LEWIS & CLARK, PIONEER, River Valley, SPAULDING, SUMMERWIND, USTICK";;"English, Spanish";;"<br/>5 - 6 Years : 61.00 Daily FT, 66.00 Weekly FT, 75.00 Monthly PT, 106.00 Monthly FT, 174.00 Other FT<br/>6 - 12 Years : 61.00 Daily FT, 66.00 Weekly FT, 75.00 Monthly PT, 106.00 Monthly FT, 174.00 Other FT"
"QUALITY CHILD CARE";"DAW";"KRISTINA";"(FCC)Group Child Care";;"BOISE";248311;83709;208;"322-5190";"2 weeks to 13 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/958";"ICCP";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner, USDA Food Program, Infant Formula Provided";"HORIZON, MAPLE GROVE";"Developmental Disability";"English";"Some College, other";"<br/>0 - 12 Months : 90.00 Weekly PT, 125.00 Weekly FT, 390.00 Monthly PT, 541.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 90.00 Weekly PT, 125.00 Weekly FT, 390.00 Monthly PT, 541.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 80.00 Weekly PT, 115.00 Weekly FT, 346.00 Monthly PT, 498.00 Monthly FT<br/>5 - 6 Years : 80.00 Weekly PT, 115.00 Weekly FT, 346.00 Monthly PT, 498.00 Monthly FT<br/>6 - 12 Years : 80.00 Weekly PT, 115.00 Weekly FT, 346.00 Monthly PT, 498.00 Monthly FT"
"BEAUTIFUL SAVIOR PRESCHOOL";"EDEN";"CHRISTINE";"Child Care Center";"2981 E BOISE AVE";"BOISE";805032;83706;208;"331-3040";"3 years to 5 years";"City Licensed-data collection";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13386";"City Licensed-data collection";;"Part-Time";"Outdoor Play Equipment, Fenced Yard";;"Parent to Provide Meals";;;"English";"Bachelor's Degree, Child Related";"<br/>31-60 Months (2.5-5 years) : 155.00 Monthly PT<br/>5 - 6 Years : 200.00 Monthly PT"
"ANGELAS ANGELS";"ONEILL";"ANGELA";"Family Child Care";;"BOISE";249421;83704;208;"323-2393";"1 month to 12 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2179";"ICCP";;"Both";"Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Smoking Outside Only";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"SUMMERWIND";"Emotional/Behavioral Disability, Infant Monitoring Device, ADHD/ADD";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 300.00 Monthly PT, 500.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 300.00 Monthly PT, 500.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 300.00 Monthly PT, 500.00 Monthly FT<br/>5 - 6 Years : 300.00 Monthly PT, 500.00 Monthly FT<br/>6 - 12 Years : 300.00 Monthly PT, 500.00 Monthly FT"
"ACUARELA LLC";"CORYELL";"MARIA";"(FCC)Group Child Care";;"BOISE";1010822;83702;206;"595-1416";"3 years to 6 years";;"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13814";;"http://www.acuarelachildcare.com";"Both";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack";;"Developmental Disability, Emotional/Behavioral Disability, Hearing Impaired, Visually Impaired";"Spanish";"Bachelor's Degree, Child Related, Bachelor's Degree, other";"<br/>13-30 Months (1-2.5 years) : 45.00 Daily FT<br/>31-60 Months (2.5-5 years) : 45.00 Daily FT<br/>5 - 6 Years : 45.00 Daily FT"
"BOISE RIVER MONTESSORI";"GONZALEZ";"LUCINDA";"Child Care Center";"2211 N 26TH ST";"BOISE";800319;83702;208;"344-6303";"3 years to 6 years";"City Licensed-data collection";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13277";"City Licensed-data collection";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Morning Snack, Afternoon Snack";;;"English";"Bachelor's Degree, Child Related";"<br/>31-60 Months (2.5-5 years) : 636.00 Monthly PT, 880.00 Monthly FT<br/>5 - 6 Years : 636.00 Monthly PT, 880.00 Monthly FT"
"CRYSTAL STOVALL IN HOME CHILDCARE";"STOVALL";"CRYSTAL";"Family Child Care";;"BOISE";418554;83705;208;"917-0107";"8 years";"ICCP";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/4422";"ICCP";;"Both";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack";"HAWTHORNE";;"English";"Some College, other";"<br/>0 - 12 Months : 400.00 Monthly PT, 600.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 400.00 Monthly PT, 600.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 400.00 Monthly PT, 600.00 Monthly FT<br/>5 - 6 Years : 400.00 Monthly PT, 600.00 Monthly FT<br/>6 - 12 Years : 400.00 Monthly PT, 600.00 Monthly FT"
"OVERLAND MONTESSORI";"STREET";"MICHAEL";"Child Care Center";"1461 S WEIDEMAN AVE";"BOISE";344810;83709;208;"322-9092";"3 years to 6 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/8694";"ICCP";"http://www.overlandmontessori.com / www.fivemilemontessori.net";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, ADHD/ADD";"English";"Some College, other";"<br/>31-60 Months (2.5-5 years) : 600.00 Monthly PT, 700.00 Monthly FT<br/>5 - 6 Years : 600.00 Monthly PT, 700.00 Monthly FT"
"KIDLINK LEARNING CENTERS LLC";"MURRAY";"LINDA";"Child Care Center";"13013 W PERSIMMON LN";"BOISE";489987;83713;208;"331-4575";"1 month 2 weeks to 12 years";"ICCP";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/5601";"ICCP";"http://www.kidlinklc.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program";"CECIL D ANDRUS, Discovery Elementary-Meridian, FRONTIER, GATEWAY, Gateway School-Boise, Hunter Elementary, JOPLIN, Paramount Elementary, PIONEER, PROSPECT Elementary-Meridian, River Valley";;"English, Spanish";"High School Diploma/GED, Bachelor's Degree, Child Related, Some College, other";"<br/>0 - 12 Months : 150.00 Weekly PT, 165.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 140.00 Weekly PT, 160.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 130.00 Weekly PT, 155.00 Weekly FT<br/>5 - 6 Years : 100.00 Weekly PT, 110.00 Weekly FT<br/>6 - 12 Years : 78.00 Daily FT, 65.00 Weekly PT, 163.00 Weekly FT"
"APPLE LEARNING CENTER";"PURVIS";"TERESA";"Child Care Center";"2910 APPLE ST";"BOISE";619655;83706;208;"342-5775";"3 weeks to 12 years";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/11153";"ICCP";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Afternoon Snack, Parent to Provide Meals";"GARFIELD, LIBERTY, Riverside, SAGLE, WHITE PINE";;"English";"Some College, other";"<br/>0 - 12 Months : 171.54 Weekly FT, 743.33 Monthly FT<br/>13-30 Months (1-2.5 years) : 166.54 Weekly FT, 721.67 Monthly FT<br/>31-60 Months (2.5-5 years) : 156.53 Weekly FT, 678.33 Monthly FT<br/>5 - 6 Years : 148.38 Weekly FT, 643.00 Monthly FT<br/>6 - 12 Years : 126.92 Weekly FT, 550.00 Monthly FT, 101.50 Other PT, 440.00 Other FT"
"LITTLE TIGERS DAYCARE";"MORRIS";"TAMMY";"Child Care Center";"11911 W USTICK RD";"BOISE";470703;83713;208;"323-7885";"1 year to 12 years 11 months";"ICCP";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/1548";"ICCP";;"Full-Time";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner, USDA Food Program";"PIONEER, USTICK";"Hearing Impaired";"English, German, Sign Language";"High School Diploma/GED";"<br/>0 - 12 Months : 200.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 200.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 175.00 Weekly FT<br/>5 - 6 Years : 150.00 Weekly FT<br/>6 - 12 Years : 10.00 Hourly FT"
