"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
26954;"2020-10-13";"Announced, Annual Inspection";;;;;;;
26954;"2020-02-28";"Unannounced, Annual Inspection";;;;;;;
26954;"2019-11-06";"Announced, Annual Inspection";;;;;;;
26954;"2019-04-02";"Unannounced, Annual Inspection";;;;;;;
26954;"2018-10-30";"Announced, Annual Inspection";;;;;;;
26954;"2018-05-30";"Unannounced, Annual Inspection";;;;;;;
56718;"2020-11-02";"Announced, Annual Inspection";;;;;;;
56718;"2020-06-10";"Unannounced, Annual Inspection";;;;;;;
56718;"2019-12-11";"Announced, Annual Inspection";;;;;;;
56718;"2019-04-12";"Non On-Site Inspection";;;;;;;
56718;"2019-04-12";"Non On-Site Inspection";;;;;;;
56718;"2019-04-02";"Unannounced, Annual Inspection";;;;;;;
56718;"2018-12-07";"Announced, Annual Inspection";;;;;;;
56936;"2021-01-12";"Announced, Annual Inspection";;;;;;;
56936;"2020-06-25";"Non On-Site Inspection";;;;;;;
56936;"2020-06-17";"Unannounced, Annual Inspection";;;;;;;
56936;"2020-01-07";"Non On-Site Inspection";;;;;;;
56936;"2019-12-27";"Non On-Site Inspection";;;;;;;
56936;"2019-12-13";"Announced, Annual Inspection";;"8 - 5) 3) a) - d); Covered Individual without a background check";"Repeat Citation";"High";"2020-01-07";"Correction Verified";"The provider did not comply with the Background Check Requirements rule by having a covered individuals involved with child care before passing the background check. In the facility, a caregiver was involved with the children before CCL notification that the covered individual passed a background check."
56936;"2019-04-18";"Non On-Site Inspection";;;;;;;
56936;"2019-04-10";"Unannounced, Annual Inspection";;;;;;;
56936;"2019-01-18";"Non On-Site Inspection";;;;;;;
56936;"2018-12-18";"Announced, Annual Inspection";;;;;;;
69383;"2020-09-24";"Pre-Inspection";;;;;;;
69383;"2020-09-24";"Pre-Inspection";;;;;;;
41119;"2020-11-24";"Non On-Site Inspection";;;;;;;
41119;"2020-10-20";"Announced, Annual Inspection";;"90-21(8); current rabies vaccinations";"Citation";"Moderate";"2020-11-24";"Correction Verified";"The provider did not comply with the Animals rule by not having proper documentation for the animals. In the facility, two of the dogs' vaccinations for rabies expired on 10/11/2020.  This is a repeat violation."
41119;"2020-07-08";"Follow-Up Inspection";;;;;;;
41119;"2020-06-17";"Unannounced, Annual Inspection";;;;;;;
41119;"2019-10-11";"Follow-Up Inspection";;;;;;;
41119;"2019-09-09";"Announced, Annual Inspection";;;;;;;
41119;"2019-06-17";"Follow-Up Inspection";;;;;;;
41119;"2019-04-30";"Unannounced, Annual Inspection";;;;;;;
41119;"2019-03-22";"Complaint, Investigation Inspection";"03/25/2019";"90-12(5)(a); corporal punishment prohibited";"Citation";"High";"2019-04-30";"Correction Verified";"The provider did not comply with the Child Guidance and Interaction rule by having an inappropriate interaction between the provider and a child. In the facility, the provider used an action, as a form of discipline, which caused discomfort to a child."
41119;"2018-10-30";"Follow-Up Inspection";;;;;;;
41119;"2018-09-26";"Announced, Annual Inspection";;"90-19(15); trampoline - shock absorbing pads";"Citation";"High";"2018-10-30";"Correction Verified";"The provider did not comply with the Play Equipment requirements.  In the outdoor play area, the pads on the trampoline did not completely cover the springs, hooks, and frame."
41119;"2018-09-26";"Announced, Annual Inspection";;"90-19(12)(a)-(c); trampoline with safety net";"Citation";"High";"2018-10-30";"Correction Verified";"The provider did not comply with the Play Equipment requirements.  In the outdoor play area, the accessible trampoline with a net was not three feet from rocks and cement."
41119;"2018-06-11";"Follow-Up Inspection";;;;;;;
41119;"2018-05-17";"Unannounced, Annual Inspection";;;;;;;
71722;"2021-02-12";"Follow-Up Inspection";;;;;;;
71722;"2021-02-01";"Unannounced, Annual Inspection";;"100-9(20); No gaps in or under the fence or barrier";"Citation";"High";"2021-02-12";"Correction Verified";"The provider did not comply with the Facility rule by not ensuring that there were no gaps 5 x 5 inches or greater in or under the fence.  On the playground, there was a gap greater than 5 x 5 inches in the fencing."
71722;"2020-06-11";"Follow-Up Inspection";;;;;;;
71722;"2020-06-01";"Announced, Annual Inspection";;;;;;;
71722;"2019-11-21";"Follow-Up Inspection";;;;;;;
71722;"2019-11-07";"Unannounced, Annual Inspection";;"100-10(4); Two caregivers when more than two infants or toddlers in mixed age group";"Citation";"High";"2019-11-07";"Correction Verified";"The provider did not comply with the Ratios and Group Size rule by not having at least 2 caregivers with a mixed age group that had more than 2 children younger than 24 months of age.  In the toddler room, there was one caregiver in a mixed age group of children that included 3 children younger than 24 months of age."
71722;"2019-07-26";"Pre-Inspection";;;;;;;
38257;"2020-05-29";"Announced, Annual Inspection";;;;;;;
38257;"2019-12-19";"Unannounced, Annual Inspection";;;;;;;
38257;"2019-05-02";"Non On-Site Inspection";;;;;;;
38257;"2019-04-24";"Announced, Annual Inspection";;;;;;;
38257;"2018-09-12";"Unannounced, Annual Inspection";;;;;;;
38257;"2018-04-02";"Announced, Annual Inspection";;;;;;;
78140;"2020-10-22";"Unannounced, Annual Inspection";;;;;;;
78140;"2020-05-27";"DWS Pre-Approval";;;;;;;
27885;"2021-03-10";"Non On-Site Inspection";;;;;;;
27885;"2021-03-08";"Announced, Annual Inspection";;;;;;;
27885;"2020-05-26";"Non On-Site Inspection";;;;;;;
27885;"2020-05-18";"Announced, Annual Inspection";;;;;;;
27885;"2020-02-06";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
27885;"2020-01-08";"Follow-Up Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2020-01-08";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by not knowing the number of children in their care at all times. At the time of the inspection, the provider did not know the number of children in their care."
27885;"2020-01-08";"Follow-Up Inspection";;"90-10(1); ratios";"Citation";"High";"2020-01-08";"Correction Verified";"The provider did not comply with the Ratio and Group size rule by not having at least 1 caregiver for up to 8 children in care, and at least 2 caregivers for 9 to 16 children in care.  At the time of the inspection, there were 20 children with 2 providers."
27885;"2019-12-09";"Unannounced, Annual Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Citation";"Moderate";"2019-12-09";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having empty plastic bags accessible to children younger than 5 years of age. In the kitchen, there was an open box of trash bags in the pantry. This was a repeat rule violation."
27885;"2019-05-10";"Follow-Up Inspection";;;;;;;
27885;"2019-04-09";"Announced, Annual Inspection";;;;;;;
27885;"2018-10-25";"Unannounced, Annual Inspection";;;;;;;
27885;"2018-03-30";"Announced, Annual Inspection";;;;;;;
80110;"2021-03-10";"Announced, Annual Inspection";;;;;;;
80110;"2020-09-09";"Non On-Site Inspection";;;;;;;
80110;"2020-09-08";"Pre-Inspection";;;;;;;
6227;"2021-02-01";"Unannounced, Annual Inspection";;;;;;;
6227;"2020-05-08";"Pre-Inspection";;;;;;;
6227;"2019-11-25";"Follow-Up Inspection";;;;;;;
6227;"2019-10-16";"Unannounced, Annual Inspection";;;;;;;
6227;"2019-05-01";"Announced, Annual Inspection";;;;;;;
6227;"2018-12-12";"Follow-Up Inspection";;;;;;;
6227;"2018-11-29";"Unannounced, Annual Inspection";;"50-11(1)(c); Caregiver knows the number of children in care";"Citation";"High";"2018-11-29";"Correction Verified";"The provider did not comply with the Child Supervision and Security requirements. At the time of the inspection, the provider did not know the number of children in care."
6227;"2018-11-29";"Unannounced, Annual Inspection";;"50-10(1); ratios";"Citation";"High";"2018-12-12";"Correction Verified";"The provider did not comply with the Ratios and requirements. At the time of the inspection, there were 9 children in care with 1 caregiver."
6227;"2018-06-13";"Follow-Up Inspection";;;;;;;
6227;"2018-05-22";"Announced, Annual Inspection";;;;;;;
66843;"2020-03-17";"Announced, Annual Inspection";;;;;;;
66843;"2019-10-02";"Unannounced, Annual Inspection";;;;;;;
66843;"2019-04-01";"DWS Pre-Approval, Follow-Up";;;;;;;
66843;"2019-03-06";"DWS Pre-Approval, Follow-Up";;;;;;;
66843;"2019-03-04";"DWS Pre-Approval, Follow-Up";;;;;;;
66843;"2018-11-14";"DWS Pre-Approval";;;;;;;
28442;"2019-02-14";"Unannounced, Annual Inspection";;;;;;;
28442;"2018-10-30";"Announced, Annual Inspection";;;;;;;
40241;"2020-10-27";"Non On-Site Inspection";;;;;;;
40241;"2020-10-02";"Announced, Annual Inspection";;;;;;;
40241;"2020-05-27";"Unannounced, Annual Inspection";;;;;;;
40241;"2019-09-03";"Announced, Annual Inspection";;;;;;;
40241;"2019-01-07";"Unannounced, Annual Inspection";;;;;;;
40241;"2018-08-28";"Announced, Annual Inspection";;;;;;;
83341;"2021-02-22";"Non On-Site Inspection";;;;;;;
83341;"2021-02-17";"Pre-Inspection";;;;;;;
74340;"2020-10-19";"Announced, Annual Inspection";;;;;;;
74340;"2020-02-05";"Unannounced, Annual Inspection";;;;;;;
74340;"2019-11-01";"Non On-Site Inspection";;;;;;;
74340;"2019-10-28";"Follow-Up Inspection";;;;;;;
74340;"2019-10-15";"DWS Pre-Approval";;;;;;;
40243;"2020-07-08";"Non On-Site Inspection";;;;;;;
40243;"2020-06-26";"Announced, Annual Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2020-06-26";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having choking hazards accessible to children younger than 3 years of age. In the master bedroom, toddler's bedroom and downstairs playroom, there were coins, hardware, AAA batteries, barrettes, hair ties, foam letters and building blocks accessible to children. This was a repeat rule violation."
40243;"2020-06-26";"Announced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2020-06-26";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children. In the master bedroom, there was disinfecting wipes and household cleaner accessible. This was a repeat rule violation."
40243;"2020-03-04";"Follow-Up Inspection";;;;;;;
40243;"2020-02-20";"Unannounced, Annual Inspection";;;;;;;
40243;"2019-07-11";"Non On-Site Inspection";;;;;;;
40243;"2019-06-20";"Announced, Annual Inspection";;;;;;;
40243;"2019-02-01";"Follow-Up Inspection";;;;;;;
40243;"2019-01-23";"Unannounced, Annual Inspection";;;;;;;
40243;"2018-07-25";"Follow-Up Inspection";;;;;;;
40243;"2018-06-26";"Announced, Annual Inspection";;"90-19(16); trampoline - shock absorbing pads";"Citation";"High";"2018-07-25";"Correction Verified";"The provider did not ensure that the accessible trampoline had shock-absorbing pads that completely covered the springs, hooks, and frame. At the time of the inspection, there were only foam pads that covered the springs and hooks of the trampoline, not the frame."
29023;"2021-03-02";"Complaint, Investigation Inspection";"03/01/2021";"100-12(5)(a)-(f); Interactions with children";"Citation";"High";;"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Child Guidance and Interaction rule by having an inappropriate interaction between a caregiver and a child. In the facility, a caregiver grabbed a child and forced them to sit down and another caregiver forced children to lay on their mats."
29023;"2020-10-13";"Unannounced, Annual Inspection";;;;;;;
29023;"2020-05-15";"Announced, Annual Inspection";;;;;;;
29023;"2019-10-08";"Unannounced, Annual Inspection";;;;;;;
29023;"2019-04-03";"Announced, Annual Inspection";;;;;;;
29023;"2018-10-31";"Non On-Site Inspection";;;;;;;
29023;"2018-10-04";"Unannounced, Annual Inspection";;;;;;;
27272;"2021-02-03";"Announced, Annual Inspection";;;;;;;
27272;"2020-09-23";"Unannounced, Annual Inspection";;;;;;;
27272;"2020-01-08";"Announced, Annual Inspection";;;;;;;
27272;"2019-06-28";"Unannounced, Annual Inspection";;;;;;;
69602;"2021-03-02";"Announced, Annual Inspection";;;;;;;
69602;"2020-12-08";"Non On-Site Inspection";;;;;;;
69602;"2020-10-14";"Non On-Site Inspection";;;;;;;
69602;"2020-10-09";"Non On-Site Inspection";;;;;;;
69602;"2020-09-22";"Pre-Inspection";;;;;;;
2483;"2020-12-10";"Complaint, Focus Inspection";;"90-8(2)(a)-(d); New covered individual background check";"Citation";"High";"2021-01-14";"Correction Verified";"The provider did not comply with the Background Checks rule by having a covered individual perform child care duties before passing a background check. In the facility, there was a household member who had not passed the background check."
2483;"2020-08-05";"Announced, Annual Inspection";;;;;;;
2483;"2020-02-21";"Unannounced, Annual Inspection";;;;;;;
2483;"2019-07-31";"Follow-Up Inspection";;;;;;;
2483;"2019-07-31";"Follow-Up Inspection";;;;;;;
2483;"2019-07-08";"Announced, Annual Inspection";;;;;;;
2483;"2019-04-03";"Follow-Up Inspection";;;;;;;
2483;"2019-03-14";"Unannounced, Annual Inspection";;;;;;;
2483;"2018-08-15";"Follow-Up Inspection";;;;;;;
2483;"2018-06-28";"Announced, Annual Inspection";;;;;;;
2483;"2018-06-22";"Non On-Site Inspection";;;;;;;
30298;"2020-08-07";"Announced, Annual Inspection";;;;;;;
30298;"2020-03-02";"Unannounced, Annual Inspection";;;;;;;
30298;"2019-08-12";"Announced, Annual Inspection";;;;;;;
30298;"2019-06-10";"Follow-Up Inspection";;;;;;;
30298;"2019-05-10";"Unannounced, Annual Inspection";;;;;;;
30298;"2018-07-31";"Announced, Annual Inspection";;;;;;;
30298;"2018-04-24";"Follow-Up Inspection";;;;;;;
30298;"2018-03-29";"Unannounced, Annual Inspection";;;;;;;
27654;"2020-11-24";"Follow-Up Inspection";;;;;;;
27654;"2020-11-03";"Non On-Site Inspection";;;;;;;
27654;"2020-10-19";"Announced, Annual Inspection";;;;;;;
27654;"2020-03-05";"Unannounced, Annual Inspection";;;;;;;
27654;"2019-10-17";"Announced, Annual Inspection";;;;;;;
27654;"2019-04-17";"Unannounced, Annual Inspection";;;;;;;
27654;"2018-10-29";"Announced, Annual Inspection";;;;;;;
27654;"2018-06-14";"Follow-Up Inspection";;;;;;;
27654;"2018-05-29";"Unannounced, Annual Inspection";;;;;;;
16030;"2020-10-21";"Non On-Site Inspection";;;;;;;
16030;"2020-10-07";"Announced, Annual Inspection";;;;;;;
16030;"2019-12-23";"Follow-Up Inspection";;;;;;;
16030;"2019-12-04";"Announced, Annual Inspection";;;;;;;
16030;"2019-05-10";"Follow-Up Inspection";;;;;;;
16030;"2019-05-02";"Unannounced, Annual Inspection";;;;;;;
16030;"2018-11-16";"Announced, Annual Inspection";;;;;;;
16030;"2018-06-27";"Follow-Up Inspection";;;;;;;
16030;"2018-06-06";"Unannounced, Annual Inspection, Follow-Up Inspection";;;;;;;
3933;"2020-10-22";"Non On-Site Inspection";;;;;;;
3933;"2020-10-20";"Announced, Annual Inspection";;;;;;;
3933;"2020-10-02";"Non On-Site Inspection";;;;;;;
3933;"2020-09-15";"Unannounced, Annual Inspection";;;;;;;
