"County";"CLR#";"Name";"Location Address";"City";"State";"Zip";"Phone";"Mailing Address";"Mailing City";"Mailing Zip";"Expiration Date";"Capacity";"Age Range Of Service";"Transporation Service";"Non Traditional";"Stars Rating";"Provider Type";"Active CCAP Children";"Address 2";"Serves Children with Special Needs"
"KNOX";"L359043";"Childrens Play Palace";"15 Highland Park Rd";"Heidrick";"KY";40949;"(606) 545-6858";"15 Highland Park Rd";" Heidrick";40949;"09/30/2020";26;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"FAYETTE";"L356488";"Children's Treehouse of Knowledge";"309 Ohio Street";"Lexington";"KY";40508;"(859) 225-9517";"309 Ohio Street";" Lexington";40508;"10/31/2020";67;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"C6378";"Child's Paradise";"2818 Hale Avenue";"Louisville";"KY";40211;"(502) 774-2449";"2818 Hale Avenue";" Louisville";40211;"03/31/2020";6;"No Information Available";"N";"Y";1;"Certified";"Y";;"No Information Available"
"JEFFERSON";"L354009";"Christ Church Preschool and Kindergarten";"4614 Brownsboro Road";"Louisville";"KY";40207;"(502) 897-3657";"4614 Brownsboro Road";" Louisville";40207;"01/31/2020";400;"Infant To School Age";"Y";"No Information Available";"Not Participating";"Licensed";"N";;"Y"
"JEFFERSON";"L355245";"Christ Lutheran Kindergarten and PreSchool";"9212 Taylorsville Road";"Jeffersontown";"KY";40299;"(502) 267-5082";"9212 Taylorsville Road";" Jeffersontown";40299;"01/31/2020";68;"Two_To_School To School_Age";"Y";"No Information Available";3;"Licensed";"N";;"No Information Available"
"BOYLE";"L356825";"Christ the Head Missionary Daycare";"845 East  Main Street";"Danville";"KY";40422;"(859) 936-7316";"P.O. Box 844";" Danville";40423;"01/31/2020";55;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"HOPKINS";"L383959";"Christ the King Catholic School Preschool";"1500 Kingsway Drive";"Madisonville";"KY";42431;"(270) 821-8271";"1500 Kingsway Drive";" Madisonville";42431;"01/31/2020";88;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"HOPKINS";"L353552";"Christ the King Learning & Growth Center";"1580 Kingsway Drive";"Madisonville";"KY";42431;"(270) 821-3954";"1500 Kingsway Drive";" Madisonville";42431;"07/31/2020";40;"Toddler To School_Age";"N";"N";1;"Licensed";"Y";;"N"
"FAYETTE";"L353572";"Christ The King Preschool and After School Program";"412 Cochran Road";"Lexington";"KY";40502;"(859) 266-5641";"412 Cochran Road";" Lexington";40502;"08/31/2020";117;"Toddler To Two_To_School";"N";"No Information Available";"Not Participating";"Licensed";"N";;"No Information Available"
"ANDERSON";"L355808";"Christian Academy of Lawrenceburg Preschool";"126 North Main Street";"Lawrenceburg";"KY";40342;"(502) 839-9952";"126 North Main Street";" Lawrenceburg";40342;"03/31/2020";73;"Two_To_School To School_Age";"N";"N";5;"Licensed";"Y";;"Y"
"JEFFERSON";"L358738";"Christian Academy of Louisville";"700 South English Station Road";"Louisville";"KY";40245;"(502) 753-4504";"700 South English Station Road";" Louisville";40245;"08/31/2020";131;"Two_To_School";"N";"N";1;"Licensed";"N";;"Y"
"JEFFERSON";"L355099";"Christian Academy Preschool";"3110 Rock Creek Drive";"Louisville";"KY";40207;"(502) 899-7262";"3110 Rock Creek Drive";" Louisville";40207;"11/30/2020";82;"Toddler To Two_To_School";"N";"N";1;"Licensed";"N";;"No Information Available"
"CALLOWAY";"L359144";"Christian Childcare Center";"810 Whitnell Avenue";"Murray";"KY";42071;"(270) 767-1177";"810 Whitnell Avenue";" Murray";42071;"04/30/2020";38;"Toddler To Two_To_School";"N";"N";1;"Licensed";"Y";;"Y"
"CHRISTIAN";"L352364";"Christian County Child Development Center";"1355 Glass Avenue";"Hopkinsville";"KY";42240;"(270) 707-2260";"1355 Glass Avenue";" Hopkinsville";42240;"07/31/2020";256;"Infant To Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"MONTGOMERY";"L383316";"Christian Traditional School, Inc.";"925 Woodford Drive";"Mt. Sterling";"KY";40353;"(859) 498-1565";"P.O. Box 364";" Mt. Sterling";40353;"03/31/2020";33;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"HARRISON";"C7023";"Christie Paynter";"3032 Us Hwy 27 South";"Cynthiana";"KY";41031;"(859) 234-5551";"3032 Us Hwy 27 South";" Cynthiana";41031;"05/31/2020";6;"No Information Available";"N";"N";1;"Certified";"N";;"No Information Available"
"BOYD";"L358994";"Christ's Kids Preschool";"1320 Bath Ave";"Ashland";"KY";41101;"(606) 324-7729";"1320 Bath Ave";" Ashland";41101;"09/30/2020";25;"Two_To_School";"N";"N";4;"Licensed";"Y";;"No Information Available"
"KENTON";"C6455";"Christy McCain";"705 Ackerly Drive";"Independence";"KY";41051;"(859) 647-1392";"705 Ackerly Drive";" Independence";41051;"03/31/2020";6;"No Information Available";"N";"N";1;"Certified";"Y";;"Y"
"FAYETTE";"L357660";"Chrysalis Community Center";"1589 Hill Rise Drive";"Lexington";"KY";40504;"(859) 977-2524";"1589 Hill Rise Drive";" Lexington";40504;"08/31/2020";18;"School_Age";"Y";"No Information Available";3;"Licensed";"Y";;"N"
"WARREN";"C71048";"Cindy Finn";"1225 Huron Way";"Bowling Green";"KY";42101;"(270) 792-3117";"1225 Huron Way";" Bowling Green";42101;"05/31/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"HARDIN";"L359295";"Cindy's Teddy Bear Day Care";"671 Knox Blvd.";"Radcliff";"KY";40160;"(270) 272-1115";"671 Knox Blvd.";" Radcliff";40160;"10/31/2020";76;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"WHITLEY";"C2235";"Cissy's Clubhouse Play to Learn";"178 Mcfadden Circle";"Corbin";"KY";40701;"(606) 523-2911";"178 Mcfadden Circle";" Corbin";40701;"06/30/2020";6;"No Information Available";"N";"N";5;"Certified";"Y";;"Y"
"CLARK";"L353084";"Clark County Christian Pre-School & Day Care";"2450 Colby Road";"Winchester";"KY";40391;"(859) 745-6555";"2450 Colby Road";" Winchester";40391;"09/30/2020";80;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"CLARK";"L356718";"Clark County Early Learning Center";"150 Maryland Ave.";"Winchester";"KY";40391;"(859) 744-3183";"P.O. Box 643";" Winchester";40392;"11/30/2020";104;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"GRAVES";"L358959";"Clarks River Preschool/Daycare";"10926 State Route 131";"Symsonia";"KY";42082;"(270) 851-3787";"10926 State Route 131";" Symsonia";42082;"06/30/2020";52;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"GRAYSON";"L354628";"Clarkson Elementary School/Family Resource Center Daycare";"310 Millerstown Street";"Clarkson";"KY";42726;"(270) 242-9616";"310 Millerstown Street";" Clarkson";42726;"02/29/2020";93;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"Y";;"Y"
"FAYETTE";"L383532";"Clays Mill Elementary After School Child Care Program";"2319 Clays Mill Road";"Lexington";"KY";40503;"(859) 381-3355";"2319 Clays Mill Road";" Lexington";40503;"01/31/2020";150;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"SHELBY";"L358086";"Clear Creek Head Start";"279 Chapel Hill Road";"Shelbyville";"KY";40065;"(502) 633-2363";"100 Alpine Drive, OVEC";" Shelbyville";40065;"10/31/2020";42;"Two_To_School";"Y";"No Information Available";4;"Licensed";"N";;"No Information Available"
"CLINTON";"L357226";"Clinton County Early Head Start Center";"102 Cody Lane";"Albany";"KY";42602;"(606) 387-0804";"102 Cody Lane";" Albany";42602;"09/30/2020";24;"Infant To Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"CLINTON";"L351033";"Clinton County Head Start";"100 Cody Lane";"Albany";"KY";42602;"(606) 387-8747";"P O Box 830, 23 Industry Drive";" Jamestown";42629;"12/31/2020";20;"Two_To_School";"Y";"N";4;"Licensed";"N";;"Y"
"HOPKINS";"L355683";"Club Southside Learning & Enrichment Center";"9142 Hopkinsville Road";"Nortonville";"KY";42442;"(270) 676-9200";"9142 Hopkinsville Road";" Nortonville";42442;"06/30/2020";50;"Two_To_School To School_Age";"N";"N";5;"Licensed";"N";;"Y"
"JEFFERSON";"L355507";"Coleridge Taylor Elem Childcare Enrichment Program";"1115 W. Chestnut Street";"Louisville";"KY";40203;"(502) 637-1575";"2411 Bowman Avenue, YMCA";" Louisville";40217;"08/31/2020";254;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"BOONE";"L356199";"Collins Elementary After School Program";"9000 Spruce Drive";"Florence";"KY";41042;"(859) 431-2075";"333 Madison Ave";" Covington";41011;"08/31/2020";60;"School_Age";"N";"N";3;"Licensed";"Y";;"Y"
"FAYETTE";"L355714";"Community Action Council - The PREP Academy at Arbor Court";"3712 Arbor Court";"Lexington";"KY";40517;"(859) 245-5195";"3712 Arbor Court";" Lexington";40517;"07/31/2020";151;"Infant To Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"FAYETTE";"L355241";"Community Action Council - The Prep Academy at Bluegrass Comm and Tech College";"164 Opportunity Way";"Lexington";"KY";40511;"(859) 246-6703";"164 Opportunity Way, N106";" Lexington";40511;"08/31/2020";49;"Two_To_School";"Y";"N";5;"Licensed";"N";;"Y"
"FAYETTE";"L383723";"Community Action Council - The PREP Academy at the Chrysalis House";"1589 Hill Rise Drive";"Lexington";"KY";40504;"(859) 977-2522";"P.O. Box 11610";" Lexington";40504;"03/31/2020";16;"Infant To Toddler";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"LAUREL";"L383910";"Community Action Council The Prep Academy at Laurel County";"225 Commonwealth Drive";"London";"KY";40741;"(606) 389-5373";"Po Box 11610";" Lexington";40576;"07/31/2020";36;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FAYETTE";"L356734";"Community Action Council- The Prep Academy at Winburn Center";"1169 Winburn Drive";"Lexington";"KY";40511;"(859) 294-5249";"P.O. Box 11610";" Lexington";40576;"12/31/2020";146;"Infant To Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"MADISON";"L383908";"Community Action Council: The Prep Academy at Berea";"214 W. Jefferson Street";"Berea";"KY";40403;"(859) 756-3091";"Po Box 11610";" Lexington";40576;"07/31/2020";19;"Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"POWELL";"L383916";"Community Action Council: The Prep Academy at Powell County";"Hwy 15 40 Ladonna Drive";"Clay City";"KY";40312;"(859) 233-4600";"Po Box 11610";" Lexington";40576;"07/31/2020";137;"Infant To Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"MADISON";"L383912";"Community Action Council: The Prep Academy at Richmond";"301 Bellevue Drive";"Richmond";"KY";40475;"(859) 623-8546";"Po Box 11610";" Lexington";40576;"07/31/2020";80;"Infant To Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"NICHOLAS";"L383647";"Community Action Council: The Prep Academy Nicholas County";"2323 Concrete Rd.";"Carlisle";"KY";40311;"(859) 289-7172";"P.O. Box 11610";" Lexington";40508;"12/31/2019";25;"Infant To Toddler";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"BOURBON";"L356821";"Community Action Council--The Prep Academy at Bourbon County";"311 High Street";"Paris";"KY";40361;"(859) 987-8579";"P.O. Box 11610";" Lexington";40576;"01/31/2020";37;"Infant To Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"HARRISON";"L355834";"Community Action Council-The PREP Academy at Harrison County";"216 Old Lair Road";"Cynthiana";"KY";41031;"(859) 234-2121";"P.O. Box 11610";" Lexington";40576;"02/29/2020";75;"Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"HARRISON";"L357652";"Community Action Council-The PREP Academy at Lebus Center";"118 North Walnut Street";"Cynthiana";"KY";41031;"(859) 235-8746";"P O Box 11610";" Lexington";40576;"08/31/2020";18;"Infant To Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
"MADISON";"L359180";"Community Action Council-The PREP Academy at Madison County";"2323 Lexington Road";"Richmond";"KY";40475;"(859) 623-0057";"2323 Lexington Road";" Richmond";40475;"04/30/2020";28;"Infant To Two_To_School";"Y";"N";5;"Licensed";"N";;"Y"
"FAYETTE";"L359462";"Community Action Council-The PREP Academy at Russell School Comm Service Center";"520 Toner St.";"Lexington";"KY";40508;"(859) 233-4600";"P.O. Box 11610";" Lexington";40576;"08/31/2020";56;"Infant To Two_To_School";"Y";"No Information Available";5;"Licensed";"Y";;"Y"
"SCOTT";"L354907";"Community Action Council-The Prep Academy at Scott County";"135 Scroggin Park";"Georgetown";"KY";40324;"(502) 868-9093";"135 Scroggin Park";" Georgetown";40324;"02/29/2020";54;"Infant To Two_To_School";"Y";"N";4;"Licensed";"Y";;"Y"
"HARRISON";"L354915";"Community Action Council-The PREP Academy at Terrace Park";"151 Federal Drive";"Cynthiana";"KY";41031;"(859) 234-7205";"P.O. Box 11610";" Lexington";40576;"02/29/2020";16;"Two_To_School";"Y";"N";5;"Licensed";"N";;"Y"
"KENTON";"L353925";"Community Christian Day Care Center";"11875 Taylor Mill Road";"Independence";"KY";41051;"(859) 363-4578";"11875 Taylor Mill Road";" Independence";41051;"04/30/2020";53;"Toddler To School_Age";"N";"N";1;"Licensed";"N";;"No Information Available"
"PERRY";"L358308";"Community Head Start";"135 Memorial Drive";"Hazard";"KY";41701;"(606) 435-1888";"398 Roy Campbell Drive";" Hazard";41701;"08/31/2020";48;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"FAYETTE";"L354213";"Community Montessori School";"725 Stone Road";"Lexington";"KY";40503;"(859) 277-4805";"725 Stone Road";" Lexington";40503;"01/31/2020";93;"Toddler To School_Age";"N";"N";1;"Licensed";"Y";;"Y"
"CLARK";"L383304";"Conkwright Elementary Afterschool";"360 Mt. Sterling Road";"Winchester";"KY";40391;"(859) 745-1905";"P.O. Box 4192";" Winchester";40392;"02/29/2020";100;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"BOONE";"L356895";"Conner Child Development Center";"3300 Cougar Path";"Hebron";"KY";41048;"(859) 334-4410";"3300 Cougar Path";" Hebron";41048;"03/31/2020";100;"Toddler To School_Age";"N";"N";2;"Licensed";"N";;"No Information Available"
"FRANKLIN";"C71035";"Constance  Neat";"311 Arbolado Drive";"Frankfort";"KY";40601;"(502) 395-8572";"311 Arbolado Drive";" Frankfort";40601;"08/31/2020";6;"No Information Available";"N";"No Information Available";1;"Certified";"Y";;"No Information Available"
"WHITLEY";"L383890";"Corbin Christian Childcare";"802 18th Street";"Corbin";"KY";40701;"(606) 215-3906";"802 18th Street";" Corbin";40701;"04/30/2020";28;"Toddler To School_Age";"N";"No Information Available";2;"Licensed";"Y";;"Y"
"WHITLEY";"L357388";"Corbin Independent Elementary - Redhound Enrichment";"710 West 8th Street";"Corbin";"KY";40701;"(606) 260-9164";"710 West 8th Street";" Corbin";40701;"07/31/2020";180;"School_Age";"Y";"N";5;"Licensed";"Y";;"Y"
"KNOX";"L354798";"Corbin Preschool Center";"614 Master Street";"Corbin";"KY";40701;"(606) 523-3612";"614 Master Street";" Corbin";40701;"10/31/2020";90;"Toddler To Two_To_School";"Y";"N";3;"Licensed";"Y";;"Y"
"WHITLEY";"L354807";"Corbin Primary Redhound Enrichment";"3551 Fifth Street Road";"Corbin";"KY";40701;"(606) 260-9164";"3551 Fifth Street Road";" Corbin";40701;"10/31/2020";148;"School_Age";"N";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L357809";"Cornerstone Child Development Center";"211 Browns Lane";"Louisville";"KY";40207;"(502) 897-9136";"211 Browns Lane";" Louisville";40207;"09/30/2020";165;"Infant To School Age";"Y";"N";1;"Licensed";"N";;"No Information Available"
"SHELBY";"L358522";"Cornerstone Christian Academy";"3850 Frankfort Road";"Shelbyville";"KY";40065;"(502) 633-4070";"3850 Frankfort Road";" Shelbyville";40065;"02/29/2020";42;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"LAUREL";"L354787";"Cornerstone Christian School Site 1";"70 Boggs Road";"London";"KY";40741;"(606) 862-0509";"Po Box 848";" London";40743;"09/30/2020";32;"Toddler To School_Age";"N";"No Information Available";"Not Participating";"Licensed";"N";;"No Information Available"
"MARION";"L358979";"Cornerstone to Learning Inc.";"222 North Depot Street";"Lebanon";"KY";40033;"(270) 699-2100";"P.O. Box 617";" Lebanon";40033;"06/30/2020";183;"Infant To School Age";"Y";"N";2;"Licensed";"Y";;"Y"
"SHELBY";"L383453";"Corpus Christi Classical Academy Montessori Program";"7010 Us Highway 60";"Simpsonville";"KY";40067;"(502) 722-8090";"P.O. Box 395";" Simpsonville";40067;"02/29/2020";19;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"BOURBON";"L358748";"Cougar Club Child Care";"8000 Martin Luther King Blvd";"Paris";"KY";40361;"(859) 987-5852";"8000 Martin Luther King Blvd";" Paris";40361;"08/31/2020";200;"School_Age";"N";"No Information Available";5;"Licensed";"Y";;"Y"
"FRANKLIN";"L354231";"Cougar's Corner";"#1 Cougar Lane";"Frankfort";"KY";40601;"(502) 875-8884";"#1 Cougar Lane";" Frankfort";40601;"09/30/2020";200;"School_Age";"Y";"N";2;"Licensed";"Y";;"N"
"CAMPBELL";"L358906";"Country Hills Montessori Ft. Thomas";"960 Highland Ave";"Ft. Thomas";"KY";41075;"(859) 442-0500";"8655 Lynnehaven Dr";" Cincinnati";45236;"03/31/2020";30;"Toddler To School_Age";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"BOONE";"L383964";"Country Hills Montessori Union";"10250 US 42";"Union";"KY";41091;"(859) 567-6720";"8655 Lynnehaven Drive";" Cincinnati";45236;"01/31/2021";35;"Toddler To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"WHITLEY";"L357907";"Country Love Child Care";"3475 Cumberland Falls Highway";"Corbin";"KY";40701;"(606) 528-4900";"3475 Cumberland Falls Highway";" Corbin";40701;"03/31/2020";12;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"Y"
"OLDHAM";"L358514";"Covenant United Methodist Preschool";"909 Jefferson Street";"Lagrange";"KY";40031;"(502) 222-9925";"909 West Jefferson Street";" La Grange";40031;"08/31/2020";45;"Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"LETCHER";"L354338";"Cowan Head Start";"81 Sturgill Branch";"Whitesburg";"KY";41858;"(606) 633-0718";"398 Roy Campbell Drive";" Hazard";41701;"01/31/2021";29;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383902";"Creation Kingdom";"1920 Campus Place";"Louisville";"KY";40299;"(502) 267-5154";"731 Jackstown Road";" Paris";40361;"06/30/2020";143;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L383947";"Creation Kingdom Bracktown";"3016 Bracktown Road";"Lexington";"KY";40511;"(859) 800-2900";"731 Jackstown";" Paris";40361;"10/31/2020";191;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"FRANKLIN";"L384025";"Creation Kingdom Frankfort";"13 Fido Court";"Frankfort";"KY";40601;"(502) 783-7873";"731 Jackstown Road";" Paris";40361;"04/30/2020";104;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L383245";"Creation Kingdom Linn Station";"9990 Linn Station Rd";"Louisville";"KY";40223;"(502) 272-9600";"9990 Linn Station Rd";" Louisville";40223;"12/31/2019";132;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L383584";"Creation Kingdom McConnells Trace";"2935 Trailwood Ln.";"Lexington";"KY";40511;"(859) 255-0193";"2935 Trailwood Ln.";" Lexington";40511;"04/30/2020";186;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"BOURBON";"L383968";"Creation Kingdom Paris";"829 Clintonville Road";"Paris";"KY";40361;"(859) 988-2111";"731 Jackstown Road";" Paris";40361;"01/31/2021";118;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
