"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
171;"Academy For Little Children";"10 James P. Murphy Highway  West";"RI";"Warwick";2893;"(401) 823-5000";;;127;"Center";"https://exceed.ri.gov/program-search-details/171";"Joelle Beyer";"CCAP";"State Pre-K";"None";"Morning,Snack,Afternoon,Snack";;3;"No";"DHS";"Yes";6/1/2020;"http://www.a4lc.net/";"We are an innovative early childhood center. The Academy for Little Children is open to all children ages 6 weeks to 12 yeras of age including an Infant Program, Toddler Program, Preschool Program, Pre-K Program, and School Age Programs including school vacations and summers. We offer full time and part time year round scheduling Monday-Friday 6:30a.m.-6:00p.m. Our building is specially designed for young children. Our highly trained staff recognizes that each child is unique and provides an environment to encourage physical, emotional, social, and cognitive development.";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";;;"2 months - 4 years, 3 - 5 years, 5+ years"
177;"East Providence Boys &amp; Girls Club";"115 WILLIAMS AVENUE";"RI";"East Providence";2914;"(401) 434-6776";;;155;"Center";"https://exceed.ri.gov/program-search-details/177";"Germaine Brito";"Financial Aid,CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack,Dinner";;3;"N/A";"DHS";"Yes";6/3/2020;;"This program has not yet provided this information.";"02:30 PM - 06:00 PM";"02:30 PM - 06:00 PM";"02:30 PM - 06:00 PM";"02:30 PM - 06:00 PM";"02:30 PM - 06:00 PM";;;"5+ years"
91;"Saint Paul School";"1789 Broad Street";"RI";"Cranston";2905;"(401) 941-2030";;;98;"Center";"https://exceed.ri.gov/program-search-details/91";"Lauren Yattaw";"CCAP";"Not Applicable";"None";"Afternoon,Snack";"Spanish";2;"No";"DHS";"Yes";6/1/2020;"http://www.saintpaulschoolcranston.org";"Saint Paul School is a diverse community committed to challenging all students academically, morally and spiritually.    Our faith-filled environment nurtures leaders with Christ-like values of respect, cooperation and service. For children between the ages of 3 &amp; 4 years of age the Early Learning Foundation at St. Paul School educates each child as a unique individual within a diverse classroom atmosphere.  Our goal is to create successful, confident and independent learners in a nurturing environment.    Philosophy    The Early Learning Foundation offers a safe, nurturing, stimulating, and educational environment for all children.  Learning differences are acknowledged and addresses by offering a wide range of developmentally appropriate opportunities and a versatile curriculum.  Enriching activities such as reading and writing centers, dramatic play areas, and sensory manipulatives are used to help children grow cognitively and physically.  A multi-disciplinary approach involving visual, kinesthetic, and auditory experiences is used to enhance student learning and to allow for individual differences in processing information.  Children are encouraged to be responsible, and independent thinkers.    The Early Learning Foundation educators work as a team.  Using flexibility, innovation, and imagination teachers introduce and explore concepts in all academic areas.  Quality education is achieved when parents and teachers work together to meet the educational needs of each child.    вЂў Scott Foresman Reading series  вЂў Sadlier Math series beginning in Kindergarten  вЂў New Chromebook technology  вЂў Art, Music, Physical Education &amp; Library beginning with Pre-K 3 (Spanish)  вЂў Computer class beginning with Pre-K 4  вЂў Cooperative art projects  вЂў Before and After School Care, Before School Care provided at no cost  вЂў Reading/Church buddies  вЂў NEASC accredited  вЂў Developmental age appropriate practices  вЂў Hands on learning  вЂў Follow RIELS  вЂў DCYF certified &amp; participates in BrightStars  вЂў Field trips  вЂў Community outreach  вЂў Summer Recreation available    ";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"3 - 5 years, 5+ years"
94;"A Step Up";"88 CROMPTON ROAD";"RI";"East Greenwich";2818;"(401) 823-7837";;;62;"Center";"https://exceed.ri.gov/program-search-details/94";"Debra Ficazzola";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
96;"Joyful Noise";"9 New London Avenue  West";"RI";"Warwick";2893;"(401) 828-8210";;;69;"Center";"https://exceed.ri.gov/program-search-details/96";"Kristi  Castore";"CCAP";"Not Applicable";"None";"Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;"http://www.joyfulnoiseinc.com";"Joyful Noise Inc. is a private, non-profit child care facility. We have been incorporated since June 1978. Our Toddler, Pre-School and Pre-Kindergarten Programs are located at 9 New London Ave and our School-age Program is located at 120 Legris Ave. Joyful Noise, Inc. recognizes that childhood is a unique and valuable stage in the life cycle. Our greatest responsibility is to provide safe, caring, healthy and responsive settings for children. We are committed to supporting children's development by cherishing individual differences, by helping them to learn, to live and to work cooperatively, and by promoting their self-esteem. We believe that the family unit is the heart of society and by extending our referrals; we help to strengthen the family's home environment.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"3 - 5 years, 1 - 4 years"
97;"Joyful Noise - Legris Avenue";"126 Legris Avenue  West";"RI";"Warwick";2893;"(401) 828-8259";;;73;"Center";"https://exceed.ri.gov/program-search-details/97";"Angela  Reels";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"N/A";"DHS";"Yes";6/8/2020;"http://www.joyfulnoiseinc.com";"Joyful Noise Inc. is a private, non-profit child care facility. We have been incorporated since June 1978. Our Toddler, Pre-School and Pre-Kindergarten Programs are located at 9 New London Ave and our School-age Program is located at 120 Legris Ave. Joyful Noise, Inc. recognizes that childhood is a unique and valuable stage in the life cycle. Our greatest responsibility is to provide safe, caring, healthy and responsive settings for children. We are committed to supporting children's development by cherishing individual differences, by helping them to learn, to live and to work cooperatively, and by promoting their self-esteem. We believe that the family unit is the heart of society and by extending our referrals; we help to strengthen the family's home environment.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"5+ years"
101;"Way To Grow";"1 Falco Street";"RI";"North Providence";2911;"(401) 474-3439";;;40;"Center";"https://exceed.ri.gov/program-search-details/101";"Sandy Sayles";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"3 - 5 years, 5+ years, 1 - 4 years"
102;"Silver Lake Day Care";"529 Plainfield Street";"RI";"Providence";2909;"(401) 944-8300";;;97;"Center";"https://exceed.ri.gov/program-search-details/102";"Julie Piscopiello";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";2;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 5:00pm";"6:30am - 5:00pm";"6:30am - 5:00pm";"6:30am - 5:00pm";"6:30am - 5:00pm";;;"3 - 5 years, 5+ years"
112;"David Isenberg Family Learning Chi";"401 ELMGROVE AVENUE";"RI";"Providence";2906;"(401) 421-4111";;;113;"Center";"https://exceed.ri.gov/program-search-details/112";"Joy Sullivan";"Financial Aid,CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Portuguese,Russian,Spanish,Yiddish";2;"No";"DHS";"Yes";6/1/2020;"http://www.jewishallianceri.org/alliance-jcc/early-childhood-center/";"The David C. Isenberg Family Early Childhood Center located in the heart of the East Side of Providence serves children ages 3 months thru Pre-K.  We are rated  by BrightStars, NAEYC Accredited, and licensed by DCYF.  The center uses the Creative Curriculum for instruction and Teaching Strategies Gold for assessment tracking.    Swimming lessons for older toddlers thru preschool, Gym programs for toddlers thru Preschool.  Afternoon enrichment programs from 4-6 pm. Monday thru Thursday - Friday 4-5 p.m.  Summer programming available.  CCAP (DHS), and financial assistance available.";"08:00 AM - 06:00 PM";"08:00 AM - 06:00 PM";"08:00 AM - 06:00 PM";"08:00 AM - 06:00 PM";"8:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
118;"Arcadia YMCA at Charlestown School";"363 Carolina Back Road";"RI";"Charlestown";2813;"(401) 539-2306";;;60;"Center";"https://exceed.ri.gov/program-search-details/118";"Rebecca  Stoner";"Financial Aid,CCAP";"Not Applicable";"None";"Afternoon,Snack";;2;"N/A";"DHS";"Yes";6/8/2020;;"This program has not yet provided this information.";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";;;"5+ years"
137;"Roger Williams Day Care Center";"64 APPLEGATE LANE";"RI";"Providence";2905;"(401) 785-9330";;;130;"Center";"https://exceed.ri.gov/program-search-details/137";"Angela  Huntley";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner";"Creole,Portuguese,Spanish";2;"No";"DHS";"Yes";6/1/2020;"http://www.rogerwilliamsdaycare.org";"Roger Williams Day Care Center is a non-profit agency located at 64 Applegate Lane, in Providence, RI provides childcare for children between the ages of six weeks and thirteen years of age. The hours of operation are Monday through Friday from 6:30 am to 5:30 pm.  Roger Williams Day Care Center opened on January 22, 1973 with thirteen children and four pre-school classrooms, by 1975 enrollment had increased to 70.  Originally licensed for 186 children by the Rhode Island Department of Children, Youth and Families (DCYF), Roger Williams Day Care Center currently has a DCYF licensed capacity of 130 that span overs nine classrooms.  ";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
138;"Sakonnet Early Learning Center";"752 East Road";"RI";"Tiverton";2878;"(401) 624-6327";;;106;"Center";"https://exceed.ri.gov/program-search-details/138";"Deborah Raposa";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;"http://www.sakonnetearlylearningcenter.com";"This program has not yet provided this information.";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"3 - 5 years, 5+ years, 1 - 4 years"
144;"Beehive Childhood Center";"35 SWAN ST";"RI";"East Providence";2914;"(401) 438-9784";;;18;"Center";"https://exceed.ri.gov/program-search-details/144";"Karen  Boyd";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;"http://www.beehivecenter.com";"The Beehive strongly feels that the education of children during early childhood is a task whose success depends very much upon the involvement and the cooperation between parents and teachers. To promote this union, we provide many opportunities to include you, as parents, in the development of educational programs for your child. Therefore, parental conferences and volunteer activities are strongly encouraged. We have an open door policy at the Beehive, and look forward to working closely with both you and your child.     We will do our best to make your child's experience at the Beehive a positive and memorable one, for we recognize that learning during these early years should be stimulating and fun.     We hope you enjoy our website. It was created with your family in mind!    Sincerely,  Lorraine Ramos,   Administer/ Coordinator/Owner      ";"7:00am - 4:30pm";"7:00am - 4:30pm";"7:00am - 4:30pm";"7:00am - 4:30pm";"7:00am - 4:30pm";;;"3 - 5 years"
145;"Breezy Knoll Child Care Center";"311 STILLWATER ROAD";"RI";"Smithfield";2917;"(401) 232-7177";;;86;"Center";"https://exceed.ri.gov/program-search-details/145";"Julia  DeJesus";"CCAP";"Not Applicable";"None";;"Other";2;"No";"DHS";"Yes";6/1/2020;;"Breezy Knoll is open year round, closing only for legal RI holidays.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"3 - 5 years, 5+ years, 1 - 4 years"
1072;"Munchkin Land Learning Academy LLC";"2075  Nooseneck Hill Road";"RI";"Coventry";2816;"(401) 397-7771";;;55;"Center";"https://exceed.ri.gov/program-search-details/1072";"Lisa Cipolla";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
1076;"Candy Cane LLC.";"54 Olney Arnold Road";"RI";"Cranston";2921;"(401) 946-6505";;;68;"Center";"https://exceed.ri.gov/program-search-details/1076";"Debra Miraglia";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;2;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"3 - 5 years, 5+ years, 1 - 4 years"
1101;"Centredale School";"41 Angell Avenue";"RI";"North Providence";2911;"(401) 349-4732";;;;"School";"https://exceed.ri.gov/program-search-details/1101";"David Radcliff";"Information  by program";"Not Applicable";"None";;;2;"No";"Basic Education Program";"No";6/4/2020;;"We are a half-day program operating during the school year.  There is a yearly tuition.  Families are responsible for transportation.";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";;;"3 - 5 years"
1102;"Greystone School";"100 Morgan Avenue";"RI";"North Providence";2911;"(401) 349-4732";;;;"School";"https://exceed.ri.gov/program-search-details/1102";"David Radcliff";"Information  by program";"Not Applicable";"None";;;2;"No";"Basic Education Program";"No";6/4/2020;;"We are a half-day program operating during the school year.  There is a yearly tuition.  Families are responsible for transportation.";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";"12:42 PM - 03:12 PM";;;"3 - 5 years"
1130;"Dr. Day Care-Providence";"133 Delaine St.";"RI";"Providence";2909;"(401) 228-8554";;;88;"Center";"https://exceed.ri.gov/program-search-details/1130";"Linda Reyero";"Financial Aid,CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"American,Sign,Language,Spanish";2;"N/A";"DHS";"Yes";6/1/2020;"http://www.drdaycare.com";"We provide education and child care for children from 6 weeks to 5 years old.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
1139;"Maria Moreno";"173 Sterling Avenue";"RI";"Providence";2909;"(401) 946-3406";;;8;"Home";"https://exceed.ri.gov/program-search-details/1139";"Maria Moreno";"CCAP";"Not Applicable";"None";;;2;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1141;"Lisette Nunez";"3 Rowland Street, 2nd floor";"RI";"Pawtucket";2860;"(401) 495-5724";;;6;"Home";"https://exceed.ri.gov/program-search-details/1141";"Lisette Nunez";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";2;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 5:00pm";"7:00am - 5:00pm";"7:00am - 5:00pm";"7:00am - 5:00pm";"7:00am - 5:00pm";;;"All age groups"
