"ShortName";"ProviderName";"ProviderNumber";"Address";"City";"State";"Zip";"County";"LocationNumber";"FacilityNumber";"Regulations";"ContactName";"ContactPhone";"LicenseeName";"AgesServed";"Stars";"DayCapacity";"NightCapacity";"MonthsOpen";"Accreditation";"Mon";"Tue";"Wed";"Thu";"Fri";"Sat";"Sun";"FacilityID";"GroupSize";"ChildrenUnder7"
"Ymca Eagle Point";"Ymca Eagle Point";6000559066;"201 N Cleveland Ave";"Deforest";"WI";"53532-1325";"Dane County";36;1004968;"Licensed Group";"Sage Karl";"(608) 712-5831";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";34;0;"Sep - Jun";;"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"Closed";"Closed";"6000559066_36";;
"Ymca Eastside";"Ymca Eastside";6000559066;"661 Elizabeth Ln";"Sun Prairie";"WI";53590;"Dane County";42;1004421;"Licensed Group";"Seth Brody";"(608) 225-3704";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";34;0;"Aug - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_42";;
"Ymca Glacier Edge";"Ymca Glacier Edge";6000559066;"800 Kimball Ave";"Verona";"WI";53593;"Dane County";59;1011096;"Licensed Group";"Lisa Rheineck";"(608) 279-0921";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";17;0;"Sep - Jun";;"7:00AM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"Closed";"Closed";"6000559066_59";;
"Ymca Horizon";"Ymca Horizon";6000559066;"625 Heatherstone Rdg";"Sun Prairie";"WI";53590;"Dane County";57;1009603;"Licensed Group";"Seth Brody";"(608) 225-0246";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";68;0;"Aug - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_57";;
"Ymca Huegel";"Ymca Huegel";6000559066;"2601 Prairie Rd";"Madison";"WI";53711;"Dane County";11;120285;"Licensed Group";"Emily Tipple";"(608) 906-8812";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";108;0;"Jan - Dec";;"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"Closed";"Closed";"6000559066_11";;
"Ymca Mcfarland";"Ymca Mcfarland";6000559066;"6009 Johnson St";"Mc Farland";"WI";"53558-9236";"Dane County";83;2004084;"Licensed Group";"Aaron Krigbaum";"(608) 220-0758";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";34;0;"Sep - Jun";;"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"Closed";"Closed";"6000559066_83";;
"Ymca Meadow View";"Ymca Meadow View";6000559066;"200 N Grand Ave";"Sun Prairie";"WI";"53590-9724";"Dane County";85;2004109;"Licensed Group";"Seth Brody";"(608) 837-8221";"Mark Westover";"5 Year(s) - 14 Year(s)";"2 Stars";34;0;"Aug - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_85";;
"Ymca Northside Middleton";"Ymca Northside Middleton";6000559066;"3620 High Rd";"Middleton";"WI";53562;"Dane County";17;120319;"Licensed Group";"Lisa Rheineck";"(608) 225-8382";"Mark Westover";"5 Year(s) - 14 Year(s)";"2 Stars";68;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"6000559066_17";;
"Ymca Sauk Trail";"Ymca Sauk Trail";6000559066;"2205 Branch St";"Middleton";"WI";53562;"Dane County";19;120295;"Licensed Group";"Lisa Rheineck";"(608) 513-0855";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";34;0;"Sep - Jun";;"2:30PM - 6:00PM";"2:30PM - 6:00PM";"2:30PM - 6:00PM";"2:30PM - 6:00PM";"2:30PM - 6:00PM";"Closed";"Closed";"6000559066_19";;
"Ymca Stoner Prairie";"Ymca Stoner Prairie";6000559066;"5830 Devoro Rd";"Fitchburg";"WI";"53711-5015";"Dane County";23;120342;"Licensed Group";"Lisa Rheineck";"(608) 225-8732";"Mark Westover";"4 Year(s) - 13 Year(s)";"2 Stars";34;0;"Sep - Jun";;"7:00AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"Closed";"Closed";"6000559066_23";;
"Ymca Sunset Ridge";"Ymca Sunset Ridge";6000559066;"8686 Airport Rd";"Middleton";"WI";53562;"Dane County";20;120779;"Licensed Group";"Lisa Rheineck";"(608) 212-7034";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";53;0;"Sep - Jun";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"6000559066_20";;
"Ymca Token Springs";"Ymca Token Springs";6000559066;"1435 N Thompson Rd";"Sun Prairie";"WI";"53590-6108";"Dane County";84;2004108;"Licensed Group";"Seth Brody";"(608) 837-8221";"Mark Westover";"5 Year(s) - 14 Year(s)";"2 Stars";45;0;"Aug - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_84";;
"Ymca Westside";"Ymca Westside";6000559066;"1320 Buena Vista Dr";"Sun Prairie";"WI";53590;"Dane County";73;1014593;"Licensed Group";"Seth Brody";"(608) 513-0387";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";17;0;"Aug - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_73";;
"Ymca Windsor";"Ymca Windsor";6000559066;"4352 Windsor Rd";"Windsor";"WI";53598;"Dane County";25;120557;"Licensed Group";"Marissa Fletcher";"(608) 513-0387";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";32;0;"Sep - Jun";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"6000559066_25";;
"Ymca Winnequah";"Ymca Winnequah";6000559066;"800 Greenway Rd";"Monona";"WI";"53716-2548";"Dane County";77;2000140;"Licensed Group";"Aaron Krigbaum";"(608) 669-7695";"Mark Westover";"5 Year(s) - 13 Year(s)";"2 Stars";50;0;"Sep - Jun";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"6000559066_77";;
"Yours And Mine Daycare";"Yours And Mine Daycare";4000567084;"5005 Gordon Ave";"Monona";"WI";"53716-2626";"Dane County";2;"N/A";"Regular Certified";"Thelma Pops";"(608) 949-0208";"Thelma Pops";"1 Month(s) - 12 Year(s)";"2 Stars";;;"Jan - Dec";;"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"12:00AM - 2:30PM10:30PM - 11:59PM";"4000567084_2";6;3
"Zarghoona Amiri";"Zarghoona Amiri";9000585409;"2830 Tucson Trl";"Madison";"WI";"53719-2414";"Dane County";1;"N/A";"Regular Certified";"Zarghoona Amiri";"(608) 630-9194";"Zarghoona Amiri";"0 Week(s) - 12 Year(s)";"2 Stars";;;"Jan - Dec";;"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"Closed";"Closed";"9000585409_1";6;3
"A Place To Grow Child Care";"A Place To Grow Child Care";8000589668;"1720 Springdale St";"Mount Horeb";"WI";"53572-2470";"Dane County";1;2004201;"Licensed Group";"Ashley Lampman";"(608) 459-5067";"Ashley Lampman";"6 Week(s) - 13 Year(s)";"1 Stars";80;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"8000589668_1";;
"Ag Academy";"Ag Academy";7000590267;"1001 Arboretum Dr 100";"Waunakee";"WI";"53597-2674";"Dane County";1;2005318;"Licensed Group";"Lisha Gross";"(608) 556-5898";"Lisha Gross";"6 Week(s) - 13 Year(s)";;25;25;"Jan - Dec";;"6:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 6:00AM";"7000590267_1";;
"Angelitta Williams";"Angelitta Williams";574440;"2101 Post Rd 212";"Fitchburg";"WI";"53713-3581";"Dane County";1;"N/A";"Regular Certified";"Angelitta Williams";"(608) 720-4460";"Angelitta Williams";"0 Week(s) - 13 Year(s)";;;;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"574440_1";6;3
"Baby Elephants";"Baby Elephants";4000590604;"1945 W Broadway";"Monona";"WI";"53713-1603";"Dane County";1;2005708;"Probationary Licensed Group";"Mirta Herrera";"(608) 283-9425";"Mirta Herrera";"6 Week(s) - 13 Year(s)";;30;0;"Dec - Jan";;"7:00AM - 9:00PM";"7:00AM - 9:00PM";"7:00AM - 9:00PM";"7:00AM - 9:00PM";"7:00AM - 9:00PM";"Closed";"Closed";"4000590604_1";;
"Belleville Early Learning Center";"Belleville Early Learning Center";3000590493;"129 Greenway Cross Ct";"Belleville";"WI";"53508-8801";"Dane County";1;2005543;"Probationary Licensed Group";"Alexis Grinnell";"(608) 424-1818";"Kelsi Sykes";"8 Week(s) - 12 Year(s)";;100;0;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"3000590493_1";;
"Camp Wildcat";"Camp Wildcat";2000557872;"740 N Main St";"Verona";"WI";"53593-1153";"Dane County";125;2005493;"Probationary Licensed Camp";"Layla Moosavi";"(608) 445-8011";"Nathaniel Jorgensen";"5 Year(s) - 13 Year(s)";;45;0;"Jun - Aug";"American Camp Association (ACA)";"7:30AM - 5:45PM";"7:30AM - 5:45PM";"7:30AM - 5:45PM";"7:30AM - 5:45PM";"7:30AM - 5:45PM";"Closed";"Closed";"2000557872_125";;
"Dinosaur Den Childcare Llc";"Dinosaur Den Childcare Llc";9000571169;"4999 Hahn Rd";"Deforest";"WI";"53532-1858";"Dane County";2;1010141;"Licensed Family";"Karen Noonan-Ingalls";"(608) 846-1863";"Karen Noonan-Ingalls";"6 Week(s) - 6 Year(s)";;8;0;"Jan - Dec";;"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"Closed";"Closed";"9000571169_2";;
"El Jardin Infantil Llc";"El Jardin Infantil Llc";2000588992;"3565 Tulane Ave";"Madison";"WI";"53714-2334";"Dane County";1;2003120;"Licensed Group";"Michelle Smith";"(608) 219-4724";"Michelle Smith";"2 Year(s), 6 Month(s) - 6 Year(s)";;13;0;"Sep - Jun";;"8:00AM - 4:30PM";"8:00AM - 4:30PM";"8:00AM - 4:30PM";"8:00AM - 4:30PM";"8:00AM - 4:30PM";"Closed";"Closed";"2000588992_1";;
"Evergreen Kids Llc";"Evergreen Kids Llc";9000589689;"1740 E Main St D";"Stoughton";"WI";"53589-2072";"Dane County";1;2004252;"Licensed Group";"Claudia Anderson";"(608) 515-4014";"Claudia Anderson";"6 Week(s) - 8 Year(s)";;24;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"9000589689_1";;
"First Chapter Learning Community";"First Chapter Learning Community";7000590417;"3028 Todd Dr";"Madison";"WI";"53713-2920";"Dane County";1;"N/A";"Regular Certified";"Marquita Rios-James";"(608) 239-3504";"Marquita Rios-James";"1 Year(s) - 7 Year(s)";;;;"Jan - Dec";;"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"7000590417_1";6;3
"It's All About Love Childcare";"It's All About Love Childcare";3000581113;"228 N Musket Ridge Dr";"Sun Prairie";"WI";"53590-3485";"Dane County";1;1010828;"Licensed Family";"Lacquita Davis";"(608) 209-7524";"Lacquita Davis";"6 Month(s) - 12 Year(s)";;8;0;"Jan - Dec";;"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"6:00AM - 9:00PM";"Closed";"Closed";"3000581113_1";;
"Kindercare Learning Centers";"Kindercare Learning Centers";9000589179;"5102 Amcenter Dr";"Madison";"WI";"53718-9122";"Dane County";1;2003358;"Licensed Group";"Morgan Niemeyer";"(608) 416-5280";"John Wyatt";"6 Week(s) - 13 Year(s)";;115;0;"Jan - Dec";;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";"9000589179_1";;
"Lifecycle Kids Llc";"Lifecycle Kids Llc";8000588068;"1133 Center St";"Black Earth";"WI";"53515-9406";"Dane County";2;2003584;"Licensed Group";"Karen Peterson-Lienau";"(608) 370-3927";"Karen Peterson-Lienau";"4 Year(s) - 12 Year(s)";;55;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"8000588068_2";;
"Little Blessings Preschool";"Little Blessings Preschool";5000577665;"5701 Raymond Rd";"Madison";"WI";53711;"Dane County";1;1001441;"Licensed Group";"Devora Ballo";"(608) 271-6633";"Sara Mccormack";"2 Year(s), 6 Month(s) - 6 Year(s)";;22;0;"Jan - Dec";;"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"Closed";"Closed";"5000577665_1";;
"Lodgic Kids Camp Madison";"Lodgic Kids Camp Madison";2000590062;"2801 Marshall Ct";"Madison";"WI";"53705-2257";"Dane County";1;2005087;"Licensed Group";"Melissa Gobourne";"(608) 470-5700";"Scott Hart";"10 Month(s) - 14 Year(s)";;50;0;"Jan - Dec";;"6:30AM - 9:00PM";"6:30AM - 9:00PM";"6:30AM - 9:00PM";"6:30AM - 9:00PM";"6:30AM - 10:00PM";"9:00AM - 10:00PM";;"2000590062_1";;
"Mis Primeros Pasos Al Exito";"Mis Primeros Pasos Al Exito";3000572793;"716 Moorland Rd";"Madison";"WI";"53713-2157";"Dane County";1;1013957;"Regular Certified";"Antonieta Lopez";"(608) 807-7198";"Antonieta Lopez";"0 Week(s) - 13 Year(s)";;;;"Jan - Dec";"City Of Madison Accredited";"6:00PM - 11:00PM";"6:00PM - 11:00PM";"6:00PM - 11:00PM";"6:00PM - 11:00PM";"6:00PM - 11:00PM";"8:00AM - 4:30PM";;"3000572793_1";6;3
"My Little Big World Childcare";"My Little Big World Childcare";590510;"201 E Badger Rd";"Madison";"WI";"53713-2706";"Dane County";1;2005564;"Probationary Licensed Group";"Patricia Lopez";"(608) 867-7523";"Omar Mejia Reyes";"4 Week(s) - 13 Year(s)";;30;0;"Jan - Dec";;"5:00AM - 9:00PM";"5:00AM - 9:00PM";"5:00AM - 9:00PM";"5:00AM - 9:00PM";"5:00AM - 9:00PM";"Closed";"Closed";"590510_1";;
"Pasitos Kaymara Day Care Llc";"Pasitos Kaymara Day Care Llc";7000589107;"2230 Red Arrow Trl 1";"Fitchburg";"WI";"53711-4664";"Dane County";1;"N/A";"Regular Certified";"Maura Torrez Herrera";"(608) 334-8389";"Maura Torrez Herrera";"0 Week(s) - 16 Year(s)";;;;"Jan - Dec";;"7:00AM - 10:00PM";"7:00AM - 10:00PM";"7:00AM - 10:00PM";"7:00AM - 10:00PM";"7:00AM - 10:00PM";"7:00AM - 10:00PM";;"7000589107_1";6;3
"Pequeland Bilingual Childcare Llc";"Pequeland Bilingual Childcare Llc";9000590579;"305 Olson Ave";"Belleville";"WI";"53508-9194";"Dane County";1;"N/A";"Regular Certified";"Lilibeth Alvarez Torres";"(608) 239-3973";"Lilibeth Alvarez Torres";"6 Week(s) - 10 Year(s)";;;;"Jan - Dec";;"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"Closed";"Closed";"9000590579_1";6;3
"Prairie Hills School";"Prairie Hills School";9000590479;"6305 Jacobs Way";"Madison";"WI";"53711-3206";"Dane County";1;2005529;"Probationary Licensed Family";"Bryna Caves";"(312) 371-3483";"Bryna Caves";"6 Week(s) - 12 Year(s)";;8;0;"Jan - Dec";;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";"9000590479_1";;
"Robin's Nest Day Care";"Robin's Nest Day Care";5000574545;"513 Wilson St";"Sun Prairie";"WI";53590;"Dane County";1;131837;"Licensed Family";"Robin Ehrler";"(608) 438-8794";"Robin Ehrler";"1 Month(s) - 13 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"5000574545_1";;
"Rylan Kennedy";"Rylan Kennedy";4000590194;"2338 Harley Dr";"Fitchburg";"WI";"53711-4355";"Dane County";1;"N/A";"Regular Certified";"Rylan Kennedy";"(608) 516-0114";"Rylan Kennedy";"0 Week(s) - 13 Year(s)";;;;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;"7:00AM - 6:00PM";"4000590194_1";6;3
"Silvana Dollanarte";"Silvana Dollanarte";589320;"605 Meadow View Rd";"Mount Horeb";"WI";"53572-3433";"Dane County";1;"N/A";"Regular Certified";"Silvana Dollanarte";"(608) 636-9352";"Silvana Dollanarte";"3 Month(s) - 10 Year(s)";;;;"Jan - Dec";;"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"Closed";"Closed";"589320_1";6;3
"Sues Heart 2 Heart";"Sues Heart 2 Heart";4000563614;"2410 Greenridge Dr";"Madison";"WI";53704;"Dane County";1;130848;"Licensed Family";"Susan Tiedt";"(608) 244-5796";"Sue Tiedt";"2 Month(s) - 11 Year(s)";;8;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"4000563614_1";;
"Talina Lopez Ruiz";"Talina Lopez Ruiz";3000590213;"4512 Jenewein Rd";"Fitchburg";"WI";"53711-4710";"Dane County";1;"N/A";"Regular Certified";"Talina Lopez Ruiz";"(608) 772-3160";"Talina Lopez Ruiz";"3 Month(s) - 12 Year(s)";;;;"Jan - Dec";;"7:30AM - 11:30PM";"7:30AM - 11:30PM";"7:30AM - 11:30PM";"7:30AM - 11:30PM";"7:30AM - 11:30PM";"Closed";"Closed";"3000590213_1";6;3
"Toad Hill Toddler House";"Toad Hill Toddler House";6000580276;"5219 Piccadilly Dr";"Madison";"WI";"53714-2017";"Dane County";3;2005383;"Licensed Family";"Sarah Wright";"(608) 658-4377";"Rebecca Katzenmeyer";"0 Week(s) - 4 Year(s)";;8;0;"Jan - Dec";;"7:45AM - 5:15PM";"7:45AM - 5:15PM";"7:45AM - 5:15PM";"7:45AM - 5:15PM";"7:45AM - 5:15PM";"Closed";"Closed";"6000580276_3";;
"Trasnos Child Care Center";"Trasnos Child Care Center";7000590297;"125 Rosewood Ave";"Oregon";"WI";"53575-3614";"Dane County";1;2005347;"Licensed Group";"Gletsy Oliveros";"(608) 609-2047";"Gletsy Oliveros";"0 Week(s) - 14 Year(s)";;50;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"7000590297_1";;
"A Growing Place Of Deforest Inc";"A Growing Place Of Deforest Inc";1000577841;"615 Jefferson St";"Deforest";"WI";"53532-1616";"Dane County";1;120202;"Licensed Group";"Stephanie Pertzborn";"(608) 846-9400";"Renee Hoehne";"3 Year(s) - 7 Year(s)";;44;0;"Sep - May";;"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"Closed";"Closed";"1000577841_1";;
"A Growing Place Preschool Gt4k";"A Growing Place Preschool Gt4k";1000577841;"520 E Holum St";"Deforest";"WI";"53532-1316";"Dane County";2;2000205;"Licensed Group";"Stephanie Pertzborn";"(608) 846-9400";"Renee Hoehne";"4 Year(s) - 6 Year(s)";;20;0;"Sep - Jun";;"7:30AM - 3:30PM";"7:30AM - 3:30PM";"7:30AM - 3:30PM";"7:30AM - 3:30PM";"7:30AM - 3:30PM";"Closed";"Closed";"1000577841_2";;
"A Step Ahead Day Camp";"A Step Ahead Day Camp";4000587234;"315 Park St";"Sun Prairie";"WI";"53590-3014";"Dane County";3;2003299;"Licensed Camp";"Jacob Schalk";"(608) 712-7412";"Doug Golliher";"5 Year(s) - 15 Year(s)";;180;0;"Jun - Aug";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"4000587234_3";;
"Aehl Family Day Care";"Aehl Family Day Care";1000560141;"5007 Wentworth Cir";"Mc Farland";"WI";"53558-8938";"Dane County";1;131555;"Licensed Family";"Karen Kramer-Aehl";"(608) 333-4055";"Karen Kramer-Aehl";"6 Week(s) - 12 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"Closed";"Closed";"1000560141_1";;
"After School Clubs Incorporated";"After School Clubs Incorporated";4000558824;"276 Soden Dr";"Oregon";"WI";53575;"Dane County";1;120322;"Licensed Group";"Lisa Gits";"(608) 835-9808";"Melissa Taylor";"5 Year(s) - 13 Year(s)";;180;0;"Jan - Dec";;"7:00AM - 5:45PM";"7:00AM - 5:45PM";"7:00AM - 5:45PM";"7:00AM - 5:45PM";"7:00AM - 5:45PM";"Closed";"Closed";"4000558824_1";;
"Aldo Leopold Nature Center";"Aldo Leopold Nature Center";5000587315;"330 Femrite Dr";"Monona";"WI";"53716-3716";"Dane County";1;2000685;"Licensed Camp";"Virginia Wiggen";"(608) 221-0404";"John Hecht";"3 Year(s) - 7 Year(s)";;50;0;"Jul - Sep";;"8:00AM - 5:30PM";"8:00AM - 5:30PM";"8:00AM - 5:30PM";"8:00AM - 5:30PM";"8:00AM - 5:30PM";"Closed";"Closed";"5000587315_1";;
"Aldo Leopold Nature Preschool";"Aldo Leopold Nature Preschool";5000587315;"330 Femrite Dr";"Monona";"WI";"53716-3716";"Dane County";2;2004766;"Licensed Group";"Courtney Woods";"(608) 216-9376";"John Hecht";"3 Year(s) - 6 Year(s)";;32;0;"Sep - Jun";;"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"Closed";"Closed";"5000587315_2";;
"Annie's Little Munchkins";"Annie's Little Munchkins";7000579097;"4381 Juliana Ln";"Deforest";"WI";"53532-1874";"Dane County";1;2002499;"Licensed Family";"Anne Pierick";"(608) 576-2079";"Anne Pierick";"6 Week(s) - 12 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"7000579097_1";;
"April Pautsch";"April Pautsch";1000576901;"1020 Starlight Ln";"Cottage Grove";"WI";"53527-9137";"Dane County";1;"N/A";"Regular Certified";"April Pautsch";"(608) 577-5878";"April Pautsch";"6 Week(s) - 12 Year(s)";;;;"Jan - Dec";;"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"1000576901_1";6;3
"Badger Gymnastics Of Madison Summer Camp";"Badger Gymnastics Of Madison Summer Camp";7000590547;"6901 Schroeder Rd";"Madison";"WI";"53711-2313";"Dane County";2;2005481;"Probationary Licensed Camp";"Jessica Carlson";"(608) 513-7210";"Jessica Carlson";"5 Year(s) - 14 Year(s)";;60;0;"Jun - Aug";;"8:30AM - 5:30PM";"8:30AM - 5:30PM";"8:30AM - 5:30PM";"8:30AM - 5:30PM";"8:30AM - 5:30PM";"Closed";"Closed";"7000590547_2";;
"Becky's Day Care Service";"Becky's Day Care Service";3000578083;"317 Sunset Dr";"Deforest";"WI";"53532-1125";"Dane County";1;131684;"Licensed Family";"Rebecca Dubois";"(608) 846-3512";"Rebecca Dubois";"1 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"3000578083_1";;
"Big Apple Early Learning Academy";"Big Apple Early Learning Academy";7000589627;"200 Keenan Ct";"Verona";"WI";"53593-9720";"Dane County";1;2004219;"Licensed Group";"Krystyn Fredericks";"(608) 535-9198";"Kassondra Gorski";"6 Week(s) - 12 Year(s)";;130;0;"Jan - Dec";;"6:30AM - 6:15PM";"6:30AM - 6:15PM";"6:30AM - 6:15PM";"6:30AM - 6:15PM";"6:30AM - 6:15PM";"Closed";"Closed";"7000589627_1";;
"Black Belt America Summer Camp";"Black Belt America Summer Camp";8000588188;"6121 Odana Rd";"Madison";"WI";"53719-1103";"Dane County";1;2001744;"Licensed Camp";"Theresa Wideman";"(608) 273-4111";"Don Wideman";"5 Year(s) - 13 Year(s)";;60;0;"Jun - Oct";;"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"Closed";"Closed";"8000588188_1";;
