"Application Type";"County";"Facility Name";"Facility Number";"Line Address 1";"City";"ZIP Code";"Contact Name";"Contact Phone";"License Date";"Capacity";"From Age";"To Age";"Hours";"Months";"Full Time"
"LICENSED FAMILY";"18. EAU CLAIRE";"CARLINO KIDDIE CARE";"1009881";"1417 Pheasant Rd";"Fall Creek";"54742";"Carlino, Victoria  ";"715-839-9572";11/1/2005;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"CHRISTY'S CUDDLES AND CRAYONS";"1007016";"552 Cochrane St";"Eau Claire";"54703";"Scruggs, Christy D ";"715-830-9993";9/15/2003;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"DARCE'S FAMILY DAY CARE";"1013094";"2723 Beverly Hills Dr";"Eau Claire";"54701";"Sahm, Darce  ";"715-563-8453";5/6/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"DREAMS COME TRUE CHILD CARE CTR";"2000269";"E9470 W Robin Rd";"Strum";"54770-9472";"Shong, Jody  ";"715-797-3484";10/1/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"EDUCARE";"1012878";"334 W Lincoln Ave";"Fall Creek";"54742";"Weggen, Heather M ";"715-877-1360";12/21/2007;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"ELK CREEK LEARN AND GROW FAMILY DC";"1014181";"2355 Elk Creek Rd";"Eau Claire";"54703";"Baxter, Tammy L ";"715-874-4842";12/14/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"GIGGLES CHILD CARE CTR";"1006118";"1626 Starr Ave";"Eau Claire";"54703";"Sotka, Tamera  ";"715-833-8767";8/1/2002;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:15 AM-06:15 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"GIGGLES & FUN CHILD CARE";"1010677";"606 N Spring St";"Augusta";"54722";"Martinson, Traci B ";"715-286-4113";8/1/2000;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";" "
"LICENSED FAMILY";"18. EAU CLAIRE";"JOY CARE LLC";"1003941";"431 Skyline Ct";"Eau Claire";"54703";"Howe, Joy  ";"715-838-9827";8/30/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"JUDY'S DAY CARE";"530269 ";"801 Broadway St";"Eau Claire";"54703";"Nordrum, Judy  ";"715-834-5197";11/1/1996;8;"0 Year(s), 0 Month(s), 6 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"KATY'S LITTLE TOTS";"1011751";"1335 Howard Dr";"Eau Claire";"54701";"Mattison, Katy A ";"715-834-9108";3/26/2004;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"KESS'S  KIDS  FAMILY  DAY  CARE";"1004392";"2434 Haanstad Rd";"Eau Claire";"54703";"Carroll, Kesinee M ";"715-834-5954";2/1/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"LEARN-A-LOT PRESCHOOL & DAY CARE";"530128 ";"2834 W Princeton Ave";"Eau Claire";"54703";"Mcnulty, Michele M ";"715-834-0308";5/2/1997;8;"2 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"LITTLE STEPS DAY CARE";"1016090";"2510 Melmar Ct";"Eau Claire";"54703-4859";"Nitz, Rachelle H ";"715-456-7682";5/29/2007;6;"0 Year(s), 0 Month(s), 1 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"LOTS OF LAUGHS DAYCARE";"1015082";"3134 Locust Ln";"Eau Claire";"54703";"Pestka, Tanya L ";"715-271-9019";11/17/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:20 AM-06:20 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"MALISSA DAHLSTROM'S FAMILY CC";"2000108";"3415 Douglas Ln";"Eau Claire";"54703-3602";"Dahlstrom, Malissa  ";"715-214-8186";8/31/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"MANY MINI MUNCHKINS DAYCARE";"1015157";"3244 Fern Ct";"Eau Claire";"54703";"Powell, Lynn  ";"715-832-5781";5/13/2010;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-05:45 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"MEADOW WOOD CHILD CARE";"1014222";"4801 Promontory Ct";"Eau Claire";"54701";"Bignell, Vicki  ";"715-835-5406";7/14/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"MICHELLE'S LITTLE ONES";"1009172";"251 Hewitt St";"Eau Claire";"54703";"Pingel, Michelle L ";"715-832-3098";9/6/2005;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"MICHELLE'S PLACE";"1013879";"2103 Deblene Ln";"Eau Claire";"54703";"Jacobs, Michelle C ";"715-832-0560";12/18/2006;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"NANCY'S FAMILY CHILD CARE";"1006862";"1211 Lynn Ave";"Altoona";"54720";"Glebke, Nancy  ";"715-839-0137";12/1/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"08:30 AM-08:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"PLAY CARE DAY CARE";"1013710";"2669 Mercury Ave";"Eau Claire";"54703";"Culver, Lynette M ";"715-833-1547";9/1/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"PLAY TO LEARN CHILD CARE CENTER";"531269 ";"3137 Leslie Ln";"Eau Claire";"54703";"Stage, Jean  ";"715-830-0569";4/1/1998;8;"0 Year(s), 0 Month(s), 2 Week(s)";"16 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"RAINBOW BEGINNINGS FAMILY CHILDCARE";"1015098";"W2618 Pine Rd";"Eleva";"54738";"Decambaliza, Jacqueline  ";"715-287-4436";3/21/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"SHERRI'S STAY-N-PLAY";"1001525";"3314 Lasalle St";"Eau Claire";"54703";"Schulner, Sherri  ";"715-834-8743";10/7/1999;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"SHIRLEY'S DAY CARE";"530077 ";"2838 Abbe Hill Dr";"Eau Claire";"54703";"Johnson, Shirley  ";"715-834-5251";5/2/1997;8;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"SUE'S FAMILY CHILD CARE";"531113 ";"471 Westover Rd";"Eau Claire";"54701";"Everson, Susan  ";"715-834-8352";6/1/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"TINY TREASURES CHILDCARE LLC";"1015514";"1522 Omaha St";"Eau Claire";"54703";"Rognholt, Kelly  ";"715-830-5294";9/1/2010;8;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"TISHA'S FAMILY CHILD CARE";"2000860";"920 Lawrence Ave";"Altoona";"54720-2018";"Gilman, Lisa J ";"715-514-0015";9/4/2012;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"18. EAU CLAIRE";"TRACI'S CHILD CARE";"1013296";"2006 Ruby Ln";"Eau Claire";"54703";"Vasterling, Traci  ";"715-832-6037";6/22/2008;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";" "
"LICENSED FAMILY";"18. EAU CLAIRE";"WORLD OF WONDER CHILD CARE";"1012337";"330 E Dahlia Ln";"Altoona";"54720";"Grill, Kathleen G ";"715-579-9185";8/1/2000;8;"0 Year(s), 0 Month(s), 3 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"AFCCC CLUBHOUSE";"1015615";"827 S Hillcrest Pkwy";"Altoona";"54720";"Schroeder, Chistine  ";"715-552-5478";9/15/2010;59;"3 Year(s), 6 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"ALTOONA EARLY EDUCATION CENTER";"520396 ";"707 W Seventh St";"Altoona";"54720";"Wagner, Karen  ";"715-832-5543";9/12/1996;30;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-06:00 PM";"Aug-Jun";" "
"LICENSED GROUP";"18. EAU CLAIRE";"ALTOONA FAMILY CHILD CARE CTR LLC";"1014543";"819 S Hillcrest Pkwy";"Altoona";"54720";"Schrader, Chris  ";"715-552-5437";7/27/2009;64;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"BABES IN TOYLAND CHILDCARE CENTER";"1015680";"4430 Tower Dr";"Eau Claire";"54703";"Stewart, Julie  ";"715-830-9432";10/4/2010;43;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"BEAUTIFUL MINDS CHILD CARE";"2000391";"2821 Fairfax St";"Eau Claire";"54701-6820";"Short, Theresa  ";"715-552-1050";1/1/2012;99;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-01:00 AM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"BRIGHTER BEGINNINGS EARLY LEARN CTR";"1008238";"1612 Truax Blvd";"Eau Claire";"54703";"Cronk, Wendi  ";"715-831-9944";4/23/1997;248;"0 Year(s), 0 Month(s), 6 Week(s)";"14 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"CHAPEL HEIGHTS CHRISTIAN PRESCHOOL";"520116 ";"300 E Hamilton Ave";"Eau Claire";"54701";"Olson, Tamera  ";"715-832-2333";3/1/1997;27;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:45 AM-03:30 PM";"Sep-Jun";"N"
"LICENSED GROUP";"18. EAU CLAIRE";"CHILDREN'S HOUSE MONTESSORI SCH";"1012359";"415 E Lake St";"Eau Claire";"54701";"Klauck, Jerald  ";"715-835-7861";8/30/2007;88;"2 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"COLOR MY WORLD CHILD CARE NORTH";"520011 ";"1903 Western Ave";"Eau Claire";"54703";"Quilling, Jenifer  ";"715-835-2060";5/12/1997;75;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 AM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"COLOR MY WORLD SOUTH";"520241 ";"4605 London Rd";"Eau Claire";"54701";"Hayes, Julie  ";"715-833-9464";5/12/1997;55;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"CREATE-A-WORLD PRESCHOOL";"520248 ";"3214 Golf Rd";"Eau Claire";"54701";"Lorusso, Katy  ";"715-832-7832";4/1/1998;16;"3 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-03:00 PM";"Sep-May";" "
"LICENSED GROUP";"18. EAU CLAIRE";"DAYS GONE BY EARLY LEARNING";"2000254";"3225 Lorch Ave";"Eau Claire";"54701-9191";"Wallerius, Loralie  ";"715-835-1234";9/26/2011;60;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"EAU CLAIRE FAMILY CC CTR";"2000158";"2140 Sherwin Ave";"Eau Claire";"54701-3476";"Paulson, Jinnea  ";"715-834-5439";8/29/2011;70;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"EAU CLAIRE FAMILY LITERACY HS";"1015621";"510 S Farwell St";"Eau Claire";"54701";"Marum, Jennifer  ";"715-896-4721";8/13/2010;15;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:00 AM-04:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"EAU CLAIRE YMCA CHILD DEV CTR";"520083 ";"700 Graham Ave";"Eau Claire";"54701";"Eagan, Autumn  ";"715-836-8460";5/12/1997;175;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"FIRST LUTHERAN PRESCHOOL";"1012780";"1005 Oxford Ave";"Eau Claire";"54703";"Brandner, Barb  ";"715-832-8321";1/28/2008;30;"2 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-";"Sep-May";" "
"LICENSED GROUP";"18. EAU CLAIRE";"FOREVER YOUNG ELC";"1015429";"3628 Spooner Ave";"Altoona";"54720";"Young, Brandi  ";"715-831-4095";7/19/2010;30;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"GENESIS CHILD DEVELOPMENT CENTER";"1000263";"418 N Dewey St";"Eau Claire";"54703";"Mccoy, Corissa  ";"715-830-2275";9/1/1998;107;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"GRACE LUTHERAN PRESCHOOL";"520133 ";"814 Hudson St";"Augusta";"54722";"Jacobs, Barbara  ";"715-286-2116";3/14/1997;11;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-";"Sep-May";"N"
"LICENSED GROUP";"18. EAU CLAIRE";"GRACE LUTH FOUN - SACC PEDERSEN";"520428 ";"1827 Bartlett Ave";"Altoona";"54720";"Fliehr, Nancy  ";"715-832-3039";3/1/1998;68;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";" "
"LICENSED GROUP";"18. EAU CLAIRE";"GRACE LUTH FOUN - SACC ROOSEVELT";"1006895";"3010 8th St";"Eau Claire";"54703";"Fliehr, Nancy  ";"715-832-5813";9/1/2003;52;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";" "
"LICENSED GROUP";"18. EAU CLAIRE";"GREAT BEGINNINGS DC & LEARN CTR";"1013654";"320 Division St";"Altoona";"54720";"Mack, Cora  ";"715-552-0083";11/17/2008;34;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"HAND IN HAND A PLACE FOR ALL CHILD";"520077 ";"800 Wisconsin St Box 13";"Eau Claire";"54703";"Amy, Stadnyk  ";"715-833-7744";5/2/1997;144;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"KINDERCARE";"520044 ";"2115 Fairfax St";"Eau Claire";"54701";"Yach, Christina  ";"715-832-8099";4/23/1997;128;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"LAKESHORE ELEMENTARY SACC";"520547 ";"711 Lake St";"Eau Claire";"54703";"Fliehr, Nancy  ";"715-832-3039";8/23/1998;52;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Aug-Jun";" "
"LICENSED GROUP";"18. EAU CLAIRE";"LITTLE BLOOMERS LLC";"520435 ";"3980 Tamara Dr";"Eau Claire";"54701";"Biesterveld, Patricia  ";"715-839-1050";4/23/1997;70;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"LITTLE SCHOOL HOUSE OF ALTOONA";"1015984";"2328 N Hillcrest Ave";"Altoona";"54720";"Redetzke, Christine  ";"715-214-6609";4/25/2011;30;"2 Year(s), 0 Month(s), 0 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"LITTLE STAR DAY CARE";"520356 ";"2245 Hayden Ave";"Altoona";"54720";"Lund, Lori  ";"715-832-1513";4/23/1997;70;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:45 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"MAYO CLINIC HEALTH SYSTEM CDC";"520255 ";"540 Fulton St";"Eau Claire";"54702";"Frederick, Patricia  ";"715-838-3524";5/12/1997;186;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"RACHEL'S PLACE EARLY LEARNING CTR";"520136 ";"2226 Eddy Ln";"Eau Claire";"54703";"O'Bryan, Leanne  ";"715-832-1414";8/19/2002;105;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"RAINBOW WORLD OUR SAVIOR'S LUTHERAN";"520164 ";"1310 Main St";"Eau Claire";"54701";"Berg, Judy  ";"715-832-2421";3/20/1998;23;"3 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"08:45 AM-11:45 AM";"Sep-May";" "
"LICENSED GROUP";"18. EAU CLAIRE";"REDEEMER CHRISTIAN PRESCH";"520165 ";"601 Fall St";"Eau Claire";"54703";"Wensel, Terri  ";"715-835-5239";12/1/1997;28;"3 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"08:30 AM-";"Sep-Jun";" "
"LICENSED GROUP";"18. EAU CLAIRE";"REGIS CHILD DEVELOPMENT CENTER";"520257 ";"2114 Fenwick Ave";"Eau Claire";"54701";"Burhop, Julie  ";"715-830-2274";4/23/1997;120;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"SHEPHERD'S FOLD DAY CARE";"520538 ";"3031 Epiphany Ln";"Eau Claire";"54703";"Vadnais, Ruthanne  ";"715-835-9207";5/30/1997;55;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"SHERMAN ELEMENTARY-SACC";"1000063";"3110 W Vine St";"Eau Claire";"54703";"Fliehr, Nancy  ";"715-832-3039";5/12/1997;64;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Sep-Jun";" "
"LICENSED GROUP";"18. EAU CLAIRE";"SLEEPERS TO SNEAKERS TWO CHILD CARE";"1001269";"1303 Margaret St";"Eau Claire";"54701";"Mrdutt, Marlene  ";"715-834-6794";5/14/1999;43;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"ST JOHN'S CHRISTIAN PRESCHOOL";"520551 ";"1804 Highland Ave";"Eau Claire";"54701";"Hanson, Nancy  ";"715-834-9571";4/1/1998;20;"2 Year(s), 6 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-03:00 PM";"Sep-May";" "
"LICENSED GROUP";"18. EAU CLAIRE";"ST PAUL'S LITTLE LAMBS CC PRESCH";"520250 ";"721 S State St";"Fall Creek";"54742";"Isaacson, Sheila  ";"715-877-3501";4/23/1997;45;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"THE LEARNING CENTER";"520046 ";"1721 Westgate Rd";"Eau Claire";"54703";"Stanek, Tina  ";"715-835-8801";4/23/1997;80;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"TRINITY CHRISTIAN PRESCHOOL";"520180 ";"1314 E Lexington Blvd";"Eau Claire";"54701";"Cooper, Jeanne  ";"715-832-6601";3/3/1997;25;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-03:15 PM";"Sep-May";"N"
"LICENSED GROUP";"18. EAU CLAIRE";"U W E C - CHILDREN'S NATURE ACADEMY";"520074 ";"1190 Priory Rd";"Eau Claire";"54701-9519";"Wurzer, Rebecca  ";"715-836-2178";7/1/1997;160;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"18. EAU CLAIRE";"WESTERN DAIRYLAND EC HEAD START CTR";"520522 ";"623 Truax Blvd";"Eau Claire";"54703";"Marum, Jennifer  ";"715-834-4498";9/24/1996;33;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-03:30 PM";"Jan-Dec";" "
"LICENSED GROUP";"18. EAU CLAIRE";"YMCA - IC SACC";"1010961";"1703 Sherwin Ave";"Eau Claire";"54701";"Egan, Autumn  ";"715-830-2276";8/30/2006;12;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Aug-May";"N"
"LICENSED GROUP";"18. EAU CLAIRE";"YMCA-LOCUST LANE SACC";"520102 ";"3245 Locust Ln";"Eau Claire";"54703";"Egan, Autumn  ";"715-839-2822";3/1/1997;32;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Aug-Jun";"N"
"LICENSED GROUP";"18. EAU CLAIRE";"YMCA-MANZ SACC";"520389 ";"1000 E Fillmore St";"Eau Claire";"54701";"Egan, Autumn  ";"715-836-8460";8/25/1996;45;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Aug-Jun";" "
