"Name";"City";"County";"Zip";"Address";"Phone";"Email";"Type of Care";"License Effective Date";"License Expiration Date";"Facility Total Capacity";"Facility Age Range";"Hours of operation";"UrlID";"Mailing Address";"Mailing City";"Mailing State";"Mailing ZIP";"Email2";"Director";"Child Care Specialist";"ID"
"THE LEARNING TREE DAYCARE";"POPLAR BLUFF";"BUTLER";"63901-6702";"202 E HENRY ST ";"(573) 413-8686";;"FAMILY HOME";"09/27/2022";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001639007";" ";;;;"maxwellandsimone@icloud.com";"MOSS, RHONDA";"SARAH L THACKER";1639007
"UNITY ACADEMY 2";"POPLAR BLUFF";"BUTLER";"63901-1551";"4482 HIGHWAY PP ";"(573) 778-9948";;"CHILD CARE CENTER";"08/28/2021";;48;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002710641";" ";;;;"unityacademy2015@gmail.com";"SISSON, ALEXIS NICHOLE";"MELISSA JILL SMITH";2710641
"UNITY ACADEMY, LLC";"POPLAR BLUFF";"BUTLER";"63901-4005";"1801 W MAUD ST ";"(573) 840-5082";;"CHILD CARE CENTER";"08/28/2021";;99;"BIRTH - 12 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002540021";" ";;;;"UNITYACADEMY2015@GMAIL.COM";"FOUST, BREANNA MARIE";"SARAH L THACKER";2540021
"VOYLES, PATRICIA";"POPLAR BLUFF";"BUTLER";"63901-6545";"726 NICKEY ST ";"(573) 344-5959";;"FAMILY HOME";"09/21/2022";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002066606";"176 WAYNE 543 ";"GREENVILLE";"MO";"63944-8793";"PATRICIAVOYLES@YAHOO.COM";"VOYLES, PATRICIA";"MELISSA JILL SMITH";2066606
"BUTTERFLIES AND BUMBLEBEES LEARNING CENTER LLC";"HAMILTON";"CALDWELL";"64644-1034";"216 N CALIFORNIA ST ";"(816) 646-0110";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 15 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002531675";" ";;;;"BUTTERFLIESANDBUMBLEBEES2014@YAHOO.COM";"PURCELL, MARY";"ELLEN DONOHO";2531675
"HAMILTON RII SCHOOL DISTRICT";"HAMILTON";"CALDWELL";64644;"7650 NW HARLEY RD ";"(816) 583-4811";;"CHILD CARE CENTER";"08/28/2021";;40;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002148385";" ";;;;"aford@hamilton.k12.mo.us";"MILLER, LESLIE; MUDD, LEXI RENEE";"ELLEN DONOHO";2148385
"LAUGH & LEARN CHILDREN'S CENTER, LLC";"HAMILTON";"CALDWELL";"64644-7312";"3873 NW OLD HIGHWAY 36 ";"(816) 284-0982";;"GROUP HOME";"08/28/2021";;20;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002754818";" ";;;;"LLCCENTER@YAHOO.COM";"MCTHEENEY, AMY K";"ELLEN DONOHO";2754818
"ADVENTURES IN LEARNING CHILDCARE CENTER LLC";"FULTON";"CALLAWAY";"65251-3476";"1871 COUNTY ROAD 358 ";"(573) 642-0107";;"CHILD CARE CENTER";"08/28/2021";;81;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002870013";" ";;;;"cassiehurd16@gmail.com";;"JOY LYNN NICHOLS";2870013
"ANDREWS, JULIE MAE";"HOLTS SUMMIT";"CALLAWAY";"65043-1712";"12034 HIATTE LN ";"(573) 690-1029";;"FAMILY HOME";"10/04/2021";;9;"BIRTH - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000472868";" ";;;;"JULIE.ANDREWS@HOTMAIL.COM";"ANDREWS, JULIE MAE";"CYNTHIA D MADDOX";472868
"BELL, SHARI DAWN";"AUXVASSE";"CALLAWAY";"65231-2242";"500 S ELM ST ";"(573) 823-6262";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002164474";" ";;;;"sharibell1969@gmail.com";"BELL, SHARI DAWN";"JOY LYNN NICHOLS";2164474
"CENTRAL MISSOURI COMMUNITY ACTION";"FULTON";"CALLAWAY";65251;"1600 WESTMINSTER AVE ";"(573) 642-3201";;"CHILD CARE CENTER";"08/28/2021";;36;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001471303";"807B N PROVIDENCE RD ";"COLUMBIA";"MO";"65203-4359";"teressah@cmca.us";"NEWCOM, TRACY LYNN";"JOY LYNN NICHOLS";1471303
"CREATIVE MINDS CHILD DEVELOPMENT CENTER, LLC";"FULTON";"CALLAWAY";"65251-7215";"207 GLOVER ST ";"(573) 826-2730";;"CHILD CARE CENTER";"08/28/2021";;49;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002593297";" ";;;;"creativemindscdc23@yahoo.com";"RICH, TINA MAE";"JOY LYNN NICHOLS";2593297
"FULTON PRESCHOOL ASSOCIATION";"FULTON";"CALLAWAY";"65251-1968";"718 COURT ST ";"(573) 590-1899";;"LICENSE EXEMPT PROGRAM";"09/01/2022";;16;"36 MONTHS - 5 YEARS";" 8:30 AM- 3:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000803045";"PO BOX 123 ";"FULTON";"MO";"65251-0123";"fultonpreschoolhospitality@gmail.com";"MCDANIEL, SANDY";"JOY LYNN NICHOLS";803045
"GENERATIONS CHILDCARE";"HOLTS SUMMIT";"CALLAWAY";"65043-1544";"550 KAREN DR ";"(573) 896-0136";;"CHILD CARE CENTER";"08/28/2021";;45;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002413696";"PO BOX 621 ";"HOLTS SUMMIT";"MO";"65043-0621";"valeriejfowler@hotmail.com";"FOWLER, VALERIE JO";"CYNTHIA D MADDOX";2413696
"GRACE LUTHERAN CHURCH, HOLTS SUMMIT MO";"HOLTS SUMMIT";"CALLAWAY";65043;"618 HALIFAX RD ";"(573) 896-8824";;"CHILD CARE CENTER";"08/28/2021";;40;"24 MONTHS - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002351753";" ";;;;"revmjdiener@gmail.com";"DIENER, MICHAEL J";"JOY LYNN NICHOLS";2351753
"HAPPY CAMPERS LEARNING CENTER, L.L.C.";"FULTON";"CALLAWAY";"65251-2522";"640 GAYLORD DR ";"(573) 310-6336";;"CHILD CARE CENTER";"08/28/2021";;82;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002865627";" ";;;;"jordanburt@happycamperslearningcenter.com";"MORICE, MALLORY ANN";"JOY LYNN NICHOLS";2865627
"HEIDI'S DAYCARE, LLC";"FULTON";"CALLAWAY";"65251-3616";"4197 COUNTY ROAD 216 ";"(573) 642-8814";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002549291";" ";;;;"chiggercreekboers@hotmail.com";"ROBINSON, HEIDI MICHELLE";"JOY LYNN NICHOLS";2549291
"ISAACSON, NANCY JEAN";"AUXVASSE";"CALLAWAY";"65231-2019";"4989 COUNTY ROAD 260 ";"(573) 386-5145";;"FAMILY HOME";"08/28/2023";;10;"12 MONTHS - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000332287";" ";;;;" ";"ISAACSON, NANCY JEAN";"JOY LYNN NICHOLS";332287
"JEFFERSON CITY AREA YOUNG MEN'S CHRISTIAN ASSOCIATION";"HOLTS SUMMIT";"CALLAWAY";"65043-1445";"285 S SUMMIT DR ";"(573) 761-3196";;"CHILD CARE CENTER";"08/28/2021";;99;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000189335";"PO BOX 104176 ";"JEFFERSON CITY";"MO";"65110-4176";"JKEVER@JCYMCA.ORG";"BLEICH, CARLIE GRACE";"JOY LYNN NICHOLS";189335
"LIFE HOUSE INFANT CENTER";"HOLTS SUMMIT";"CALLAWAY";"65043-1502";"222 E CENTER ST ";"(573) 409-0026";;"LICENSE EXEMPT PROGRAM";"10/28/2022";;24;"BIRTH - 35 MONTHS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002614586";;;;;;;;2614586
"LIFE HOUSE INFANT CENTER";"HOLTS SUMMIT";"CALLAWAY";"65043-1502";"222 E CENTER ST ";"(573) 409-0026";;"LICENSE EXEMPT PROGRAM";"10/28/2022";;24;"BIRTH - 35 MONTHS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002614586";;;;;;;;2614586
"LITTLE WONDERS DAYCARE, LLC";"MOKANE";"CALLAWAY";"65059-1211";"10321 STATE ROAD C ";"(573) 220-7578";;"GROUP HOME";"08/28/2021";;20;"6 WEEKS - 14 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002873421";" ";;;;"katievandelicht@gmail.com";"VANDELICHT, KATHRYN J";"JOY LYNN NICHOLS";2873421
"LOONEY TOONS DAYCARE CENTER, LLC";"FULTON";"CALLAWAY";"65251-7011";"8067 STATE ROAD C ";"(573) 642-0806";;"CHILD CARE CENTER";"08/28/2021";;52;"6 WEEKS - 14 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002128852";" ";;;;"mckensay.vandelicht@gmail.com";"VANDELICHT, ERIN MCKENSAY";"JOY LYNN NICHOLS";2128852
"MIKKI'S EARLY LEARNING ACADEMY LLC";"NEW BLOOMFIELD";"CALLAWAY";"65063-1561";"9768 STATE ROAD AE ";"(573) 353-0379";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002662873";" ";;;;"mikayla7878@gmail.com";"DETWEILER, MIKAYLA";"JOY LYNN NICHOLS";2662873
"MILLERSBURG PRESCHOOL INC";"FULTON";"CALLAWAY";65251;"4527 STATE RD J ";"(573) 642-2939";;"LICENSE EXEMPT PROGRAM";"03/01/2023";;15;"36 MONTHS - 5 YEARS";" 8:30 AM-12:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000213512";"4925 COUNTY RD 351 ";"FULTON";"MO";65251;"sgriffin@centralmethodist.edu";"GRIFFIN, SHERRI";"JOY LYNN NICHOLS";213512
"NEW BLOOMFIELD, RIII SCHOOL ";"NEW BLOOMFIELD ";"CALLAWAY";65063;"307 REDWOOD DR ";"(573) 491-3700";;"Sch";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001620919";;;;;;;;1620919
"NORTH CALLAWAY COUNTY R-I SCHOOL DISTRICT";"KINGDOM CITY";"CALLAWAY";"65262-1328";"5893 COUNTY ROAD 148 ";"(573) 386-3311";;"CHILD CARE CENTER";"08/28/2021";;60;"6 WEEKS - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002419010";" ";;;;"tneal@nc.k12.mo.us";"NEAL, TIA";"JOY LYNN NICHOLS";2419010
"RICE, NANCY LEE";"FULTON";"CALLAWAY";"65251-1369";"1104 PARKRIDGE DR ";"(573) 642-0395";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 14 YEARS";" 6:00 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000461290";" ";;;;"NANCYR1978@HOTMAIL.COM";"RICE, NANCY LEE";"JOY LYNN NICHOLS";461290
"RICHARDS, MARY LOUISE";"NEW BLOOMFIELD";"CALLAWAY";"65063-1595";"128 CHEVYCHASE LN ";"(573) 257-7524";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000342301";" ";;;;"mrichards7686@gmail.com";"RICHARDS, MARY LOUISE";"JOY LYNN NICHOLS";342301
"RUGRATS DAYCARE L.L.C.";"FULTON";"CALLAWAY";"65251-6857";"6961 STATE ROAD AD ";"(573) 642-2008";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001975680";" ";;;;"1967theresa@gmail.com";"SPENCER, THERESA DOLORES";"JOY LYNN NICHOLS";1975680
"TODDLER'S INK LLC";"FULTON";"CALLAWAY";"65251-7401";"6637 MIRANDA LOOP ";"(573) 642-4444";;"CHILD CARE CENTER";"08/28/2021";;50;"BIRTH - 12 YEARS";" 6:00 AM- 5:59 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002030546";"5706 COUNTY ROAD 335 ";"FULTON";"MO";"65251-5272";"toddlersinkllc@msn.com";"GRAVES, HEATHER JO";"JOY LYNN NICHOLS";2030546
"T-REX INVESTMENTS, LLC";"HOLTS SUMMIT";"CALLAWAY";"65043-1543";"482 KAREN DR ";"(573) 491-1124";;"CHILD CARE CENTER";"05/22/2023";;80;"24 MONTHS - 14 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002539097";" ";;;;"trexinvestmentsllc@gmail.com";"REXROAT, NICCI ANN";"JOY LYNN NICHOLS";2539097
"T-REX INVESTMENTS, LLC";"HOLTS SUMMIT";"CALLAWAY";"65043-1449";"531 S SUMMIT DR ";"(573) 491-1120";;"CHILD CARE CENTER";"03/31/2023";;59;"BIRTH - 3 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002592976";"482 KAREN DR ";"HOLTS SUMMIT";"MO";"65043-1543";"trexinvestmentsllc@gmail.com";"REXROAT, NICCI ANN";"JOY LYNN NICHOLS";2592976
"WILD BLOOMS CHILDCARE CENTER LLC";"NEW BLOOMFIELD";"CALLAWAY";"65063-5402";"328 STATE ROAD AE ";"(573) 220-4358";;"CHILD CARE CENTER";"08/28/2021";;60;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002728561";"8575 STATE ROAD BB ";"NEW BLOOMFIELD";"MO";"65063-1335";"wildbloomschildcare@gmail.com";"COOTS, ALAXANDRA NICOLE";"CHRISTINA BRUCE";2728561
"WILDCAT CARE";"NEW BLOOMFIELD";"CALLAWAY";"65063-5417";"307 REDWOOD DR ";"(573) 424-2668";;"CHILD CARE CENTER";"08/28/2021";;30;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002471356";"600 S HENRY CLAY BLVD ";"ASHLAND";"MO";"65010-9518";"wildcatcare@gmail.com";"GRAZIANO, LACEY NICOLE";"JOY LYNN NICHOLS";2471356
"BUILDING BLOCKS";"CAMDENTON";"CAMDEN";"65020-3957";"2073 S BUSINESS ROUTE 5 ";"(573) 216-1075";;"LICENSE EXEMPT PROGRAM";"02/01/2023";;48;"24 MONTHS - 13 YEARS";" 7:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002813852";"PO BOX 1143 ";"CAMDENTON";"MO";"65020-1143";"nikki@tphoc.com";"BRAUER, NICOLE ANNETTE";"LACEY BERENDZEN";2813852
"CHILDREN'S LEARNING CENTER OF CAMDEN COUNTY, INC.";"CAMDENTON";"CAMDEN";65020;"88 THIRD ST ";"(573) 346-0660";;"CHILD CARE CENTER";"10/07/2022";;40;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001906307";" ";;;;"CLC@CLCFORKIDS.ORG";"ANDERSON, ADRIENNE M";"LACEY BERENDZEN";1906307
"CREATIVE DISCOVERIES PRESCHOOL & DAYCARE LLC";"CAMDENTON";"CAMDEN";65020;"115 HICKORY ST ";"(573) 317-0225";;"CHILD CARE CENTER";"08/28/2021";;56;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002407925";"109 ROCK GROVE CT ";"CAMDENTON";"MO";65020;"creativediscoveries2013@gmail.com";"UNDERWOOD, KIMBERLY ANN";"LACEY BERENDZEN";2407925
"CREATIVE LEARNING DAY SCHOOL, LLC";"LINN CREEK";"CAMDEN";"65052-1636";"511 STATE ROAD A ";"(573) 346-7577";;"CHILD CARE CENTER";"08/28/2021";;48;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001900410";"PO BOX 1008 ";"LINN CREEK";"MO";"65052-1008";"MUM2CARTER@YAHOO.COM";"SMITH, JENNIFER YVONNE";"LACEY BERENDZEN";1900410
"DENNY, ANNETTE";"CAMDENTON";"CAMDEN";"65020-5851";"2109 OLD SOUTH 5 ";"(573) 286-2644";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002135264";"PO BOX 1452 ";"CAMDENTON";"MO";"65020-1452";"annettedenny12@gmail.com";"DENNY, ANNETTE";"KATHLEEN WILSON";2135264
"I WONDER Y PRESCHOOL";"CAMDENTON";"CAMDEN";65020;"340 W HIGHWAY 54 ";"(573) 346-5350";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;40;"24 MONTHS - 5 YEARS";" 7:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001680337";"PO BOX 88 ";"CAMDENTON";"MO";65020;"cumciwy@gmail.com";"AUFDENKAMP, WENDY JEAN";"KATHLEEN WILSON";1680337
"I WONDER Y PRESCHOOL";"CAMDENTON";"CAMDEN";65020;"340 W HIGHWAY 54 ";"(573) 346-5350";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;40;"24 MONTHS - 5 YEARS";" 7:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001680337";"PO BOX 88 ";"CAMDENTON";"MO";65020;"cumciwy@gmail.com";"AUFDENKAMP, WENDY JEAN";"KATHLEEN WILSON";1680337
"KRADLE TO KRAYON CHILDCARE, LLC";"OSAGE BEACH";"CAMDEN";"65065-2150";"4041 OSAGE BEACH PKWY ";"(573) 348-1200";;"CHILD CARE CENTER";"08/28/2021";;128;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002083203";" ";;;;"kradletokrayon@ymail.com";"RECTOR, HALEY LEANN";"KATHLEEN WILSON";2083203
"KRADLE TO KRAYON CHILDCARE, LLC";"CAMDENTON";"CAMDEN";"65020-9695";"455 3RD ST ";"(573) 346-5558";;"CHILD CARE CENTER";"08/28/2021";;56;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002267961";"4041 OSAGE BEACH PKY ";"OSAGE BEACH";"MO";65065;"kradletokrayon@ymail.com";"PALMER, LAKIN NICOLE";"LAUREN R RAYWARNKE";2267961
"LITTLE LEARNERS CHRISTIAN ACADEMY, LLC";"OSAGE BEACH";"CAMDEN";"65065-2148";"3791 OSAGE BEACH PKWY ";"(573) 693-9360";;"CHILD CARE CENTER";"08/28/2021";;86;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002427627";" ";;;;"littlelearnersplaycenter@gmail.com";"LACKMAN, AMY L";"LACEY BERENDZEN";2427627
"MISSOURI OZARKS COMMUNITY ACTION, INC.";"CAMDENTON";"CAMDEN";"65020-9378";"190 RODEO RD ";"(573) 346-7730";;"CHILD CARE CENTER";"08/28/2021";;40;"36 MONTHS - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000702627";" ";;;;"cgaskins@mocacaa.org";"GASKINS, CYNTHIA DIANNE";"LACEY BERENDZEN";702627
"MISSOURI OZARKS COMMUNITY ACTION, INC.";"RICHLAND";"CAMDEN";65556;"105 FRANCES ST ";"(573) 765-5592";;"CHILD CARE CENTER";"08/28/2021";;26;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000704287";" ";;;;"sdecker@mocacaa.org";"DECKER, SABRENA GRACE";"LAUREN R RAYWARNKE";704287
"OUR SAVIOR'S LIGHTHOUSE CHILD AND FAMILY DEVELOPMENT CENTER";"CAMDENTON";"CAMDEN";65020;"442 E US HIGHWAY 54 ";"(573) 526-1511";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;44;"6 WEEKS - 10 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002755595";;;;;;;;2755595
"OUR SAVIOR'S LIGHTHOUSE CHILD AND FAMILY DEVELOPMENT CENTER";"CAMDENTON";"CAMDEN";65020;"442 E US HIGHWAY 54 ";"(573) 526-1511";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;44;"6 WEEKS - 10 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002755595";;;;;;;;2755595
"PLAY LEARN ACHIEVE ACADEMY, LLC";"CAMDENTON";"CAMDEN";"65020-6951";"765 W US HIGHWAY 54 ";"(573) 216-3855";;"CHILD CARE CENTER";"05/11/2023";;20;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002430033";" ";;;;"carina@plaacademy.com";"BLAIR, CARINA LYN";"LACEY BERENDZEN";2430033
"SUNNYSIDE CHILDCARE LLC";"LINN CREEK";"CAMDEN";"65052-2168";"22 COVINGTON SQUARE RD ";"(573) 873-2710";;"CHILD CARE CENTER";"07/11/2022";;39;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002911728";"389 SPORTSMANS LODGE CIR ";"SUNRISE BEACH";"MO";"65079-5189";"sunnysidechildcare21@gmail.com";"MANION, CHRISTINA ANNE";"KATHLEEN WILSON";2911728
"SWEETGUM LEARNING CENTER LLC";"OSAGE BEACH";"CAMDEN";65065;"1196 STATE HIGHWAY KK ";"(417) 438-3468";;"CHILD CARE CENTER";"11/22/2022";;20;"24 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002938567";"PO BOX 232 ";"OSAGE BEACH";"MO";"65065-0232";"sweetgumlearning@gmail.com";"KETCHUM, CARRIN M";"LACEY BERENDZEN";2938567
"THE ACADEMY AT OSAGE HILLS";"OSAGE BEACH";"CAMDEN";65065;"5237 HIGHWAY 54 ";"(573) 348-1030";;"LICENSE EXEMPT PROGRAM";"04/01/2025";;36;"24 MONTHS - 5 YEARS";" 8:30 AM-11:30 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002192989";" ";;;;"andrea@osagehills.org";"KURTZ, ANDREA MARIE";"LACEY BERENDZEN";2192989
"WEE CARE CENTER OF FIRST BAPTIST CHURCH";"CAMDENTON";"CAMDEN";"65020-6802";"186 S BUSINESS ROUTE 5 ";"(573) 346-4047";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;150;"BIRTH - 14 YEARS";" 6:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000348789";"PO BOX 3572 ";"CAMDENTON";"MO";"65020-3572";"weecaresusie@gmail.com";"GINNINGS, SUSIE";"LACEY BERENDZEN";348789
"WEE CARE CENTER OF FIRST BAPTIST CHURCH";"CAMDENTON";"CAMDEN";"65020-6802";"186 S BUSINESS ROUTE 5 ";"(573) 346-4047";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;150;"BIRTH - 14 YEARS";" 6:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000348789";"PO BOX 3572 ";"CAMDENTON";"MO";"65020-3572";"weecaresusie@gmail.com";"GINNINGS, SUSIE";"LACEY BERENDZEN";348789
"A SMALL WORLD PRE-SCHOOL, INC.";"CAPE GIRARDEAU";"CAPE GIRARDEAU";63701;"1215 N KINGSHIGHWAY ";"(573) 334-0969";;"CHILD CARE CENTER";"08/28/2021";;99;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000169919";" ";;;;"SMALLWORLDKIDS@YAHOO.COM";"MARTIN, LESLIE DIANE";"JESSICA SPENCER";169919
"ABBEY ROAD KIDS LEARNING CENTER";"CAPE GIRARDEAU";"CAPE GIRARDEAU";63701;"2411 ABBEY RD ";"(573) 335-3788";;"LICENSE EXEMPT PROGRAM";"08/01/2023";;20;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001876573";" ";;;;"riehlsk@gmail.com";"RIEHL, SUSAN KATHERYN";"JESSICA SPENCER";1876573
"ALLISON, SUSAN MARIE";"CAPE GIRARDEAU";"CAPE GIRARDEAU";63701;"1341 VANTAGE DR ";"(573) 334-4304";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002264811";" ";;;;"SMALLISON56@HOTMAIL.COM";"ALLISON, SUSAN MARIE";"JESSICA SPENCER";2264811
"CENTENARY PRESCHOOL";"CAPE GIRARDEAU";"CAPE GIRARDEAU";"63701-5524";"300 N ELLIS ST ";"(573) 334-2869";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;64;"24 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001894580";" ";;;;"centenarypreschoolinfo@gmail.com";"HUTSON, LINDSEY BETH";"JESSICA SPENCER";1894580
