"id";"provider_id";"compliance type";"inspection/investigation date";"findings";"violation date";"compliance date";"action taken";"statute/regulation";"section"
15584;10003557;"INSPECTION UNANNOUNCED";"01/24/2019";"NON-COMPLIANCE";"01/24/2019";"05/17/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15574;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.620 - SPACE"
15573;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
15572;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.180-MAX GROUP SIZE IN CC CENTERS"
15571;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
15570;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
15569;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15568;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
15567;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
15566;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
15565;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15564;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
15562;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.170-CH TO CAREGVER RATIO IN CC FAC"
15561;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
15560;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.535 - BEHAVIOR GUIDANCE"
15559;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
15558;10003557;"INVESTIGATION/PRIORITY 2";"11/20/2018";"NON-COMPLIANCE";"11/20/2018";"05/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
13621;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
13619;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"08/02/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
13618;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
13617;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
13615;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
13614;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
13613;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
13611;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
13609;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
13607;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.250-ENVIRONMENTAL HEALTH & SAFETY"
13605;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
6951;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
6950;10003557;"INSPECTION ANNOUNCED";"07/10/2018";"NON-COMPLIANCE";"07/10/2018";"08/02/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18343;10013138;"INSPECTION ANNOUNCED";"02/02/2021";"NON-COMPLIANCE";"02/02/2021";"02/25/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
18342;10013138;"INSPECTION ANNOUNCED";"02/02/2021";"NON-COMPLIANCE";"02/02/2021";"02/25/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
18341;10013138;"INSPECTION ANNOUNCED";"02/02/2021";"NON-COMPLIANCE";"02/02/2021";"02/25/2021";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
17960;10013138;"INVESTIGATION/PRIORITY 3";"10/07/2020";"IN-COMPLIANCE";;"10/29/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17725;10013138;"INSPECTION UNANNOUNCED";"08/19/2020";"IN-COMPLIANCE";;"08/19/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17310;10013138;"INSPECTION ANNOUNCED";"02/04/2020";"NON-COMPLIANCE";"02/04/2020";"02/27/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
17309;10013138;"INSPECTION ANNOUNCED";"02/04/2020";"NON-COMPLIANCE";"02/04/2020";"02/27/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1050 CAREGIVER HYGIENE"
16678;10013138;"INVESTIGATION/PRIORITY 2";"10/10/2019";"NON-COMPLIANCE";"10/10/2019";"11/12/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
16376;10013138;"INVESTIGATION/PRIORITY 3";"09/12/2019";"IN-COMPLIANCE";;"09/12/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16308;10013138;"INSPECTION UNANNOUNCED";"08/28/2019";"NON-COMPLIANCE";"08/28/2019";"09/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16307;10013138;"INSPECTION UNANNOUNCED";"08/28/2019";"NON-COMPLIANCE";"08/28/2019";"09/09/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
15655;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.190-PROGRAM IN CC FACILITIES"
15654;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15653;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1050 CAREGIVER HYGIENE"
15652;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
15651;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15650;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
15649;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
15648;10013138;"INSPECTION ANNOUNCED";"02/11/2019";"NON-COMPLIANCE";"02/11/2019";"05/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
14925;10013138;"INSPECTION UNANNOUNCED";"01/10/2019";"NON-COMPLIANCE";"01/10/2019";"02/14/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
14924;10013138;"INSPECTION UNANNOUNCED";"01/10/2019";"NON-COMPLIANCE";"01/10/2019";"02/14/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
14923;10013138;"INSPECTION UNANNOUNCED";"01/10/2019";"NON-COMPLIANCE";"01/10/2019";"02/14/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.030 - APP FOR LICENSE; BIENNIAL REV."
14569;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
14568;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
14567;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
14566;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
14565;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
14564;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.505 - CHILD-CAREGIVER RATIOS"
14563;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14562;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14561;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
14560;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14559;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.540 - MEDICATION"
14558;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
14557;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
14556;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1050 CAREGIVER HYGIENE"
14553;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1015 HEATING/HEATING DEVICES"
14552;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14550;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14548;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14546;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14545;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
14544;10013138;"INSPECTION UNANNOUNCED";"10/25/2018";"NON-COMPLIANCE";"10/25/2018";"12/17/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
13139;10013138;"INSPECTION ANNOUNCED";"05/24/2018";"NON-COMPLIANCE";"05/24/2018";"06/19/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
13138;10013138;"INSPECTION ANNOUNCED";"05/24/2018";"NON-COMPLIANCE";"05/24/2018";"06/19/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
13137;10013138;"INSPECTION ANNOUNCED";"05/24/2018";"NON-COMPLIANCE";"05/24/2018";"06/19/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
13136;10013138;"INSPECTION ANNOUNCED";"05/24/2018";"NON-COMPLIANCE";"05/24/2018";"06/19/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
18029;10000683;"INSPECTION ANNOUNCED";"12/09/2020";"IN-COMPLIANCE";;"12/09/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17889;10000683;"INSPECTION ANNOUNCED";"08/26/2020";"IN-COMPLIANCE";;"08/26/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14726;10000683;"INSPECTION ANNOUNCED";"01/22/2019";"IN-COMPLIANCE";;"01/22/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13767;10000683;"INSPECTION UNANNOUNCED";"09/04/2018";"IN-COMPLIANCE";;"09/04/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17631;10014574;"INSPECTION ANNOUNCED";"07/17/2020";"IN-COMPLIANCE";;"07/17/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17599;10014574;"INSPECTION ANNOUNCED";"07/17/2020";"IN-COMPLIANCE";;"07/17/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16991;10014574;"INSPECTION UNANNOUNCED";"12/09/2019";"IN-COMPLIANCE";;"12/09/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16134;10014574;"INSPECTION ANNOUNCED";"07/09/2019";"IN-COMPLIANCE";;"07/09/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15104;10014574;"INVESTIGATION/PRIORITY 2";"03/13/2019";"IN-COMPLIANCE";;"03/13/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15021;10014574;"INVESTIGATION/PRIORITY 2";"11/16/2018";"IN-COMPLIANCE";;"11/16/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13920;10014574;"INVESTIGATION/PRIORITY 2";"05/23/2018";"NON-COMPLIANCE";"05/23/2018";"09/18/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
13919;10014574;"INVESTIGATION/PRIORITY 2";"05/23/2018";"NON-COMPLIANCE";"05/23/2018";"09/18/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.535 - BEHAVIOR GUIDANCE"
13918;10014574;"INVESTIGATION/PRIORITY 2";"05/23/2018";"NON-COMPLIANCE";"05/23/2018";"09/18/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
13917;10014574;"INVESTIGATION/PRIORITY 2";"05/23/2018";"NON-COMPLIANCE";"05/23/2018";"09/18/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
12430;10014574;"INSPECTION ANNOUNCED";"04/18/2018";"IN-COMPLIANCE";;"04/18/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18094;10015980;"INSPECTION UNANNOUNCED";"01/13/2021";"IN-COMPLIANCE";;"01/13/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17670;10015980;"INSPECTION ANNOUNCED";"08/14/2020";"IN-COMPLIANCE";;"08/14/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17194;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1090 ANIMALS"
17193;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
17192;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
17191;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
17190;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17189;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17188;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17187;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
17186;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
17185;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
17184;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.620 - SPACE"
17183;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
17182;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17181;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.240 - REPORTS"
17180;10015980;"INVESTIGATION/PRIORITY 2";"12/12/2019";"NON-COMPLIANCE";"12/12/2019";"03/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
16611;10015980;"INSPECTION ANNOUNCED";"10/29/2019";"IN-COMPLIANCE";;"10/29/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14813;10015980;"INSPECTION UNANNOUNCED";"02/05/2019";"IN-COMPLIANCE";;"02/05/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13433;10015980;"INSPECTION ANNOUNCED";"07/17/2018";"IN-COMPLIANCE";;"07/17/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18321;10015434;"INSPECTION UNANNOUNCED";"02/23/2021";"IN-COMPLIANCE";;"02/23/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17929;10015434;"INSPECTION UNANNOUNCED";"09/21/2020";"NON-COMPLIANCE";"09/21/2020";"10/21/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17928;10015434;"INSPECTION UNANNOUNCED";"09/21/2020";"NON-COMPLIANCE";"09/21/2020";"10/21/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17927;10015434;"INSPECTION UNANNOUNCED";"09/21/2020";"NON-COMPLIANCE";"09/21/2020";"10/21/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
17845;10015434;"INSPECTION ANNOUNCED";"09/04/2020";"NON-COMPLIANCE";"09/21/2020";"10/26/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17844;10015434;"INSPECTION ANNOUNCED";"09/04/2020";"NON-COMPLIANCE";"09/21/2020";"10/26/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17249;10015434;"INSPECTION UNANNOUNCED";"12/23/2019";"NON-COMPLIANCE";"12/23/2019";"02/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
17248;10015434;"INSPECTION UNANNOUNCED";"12/23/2019";"NON-COMPLIANCE";"12/23/2019";"02/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
17247;10015434;"INSPECTION UNANNOUNCED";"12/23/2019";"NON-COMPLIANCE";"12/23/2019";"02/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17246;10015434;"INSPECTION UNANNOUNCED";"12/23/2019";"NON-COMPLIANCE";"12/23/2019";"02/19/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
