"ID";"Type";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Email";"Website";"Capacity";"Operational Information";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Infants (0-12 months)";"Toddler (12-24 months)";"Toddler (24-36 months)";"Pre-School (3-5 years old)";"School-Age (6-12 years old)";"Full Day Care";"Half Day Care";"Weekend Care";"Drop-In Care";"Night Care";"Provides Transportation";"Child and Adult Food Program";"Accepts Subsidies";"Certified Nature Explore Classroom";"Implementing WY ELG/ELF";"Accepts Special Needs";"Pet Free Environment";"Has Cat(s)";"Has Dog(s)";"Has Other Pet(s)"
2437;"FCCH";"I'm Special 2";"401 Grande Vista Rd.";"Torrington";"WY";82240;"Goshen";"307-401-0719";"gardnmommy@aol.com";;9;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";;;;;;;;
1665;"CCC";"I AM A PROMISE";"139 STOREY";"Cheyenne";"WY";82009;"Laramie";"307-634-8932";"Iamapromisedaycare18@gmail.com";"https://www.iamapromisedaycare.net";65;"Regular/Year Round";"Closed";"06:45 AM - 05:45 PM";"06:45 AM - 05:45 PM";"06:45 AM - 05:45 PM";"06:45 AM - 05:45 PM";"06:45 AM - 05:45 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";;"Yes";;;;;;;
1712;"FCCC";"I Can Preschool";"185 Jefferson St";"Sheridan";"WY";82801;"Sheridan";"307-751-1511";"powerstheo@hotmail.com";;12;"Closed Summer : September to May";"Closed";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
1983;"CCC";"Imagination Destination";"6503 Faith Drive";"Cheyenne";"WY";82009;"Laramie";"307-634-6904";"Bailliebeck@gmail.com";;229;"Regular/Year Round";"Closed";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";;"Yes";;;"Yes";;;;"Yes"
2335;"CCC";"Imagination Station Learning Center";"440 Leird Lane";"Evansville";"WY";82636;"Natrona";"307-265-4230";"rwranch69@msn.com";;34;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
1471;"CCC";"Imagination Station Preschool";"169 N Cheyenne";"Powell";"WY";82435;"Park";"307-764-2312";"preschoolrocksabc@yahoo.com";;31;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;"Yes";;;
17014;"CCC";"Imagine Preschool";"725 C Street";"Rock Springs";"WY";82901;"Sweetwater";"307-389-6646";"mariannespence@hotmail.com";;72;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;;;"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
1574;"CCC";"IMMANUEL LUTHERAN PRESCHOOL";"675 Avenue D";"Powell";"WY";82435;"Park";"307-899-2310";"johnsonbact@charter.net";;26;"Closed Summer : August to May";"Closed";"08:00 AM - 11:00 AM";"08:00 AM - 11:00 AM";"Closed";"08:00 AM - 11:00 AM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;"Yes";;;
2513;"FCCH";"Itty Bitties Daycare";"229.5 Forest Hill Way";"Newcastle";"WY";82701;"Weston";"307-689-6225";"jennweigel@hotmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 04:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";"Yes";"Yes";;;"Yes";"Yes";;;
2502;"FCCH";"Itty Bitty Child Care";"2309 East A St.";"Torrington";"WY";82240;"Goshen";"307-267-3451";"sannaibcc@gmail.com";;10;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17330;"FCCH";"Jacee VanDyke's Home Daycare";"1810 Paintbrush Dr";"Sheridan";"WY";82801;"Sheridan";"701-202-5308";"jacee.vandyke@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
2054;"FCCC";"JACKIE AGUILAR";"1733 Glacier";"Laramie";"WY";82070;"Albany";"307-399-7607";"aguilar94@live.com";;15;"Regular/Year Round";"Closed";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
1549;"FCCH";"JACKSON HOLE LEARN AND PLAY";"3950 W. PONY DRIVE";"Wilson";"WY";83014;"Teton";"307-733-2248";"jhlp@bresnan.net";;10;"Regular/Year Round";"Closed";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17203;"FCCH";"Jenn's Daycare";"7103 Greensburgh Ave.";"Gillette";"WY";82718;"Campbell";"307-696-7910";"morrisettejenn@yahoo.com";;10;"Regular/Year Round";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";"05:00 AM - 11:00 PM";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;"Yes";"Yes";;;
1587;"FCCH";"Jennifers Child Care";"242 SOUTH LENNOX";"Casper";"WY";82601;"Natrona";"307-234-3062";"jennifers.childcare08@gmail.com";;8;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
1589;"FCCC";"Jenns Daycare";"1728 S. Lennox";"Casper";"WY";82601;"Natrona";"307-258-7064";"jennlberg@hotmail.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
1590;"FCCC";"JH Discovery Preschool";"175 West Snow King #5";"Jackson";"WY";83001;"Teton";"307-733-7547";"kara@jhdiscoverypreschool.com";;15;"Closed Summer : August to June";"Closed";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;"Yes";
2396;"CCC";"JHMR KIDS RANCH";"CODY HOUSE 3345 Cody Lane";"Teton Village";"WY";83025;"Teton";"307-732-3686";"hailey.sentz@jacksonhole.com";;80;"Regular/Year Round";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;
1805;"FCCH";"Jill's Family Childcare";"1207 Middle Fork Drive";"Gillette";"WY";82718;"Campbell";"307-689-8620";"jill.richter77@gmail.com";;10;"Closed Summer : August to June";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";;;;;;;;
1592;"CCC";"John Paul II Catholic Preschool";"1000 Butler Spaeth Road";"Gillette";"WY";82716;"Campbell";"307-686-4114";"r.rye@stjpiics.org";;82;"Regular/Year Round : August to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2170;"FCCC";"Johnson's Corner Daycare Too";"920 Baruch Dr./ PO Box 2046";"Laramie";"WY";82070;"Albany";"(307)";"gmbc2001yam@yahoo.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
17296;"FCCH";"Joyful Home Daycare";"912 Aspen Ln.";"Gillette";"WY";82716;"Campbell";"308-765-0721";"joyfulhomedaycarewy@gmail.com";;10;"Seasonal : August to May";"Closed";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;"Yes";;;"Yes";
14851;"FCCH";"Judy Neiman Childcare";"709 E Sewell St";"Sundance";"WY";82729;"Crook";"307-290-0711";"j-neiman@hotmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
1875;"FCCH";"Julie's Wiggles and Giggles";"312 Hansen Ave";"Evanston";"WY";82930;"Uinta";"307-789-2134";"kadoot@hotmail.com";;10;"Regular/Year Round";"Closed";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 AM";"06:45 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;"Yes";;;
14864;"CCC";"Jump Start Learners";"161 US HWY 89";"Alpine";"WY";83128;"Lincoln";"307-887-5867";"jumpstartlearners@gmail.com";;39;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";;;"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;"Yes";;;
2284;"CCC";"JUST 4 KIDS";"1001 N Hwy 14-16";"Gillette";"WY";82716;"Campbell";"307-686-7558";"carmjust4kids@yahoo.com";;33;"Regular/Year Round";"Closed";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;;"Yes";;;
2505;"FCCH";"Just Like Home";"1414 Cosgriff Ct.";"Cheyenne";"WY";82001;"Laramie";"307-316-7271";"jenviv.heater@gmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;"Yes";;"Yes";"Yes";
2501;"FCCC";"Just Like Home Preschool and Childcare";"642 Sweetwater";"Lander";"WY";82520;"Fremont";"307-349-1905";"cathjoh48@hotmail.com";;15;"Regular/Year Round";"Closed";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
1599;"FCCH";"Kandis Day Care";"2311 Popo - Agie";"Rock Springs";"WY";82901;"Sweetwater";"307-389-0564";"kandi_8@hotmail.com";;10;"Regular/Year Round";"Closed";"06:00 - 05:30";"06:00 - 05:30";"06:00 - 05:30";"06:00 - 05:30";"06:00 - 05:30";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;"Yes";
2417;"CCC";"Kangaroo Ranch Play and Learn Center";"2814 Dogwood Avenue";"Gillette";"WY";82718;"Campbell";"307-682-1308";"kangarooranch32@gmail.com";;65;"Regular/Year Round";"Closed";"05:00 AM - 06:30 PM";"05:00 AM - 06:30 PM";"05:00 AM - 06:30 PM";"05:00 AM - 06:30 PM";"05:00 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
1596;"FCCH";"KARENA'S KORNER";"2034 Sheridan St";"Laramie";"WY";82070;"Albany";"307-742-4988";"oyler4@bresnan.net";"https://www.karenaskornerdaycare.com";10;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
1603;"FCCH";"Kathy Garn";"1720 B Street";"Lyman";"WY";82937;"Uinta";"307-679-2242";"kjgarn_1@hotmail.com";;10;"Closed Summer : August to May";"Closed";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"Closed";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;"Yes";
16948;"FCCC";"Kati's Christian Daycare";"1744 S Conwell St.";"Casper";"WY";82601;"Natrona";"307-262-3873";"cslindbloom@charter.net";;14;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;"Yes";
17033;"CCC";"Katie's Kiddie A-cat-emy, Vista Learning LLC";"1710 O&#39;Neil Ave";"Cheyenne";"WY";82001;"Laramie";"307-222-8407";"katiejameson1515@gmail.com";;27;"Regular/Year Round";"Closed";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2423;"FCCC";"Kelsie's Little Blessings";"1308 E Pershing";"Riverton";"WY";82501;"Fremont";"307-840-0213";"kelsieslittleblessings@yahoo.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;"Yes";"Yes";
1624;"CCC";"Kemmerer Child Dev Center";"1208 Elk Street";"Kemmerer";"WY";83101;"Lincoln";"307-877-6480";"kcdc@lucda.org";;59;"Regular/Year Round";"Closed";"08:30 AM - 03:15 PM";"08:30 AM - 03:15 PM";"08:30 AM - 03:15 PM";"08:30 AM - 03:15 PM";"Closed";"Closed";;;"Yes";"Yes";;;"Yes";;;;"Yes";;;;;;;;;
17221;"CCC";"Key Explorers Preschool and Early Childhood Center";"3425 Del Range Blvd.";"Cheyenne";"WY";82001;"Laramie";"307-514-1223";"sabra@keyexplorers.org";;79;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2510;"CCC";"Kid & Company Daycare & Preschool";"595 BRAMWELL";"Green River";"WY";82935;"Sweetwater";"(307)";"kidandcompany1@gmail.com";;32;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;
2512;"CCC";"Kid Prints Inc";"210 South 5th St.";"Sundance";"WY";82729;"Crook";"307-283-2682";"kidprintsinc@gmail.com";;70;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
16980;"FCCH";"Kiddie Cave Child Care";"1714 Gettysburg Drive";"Cheyenne";"WY";82001;"Laramie";"801-662-9521";"c.a.7strong@gmail.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;"Yes";;;"Yes";;"Yes";;
2172;"FCCH";"Kiddie Connection";"3301 Prairie";"Gillette";"WY";82716;"Campbell";"307-299-8770";"lv4kds@gmail.com";;9;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
16917;"FCCH";"Kiddie Kastle Childcare";"132 Dell Range Blvd";"Cheyenne";"WY";82009;"Laramie";"307-459-6337";"kiddiekastlecc@gmail.com";;10;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 AM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";;;;;;;
1505;"CCC";"KIDDIE KOLLEGE";"4141 Laramie St.";"Cheyenne";"WY";82001;"Laramie";"307-634-2797";"kiddiekollege401@yahoo.com";"https://www.KiddieKollegeCheyenne.com";130;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";;"Yes";;"Yes";;;;;;;
17226;"CCC";"Kids Academy Early Learning Center";"2071 N. Main";"Sheridan";"WY";82801;"Sheridan";"307-675-8287";"dlarson@kidsacademysheridan.com";;65;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;;;;
2336;"CCC";"KIDS CLUB";"GRAND TARGHEE RESORT";"Alta";"WY";83414;"Teton";"307-353-2300";"cjacobsen@grandtarghee.com";;20;"Regular/Year Round";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";"Yes";;;
1676;"CCC";"Kids Country Daycare";"1095 Sugar View";"Sheridan";"WY";82801;"Sheridan";"307-752-0140";"kidscountrydaycare2022@gmail.com";;57;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
17097;"FCCC";"Kids Haven";"326 Coffeen";"Sheridan";"WY";82801;"Sheridan";"307-673-2831";"kidshavenqualitycare@gmail.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;"Yes";;;
14896;"CCC";"Kids Kampus";"12 Curtis Street";"Casper";"WY";82601;"Natrona";"(307)";"emorgan@chaoffice.org";;104;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;"Yes";"Yes";;;
1627;"FCCH";"Kids on the Block";"1862 BRECK";"Casper";"WY";82601;"Natrona";"307-277-7338";"s.montesdeoca@yahoo.com";;10;"Regular/Year Round";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"07:00 AM - 07:00 PM";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2312;"CCC";"KIDS WORKS";"2500 CY Ave.";"Casper";"WY";82604;"Natrona";"307-234-4386";"lgutebier79@msn.com";;207;"Regular/Year Round";"Closed";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;"Yes";"Yes";;;
17133;"CCC";"Kids Works East";"349 N.Walsh Dr.";"Casper";"WY";82609;"Natrona";"307-337-1323";"Lgutebier79@msn.com";"https://Www.kidsworksLLC.com";86;"Regular/Year Round";"Closed";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"07:00 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
17217;"FCCH";"KidVentures Early Learning";"830 Hi Country Drive";"Jackson";"WY";83001;"Teton";"307-690-8515";"onyskooksana@gmail.com";;10;"Regular/Year Round";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
1517;"FCCH";"KIM'S DAY CARE";"521 AMORETTI";"Thermopolis";"WY";82443;"Hot Springs";"307-864-5278";"kenis@rtconnect.net";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;"Yes";
1841;"FCCC";"KIM NORMAN";"757 KLONDIKE DR.";"Buffalo";"WY";82834;"Johnson";"307-684-5356";"normankim44@gmail.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
1481;"FCCH";"Kings Korner Daycare";"801 Fairway Drive";"Gillette";"WY";82718;"Campbell";"307-299-7506";"kkdaycare143@icloud.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;"Yes";
17176;"CCC";"Kountry Kids Early Learning Academy, Inc.";"3201 E. Pershing Blvd.";"Cheyenne";"WY";82001;"Laramie";"307-287-9987";"kountrykidsearlylearning@gmail.com";;40;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2527;"FCCH";"Kristi Dearden";"1007 Coulson Circle";"Kemmerer";"WY";83101;"Lincoln";"307-877-3743";"kristidearden@hotmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;"Yes";
1641;"FCCH";"KUHNLEY KARE";"311 ELK DRIVE";"Riverton";"WY";82501;"Fremont";"307-851-1410";"amkuhnley@bresnan.net";;8;"Regular/Year Round";"Closed";"07:45 AM - 05:30 PM";"07:45 AM - 05:30 PM";"07:45 AM - 05:30 PM";"07:45 AM - 05:30 PM";"07:45 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;"Yes";
