"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
3221;"NMCFL @ Coronado Elementary School * (TEMP CLOSED)";"601 4th St SW";"Albuquerque";"NM";87102;"505-843-8283";"Bernalillo";;"www.nmcfl.org";"3-STAR";"5, 6-12 years old";"Full & Part Time, School Year";"Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";155809;"School Age Program";"Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"Coronado Elem. - Albuquerque";"2:40 PM - 06:00 PM";"2:40 PM - 06:00 PM";"2:40 PM - 06:00 PM";"2:40 PM - 06:00 PM";"2:40 PM - 06:00 PM";;;35.0791368;-106.6529402;
3899;"NMPreK-C YDI Centro de Amor";"309 Stover Avenue Southwest";"Albuquerque";"NM";87102;"505-212-7267";"Bernalillo";"msandoval@ydinm.org";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.0788318;-106.6524336;
2008;"YDI, Centro De Amor Head Start (EMERG OPEN)";"309 Stover Ave. SW";"Albuquerque";"NM";87102;"505-831-6038";"Bernalillo";"dbaca@ydinm.org";"www.ydinm.org";"5-STAR";"3, 4, 5 years old";"Full-Time, School Year";;;"English; Spanish; Bilingual";90504;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;35.0788318;-106.6524336;
4402;"(FCCH) Clark Prep Day Care";"Unser & Ladera";"Albuquerque";"NM";87120;"505-358-4890";"Bernalillo";"clarkprepdaycare@gmail.com";;"No Rating - Registered";"1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English";170558;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Evening Snack";"Sibling Discount; No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Not Provided";;"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;35.1142425;-106.7303977;
4488;"NMPreK-P Abq Bilingual Academy (La Promesa)";"7500 La Morada Place NW";"Albuquerque";"NM";87120;"505-836-7706";"Bernalillo";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.110005;-106.724458;
4325;"NMPreK-P (APS) Susie R. Marmon Elementary";"1800 72nd St NW";"Albuquerque";"NM";87120;"505-831-5400";"Bernalillo";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.1052977;-106.7175595;
2018;"CABQ Barelas Child Development Center (EMERG OPEN)";"1440 Iron Ave. SW";"Albuquerque";"NM";87104;"505-767-6500";"Bernalillo";"ljchavez@cabq.gov-development-programs";"www.cabq.gov/family/childcare";"5-STAR";"4 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";53273;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";;;35.0812683;-106.6657252;
3869;"NMPreK-C CABQ Barelas Child Development Center (EMERG OPEN)";"1440 Iron Ave SW";"Albuquerque";"NM";87104;"505-767-6500";"Bernalillo";"dmontano@cabq.gov";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.0812683;-106.6657252;
4570;"(FCCH) (SS) Vente-Sinisterra (EMERG OPEN)";"Eastern";"Albuquerque";"NM";87108;"505-347-4158";"Bernalillo";"luzvente1988@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"Spanish Speaking Only";172471;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Transportation Provided";;"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 04:00 PM";"12:00 AM - 04:00 PM";35.0602149;-106.5772597;
974;"La Luz Early Childhood Center (EMERG OPEN)";"1301 Britt Street SE";"Albuquerque";"NM";87123;"505-237-7237";"Bernalillo";"cpiskorski@hotmail.com";"www.laluzecc.org";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Swimming pool fenced & locked; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Four or more languages";111092;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Near Public Transportation; Transportation Not Provided";"Manzano Mesa Elem. - Albuquerque";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;35.0573289;-106.5298205;
277;"(FCCH) Lizbet Home Child Care (EMERG OPEN)";"8th St & Atlantic";"Albuquerque";"NM";87102;"505-766-9790";"Bernalillo";"lizbethomechildcare@q.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Experience or Training in Special Needs; Experience with Inclusion";"English; Spanish; Bilingual";67307;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack; Special Diet";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s); Bird(s)";"Transportation Provided; Walking Distance to School; Near Public Transportation; School bus stop is close to Provider";"Coronado Elem. - Albuquerque; Dolores Gonzales Elem. - Albuquerque";"5:00 AM - 10:00 PM";"5:00 AM - 10:00 PM";"5:00 AM - 10:00 PM";"5:00 AM - 10:00 PM";"5:00 AM - 10:00 PM";"6:00 AM - 03:00 PM";"6:00 AM - 02:00 PM";35.0767036;-106.6564175;
4276;"Pando Little School LLC (EMERG OPEN)";"3504-06 Anderson Ave SE";"Albuquerque";"NM";87106;"505-585-1259";"Bernalillo";"melissa@pandoschool.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English; Spanish; Bilingual";168764;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Not Provided";;"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";;;35.0635373;-106.6060829;
140;"(FCCH) Debbie's Child Care";"Unser & Ladera";"Albuquerque";"NM";87120;"505-328-3619";"Bernalillo";"debsdaycarea@aol.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English";93343;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack; Special Diet";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Near Public Transportation; Transportation Not Provided";"S. R. Marmon Elem. - Albuquerque";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";35.1065076;-106.7233487;
3601;"Happy Feet Child Care (EMERG OPEN)";"1133 Dakota St. SE";"Albuquerque";"NM";87108;"505-508-5409";"Bernalillo";"happyfeetcc1133@gmail.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";162557;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Walking Distance to School";"Emerson Elem. - Albuquerque; Kirtland Elem. - Kirtland; La Mesa Elem. - Albuquerque; Wherry Elem. - Sandia Base; Whittier Elem. - Albuquerque";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;35.0585681;-106.5746815;
2996;"RGEC @ Dolores Gonzales Elem * (TEMP CLOSED)";"900 Atlantic Ave SW";"Albuquerque";"NM";87102;"505-873-6035";"Bernalillo";"mlujan@rgec.org";"www";"3-STAR";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English; Spanish; Bilingual";150558;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Walking Distance to School; Transportation Not Provided";"Dolores Gonzales Elem. - Albuquerque";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";;;35.0769584;-106.6587931;
1142;"(FCCH) Ana's Day Care (EMERG OPEN)";"Sunset & Central";"Albuquerque";"NM";87105;"505-818-0882";"Bernalillo";"donotdisturb_partys@comcast.net";"www.ana";"4-STAR";"1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";72116;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Near Public Transportation; Transportation Not Provided; School bus stop is close to Provider";"Valle Vista Elem. - Albuquerque";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";;;35.0850138;-106.6806679;
1596;"Eastern Child Development Center (EMERG OPEN)";"5100 Eastern Ave SE";"Albuquerque";"NM";87108;"505-232-2883";"Bernalillo";"rachelle.tlcdc@gmail.com";"www.tlcdevelopmentcenters.org";"4-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";125977;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Near Public Transportation";"Emerson Elem. - Albuquerque; Kirtland Elem. - Albuquerque; Wherry Elem. - Sandia Base; Whittier Elem. - Albuquerque";"7:00 AM - 08:00 PM";"7:00 AM - 08:00 PM";"7:00 AM - 08:00 PM";"7:00 AM - 08:00 PM";"7:00 AM - 08:00 PM";;;35.0595743;-106.5849716;
4513;"NMPreK-C Eastern Child Development Center (EMERG OPEN)";"5100 Eastern Ave SE";"Albuquerque";"NM";87108;"505-232-2883";"Bernalillo";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.0595743;-106.5849716;
1382;"La Petite Academy Inc 7284 (EMERG OPEN)";"6420 Gibson Blvd SE";"Albuquerque";"NM";87108;"505-265-5116";"Bernalillo";"7284@lapetite.com";"www.lapetite.com";"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";81450;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Near Public Transportation";"Bandelier Elem. - Albuquerque; Emerson Elem. - Albuquerque; Holy Ghost Elem. - Albuquerque; Kirtland Elem. - Albuquerque; Sandia Base Elem. - Albuquerque; Wherry Elem. - Sandia Base";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";;;35.0577651;-106.5704467;
3583;"Kids Planet C.D.C. (EMERG OPEN)";"1202 4th St SW";"Albuquerque";"NM";87102;"505-243-0058";"Bernalillo";"kidsplanetnm@gmail.com";"www.kidsplanetchildcarenm.com";"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";162003;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Transportation Provided";"Coronado Elem. - Albuquerque; Dolores Gonzales Elem. - Albuquerque; East San Jose Elem. - Albuquerque; Kit Carson Elem. - Albuquerque; Lew Wallace Elem. - Albuquerque; Longfellow Elem. - Albuquerque";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;35.0735849;-106.6535505;
3935;"NMPreK-C Kids Planet (EMERG OPEN)";"1202 4th St SW";"Albuquerque";"NM";87102;"505-243-0058";"Bernalillo";"kidsplanetnm@gmail.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.0735849;-106.6535505;
1888;"(FCCH) Auntie Diana's Child Care";"Coors & Fortuna";"Albuquerque";"NM";87105;"505-839-4838";"Bernalillo";"dianaamparan818@yahoo.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4 years old";"Full-Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English";94782;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Special Diet";"Accepts Full Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;35.0945529;-106.7053356;
3595;"Youth Development, Inc.--Los Vecinos Head Start";"478 NM 333";"Tijeras";"NM";87059;"505-831-6038";"Bernalillo";"jchavez@ydinm.org";;"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";;;"English";162287;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;35.078942;-106.392567;
4641;"NMPreK-P (APS) Wherry Elementary";"25000 Gibson Blvd SE";"Albuquerque";"NM";87116;"505-268-2434";"Bernalillo";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.0582774;-106.5886573;
4352;"(FCCH) (SSB) Baby Bee's House Day Care";"Braodway & Avenida Cesar Chavez";"Albuquerque";"NM";87102;"505-480-4903";"Bernalillo";"maria.carmen00@icloud.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";169842;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";"Eugene Field Elem. - Albuquerque";"6:30 AM - 11:00 PM";"6:30 AM - 11:00 PM";"6:30 AM - 11:00 PM";"6:30 AM - 11:00 PM";"6:30 AM - 11:00 PM";;;35.0702036;-106.6440745;
4390;"Twins A & V Day Care Center LLC (EMERG OPEN)";"1216 4th St SW";"Albuquerque";"NM";87102;"505-242-4860";"Bernalillo";"thetwinsdaycare22@yahoo.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";170068;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Adobe Acres Elem. - Albuquerque; Armijo Elem. - Albuquerque; Eugene Field Elem. - Albuquerque; Navajo Elem. - Albuquerque; William W. Josephine Dorn Charter - Albuquerque";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 08:00 PM";;35.0729242;-106.6533432;"505-712-1215"
3195;"(FCCH) Ms. Dean's Daycare (EMERG OPEN)";"Unser & Ladera";"Albuquerque";"NM";87120;"505-712-6928";"Bernalillo";"sanadean.808@gmail.com";;"2-STAR Basic Licensure";"3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Non Faith-based; Outdoor play area fenced; Guns kept locked & inaccessible to children";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Other";154752;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian; Bird(s)";"Transportation Provided; Walking Distance to School";"All Local Schools; S. R. Marmon Elem. - Albuquerque";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";35.1016251;-106.7218284;
1676;"First Steps Child Care (EMERG OPEN)";"11820 NM-Hyw 337 South";"Tijeras";"NM";87059;"505-286-1482";"Bernalillo";"firststepschildcare@outlook.com";"www.firststepstijeras.com";"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish";124170;"Child Care Center";"Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"A Montoya Elem. - Tijeras";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;35.079419;-106.387241;
