"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
14339;"Workshop on Wheels Child Care Resource and Referral";"117 Hunt Street";"Warrensburg";"MO";64093;"(660) 543-8321";"(800) 666-1461";"(660) 543-8393";"jturner@ucmo.edu";;;;;;;;"This organization does not provide child care resource & referral services already"
14352;"UCMO Child Care Resource & Referral";"One Univ. Plaza MS 9425";"Cape Girardeau";"MO";63701;"(573) 290-5577";"(800) 811-1127";"(573) 290-5599";"kschlegel@semo.edu";;;;;;;;"This organization does not provide child care resource & referral services already"
14365;"Child Care Aware of Central Missouri";"105 East Ash, Suite 102";"Columbia";"MO";65203;"(573) 445-5437";"(800) 243-9685";"(573) 445-5450";"shelly@mo.childcareaware.org";"http://mo.childcareaware.org/";"Shelly Lock";"Child Care Aware® of Central Missouri provides child care referral services for parents and families and training child care program staff. Child Care Aware® of Central Missouri staff work to improve the outcomes for children and families ensuring that children and youth are prepared for success in school and for future participation in a globally-competitive economy.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals";"Harrison, Mercer, Putnam, Schuyler, Scotland, Clark, Grundy, Sullivan, Adair, Knox, Lewis, Livingston, Linn, Macon, Shelby, Marion, Carroll, Chariton,  Randolph, Monroe, Ralls, Saline, Howard, Boone, Audrain, Pike, Pettis, Cooper, Callaway, Montgomery, Lincoln, Morgan, Moniteau, Cole, Osage, Gasconade, Camden, Miller, Maries, Dallas, Laclede, Pulaski, Phelps, Crawford, Washington, Dent";"http://4.bp.blogspot.com/-QY74BlPaMCc/UG9O90uXieI/AAAAAAAAAMY/zf5qAZ6BfoU/s1600/white%2Bbanner%2B2.png";;
14378;"United 4 Children";"12 North Newstead Avenue";"Saint Louis";"MO";63108;"(314) 531-1412";"(800) 467-2322";"(314) 531-4184";"info@united4children.org";"http://united4children.org/";;;;;;;"This is not childcare referral agency"
14391;"Early Years Network - Copiah-Lincoln Community College - Natchez Resource & Referral Center";"30 Campus Drive";"Natchez";"MS";39120;"(601) 446-1270";;;;"https://earlyyearsnetwork.msucares.com/";"Debra Griffin";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Thurs: 7:30am - 4:30pm, Fri: 7:30am - 4:00pm; Summer Hours - Mon - Thurs: 7:30am - 4:30pm, closed 30 min. for lunch, Fri: 7:30am - 12:30pm";
14404;"Early Years Network - Northeast Mississippi Community College Resource & Referral Center";"101 Cunningham Blvd, Waller Hall, Rm. 227";"Booneville";"MS";38829;"(662) 720-4082";;"(662) 720-4083";;"https://earlyyearsnetwork.msucares.com/";;"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Thurs: 8:00am - 5:00pm";
14417;"Early Years Network - Southwest Mississippi Community College Resource & Referral Center";"100 College Drive";"Summit";"MS";39666;"(601) 276-3737";;;;"https://earlyyearsnetwork.msucares.com/";"Jesica Redd";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Thurs: 9:00am - 5:30pm, Fri: 9:00am - 5:00pm; Summer Hours - Fri: 8:00am - 5:00pm";
14430;"Early Years Network - Grenada Early Learning Advantage Center";"1276 Martin Luther King Jr. Blvd.";"Grenada";"MS";38901;"(662) 227-0817";;"(662) 227-0818";;"https://earlyyearsnetwork.msucares.com/";"Robin Griffith";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Thurs: 8:00am - 5:30pm, Fri: 8:00am - 3:00pm, Sat: By Appointment";
14443;"Early Years Network - Mississippi Delta Community College";"Cherry St. & Hwy 3";"Moorhead";"MS";38761;"(662) 246-6205";;"(662) 246-6491";;"https://earlyyearsnetwork.msucares.com/";;"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";;
14456;"Early Years Network - Itawamba Community College - Tupelo Resource & Referral Center";"2176 S. Eason Blvd";"Tupelo";"MS";38804;"(662) 620-5370";;"(662) 620-5372";;"https://earlyyearsnetwork.msucares.com/";"Mary Ann Wright";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Wed: 8:00am - 5:00pm, Thurs: 8:00am - 7:00pm, Fri: 8:00am - 3:00pm; Summer Hours - Mon - Fri: 8:00am - 5:00pm";
14469;"Early Years Network - MSU Child Development & Family Studies Resource & Referral Center";"501 College View Street";"Starkville";"MS";39759;"(662) 325-5122";;"(662) 325-3601";;"https://earlyyearsnetwork.msucares.com/";"Audrey Hailey";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Fri: 8:00am - 5:00pm";
14482;"Early Years Network - Meridian Community College Resource & Referral Center";"910 Hwy 19 North, Reed Building, 135-B";"Meridian";"MS";39307;"(601) 553-3413";;"(601) 553-3416";;"https://earlyyearsnetwork.msucares.com/";"Cisley Barksdale";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon, Wed, Thurs: 8:00am - 5:00pm, Tues: 8:00am - 6:00pm, Fri: 8:00am - 3:00pm; Summer Hours - Mon - Thurs: 8:00am - 5:00pm, Fri: 8:00am - 3:00pm";
14495;"Early Years Network - Hernando First Regional Library Resource & Referral Center";"370 West Commerce";"Hernando";"MS";38632;"(662) 429-4439";;"(662) 429-8625";;"https://earlyyearsnetwork.msucares.com/";;"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Thurs: 9:30am - 7:00pm, Fri: 9:30am - 5:30pm, Sat: 9:30am - 5:00pm";
