"Name";"LegalEntityName";"Type";"StarRating";"Street";"City";"State";"Zip";"Latitude";"Longitude";"Phone";"Fax";"Email";"Website";"Program";"OtherProgramOffered";"ReferralStatus";"MaximumCapacity";"ProvisionalLicense";"RevokedLicense";"CountiesServed";"SchoolDistrict";"Curriculum";"LeadOrganization";"HoursSunday";"HoursMonday";"HoursTuesday";"HoursWednesday";"HoursThursday";"HoursFriday";"HoursSaturday";"CallerLanguage";"HeadStart";"Languages";"GeneralSchedule";"ServiceSchedule";"SpecialAccomodations";"SubsidyStatus";"PaymentOption";"AdditionalFee";"MealOptions";"Discounts";"CertificateNumber";"UID"
"Loving Handz Family Daycare Center Llc";"Loving Handz Family Daycare Center Llc";"CTR";1;"3549 N 6th St";"Harrisburg";"PA";17110;40.305499;-76.895078;7179141810;;;;"CCP";"CCP";"ACT";80;"N";"N";;"Harrisburg City - Pick-Up service to/from school, Susquehanna Township - Escorted to/from school";;;;"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";;;"No";"American Sign Language, Spanish";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Drop-In Care, Flexible Schedule";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Field Trip, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";;"CER-00164589";"bad0220461ddfae7ad345e3200291972"
"New Beginnings Early Child Dev And Lrng Ctr Llc";"New Beginnings Early Child Dev And Lrng Ctr Llc";"CTR";1;"2336 N 3rd St";"Harrisburg";"PA";17110;40.283643;-76.897938;7172381800;;;;"CCP";"CCP";"ACT";93;"N";"N";;;;;;"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";"6:30 AM - 6:30 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Bounced Check, Field Trip, Late Payment, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00162080";"a0b8675ac4b1390b9c1755a070735256"
"Peterson Group Day Care Home";"Rebecca M Peterson";"GRP";1;"3110 N 3rd St";"Harrisburg";"PA";17110;40.297277;-76.899788;7177101183;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;;"7:00 AM - 9:30 PM";"7:00 AM - 9:30 PM";"7:00 AM - 9:30 PM";"7:00 AM - 9:30 PM";"7:00 AM - 9:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care";;"Eligible Subsidy Provider";"CIS, Child Care Works/Subsidy Participation";"Late Payment";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";;"CER-00166780";"66791a8cdd42db80faa4e7d5f680f5b3"
"Color Our World Early Learning Center Llc";"Color Our World Early Learning Center Llc";"CTR";1;"2950 N 7th St";"Harrisburg";"PA";17110;40.29336;-76.893797;7172308399;;;;"CCP";"CCP";"ACT";85;"N";"N";;"Harrisburg City - Escorted to/from school, Susquehanna Township - Escorted to/from school";;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";"Spanish";;;;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";;"Breakfast, Lunch, PM Snack";;"CER-00161665";"f6edf6e648c9ef4ac2629ab20f7a4a66"
"Pinnacle Health Nurse-Family Partnership";;;0;"2645 N 3rd St";"Harrisburg";"PA";17110;40.288705;-76.900093;0;;;;"NFP";"NFP";"INA";;"N";"N";"Dauphin, Franklin";;;"Pinnacle Health Medical Services";;;;;;;;;;;;;;;;;;;;"1e435ecfc05eb35204a6f3b2a3cb14b9"
"Discovery Kids Childcare Center Inc";"Discovery Kids Childcare Center Inc";"CTR";4;"1963 Oberlin Rd";"Harrisburg";"PA";17111;40.237434;-76.779178;7179391723;;;;"CCP";"CCP";"ACT";172;"N";"N";;"Middletown Area - Pick-Up service to/from school";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Activity, Field Trip, Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";"Multi-Child ($10.00 - YOUNGEST CHILD ENROLLED)";"CER-00159006";"834ab72bb392cb3e153c4a404fb1b72b"
"U-Gro Learning Centre";"U-Gro Learning Centres Inc";"CTR";4;"3880 TECHPORT DR";"HARRISBURG";"PA";17111;0;0;7175612201;;;"www.u-gro.com";"CCP";"CCP";"ACT";181;"N";"N";;"Central Dauphin - Pick-Up service to/from school";;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Activity, Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration";"AM Snack, Lunch, PM Snack, Special Dietary Needs";;"CER-00162610";"40251dcc444ef05f193032dbfd6b2cfa"
"All About Kids Early Learning Center";"All About Kids Early Learning Center In";"CTR";2;"5750 Derry St";"Harrisburg";"PA";17111;40.263177;-76.788817;7175588001;;;"http://www.allaboutkidschildcarecenter.com";"CCP";"CCP";"ACT";101;"N";"N";;"Central Dauphin - Pick-Up Service to/from home, Central Dauphin - Serviced by school bus";;;;"6:30 AM - 5:45 PM";"6:30 AM - 5:45 PM";"6:30 AM - 5:45 PM";"6:30 AM - 5:45 PM";"6:30 AM - 5:45 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Field Trip, Late Payment, Late Pick-up, Registration, Transportation, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";"Multi-Child (10% - APPLY TO LOWEST RATE)";"CER-00166658";"778372c533a439da6b6b85733e317a0a"
"Bright Minds Early Learning Center";"Surbrena D Hargrove-Dunbar";"CTR";2;"2910 Brisban St";"Harrisburg";"PA";17111;40.260495;-76.838913;7175610524;;;;"CCP";"CCP";"ACT";109;"N";"N";;"Central Dauphin - Pick-Up service to/from school, Harrisburg City - Pick-Up service to/from school, Steelton-Highspire - Pick-Up service to/from school, Susquehanna Township - Pick-Up service to/from school";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Field Trip, Late Payment, Late Pick-up, Registration, Supplies, Transportation, Tuition";"Breakfast, AM Snack, Lunch, PM Snack";;"CER-00162951";"7b24ed4a3a2d901c44b8ffe5b69c7d11"
"Aa To Zz Child Care And Learning Center";;"CTR";0;"5120 Lancaster St";"Harrisburg";"PA";17111;40.26055;-76.796357;0;;;"www.aatozz.com";"CCP";"CCP";"INN";;"N";"Y";;;;;;;;;;;;;"No";;;;;"Eligible Subsidy Provider";;;;;"CER-00126199";"93a483fbb3b76801df600c726b460031"
"Gods Precious Ones Daycare Inc";"Gods Precious Ones Daycare Inc";"CTR";1;"6720 Derry St";"Harrisburg";"PA";17111;40.264881;-76.769795;7175585931;;;;"CCP";"CCP";"ACT";95;"N";"N";;"Central Dauphin - Pick-Up service to/from school";;;;"6:30 AM - 11:30 PM";"6:30 AM - 11:30 PM";"6:30 AM - 11:30 PM";"6:30 AM - 11:30 PM";"6:30 AM - 11:30 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays, Sick Care, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays, Sick Care, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Field Trip, Late Payment, Late Pick-up, Registration, Transportation, Tuition";"Breakfast, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00159118";"498d711768eb91aaa5c2b08f66b45b6c"
"Dawana Gay";"Dawana Gay";"FMY";1;"2512 Derry St";"Harrisburg";"PA";17111;40.25989;-76.843653;7173155328;;;;"CCP";"CCP";"ACT";6;"N";"N";;;;;;"6:30 AM - 9:30 PM";"6:30 AM - 9:30 PM";"6:30 AM - 9:30 PM";"6:30 AM - 9:30 PM";"6:30 AM - 9:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Sick Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Sick Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner";;"CER-00162252";"3aee8e7006986dca50d159b95c3fad2e"
"Catherine Mcmullen";"Catherine Mcmullen";"FMY";1;"2608 Derry St";"Harrisburg";"PA";17111;40.259748;-76.84224;7175580392;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Harrisburg City - Walking distance to school";;;;"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";;;"No";"American Sign Language, ";"Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack";"Multi-Child (10% - APPLY TO YOUNGEST)";"CER-00158746";"38bc9ce498fc28af69220dec4687218d"
"A Genuine Love & Care";"Chantel Motes";"FMY";1;"718 S 29th St";"Harrisburg";"PA";17111;40.260559;-76.840073;7172345044;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Harrisburg City - Pick-Up service to/from school";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up, Transportation";"Breakfast, AM Snack, Lunch, PM Snack, Dinner";;"CER-00155368";"9d66ee916338c932ea72e79ecced85c8"
"Aa To Zz Child Care And Learning Center";"Aa To Zz Child Care And Learning Center";"CTR";4;"88 S Hershey Rd";"Harrisburg";"PA";17112;40.336396;-76.712183;7175400505;;;"www.aatozz.com";"CCP";"CCP";"ACT";85;"N";"N";;"Central Dauphin - Pick-Up service to/from school, Central Dauphin - Serviced by school bus, Lower Dauphin - Pick-Up service to/from school";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration, Transportation, Tuition";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";"Affiliation (10% - ACTIVE MILITARY & POLICE - ALL CHILDREN), Employee (50% - APPLY TO ALL), Multi-Child (10% - APPLY TO OLDEST CHILD)";"CER-00166008";"3aefc24b928f9748bab60487368d041c"
"Follow Me Child Care Center";"New Love In Christ Church";"CTR";4;"6003 Jonestown Rd";"Harrisburg";"PA";17112;40.319194;-76.786949;7175400707;;;"www.followmechildcare.com";"CCP";"CCP";"ACT";547;"N";"N";;"Central Dauphin - Serviced by school bus";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Field Trip, Late Payment, Late Pick-up, Registration";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";"Employee (50% - UP TP 2 CHILDREN), Multi-Child (10% - Amount off Total Cost)";"CER-00158491";"bab5839ed8e00d015479fb38d39d4044"
"Linglestown Early Learning Center";"Capital Foundations Inc";"CTR";2;"6085 Linglestown Rd";"Harrisburg";"PA";17112;40.344128;-76.787192;7174251183;;;"www.Linglestownearlylearning.com";"CCP";"CCP";"ACT";118;"N";"N";;"Central Dauphin - Serviced by school bus";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Activity, Bounced Check, Field Trip, Late Payment, Late Pick-up";"Breakfast, AM Snack, PM Snack";"Multi-Child ($4.00 - OFF 2ND CHILD (FULL TIME)), Affiliation ($2.00 - OFF EACH CHILD), Multi-Child ($2.00 - OFF 2ND CHILD (PART TIME))";"CER-00156370";"d72b8e127c993b6f0065f5cd46ea30de"
"Little Moovers Day Care";"Dawn Joseph";"FMY";2;"6190 Tyler Dr";"Harrisburg";"PA";17112;40.313798;-76.776949;7178101881;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Central Dauphin - Serviced by school bus";;;;"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";;;"No";"American Sign Language, ";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack";"Multi-Child ($20.00 - applies to 2yrs & older)";"CER-00152945";"6f6679642f08a0de7ff4dfb5038a8ab5"
"Aa To Zz Child Care And Learning Center";"Aa To Zz Child Care And Learning Center";"CTR";1;"391 Schaffner Dr";"Harrisburg";"PA";17112;40.324387;-76.718225;7175830300;;;"www.aatozz.com";"CCP";"CCP";"ACT";88;"N";"N";;"Central Dauphin - Pick-Up service to/from school, Central Dauphin - Serviced by school bus, Derry Township - Pick-Up service to/from school, Lower Dauphin - Pick-Up service to/from school";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Activity, Field Trip, Late Payment, Late Pick-up, Registration, Transportation";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";"Multi-Child (10% - APPLY TO OLDER CHILD FT), Employee (50% - APPLIES TO ALL CHILDREN), Affiliation (10% - ACTIVE MILITARY & POLICE - ALL CHILDREN)";"CER-00164628";"780c38dfbfc456324466a6e1b188334e"
"Paxtonia Head Start";;;4;"6003 Jonestown Rd";"Harrisburg";"PA";17112;40.319194;-76.786949;7175258354;;;;"HDS";"HDS,PKC";"INA";;"N";"N";"Dauphin";"Central Dauphin";;"Keystone Service Systems Inc";;;;;;;;;;;;;;;;;;;;"b079d0cc73356ee8918d42403d534398"
"Steelton-Highspire Elementary School";;;4;"250 Reynders St";"Harrisburg";"PA";17113;40.237578;-76.830917;7177043800;;;;"PKC";"HDS,PKC";"INA";;"N";"N";"Dauphin";"Steelton-Highspire";"High Scope";"Keystone Service Systems Inc";;;;;;;;;;;;;;;;;;;;"1427062140d051221b8956a1a1003153"
"Steelton-Highspire Elementary";;;0;"250 Reynders St";"Steelton";"PA";17113;40.237578;-76.830917;0;;;;"PKC";"PKC";"INN";;"N";"N";"Dauphin";"Steelton-Highspire";;"Steelton-Highspire School";;;;;;;;;;;;;;;;;;;;"ef14e9cdc175b6443b56e31ff7b02c4b"
"Bright Futures Lrg Ctrs Inc Iii";"Bright Futures Learning Center Inc";"CTR";4;"10-12 North Front Street";"Steelton";"PA";17113;40.234705;-76.840298;7179392111;;;;"CCP";"CCP";"ACT";39;"N";"N";;"Steelton-Highspire - Serviced by school bus";;;;"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Activity, Field Trip, Late Payment, Late Pick-up, Supplies";"Breakfast, AM Snack, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00156852";"94116f9f3ca24f3c26238aa1ed0b8b78"
"Kenneys Latch-Key";"Bernice Kenney";"GRP";4;"210 N Harrisburg St";"Oberlin";"PA";17113;40.23927;-76.84061;7179861940;;;;"CCP";"CCP";"ACT";12;"N";"N";;"Central Dauphin - Walking distance to school";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";;"School District Holidays, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule, 24 Hour Care";"School District Holidays, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Field Trip, Late Payment, Late Pick-up, Registration";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00167939";"abedbc2bd9e2962e6bce49446c79f6e9"
"Monicas Little Angels Daycare Llc";"Monicas Little Angels Daycare Llc";"FMY";1;"587 Highland St";"Harrisburg";"PA";17113;40.233472;-76.825816;7174725169;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Central Dauphin - Pick-Up service to/from school";;;"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";"12:00 AM - 7:00 AM";;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up, Registration, Supplies, Tuition";"Breakfast, AM Snack, Lunch, PM Snack";;"CER-00158878";"9d2d3600a339d7cfd52ff71a1512a38a"
