"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1172105;"FAITH CHAPEL LEARNING ACADEMY";"9400 CAMPO ROAD";"SPRING VALLEY";"CA";91977;"SAN DIEGO";"(619) 567-7557";"http://fclearningacademy.com/";;"Faith Chapel Learning Academy is centrally located in Spring Valley, serving all families around San Diego county. Our focus is centered around teaching children who God is and how much he loves them – all while they explore reading, physical education, art, music and science. Our Learning to Read program will introduce your children to the basic fundamentals of reading. Our teachers will work with each student individually at their own pace in order to make reading a success.";"http://fclearningacademy.com/";;;"http://fclearningacademy.com/";;;;"x";"x";;"x";"https://i1.wp.com/fclearningacademy.com/wp-content/uploads/2016/08/FC_Learning_Academy_Logo_Web-1.png?fit=250%2C65";;;;;;;;
1172106;"FATHER'S KIDS PRESCHOOL, THE";"4800 HORSE CREEK DRIVE";"VACAVILLE";"CA";95687;"SOLANO";"(707) 455-7790";;;;;;;;;;;;;;;;;;;;;;;"Closed"
1172107;"FELTON LEARNING CENTER";"300 LELAND AVENUE";"SAN FRANCISCO";"CA";94134;"SAN FRANCISCO";"(415) 474-7310";"http://felton.org/";"yquiroz@felton.org";"Felton’s early childhood educators are trained in and implement The Creative Curriculum for Infant, Toddler and Preschool. This nationally recognized play-based curriculum is designed to help children develop their social competence, positive approach to learning, and the pre-academic skills needed to succeed as learners";"http://felton.org/2017/03/4579/";;;;;;;"x";"x";;;"http://felton.org/wp-content/uploads/2014/04/logo.gif";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172108;"FLORIDA STREET DISCOVERY CENTER";"671 NORTH FLORIDA STREET";"BANNING";"CA";92220;"RIVERSIDE";"(951) 849-2930";"http://floridastreet.banning.k12.ca.us/";"jserrano@banning.k12.ca.us";"Each day we are excited to see that students come to school ready to learn and work hard. We thank the families for partnering with us to ensure the children have a rich, well-rounded academic foundation. We commit to cherish, protect, and educate our students while maintaining an environment of high standards for academics and citizenship.";"http://floridastreet.banning.k12.ca.us/";"https://www.facebook.com/pages/Banning-Unified-School-District-Schools/161575147201156";;;"http://floridastreet.banning.k12.ca.us/State-Preschool/State-Preschool-Parent-Handbook/index.html";;;"x";"x";;;"http://floridastreet.banning.k12.ca.us/images/logo.png";;"8AM – 6PM";"8AM – 6PM";"8AM – 6PM";"8AM – 6PM";"Closed";"Closed";
1172109;"FRENCH MONTESSORI PRESCHOOL OF SAN DIEGO, THE";"4011 OHIO STREET";"SAN DIEGO";"CA";92104;"SAN DIEGO";"(619) 534-5328";"http://thefrenchmontessoripreschool.com/";"thefrenchmontessoripreschool@gmail.com";" The Montessori teaching method encourages children to develop strong independence, concentration, and order skills. In our preschool, children learn how to be self-directed by providing a prepared environment where they choose their own work, based on their own interests. Montessori materials promote positive attitude towards school, self-confidence, sense of order, and habit of concentration.";"http://thefrenchmontessoripreschool.com/";"https://es-la.facebook.com/pages/The-French-Montessori-Preschool-of-San-Diego/1718745728344687";"http://thefrenchmontessoripreschool.com/new-page/";"http://thefrenchmontessoripreschool.com/price/";;;;"x";"x";;;"http://thefrenchmontessoripreschool.com/";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172111;"FUSD-MOUNTAIN VISTA PRE SCHOOL";"918 FIFTH STREET";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-6781";"https://mountainvista.fillmoreusd.org/";;"Mountain Vista Elementary School is committed to providing a safe, respectful and supportive environment. We strive to have our staff, parents, and community members actively involved in our students' learning.";"https://mountainvista.fillmoreusd.org/";"https://www.facebook.com/FillmoreUnifiedSchoolDistrict/";;;"https://mountainvista.fillmoreusd.org/apps/pages/index.jsp?uREC_ID=359959&type=d&pREC_ID=780960";;;"x";"x";;;"https://mountainvista.fillmoreusd.org/";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"Closed";"Closed";
1172112;"FUSD-PIRU PRE SCHOOL";"3811 CENTER STREET";"PIRU";"CA";93040;"VENTURA";"(805) 524-8251";"https://piru.fillmoreusd.org/";;"Piru Elementary School is a proud recipient of an Apple grant through the White House ConnectED initiative. By giving students access to the latest technology and powerful learning tools, we’re working to transform the classroom into a place of deeper exploration and creativity. Together, we can unlock the potential of the world’s future inventors, dreamers, and leaders.";"https://piru.fillmoreusd.org/";"https://www.facebook.com/FillmoreUnifiedSchoolDistrict/";;;"https://piru.fillmoreusd.org/apps/pages/index.jsp?uREC_ID=359902&type=d&pREC_ID=780804";;;"x";"x";;;"https://piru.fillmoreusd.org/";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"Closed";"Closed";
1172113;"FUSD-RIO VISTA PRE SCHOOL";"250 EDGEWOOD DRIVE";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-4210";"https://riovista.fillmoreusd.org/";;" At Rio Vista we have amazing students, wonderful teachers and supportive parents.  We strive to create a joyful learning environment where students can thrive.  Parents are always welcome to stop by, volunteer, or ask questions.  Go Roadrunners!";"https://riovista.fillmoreusd.org/";"https://www.facebook.com/FillmoreUnifiedSchoolDistrict/";;;;;;"x";"x";;;"https://riovista.fillmoreusd.org/";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"Closed";"Closed";
1172114;"FUSD-SIERRA PRE SCHOOL";"615 SHEILLS DRIVE";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-8202";"https://sierrahighschool.fillmoreusd.org/";;;;;;;;;;;;;;;;;;;;;;
1172115;"FUSD - SAN CAYETANO PRE SCHOOL";"514 MOUNTAIN VIEW ST.";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-6040";"https://sancayetano.fillmoreusd.org/";;;"https://sancayetano.fillmoreusd.org/";"https://www.facebook.com/FillmoreUnifiedSchoolDistrict/";;;;;;"x";"x";;;"https://sancayetano.fillmoreusd.org/";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"Closed";"Closed";
1172116;"FUSD - SESPE PRE SCHOOL";"627 SESPE AVE";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-8202";"https://www.fillmoreusd.org/";;;"https://www.fillmoreusd.org/apps/pages/index.jsp?uREC_ID=382925&type=d&pREC_ID=869590";;;;;;;"x";"x";;;;;;;;;;;
1172118;"GAN YAFFA CHILDREN CENTER";"1846 SOUTH ROBERTSON BLVD.";"LOS ANGELES";"CA";90035;"LOS ANGELES";"(310) 556-2159";"http://www.ganyaffa.com/";"yaffabm@aol.com";"A school with a great commitment to every child!";"http://www.ganyaffa.com/";"https://www.facebook.com/Gan-Yaffa-Preschool-204445269636029/";;;;;;"x";"x";;;"https://dk99v5eq3e8az.cloudfront.net/ganyaffa.com/uploaded/front_page/gan_yaffa_Logo_calendar.jpg";"8AM – 5:15PM";"8AM – 5:15PM";"8AM – 5:15PM";"8AM – 5:15PM";"8AM – 5:15PM";"Closed";"Closed";
1172119;"GCC UPSTREET PRESCHOOL";"19801 MARINER AVE";"TORRANCE";"CA";90503;"LOS ANGELES";"(310) 371-0555";"http://gccupstreetpreschool.org/";;"We recognize that education not only implies academics and physical skills development but also social and emotional growth. We appreciate the diversity of our families and celebrate each child's unique qualities. As we work with families to benefit children, we intend that this devotion, respect and understanding be evident in the school on a daily basis. Our teachers are committed to working with parents to achieve the best possible results for their child. We are a developmental school with an emphasis on age appropriate academics. Areas of academic importance include: early learning skills in math, language, art and science. We provide each child with the necessary foundation for school readiness. In addition to academics - social and emotional well-being also plays a significant role in a child's development. Our curriculum, various activities, and daily experiences provide children with opportunities for a fun, enriching and exciting time while they build relationships.";"http://gccupstreetpreschool.org/";;;"http://gccupstreetpreschool.org/ADMISSION.php";;;"x";"x";"x";;;"http://gccupstreetpreschool.org/plogo.jpg";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172122;"GENIUS KIDS - PLEASANTON BERNAL";"3550 BERNAL AVE. STE. 100B";"PLEASANTON";"CA";94566;"ALAMEDA";"(925) 425-7530";"http://www.geniuskidsonline.com/";"pleasantonbernal@geniuskidsonline.com";"At Genius Kids, our advanced accelerated learning programs are designed to meet each child’s individual development needs. Our curriculum has been recognized worldwide for its emphasis in leadership, public speaking and personality development.";"http://www.geniuskidsonline.com/child-care-center/genius-kids-bernal-pleasanton-ca";"https://www.facebook.com/pg/geniuskidsbernalpleasantonbernal/jobs/313518492506146/";;"https://portal.neatschool.net/gk-pleasanton-bernal/main/leads/new";;;"x";"x";"x";"x";;"http://www.geniuskidsonline.com/img/logo.png";"8AM – 6:30PM";"8AM – 6:30PM";"8AM – 6:30PM";"8AM – 6:30PM";"8AM – 6:30PM";"Closed";"Closed";
1172123;"GGA KIDS MARIN";"201 SEMINARY DRIVE";"MILL VALLEY";"CA";94941;"MARIN";"(415) 380-1400";"https://www.ggakidsmarin.com/";"ggakidsmarin@gmail.com";"GGA Kids Marin provides quality early childhood education for the community of Marin County through a stimulating, loving, Christian environment and a curriculum of active learning that nurtures the growth of the whole child. It is our purpose to prepare each child for the next level of learning and growing cognitively, emotionally, socially, and physically.";"https://www.ggakidsmarin.com/";"https://www.facebook.com/ggakidsmarin/";;"https://www.ggakidsmarin.com/how-to-apply";"https://www.ggakidsmarin.com/important-documents";;;"x";"x";;"x";;"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"Closed";"Closed";
1172125;"GLEASON PARK - SUSD HEAD START";"605 E. CHURCH STREET";"STOCKTON";"CA";95203;"SAN JOAQUIN";"(209) 466-4995";"https://www.stocktonusd.net/stockton";"earlychildhoodeducationregistrationteam@stocktonusd.net";;"https://www.stocktonusd.net/Page/2218";;;;;;;;;;;"https://www.stocktonusd.net/cms/lib/CA01902791/Centricity/Template/GlobalAssets/images///Logos/susd-logo.png";;;;;;;;
1172132;"GOOD SHEPHERD CHRISTIAN PRESCHOOL";"2600 GRAND AVENUE";"CHINO HILLS";"CA";91709;"SAN BERNARDINO";"(909) 591-6501";"http://www.gscschool.com/";"gscpreschool@gmail.com";"We think nurturing the minds of children is the most honorable and rewarding job. Caring and educating the future is like planting and growing a tree. We hope to let the roots sink in deep and grow tall like a tree planted by streams of water. Someday we believe the children will give back to the world what they have received through their life.";"http://www.gscschool.com/";"https://www.facebook.com/Good-Shepherd-Christian-Preschool-1213879182033160/";;"http://www.gscschool.com/enrollment/";;;;"x";"x";"x";;"http://www.gscschool.com/wp-content/uploads/2016/10/logo-m.png";"7:30AM – 6:30PM";"7:30AM – 6:30PM";"7:30AM – 6:30PM";"7:30AM – 6:30PM";"7:30AM – 6:30PM";"Closed";"Closed";
1172133;"GRACE ACADEMY";"1457 MABLE AVE";"MODESTO";"CA";95355;"STANISLAUS";"(209) 526-2860";"https://www.gacpreschool.com/";"enroll@gacpreschool.com";" We here at Grace Academy Christian Preschool believe that children respond and navigate best in their own age appropriate environment. Young children learn play introduced through intellectual challenges, positive self-esteem through age appropriate curriculum and hands on science explorations. Young children need the implementation of discovery at their own pace, having the option to be creative in their own way while given ample and appropriate choices and experiences. When scaffolding these elements into the building of each child, age appropriate learning is accomplished. When combined with developmentally sound curriculum and excellent teaching staff, children are allowed the freedom to develop at their pace";"https://www.gacpreschool.com/";"https://www.facebook.com/graceacademychristianpreschool/";;"https://www.gacpreschool.com/schedule";;;;"x";"x";"x";;"https://static.wixstatic.com/media/1fa1d2_cbe8302bbadd47358dad1d7ab9c1cc93~mv2.jpg/v1/fill/w_122,h_81,al_c,q_80,usm_0.66_1.00_0.01/1fa1d2_cbe8302bbadd47358dad1d7ab9c1cc93~mv2.webp";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"Closed";"Closed";
1172134;"GRACE CHRISTIAN PRESCHOOL";"13486 AMARGOSA ROAD";"VICTORVILLE";"CA";92392;"SAN BERNARDINO";"(760) 577-0728";;"gcpreschool2016@gmail.com";"Grace Christian Preschool is designed to pave the way for children to have a jump start towards a bright and successful future through the power of God's love. Through Faith,Love,and Patience,we will Teach,Honor,Respect and Responsibility. Planting seeds of Godly character and producing children of integrity. As our program is centered around this theme,we infuse our children with the knowledge that with God ALL PROBLEMS can be managed and all dreams can be achieved.";;"https://www.facebook.com/GCPVictorville/";;;;;"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/20228968_1956527394584400_8123584376215289286_n.jpg?_nc_cat=0&oh=aab242c3af73e9dc4e423e6c6354f256&oe=5B5F0C13";;;;;;;;
1172136;"GRANT VILLAGE - SUSD HEAD START";"2040 S. GRANT STREET";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 323-4286";"http://www.headstartprogram.us/";"headstartinfo@sjcoe.net";;"http://www.headstartprogram.us/program/grant-village";;;;;;;;;;;"http://www.headstartprogram.us/images/logo.png";;;;;;;;
1172137;"GREAT ADVENTURES LEARNING CENTER, INC.";"7945 ALDRICH DR.";"HUNTINGTON BEACH";"CA";92647;"ORANGE";"(714) 847-0844";"http://www.greatadventureslearningcenter.com/";;"Great Adventures Learning Center holds to the philosophy that all facets of a child's personality (social, intellectual, spiritual, physical and emotional) are inter-related, and school must provide the opportunity for the natural unfolding of the mind, personality and capacities of the child.";"http://www.greatadventureslearningcenter.com/";;;"http://www.greatadventureslearningcenter.com/admission-registration.nxg";;;;"x";"x";;;"http://www.greatadventureslearningcenter.com/tg/include/images/transpix.gif?nxg_versionuid=published";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1172140;"HAPPY BIRCH PRESCHOOL- TAMARIND";"1429 TAMARIND AVE";"LOS ANGELES";"CA";90028;"LOS ANGELES";"(310) 308-3141";"http://www.happybirch.org/";"happybirchpreschool@yahoo.com";"We believe each child possesses miraculous abilities and unique forms of intelligence. Our project based approach is built upon children’s interests, which we discover through observation as well as reflection between teachers, children and parents. This focus on children’s unique ideas empowers them on their life-long journey to become self-motivated problem solvers. ";"http://www.happybirch.org/";;;;;;"x";"x";;"x";;"http://www.happybirch.org/storage/HappyBirchBannerWhiteNEWnarrow.jpg";"9AM – 3:30PM";"9AM – 3:30PM";"9AM – 3:30PM";"9AM – 3:30PM";"9AM – 3:30PM";"Closed";"Closed";
1172141;"HAPPY HEARTS PRESCHOOL";"175 FAIRGROUNDS DRIVE";"PETALUMA";"CA";94952;"SONOMA";"(707) 481-8837";"https://www.petalumahappyhearts.com/";"petalumahappyhearts@comcast.net";"appy Hearts Preschool Program is child-centered, with a play-based philosophy.  We believe children learn through active exploration in an environment that is rich in materials and provides opportunities to converse, socialize, work, play and negotiate with others.  Our classrooms are planned to encourage curiosity, exploration and problem solving.  We believe that purposeful play is the true work of the child.  Through this play we view children as thinkers reflecting about their world. ";"https://www.petalumahappyhearts.com/";"https://www.facebook.com/petalumahappyhearts/";;"https://docs.google.com/forms/d/e/1FAIpQLSeVbR23kI1agCZKmsHUujYCeRpGLrytDSMQORpjkvNT3qrcjw/viewform#responses";;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/11889655_930055423700497_6243349289035619998_n.jpg?_nc_cat=0&oh=a2c565cac3bedd517e96a611cbd24f2b&oe=5B5C013D";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172142;"HAPPY TIMES CHILD DEVELOPMENT CENTER";"755 CIVIC CENTER DRIVE";"VISTA";"CA";92084;"SAN DIEGO";"(760) 295-9475";"https://www.happytimeschildcarevista.com/";"childcarehappytimes@gmail.com";"Happy Times Child Development Center staff will strive to provide quality childcare, ensure the safety and well being of each child in our program and provide educational services that promotes and enhance each child's growth and development. We believe that every child is unique and are committed to providing a safe and nurturing environment and meeting the needs of each child to the best of our ability. A positive attitude and a loving atmosphere are emphasized in each classroom. We praise each child's development and promote self-pride as they grow into each development.";"https://www.happytimeschildcarevista.com/";"https://www.facebook.com/happytimeschilddevelopmentcenter/";;"https://www.happytimeschildcarevista.com/tutition.html";"https://www.happytimeschildcarevista.com/parent-handbook.html";;;"x";"x";;;"https://www.happytimeschildcarevista.com/uploads/8/3/0/5/83054164/happy-time-logo-4_2.jpg?1468566048";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1172143;"HARVEST HILL STEAM ACADEMY CDC";"31600 PAT ROAD";"WINCHESTER";"CA";92596;"RIVERSIDE";"(408) 556-7300";"http://www.menifeeusd.org/";"center600@cdicdc.org";"The District is offering a new TK through 6th grade program at Harvest Hill STEAM Academy beginning in 2018/19. This program will expand to a TK thru 8th grade program in the 2020/21 school year. All current 5th grade students living within the HHSA boundaries will attend HHSA next year unless they have an approved Intra-District Transfer request to attend Bell Mountain Middle School or another middle school in the District. The new HHSA program also offers the opportunity for families who live within any of the Districts middle school boundaries to request an Intra-District Transfer to have their current 5th grader attend HHSA next year.";"http://www.menifeeusd.org/HHSA";;;"http://www.menifeeusd.org/district/Department/38-Pupil-Personnel-Services/Portal/student-enrollment";;;;"x";"x";;;"http://www.menifeeusd.org/HHSA/";;;;;;;;
1172144;"HAZEL'S CHRISTIAN PRESCHOOL&CHILD CARE CENTER II";"1528 OAKDALE RD";"MODESTO";"CA";95355;"STANISLAUS";"(209) 521-4422";"http://www.hazelschristianpreschool.com/";"hazel@hazelschristianpreschool.com";"Welcome to Hazels Christian Preschool & Childcare Center, a progressive all year-round preschool providing Modesto and its environs families with a child-focused approach to early childhood learning, christian environment , collaborative family atmosphere, and a safe, inspiring environment that encourages exploration and creativity.";"http://www.hazelschristianpreschool.com/";"https://www.facebook.com/pg/Hazelschristianpreschool/about/?ref=page_internal";;"http://www.hazelschristianpreschool.com/admissions";;"x";"x";"x";"x";"x";;"https://d3ciwvs59ifrt8.cloudfront.net/6b728871-f9bf-4c48-ba87-afb6304d9252/d7b06a9b-aee3-4d6b-8ac5-9fe43d8efaa5.png";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1172145;"HAZEL GOES COOK ELEMENTARY SCHOOL";"875 CUYAMACA AVENUE";"CHULA VISTA";"CA";91911;"SAN DIEGO";"(619) 422-8381";"http://www.cvesd.org/";;"Hazel Goes Cook School’s mission is to empower students to become responsible global citizens and lifelong learners. We are committed to fostering students to become inquiring, knowledgeable, and caring participants in a diverse, multicultural, democratic society through quality education and high expectations. Our students will be prepared with the knowledge and compassion to equip them with the expertise to be globally active leaders of the 21st century";"http://schools.cvesd.org/schools/cook/Pages/Home.aspx";"https://www.facebook.com/Chula-Vista-Elementary-School-District-163085377044690/";;"http://www.cvesd.org/errors/FileNotFound.aspx?aspxerrorpath=/district/parents/SitePages/StudentRegistering.aspx";"http://www.cvesd.org/district/parents/";;;"x";"x";;;;"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"8:45AM - 3:10PM";"Closed";"Closed";
1172147;"HEAD START - KAWANA";"2014 MORAGA DRIVE";"SANTA ROSA";"CA";95404;"SONOMA";"(707) 528-0803";"http://www.busd.org/";"mflores@nbcc.net";"The ELC includes Head Start, State Preschool operated by North Bay Children's Center (NBCC), and district-operated special education programs. These programs provide opportunities for children ages 3-5 for full-day, part-day and specially-designed instructional programs. In addition, the ELC outdoor classroom is equipped with age-appropriate play structures and spaces that facilitate and support early learning. ";"http://www.busd.org/early-learning-center.html";;;;;;;"x";"x";"x";;"http://www.busd.org/uploads/1/9/2/8/19285727/elc-school-days_orig.jpg";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"Closed";"Closed";
1172148;"HEAD START - MARTIN LUTHER KING JR";"1336 TEMPLE STREET";"SANTA ROSA";"CA";95404;"SONOMA";"(707) 528-0803";;;;;;;;;;;;;;;;;;;;;;;
1172149;"HEAD START - RIDGEWAY";"325 RIDGEWAY AVENUE";"SANTA ROSA";"CA";95401;"SONOMA";"(707) 544-6911";;;;;;;;;;;;;;;;;;;;;;;
1172151;"HEBREW ACADEMY";"14401 WILLOW LANE";"HUNTINGTON BEACH";"CA";92647;"ORANGE";"(714) 898-0051";"http://www.hebrewacademyhb.com/";"neilfort@hacds.org ";"At the Hebrew Academy Huntington Beach, pre-school through grade twelve students develop a deep love of learning in both general and Judaic studies. Our dedicated staff, teachers, and warm, welcoming community help to provide a nurturing, yet challenging environment that encourages all students to reach their full potential in order to act as self-confident, responsible citizens with a strong connection to their Judaism and community.";"http://www.hebrewacademyhb.com/";"https://www.facebook.com/HebrewAcademyOC/";;"http://www.hebrewacademyhb.com/templates/articlecco_cdo/aid/3972638/jewish/New-Enrollment-Form.htm";"http://www.hebrewacademyhb.com/templates/articlecco_cdo/aid/3479435/jewish/Parent-Enrichment.htm";;;"x";"x";;;"https://w3.chabad.org/media/images/813/KtSn8139117.jpg";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"Closed";"Closed";
1172152;"HERITAGE CHRISTIAN PRESCHOOL";"22081 HIDALGO";"MISSION VIEJO";"CA";92691;"ORANGE";"(949) 716-4660";"http://www.heritagechristianschool.com/";"egay@heritagechristianschool.com";"Heritage Christian School is established as an independent private Christian school in Orange County to provide an excellent educational experience based on the authoritative and inerrant Word of God. The goal is to facilitate the development of the student spiritually, academically, physically, emotionally, and socially; All for the Glory of God";"http://www.heritagechristianschool.com/preschool/";"https://www.facebook.com/hcsmv/";;"http://www.heritagechristianschool.com/admissions/";"http://www.heritagechristianschool.com/preschool/";;;"x";"x";;;"http://www.heritagechristianschool.com/images/hcs-logo.png";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";
1172153;"HERITAGE CHRISTIAN PRESCHOOL EAST CAMPUS";"11451 WOODLEY AVENUE";"GRANADA HILLS";"CA";91344;"LOS ANGELES";"(818) 488-8880";"https://www.heritage-schools.org/";;"Heritage Christian School’s mission is to provide a challenging program of academic excellence from a Biblical point of view partnering with parents to equip their children with a firm spiritual foundation while impacting the world for Christ.";"https://www.heritage-schools.org/campus/east-campus/";;"https://www.heritage-schools.org/about/employment-opportunities/";"https://la-ca.client.renweb.com/oa/?memberid=414";"https://www.heritage-schools.org/about/forms/";;;"x";;;;"https://www.heritage-schools.org/wp-content/uploads/2016/08/logo_heritage-christian-school.png";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"Closed";"Closed";
1172154;"HERITAGE CHRISTIAN PRESCHOOL NORTH CAMPUS";"17531 RINALDI STREET";"GRANADA HILLS";"CA";91344;"LOS ANGELES";"(818) 368-7071";"https://www.heritage-schools.org/";;"Heritage Christian School’s mission is to provide a challenging program of academic excellence from a Biblical point of view partnering with parents to equip their children with a firm spiritual foundation while impacting the world for Christ.";"https://www.heritage-schools.org/campus/north-campus-preschool/";;"https://www.heritage-schools.org/about/employment-opportunities/";"https://la-ca.client.renweb.com/oa/?memberid=415";"https://www.heritage-schools.org/about/forms/";;;"x";;;;"https://www.heritage-schools.org/wp-content/uploads/2016/08/logo_heritage-christian-school.png";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"Closed";"Closed";
1172155;"HERITAGE MONTESSORI SCHOOL";"2032 ORANGE AVE.";"COSTA MESA";"CA";92627;"ORANGE";"(949) 531-2041";"https://www.heritagemontessori.com/";"lf@heritagemontessori.com";"Heritage Montessori grew out of a close personal and professional relationship with Dr. Maria Montessori, and our mission is, quite simply, to continue her work.  As the first montessori school in Orange County, and one of the first montessori schools in the U.S., Heritage has a unique responsibility and, with it, a unique opportunity to weave together a strong sense of community, as the legacy we embrace is shared in the lives of the teachers and families we have touched since 1962";"https://www.heritagemontessori.com/locations";"https://www.facebook.com/heritagemontessori/?ref=page_internal";;;;;;"x";"x";;;"https://static.wixstatic.com/media/8a0061_eb3e10d666d04985b0a3203f8a175714~mv2.png/v1/fill/w_491,h_114,al_c/8a0061_eb3e10d666d04985b0a3203f8a175714~mv2.png";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172156;"HERMOSA DRIVE STATE PRESCHOOL";"400 E. HERMOSA DRIVE";"FULLERTON";"CA";92835;"ORANGE";"(714) 447-7720";"https://hermosa.fullertonsd.org/";;"In partnership with parents and the community, Hermosa’s goal is to achieve educational excellence. Learners are inspired to become academically and socially successful in a challenging, respectful environment. Differentiated instruction is designed to address the individual needs of students. The school community promotes citizenship that fosters personal self-worth and celebrates diversity. Hermosa strives to meet the challenges of today and tomorrow.";"https://hermosa.fullertonsd.org/";"https://www.facebook.com/Hermosa-Drive-PTA-557392814309071/";;;"https://hermosa.fullertonsd.org/apps/pages/index.jsp?uREC_ID=731476&type=d&pREC_ID=1149169";;"x";"x";"x";;;"https://hermosa.fullertonsd.org/";"7:30AM –1PM";"7:30AM –1PM";"7:30AM –1PM";"7:30AM –1PM";"7:30AM –1PM";"Closed";"Closed";
1172157;"HI FI PRESCHOOL";"25527 NARBONNE AVENUE";"LOMITA";"CA";90717;"LOS ANGELES";"(424) 347-7272";"http://www.hifipreschool.com/";"hifipreschool@gmail.com";"We believe that every child is unique and will grow at his or her own pace. Our teachers spend time nurturing children’s strengths and encouraging them to reach new heights";"http://www.hifipreschool.com/";"https://www.facebook.com/hifipreschool/";;;;"x";"x";"x";"x";"x";;"http://nebula.wsimg.com/ac514ea430cf0fcc3e04622e5a03c8ca?AccessKeyId=1FF7A65AF0F7172D3EE4&disposition=0&alloworigin=1";;;;;;;;
1172158;"HILLSBOROUGH PRIVATE SCHOOL";"191 OLD SPRINGS ROAD";"ANAHEIM";"CA";92808;"ORANGE";"(714) 998-6031";"http://hillsboroughprivateschools.com/";"bschachner@hillsboroughprivteschools.com";"Founded in 1968, Hillsborough has been serving families in search of an education that is both unique and dynamic. We pride ourselves on our individualized approach to teaching the whole child with an emphasis in the core subjects, character education, and the arts. Our small class sizes allow for a learning environment that nurtures independent, confident, and critical thinkers as we prepare our students for tomorrow’s world";"http://hillsboroughprivateschools.com/";"https://www.facebook.com/Hillsborough-Private-School-211458825683898/";;;;"x";"x";"x";"x";"x";"x";"http://hillsboroughprivateschools.com/wp-content/uploads/2015/05/Header_Bright_Minds.jpg";;;;;;;;
