"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Kathrine M Hardee Day Care Home";"0065743-012";"Kathrine Hardee";"Group Day Care Home";"102 North Village Terr";"Leavenworth";"Tonganoxie";66086;;"05/31/2018";"License Expired";"816-769-9401";;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127309";127309
"Kids Corner";"0501031-003";"Christina Millison";"Group Day Care Home";;"Leavenworth";"Tonganoxie";66086;"08/17/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002065";5E+018
"Kountry Kids Day Care Home";"0055699-009";"Vicki McMullin";"Group Day Care Home";"24785 Evans Rd";"Leavenworth";"Tonganoxie";66086;"07/01/2017";"06/30/2018";"Open";"913-845-3768";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=107221";107221
"Life Child Care Center and Preschool";"0070707-011";"Life Preschool LLC";"Child Care Center";"16979 Chieftain Rd";"Leavenworth";"Tonganoxie";66086;"08/21/2017";"10/31/2018";"Open";"402-689-6339";94;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137237";137237
"Little Hands and Feet Play Place";"0069395-008";"Nicole Holland";"Licensed Day Care Home";;"Leavenworth";"Tonganoxie";66086;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134613";134613
"Rachel Ann Rhoads Daycare";"0056709-012";"Rachel Rhoads";"Licensed Day Care Home";"406 E 6th St";"Leavenworth";"Tonganoxie";66086;"03/01/2018";"02/28/2019";"Open";"913-845-8490";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109241";109241
"Rechelles Daycare Home";"0025564-010";"Rechelle Grimstead";"Group Day Care Home";"714 River St";"Leavenworth";"Tonganoxie";66086;"07/01/2018";"06/30/2019";"Open";"913-845-0019";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=49613";49613
"Tessie K Brandt Day Care Home";"0034695-012";"Tessie Brandt";"Group Day Care Home";"18362 182nd St";"Leavenworth";"Tonganoxie";66086;"07/01/2018";"06/30/2019";"Open";"913-948-3345";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=67631";67631
"Tiny Tots";"0070143-009";"Kristal Rowland";"Licensed Day Care Home";;"Leavenworth";"Tonganoxie";66086;"11/08/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=136109";136109
"Barbs Daycare";"0046903-015";"Barb Greaser";"Licensed Day Care Home";;"Doniphan";"Troy";66087;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=90583";90583
"Holly Rush Daycare";"0501215-003";"Holly Rush";"Licensed Day Care Home";"1457 195th Access Rd";"Doniphan";"Troy";66087;"03/01/2018";"02/28/2019";"Open";"913-370-2059";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002433";5E+018
"Kristas Busy Bees";"0501436-002";"Krista Shellenberger";"Licensed Day Care Home";"205 N Liberty St";"Doniphan";"Troy";66087;"10/13/2017";"10/31/2018";"Open";"816-689-7515";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002875";5E+018
"Kyla Rae Koehler Day Care Home";"0009502-012";"Kyla Koehler";"Licensed Day Care Home";"1346 Larkinburg Rd";"Doniphan";"Troy";66087;"05/01/2018";"04/30/2019";"Open";"816-390-3636";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=18389";18389
"Pamela Jenee Miller Day Care Home";"0045558-009";"Pamela Miller";"Licensed Day Care Home";;"Doniphan";"Troy";66087;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=88073";88073
"Play and Learn the Healthy Way";"0500901-004";"Natalie Snead";"Group Day Care Home";"111 S First St";"Doniphan";"Troy";66087;"05/01/2018";"04/30/2019";"Open";"785-806-3418";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001805";5E+018
"The Little Rascals";"0501119-004";"Kodie Whetstine";"Group Day Care Home";"215 N 3rd St";"Doniphan";"Troy";66087;"04/01/2018";"03/31/2019";"Open";"785-850-0774";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002241";5E+018
"Amys Home Daycare";"0072222-006";"Amy Gast";"Group Day Care Home";"9195 Headwater Rd";"Jefferson";"Valley Falls";66088;"11/01/2017";"10/31/2018";"Open";"785-224-4513";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=140267";140267
"Ashlys Daycare";"0501489-002";"Ashly Tavis";"Licensed Day Care Home";;"Jefferson";"Valley Falls";66088;"10/24/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002981";5E+018
"Jacques Home Daycare";"0065358-008";"Jacqueline Rhyne";"Group Day Care Home";"708 Walnut St";"Jefferson";"Valley Falls";66088;"08/01/2017";"07/31/2018";"Open";"785-217-5343";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=126539";126539
"Kritter Creek Childcare";"0501400-003";"Kritter Creek Childcare LLC";"Group Day Care Home";;"Jefferson";"Valley Falls";66088;"08/01/2018";"07/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002803";5E+018
"Healthy Sprouts Daycare";"0073119-006";"Jeanette Marie";"Group Day Care Home";"406 Seward St";"Doniphan";"Wathena";66090;"02/01/2018";"01/31/2019";"Open";"785-304-2865";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142061";142061
"Regina Butts Daycare Home";"0074330-004";"Regina Butts";"Licensed Day Care Home";;"Doniphan";"Wathena";66090;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=144483";144483
"Sherry Dishons Day Care";"0004117-011";"Sherry Dishon";"Group Day Care Home";;"Doniphan";"Wathena";66090;"05/01/2018";"04/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7725";7725
"Bottles To Books Day Care Home";"0055215-011";"Tricia Channel";"Licensed Day Care Home";"226 Edgewood";"Franklin";"Wellsville";66092;"09/01/2017";"08/31/2018";"Open";"785-883-4820";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=106255";106255
"Busy Bee Daycare";"0021968-018";"Shelly Douglas";"Group Day Care Home";"4560 Meadow Lane";"Franklin";"Wellsville";66092;"06/02/2017";"06/30/2018";"Open";"785-418-7040";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=42647";42647
"Dancing Daisies Daycare";"0059341-015";"Amy Stevenson";"Group Day Care Home";;"Franklin";"Wellsville";66092;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=114505";114505
"Denise Daycare";"0030500-017";"Denise Smith";"Group Day Care Home";"3687 Vermont Road";"Franklin";"Wellsville";66092;"06/20/2017";"06/30/2018";"Open";"785-214-0229";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=59355";59355
"Graham Country Daycare";"0501604-002";"Terry Graham";"Licensed Day Care Home";;"Franklin";"Wellsville";66092;"04/17/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003211";5E+018
"Kaseys Kids";"0059145-013";"Kasey Cunningham";"Licensed Day Care Home";"305 Maple Terr";"Franklin";"Wellsville";66092;"08/01/2017";"07/31/2018";"Open";"913-963-4870";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=114113";114113
"Kelleys Kids Daycare";"0028341-013";"Kelley Jerred";"Group Day Care Home";;"Franklin";"Wellsville";66092;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55103";55103
"Kristals Day Care";"0041772-014";"Kristal Crist";"Licensed Day Care Home";;"Franklin";"Wellsville";66092;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81131";81131
"Lelia Anne Sanders Daycare Home";"0049690-012";"Lelia Sanders";"Licensed Day Care Home";"4420 Utah Rd";"Franklin";"Wellsville";66092;"07/01/2017";"06/30/2018";"Open";"913-206-8187";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=95771";95771
"Little Eagles Daycare";"0500616-005";"Cristy Douglas";"Licensed Day Care Home";;"Franklin";"Wellsville";66092;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001235";5E+018
"Little Sprouts Farmhouse";"0076015-003";"Katie Hadel";"Group Day Care Home";;"Franklin";"Wellsville";66092;"08/25/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147853";147853
"Sandys Home Daycare";"0061129-013";"Sandra Kopp";"Licensed Day Care Home";;"Franklin";"Wellsville";66092;"08/01/2018";"07/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118081";118081
"Small Wonders Preschool";"0057341-010";"Cathy Rowland";"Preschool";"103 West 5th";"Franklin";"Wellsville";66092;"02/01/2018";"01/31/2019";"Open";"785-418-3649";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=110505";110505
"Special Blessings Preschool";"0007463-010";"Wellsville Baptist Church";"Preschool";;"Franklin";"Wellsville";66092;"01/01/2018";"12/31/2018";"Open";;18;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=14349";14349
"Miz Liz Daycare";"0501026-003";"Elizabeth Roller";"Licensed Day Care Home";"517 3rd St";"Jefferson";"Winchester";66097;"09/01/2017";"08/31/2018";"Open";"785-207-7595";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002055";5E+018
"Tiny Tots Daycare";"0070382-008";"Whitney Bryant";"Licensed Day Care Home";"512 4 St";"Jefferson";"Winchester";66097;"07/01/2018";"06/30/2019";"Open";"785-218-1247";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=136587";136587
"Banneker Elementary School Kidzone";"0037423-009";"USD 500 Kansas City Public Schools";"School Age Program";"2026 N 4th St";"Wyandotte";"Kansas City";66101;"01/01/2018";"12/31/2018";"Open";"913-449-7492";99;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=72959";72959
"Kiddie Kollege Child Care Center";"0036460-010";"Trinity-Williams Education Corporation";"Child Care Center";"2400 Maxine Williams Drive";"Wyandotte";"Kansas City";66101;"01/01/2018";"12/31/2018";"Open";"913-371-1739";56;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=71067";71067
"Ms Kims Kare Daycare Home";"0061402-009";"Kim Hall";"Licensed Day Care Home";"335 Cleveland Ave";"Wyandotte";"Kansas City";66101;"11/01/2017";"10/31/2018";"Open";"913-713-3650";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118627";118627
"My Second Home";"0074005-004";"LaTishia Richardson";"Licensed Day Care Home";"2017 N 9 St";"Wyandotte";"Kansas City";66101;"09/08/2017";"08/31/2018";"Open";"913-526-4750";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143833";143833
"Dimples and Diapers Child Care";"0041712-012";"Rhonda Hall Smith";"Group Day Care Home";"6509 Garfield Dr";"Wyandotte";"Kansas City";66102;"06/01/2018";"05/31/2019";"Open";"913-788-2215";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81015";81015
"Evergreen Day Care";"0071837-009";"Evergreen Day Care Inc";"Child Care Center";"1030 Orville Ave";"Wyandotte";"Kansas City";66102;"01/01/2018";"12/31/2018";"Open";"913-371-0505";40;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=139497";139497
"GMamas Tender Care";"0074362-005";"Darrena C L Bagley Foundation Inc";"Group Day Care Home";"1702 N 30th St";"Wyandotte";"Kansas City";66102;"03/01/2018";"02/28/2019";"Open";"913-242-8989";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=144547";144547
"Helping Hands Daycare";"0055609-009";"Theresa Marshall";"Group Day Care Home";"1500 N 38th St";"Wyandotte";"Kansas City";66102;"04/27/2018";"04/30/2019";"Open";"913-230-2965";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=107041";107041
"Lil Lulus Group Daycare Home";"0065285-010";"Louise Moore Williams";"Group Day Care Home";;"Wyandotte";"Kansas City";66102;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=126393";126393
"Love and Learn Child Care";"0076396-002";"Halimo Osman";"Group Day Care Home";"4380 Victory Dr";"Wyandotte";"Kansas City";66102;"12/13/2017";"12/31/2018";"Open";"913-215-8994";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148615";148615
"Mama Olgas Child Day Care";"0071571-005";"Mama Olgas Child Day Care LLC";"Licensed Day Care Home";"406 N 16th St";"Wyandotte";"Kansas City";66102;"09/01/2017";"08/31/2018";"Open";"913-261-9898";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=138965";138965
"N2 Kids Childcare";"0003102-010";"Deborah Townsend";"Group Day Care Home";;"Wyandotte";"Kansas City";66102;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5713";5713
"Precious Ones Daycare";"0072437-006";"Jamila Weatherspoon";"Group Day Care Home";;"Wyandotte";"Kansas City";66102;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=140697";140697
"Resurrection Catholic School at the Cathedral Inc";"0032798-010";"Resurrection Catholic School at the Cathedral Inc";"Child Care Center";"425 N 15th St";"Wyandotte";"Kansas City";66102;"12/01/2017";"11/30/2018";"Open";"913-371-8101";36;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=63891";63891
"The House That Tiny Built Home Day Care";"0075416-003";"Annisa Dangerfield";"Licensed Day Care Home";;"Wyandotte";"Kansas City";66102;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146655";146655
"Whittier Elementary Kidzone";"0037417-009";"USD 500 Kansas City Public Schools";"School Age Program";"295 S 10th St";"Wyandotte";"Kansas City";66102;"01/01/2018";"12/31/2018";"Open";"913-627-6425";240;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=72947";72947
"YMCA Child Care Center at KCK Early Childhood Center";"0501403-002";"YMCA of Greater Kansas City";"Child Care Center";"1708 N 55th St";"Wyandotte";"Kansas City";66102;"11/21/2017";"11/30/2018";"Open";"816-656-1301";45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002809";5E+018
"YMCA Child Care Center at KS State School for the Blind";"0501404-002";"YMCA of Greater Kansas City";"Child Care Center";"1100 State Ave";"Wyandotte";"Kansas City";66102;"11/21/2017";"11/30/2018";"Open";"816-656-1301";80;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002811";5E+018
"Frank Rushton Elementary Kidzone";"0045820-010";"USD 500 Kansas City Public Schools";"School Age Program";"2605 W 43rd Ave";"Wyandotte";"Kansas City";66103;"03/01/2018";"02/28/2019";"Open";"913-449-7492";94;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=88569";88569
"Happy Days Playschool";"0020309-010";"Brandie Day";"Licensed Day Care Home";"3124 S 9th Ter";"Wyandotte";"Kansas City";66103;"05/01/2018";"04/30/2019";"Open";"913-645-9036";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=39401";39401
"Holy Name Preschool and Child Care Center";"0000237-009";"Holy Name Faith Community";"Child Care Center";"1007 Southwest Boulevard";"Wyandotte";"Kansas City";66103;"04/01/2018";"03/31/2019";"Open";"913-722-1032";18;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=321";321
"Jeannes Child Care Home";"0007010-010";"Jeanne Winkler";"Licensed Day Care Home";"4646 Booth St";"Wyandotte";"Kansas City";66103;"11/01/2017";"10/31/2018";"Open";"913-236-8771";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13473";13473
"Little Angels Day Care Center";"0013307-010";"Little Angels Day Care Center Inc";"Child Care Center";"2720 W 43 Ave";"Wyandotte";"Kansas City";66103;"01/01/2018";"12/31/2018";"Open";"913-362-5192";48;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=25805";25805
"Our Ladys Montessori School Child Care Center";"0062559-014";"Our Ladys Montessori School Inc";"Child Care Center";"3020 S 7 St";"Wyandotte";"Kansas City";66103;"04/01/2018";"03/31/2019";"Open";"913-403-9550";64;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120941";120941
"Our Saviour Lutheran Church Preschool";"0000452-009";"Evangelical Lutheran Church of Our Saviour";"Child Care Center";"4153 Rainbow Blvd";"Wyandotte";"Kansas City";66103;"01/01/2018";"12/31/2018";"Open";"913-236-6228";15;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=641";641
"Rainbow Mennonite Church";"0066835-010";"Rainbow Boulevard Mennonite Church Inc";"School Age Program";"1444 Southwest Blvd";"Wyandotte";"Kansas City";66103;"08/01/2017";"07/31/2018";"Open";"913-236-8820";100;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=129493";129493
"Terri L Willert Day Care Home";"0017100-012";"Terri Willert";"Group Day Care Home";;"Wyandotte";"Kansas City";66103;"08/01/2018";"07/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=33121";33121
"A Mothers Touch Group Daycare Home";"0049559-009";"Angelina Calandra";"Group Day Care Home";;"Wyandotte";"Kansas City";66104;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=95517";95517
"Angels of Grace Family Service Center Inc";"0066488-012";"Angels of Grace Family Service Inc";"Child Care Center";;"Wyandotte";"Kansas City";66104;"09/01/2017";"08/31/2018";"Open";;97;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=128799";128799
"Anita Washington Daycare";"0060301-010";"Anita Washington";"Group Day Care Home";;"Wyandotte";"Kansas City";66104;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=116425";116425
"Beyond Our Dreams Academy";"0067647-015";"Shakisha Williams";"Group Day Care Home";;"Wyandotte";"Kansas City";66104;"01/23/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131117";131117
"Carla Rae Lasley Day Care Home";"0039165-009";"Carla Lasley";"Group Day Care Home";"2870 N 27th St";"Wyandotte";"Kansas City";66104;"07/01/2018";"06/30/2019";"Open";"913-371-3366";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=76353";76353
"Christ The King";"0059861-014";"Christ the King Catholic Church Kansas City";"Child Care Center";;"Wyandotte";"Kansas City";66104;"03/01/2018";"02/28/2019";"Open";;59;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=115545";115545
"Cub House Childcare";"0500791-004";"Lacie Huebner";"Licensed Day Care Home";"2600 North 53rd Street";"Wyandotte";"Kansas City";66104;"01/01/2018";"12/31/2018";"Open";"308-289-1297";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001585";5E+018
"Dimples and Diapers Child Care 2";"0073223-005";"Rhonda Hall Smith";"Group Day Care Home";"3202 W Barker Cir";"Wyandotte";"Kansas City";66104;"01/01/2018";"12/31/2018";"Open";"913-766-6184";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142269";142269
"Donnas Dream Daycare";"0501276-003";"Donna Wallace";"Licensed Day Care Home";"6329 Parkview Ave";"Wyandotte";"Kansas City";66104;"08/02/2017";"08/31/2018";"Open";"816-352-4546";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002555";5E+018
"Grandmas House Loving Daycare";"0058304-013";"Leonita Davis";"Group Day Care Home";"3544 N 59th St";"Wyandotte";"Kansas City";66104;"06/01/2018";"05/31/2019";"Open";"913-215-9584";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=112431";112431
"Happy Faces Childcare Home";"0038089-011";"Angela Manning Glass";"Group Day Care Home";"4929 Leavenworth Rd";"Wyandotte";"Kansas City";66104;"09/01/2017";"08/31/2018";"Open";"913-660-0458";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=74249";74249
"Happy Scholars Daycare";"0072905-005";"Hilda Garner";"Group Day Care Home";"3514 Yecker Ave";"Wyandotte";"Kansas City";66104;"10/01/2017";"09/30/2018";"Open";"913-281-4260";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141633";141633
"Hazel Grove Kidzone";"0037412-010";"USD 500 Kansas City Public Schools";"School Age Program";"2401 N 67th St";"Wyandotte";"Kansas City";66104;"04/09/2018";"04/30/2019";"Open";"913-627-7000";100;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=72937";72937
"Jacqueline Taylor Daycare Home";"0024511-014";"Jacqueline Taylor";"Group Day Care Home";;"Wyandotte";"Kansas City";66104;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=47559";47559
"Lacies Little Ones";"0501069-003";"Lacie Eisele";"Group Day Care Home";"6028 Cleveland Ave";"Wyandotte";"Kansas City";66104;"10/01/2017";"09/30/2018";"Open";"816-606-8296";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002141";5E+018
