"Program Type";"Number";"Program Name";"Address";"City";"State";"Zip";"Program Status";"Administrator(s)";"County";"License Begin Date";"License Expiration Date";"SUTQ Rating";"Phone";"Type";"Accreditations";"Meals";"Before School Care";"Evening Care";"Special Needs";"Transportation";"After School Care";"Overnight Care";"Field Trips";"Early Childhood Education Grant";"Head Start";"Private Kindergarten";"Publicly Funded Child Care";"Liability Insurance";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday"
"Ohio Department of Education Licensed Preschool";1170016133;"THE UNIVERSITY SCHOOL";"20701 BRANTLEY RD";"SHAKER HEIGHTS";"OH";44122;"CONTINUOUS LICENSE";;"CUYAHOGA";"June 7, 2018";"Continuous";;;"P";;"+";;"+";;"+";"+";;"+";;;"+";;;"08:30 AM to 02:30 PM";"08:30 AM to 02:30 PM";"08:30 AM to 02:30 PM";"08:30 AM to 02:30 PM";"08:30 AM to 02:30 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";300808;"THINKING CAP CHILD CARE LLC";"8206 WADE PARK AVE";"CLEVELAND";"OH";44103;"CONTINUOUS LICENSE";;"CUYAHOGA";"May 25, 2016";"Continuous";4;"216-791-3860";"A";;"+";"+";"+";;;"+";"+";;;;;"+";"+";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";2190019600;"THINKING CAP CHILDCARE 2";"8304 WADE PARK AVE";"CLEVELAND";"OH";44103;"CONTINUOUS LICENSE";;"CUYAHOGA";"October 9, 2019";"Continuous";4;"216-835-1925";"B";;"+";"+";"+";;;"+";"+";;;;;"+";"+";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to 07:00 AM";"09:00 PM to MIDNIGHT"
"Ohio Department of Education Licensed Preschool";1000018506;"THOMAS JEFFERSON SCHOOL";"3145 W 46TH ST";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";4;"216-404-5100";"P";;"+";;;;"+";;;;;;;;;"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";912387944;"THOMAS, DANEENE";"2194 E. 74TH STREET";"CLEVELAND";"OH";44103;"CONTINUOUS LICENSE";;"CUYAHOGA";"November 13, 2015";"Continuous";2;"216-209-1633";"B";;"+";"+";"+";;"+";;;;;;;"+";;"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM"
"Licensed Type B Family Child Care Home";906782662;"THOMPSON, CARLA";"3732 CHELTON RD";"SHAKER HTS";"OH";44120;"CONTINUOUS LICENSE";"CARLA THOMPSON";"CUYAHOGA";"January 1, 2014";"Continuous";;"216-471-8291";"B";;"+";"+";"+";;;"+";;;;;;"+";;"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"CLOSED"
"Licensed Type B Family Child Care Home";982025981;"THOMPSON, CASSANDRA";"1063 ROANOKE ROAD";"CLEVELAND";"OH";44121;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 1, 2014";"Continuous";3;"216-382-5046";"B";;"+";;"+";;;;"+";"+";"+";;;"+";"+";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Type B Family Child Care Home";939007292;"THOMPSON, YVETTE";"12927 MILLIGAN AVE";"CLEVELAND";"OH";44135;"CONTINUOUS LICENSE";"YVETTE THOMPSON";"CUYAHOGA";"January 1, 2014";"Continuous";;"216-251-3712";"B";;"+";"+";"+";;"+";"+";;;;;;"+";;"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT";"05:30 AM to MIDNIGHT"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000018119;"THOREAU PARK ELEMENTARY SCHOOL";"5401 W 54TH ST";"PARMA";"OH";44129;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";;"440-885-2352";"S";;;"+";;;;"+";;;;;;;;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";308663;"THREE BEARS CHILD CARE ACHIEVEMENT CENTER";"15400 MILES RD";"CLEVELAND";"OH";44128;"CONTINUOUS LICENSE";"EVERJEAN STONER";"CUYAHOGA";"January 4, 2010";"Continuous";;"216-921-2221";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2190020349;"TIA TINY TOTS HOME DAYCARE";"5820 DUNHAM RD";"MAPLE HEIGHTS";"OH";44137;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 27, 2020";"Continuous";;"216-225-2467";"B";;"+";"+";"+";;;"+";"+";"+";;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2200023161;"TIERA'S HOME DAYCARE";"1266 E.114TH ST";"CLEVELAND";"OH";44108;"PROVISIONAL LICENSE";;"CUYAHOGA";"March 3, 2021";"March 2, 2022";;"216-212-8537";"B";;"+";"+";"+";;"+";"+";;;;;;"+";"+";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2190020140;"TINY FOOTPRINTS CHILD ENRICHMENT CENTER";"1367 WEST 65TH";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";"LaQuetha Nelson, Veronica Miller";"CUYAHOGA";"August 26, 2019";"Continuous";2;"216-938-7306";"C";;;;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2210024748;"TINY HEROES CHILD CARE";"9815 LORAIN AVE";"CLEVELAND";"OH";44102;"PROVISIONAL LICENSE";"Kristina Hale";"CUYAHOGA";"September 20, 2021";"September 19, 2022";;"216-417-7676";"C";;"+";"+";;;"+";"+";;"+";;;;"+";;"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300432;"TINY TOTZ CHILDCARE";"1400 E.30TH";"CLEVELAND";"OH";44114;"CONTINUOUS LICENSE";"NYISHA STEWART, KIMBERLY GLASS";"CUYAHOGA";"July 3, 2013";"Continuous";;"216-420-7300";"C";;;;;;;;;;;;;"+";;"06:30 AM to 11:00 PM";"06:30 AM to 11:00 PM";"06:30 AM to 11:00 PM";"06:30 AM to 11:00 PM";"06:30 AM to 11:00 PM";"07:00 AM to 11:00 PM";"07:00 AM to 11:00 PM"
"Licensed Child Care Center";308372;"TINY TOWN ACADEMY";"7920 GARFIELD BLVD";"GARFIELD HTS";"OH";44125;"CONTINUOUS LICENSE";"Jannie Wimbush";"CUYAHOGA";"May 1, 2009";"Continuous";2;"216-271-7450";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";307702;"TODDLE INN PRESCHOOL";"2215 NORTH TAYLOR RD";"CLEVELAND HTS";"OH";44112;"CONTINUOUS LICENSE";"TIFFANY WILLIAMS, Sholanda Span";"CUYAHOGA";"October 1, 2007";"Continuous";4;"216-451-2805";"C";;;;;;;;;;;;;"+";;"07:30 AM to 06:00 PM";"07:30 AM to 06:00 PM";"07:30 AM to 06:00 PM";"07:30 AM to 06:00 PM";"07:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2170015891;"TOMORROW STARS OF BEDFORD";"350 COLUMBUS RD";"BEDFORD";"OH";44146;"CONTINUOUS LICENSE";"latika maloy";"CUYAHOGA";"November 29, 2017";"Continuous";;"440-786-8431";"C";;"+";"+";"+";;"+";"+";;"+";;;;"+";;"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED"
"Licensed Child Care Center";2210024963;"TOMORROW'S LEADERS CHILDCARE & ENRICHMENT CENTER";"4120 EAST 131 STREET";"CLEVELAND";"OH";44105;"PROVISIONAL LICENSE";"Zayna Durrah-Makupson";"CUYAHOGA";"April 21, 2022";"April 20, 2023";;"216-417-6044";"C";;"+";"+";"+";;;"+";;;;"+";;"+";;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2190020711;"TONIE TOTS CHILD CARE";"20351TRACY AVE";"EUCLID";"OH";44123;"CONTINUOUS LICENSE";;"CUYAHOGA";"December 31, 2020";"Continuous";;"216-855-2250";"B";;"+";;;;;"+";;;;;;"+";;"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2220025915;"TOOTSIE TOTS";"12322 GARLAND AVE";"GARFIELD HEIGHTS";"OH";44125;"PROVISIONAL LICENSE";;"CUYAHOGA";"August 5, 2022";"August 4, 2023";;"216-926-1696";"B";;"+";"+";"+";;"+";"+";;"+";;;;"+";;"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT";"07:00 AM to MIDNIGHT"
"Licensed Type B Family Child Care Home";2170016396;"TOP NOTCH ENRICHMENT CENTER";"25650 COLUMBUS ROAD";"BEDFORD HEIGHTS";"OH";44146;"CONTINUOUS LICENSE";;"CUYAHOGA";"October 25, 2017";"Continuous";;"216-258-3181";"B";;"+";"+";"+";;;"+";"+";;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";300361;"TORAH NURSERY INC.";"1980 S. GREEN RD.";"SOUTH EUCLID";"OH";44121;"CONTINUOUS LICENSE";"HEMDA JACOBS";"CUYAHOGA";"December 3, 2012";"Continuous";;"216-381-3900";"C";;;;;;;;;;;;;"+";;"08:00 AM to 05:30 PM";"08:00 AM to 05:30 PM";"08:00 AM to 05:30 PM";"08:00 AM to 05:30 PM";"08:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2220025607;"TOTALLY KIDS EARLY LEARNING CENTER LLC";"639 E 107TH ST";"CLEVELAND";"OH";44108;"PROVISIONAL LICENSE";;"CUYAHOGA";"May 18, 2022";"May 17, 2023";;"216-688-6741";"B";;"+";"+";;;"+";"+";;"+";;;;"+";"+";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2170014922;"TRACY JOHNSON THE RICHMOND ( CHILDCARE CENTER)";"4907 RICHMOND RD";"WARRENSVILLE HTS";"OH";44128;"CONTINUOUS LICENSE";;"CUYAHOGA";"April 20, 2017";"Continuous";;"216-541-0200";"B";;"+";"+";"+";;;"+";"+";;;;;"+";;"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";910217729;"TRAVIS, JEANETTE";"3886 EAST 144 STREET";"CLEVELAND";"OH";44128;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 1, 2014";"Continuous";;"216-561-8854";"B";;"+";;"+";;;"+";;;;;;"+";"+";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";916550263;"TRAVIS, NATASHA";"21351 MILAN DRIVE";"EUCLID";"OH";44119;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 9, 2017";"Continuous";;"216-357-1274";"B";;"+";"+";;;;"+";;;;;;;;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2200023275;"TREASURED MOMENTS CHILDCARE II";"1787 E.55TH ST.";"CLEVELAND";"OH";44103;"CONTINUOUS LICENSE";"Ti'Yana Cross";"CUYAHOGA";"January 29, 2021";"Continuous";;"216-738-9330";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 09:00 PM";"06:00 AM to 09:00 PM"
"Licensed Child Care Center";300874;"TREETOP DAYCARE";"7509 DENISON AVENUE";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";"mamar baizid";"CUYAHOGA";"October 5, 2016";"Continuous";;"216-600-9477";"C";;"+";"+";;;"+";"+";;"+";;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018865;"TREMONT MONTESSORI SCHOOL";"2409 W 10TH ST";"CLEVELAND";"OH";44113;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";4;"216-621-2082";"P";;;;;;;;;;;;;;;"09:30 AM to 03:30 PM";"09:30 AM to 03:30 PM";"09:30 AM to 03:30 PM";"09:30 AM to 03:30 PM";"09:30 AM to 03:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2200021181;"TRIPLE J CHILDCARE & LEARNING CENTER";"15735 EUCLID AVE";"EUCLID AVE";"OH";44112;"CONTINUOUS LICENSE";"Jaylin Nolden, Ruby Hubbard";"CUYAHOGA";"February 19, 2020";"Continuous";4;"216-249-5439";"C";;;;;;;;;;;;;"+";;"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT"
"Licensed Child Care Center";2190019275;"TRISKETT STATION HORIZON EDUCATION CENTER";"13850 TRISKETT ROAD";"CLEVELAND";"OH";44111;"CONTINUOUS LICENSE";"carmen scruggs, Lisa Nunn";"CUYAHOGA";"May 24, 2019";"Continuous";4;"216-230-4432";"C";;;;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2210023441;"TRUE ANGELS";"1371 E185TH";"CLEVELAND";"OH";44110;"PROVISIONAL LICENSE";;"CUYAHOGA";"February 17, 2022";"February 16, 2023";;"216-694-1250";"B";;"+";"+";"+";;;"+";;;;;;"+";"+";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT"
"Licensed Child Care Center";2190020477;"TRULY GIFTED KIDS ACADEMY";"5656 BROADWAY AVENUE";"CLEVELAND";"OH";44127;"CONTINUOUS LICENSE";"Janeen Hughes, SHERELLE BELL";"CUYAHOGA";"August 26, 2019";"Continuous";;"216-341-4438";"C";;;;;;;;;;;;;"+";;"06:00 AM to 09:00 PM";"06:00 AM to 09:00 PM";"06:00 AM to 09:00 PM";"06:00 AM to 09:00 PM";"06:00 AM to 09:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2180017201;"TT' TOTS CHILDCARELLC";"15608 WALVERN BLVD.";"MAPLE HEIGHTS";"OH";44137;"CONTINUOUS LICENSE";;"CUYAHOGA";"August 10, 2018";"Continuous";;"216-867-7211";"B";;"+";"+";"+";;;"+";;"+";;;;"+";;"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT";"06:00 AM to MIDNIGHT"
"Licensed Type B Family Child Care Home";931133957;"TUFTS-PETERSON, ANDREA";"12813 FARRINGDON AVENUE";"CLEVELAND";"OH";44105;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 1, 2014";"Continuous";2;"216-752-8355";"B";;"+";;"+";;;;;;;;;"+";"+";"07:00 PM to 06:00 AM";"07:00 PM to 06:00 AM";"07:00 PM to 06:00 AM";"07:00 PM to 06:00 AM";"07:00 PM to 06:00 AM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";938930237;"TURNER, SHAUNA-RENEE";"4068 EAST 151 STREET";"CLEVELAND";"OH";44128;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 1, 2014";"Continuous";2;"216-283-6860";"B";;"+";"+";"+";;;"+";;;;;;"+";;"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM";"06:00 AM to 06:00 AM"
"Licensed Child Care Center";307018;"TUTOR TIME CHILD CARE/LEARNING CENTER";"19880 WEST 130TH STREET";"STRONGSVILLE";"OH";44136;"CONTINUOUS LICENSE";"Lee Waleri";"CUYAHOGA";"September 26, 2005";"Continuous";3;"440-238-3542";"C";"NAEYC";"+";;;;;;;;;;"+";"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2170016530;"UKRAINIAN ACADEMY";"16939 PEARL RD";"STRONGSVILLE";"OH";44136;"CONTINUOUS LICENSE";"Maryna Miller";"CUYAHOGA";"April 16, 2018";"Continuous";4;"440-565-0565";"C";;"+";"+";;;"+";"+";;"+";;;;"+";;"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300866;"UKRAINIAN ACADEMY INC";"6155 PEARL RD";"PARMA HTS";"OH";44130;"CONTINUOUS LICENSE";"MARYNA MILLER";"CUYAHOGA";"September 6, 2016";"Continuous";4;"216-393-6969";"C";;"+";"+";;;"+";"+";;"+";;;;"+";;"07:00 AM to 06:30 PM";"07:00 AM to 06:30 PM";"07:00 AM to 06:30 PM";"07:00 AM to 06:30 PM";"07:00 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300760;"UNION-MILES EARLY LEARNING CENTER";"9250 MILES PARK AVENUE";"CLEVELAND";"OH";44105;"CONTINUOUS LICENSE";"Laurie Sironen-Kroft, VE'ELLA SMOOT-MAYS";"CUYAHOGA";"January 18, 2016";"Continuous";4;"216-465-9088";"C";;"+";;;;;;;"+";;"+";;"+";;"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";302405;"UNIVERSITY HOSPITALS PARMA MEDICAL CENTER CHILD CARE";"7300 STATE RD";"PARMA";"OH";44134;"CONTINUOUS LICENSE";"LEAH ANASTASAKIS";"CUYAHOGA";"February 1, 1984";"Continuous";4;"440-743-2585";"C";;"+";;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2200022450;"UPRISING HOME DAY CARE";"3562 HILDANA RD";"SHAKER HEIGHTS";"OH";44120;"CONTINUOUS LICENSE";;"CUYAHOGA";"August 31, 2021";"Continuous";;"216-702-9233";"B";;"+";"+";"+";;;;;;;;;"+";;"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000018140;"URBAN COMMUNITY";"4909 LORAIN AVE";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";;"216-939-8330";"S";;;"+";;;;"+";;;;;;;;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018139;"URBAN COMMUNITY";"4909 LORAIN AVE";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";4;"216-939-8330";"P";;"+";"+";;;"+";"+";;"+";"+";"+";;"+";;"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"CLOSED";"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1210024635;"URBAN COMMUNITY SCHOOL ECC";"2021 W 48TH ST";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";;"CUYAHOGA";"July 19, 2021";"Continuous";;;"P";;;;;;;;;;;;;"+";;"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";304505;"VALLEY CHRISTIAN PRESCHOOL";"87 E ORANGE ST";"CHAGRIN FALLS";"OH";44022;"CONTINUOUS LICENSE";"JENNIFER CONGDON";"CUYAHOGA";"September 11, 1995";"Continuous";4;"440-247-0390";"C";;;;;;;;;;;;;"+";;"09:00 AM to 12:30 PM";"09:00 AM to 12:30 PM";"09:00 AM to 12:30 PM";"09:00 AM to 12:30 PM";"09:00 AM to 12:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018715;"VALLEY VIEW ELEMENTARY SCHOOL";"17200 VALLEYVIEW AVE";"CLEVELAND";"OH";44135;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";3;"216-251-3876";"P";;"+";;;;;;;;;;;;;"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";909921297;"VEASEY, TRINETTE";"19406 WICKFIELD AVE";"WARRENSVILLE HTS";"OH";44122;"CONTINUOUS LICENSE";;"CUYAHOGA";"January 1, 2014";"Continuous";;"216-751-4663";"B";;"+";"+";"+";;;"+";;"+";;;;"+";;"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";928266110;"VEGA-FELICIANO, OMAYRA";"2148 WEST BOULEVARD";"CLEVELAND";"OH";44102;"CONTINUOUS LICENSE";;"CUYAHOGA";"December 22, 2015";"Continuous";;"216-651-4113";"B";;"+";"+";;;;"+";;"+";;;;"+";;"05:30 AM to 10:00 PM";"05:30 AM to 10:00 PM";"05:30 AM to 10:00 PM";"05:30 AM to 10:00 PM";"05:30 AM to 10:00 PM";"05:30 AM to 10:00 PM";"CLOSED"
"Licensed Child Care Center";300739;"VILLA EARLY LEARNING CENTER";"5620 BROADWAY AVENUE";"CLEVELAND";"OH";44127;"CONTINUOUS LICENSE";"APRIL PETTIS, Maryrose Molnar";"CUYAHOGA";"October 19, 2015";"Continuous";4;"216-441-9550";"C";;"+";;;;;;;"+";"+";"+";;"+";;"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300425;"VILLAGE NURSERY SCHOOL";"76 BELL ST.";"CHAGRIN FALLS";"OH";44022;"CONTINUOUS LICENSE";"SHAWN BOTTCHER";"CUYAHOGA";"June 17, 2013";"Continuous";;"440-759-8953";"C";;;;;;;;;;;;;;;"09:00 AM to 01:00 PM";"09:00 AM to 01:00 PM";"09:00 AM to 01:00 PM";"09:00 AM to 01:00 PM";"09:00 AM to 01:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300239;"WADE EARLY LEARNING CENTER";"9111 YALE AVE";"CLEVELAND";"OH";44108;"CONTINUOUS LICENSE";"TERRY WILLIAMS";"CUYAHOGA";"October 1, 1970";"Continuous";4;"216-761-4994";"C";;"+";;;;;;;"+";"+";"+";;"+";;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000019088;"WADE PARK";"7600 WADE PARK AVE";"CLEVELAND";"OH";44103;"CONTINUOUS LICENSE";;"CUYAHOGA";"September 24, 2011";"Continuous";4;"216-920-6945";"P";;"+";;;;;;;;;;;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED"
