"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"BrooklynDC25996";"839a6fdcb9e3e707c05e1b335ef10eb9";" 8/9/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"BrooklynDC14576";"654414efe56de10dde03fc277ab48834";" 1/27/22";"Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.";3.05;"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC14576";"654414efe56de10dde03fc277ab48834";" 1/27/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"School operator arranges for fingerprinting";"43.13(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"Premises free of electrical, chemical, mechanical and other hazards.";"43.22(e)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC38815";"7ea709c614b871228cf3a78b28f623ff";" 12/7/21";"Training certificates maintained on site and available upon request";43.14;"Minor violations (General Violations)";"OPEN"
"BrooklynDC16953";"29e2ffdcdcc506ffd39deed285d94be7";" 11/24/21";"N person shall actively or negligently promote disease; fail to abide by isolation or quarantine; exposing to others if a carrier of communicable disease; exposing sick individuals to others in their care or exposing others in their care to carriers of disease or otherwise exposing individuals to sources of disease";"11.31(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC16953";"29e2ffdcdcc506ffd39deed285d94be7";" 11/24/21";"School-based child care program failed to maintain line of site supervision.";"43.09(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC16953";"29e2ffdcdcc506ffd39deed285d94be7";" 11/24/21";"School-based child care program fails to maintain minimum staff to child ratios.";"43.09(b)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC16953";"29e2ffdcdcc506ffd39deed285d94be7";" 11/24/21";"Large furniture or electronic devices anchored to the floor or wall by angle braces anchors or other devices to prevent tip overs. Unsecured large fixtures prohibited";"43.24(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC16953";"29e2ffdcdcc506ffd39deed285d94be7";" 11/24/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC10457";"629add4aa01c4be705b855cadf571341";" 10/5/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC10457";"629add4aa01c4be705b855cadf571341";" 10/5/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC15291";"08f307a4a549be4cda0d1641b02dd545";" 10/12/21";"All teachers have Not received training in infectious disease control and reporting.";"47.37(b)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BrooklynDC36107";"42dc68e73bbb19a2e777950bea47bc57";" 6/4/21";"Safe sleep environment provided in infant toddler service; safe sleep environment complies with US CPSC and ASTM standards. Crib bumper pad prohibited unless medically prescribed";"47.67(f)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"BrooklynDC36107";"42dc68e73bbb19a2e777950bea47bc57";" 6/4/21";"Children feeding bottles observed stored/used without being properly labeled with child's name and date of preparation at time of inspection.";"47.61(g)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC16737";"6278765d774854680ec9f10fbbb3335b";" 10/21/21";"Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.";"47.13(d)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC31916";"f3c049333e92999c3e3071d62e337bb7";" 12/16/21";"Written Safety Plan does Not include safe sleep provisions";"47.11(b)(7)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"N person shall actively or negligently promote disease; fail to abide by isolation or quarantine; exposing to others if a carrier of communicable disease; exposing sick individuals to others in their care or exposing others in their care to carriers of disease or otherwise exposing individuals to sources of disease";"11.31(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"School-based child care program failed to maintain line of site supervision.";"43.09(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"School-based child care program fails to maintain minimum staff to child ratios.";"43.09(b)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"Heating apparatus provided with protective guards. Space heater prohibited";"43.22(d)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"Potentially hazardous food is maintained at required temperatures except for necessary preparation; below 41 degree F or above 140 degree F; except for immediate service eggs 45 degree F processed fish 38 degree F unless properly salted or time monitored.";"81.09(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC25004";"894730c68e2142d7d00cb0441f0f3e70";" 12/9/21";"Adequate area for isolation of sick children provided";"43.19(c)(1)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC22853";"5eeb3a4ba7dedd204f1c9189b2e5aeef";" 12/21/21";"Children immunized against diphtheria, tetanus, pertussis, polio, MMR, varicella, HepB, pneumococcal disease and Hib. Immunization records and medical exemption records on site and available upon request";"43.17(a)(2)(A)(i)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC35635";"5bc0b63803868f17c9f214743df2e21f";" 12/8/21";"Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated";"43.24(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC35635";"5bc0b63803868f17c9f214743df2e21f";" 12/8/21";"Written safety plan describes provisions for child abuse maltreatment response or response to a lack of supervision resulting in a lost child incident; including generation of Corrective Action Plans";"43.07(b)(5)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC35109";"1993f1fdb02176f8aff06d14cf2b7cd5";" 11/18/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC15603";"5f3e5727cc5e2aed8badbc12f8afcb43";" 11/1/21";"Permittee failed to prohibit unsupervised contact with children by any individual for whom screening results have Not been received";"47.19(h)(3)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"BrooklynDC38308";"d29884a7117caa49af82463435da4b59";" 11/23/21";"Written safety plan describes provisions for health care maintenance and compliance; provisions for emergency medical care first aid and CPR";"43.07(b)(4)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC38308";"d29884a7117caa49af82463435da4b59";" 11/23/21";"All staff who will have unsupervised contact with children has undergone child abuse and criminal justice screening and reference checks";"43.13(a)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC21458";"e7c1dbe50e6716e2022cb55c572a3670";" 11/23/21";"Exits and other egress Not provided with required signage at time of inspection.";"47.59(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC21458";"e7c1dbe50e6716e2022cb55c572a3670";" 11/23/21";"Required smoke and carbon monoxide detectors Not provided or maintained at time of inspection.";"47.59(g)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC20208";"f20bd91dfb3a3e57500d5f981f4cb2bb";" 11/3/21";"At time of inspection children's medical files were Not provided, were incomplete or were Not maintained.";"47.25(d)";"Minor violations (General Violations)";"CORRECTED"
"BrooklynDC22613";"f4243493f828ec0c8a597bbd96ace150";" 6/16/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BrooklynDC22613";"f4243493f828ec0c8a597bbd96ace150";" 6/16/21";"Child care service failed to conduct business and employment reference checks of staff/volunteers.";"47.19(i)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC22613";"f4243493f828ec0c8a597bbd96ace150";" 6/16/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"Epi auto injector Not provided, Not maintained or expired.";"47.29(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff";"47.37(b)(4)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"BrooklynDC20505";"af3024831f231ba5ee60f6e3fca40a5e";" 6/16/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
