"ID";"Program Name";"Permit Holder";"Address";"Borough";"Zip Code";"Phone";"Permit Number";"Permit Expiration Date";"Permit Status";"Age Range";"Maximum Capacity";"Certified to Administer Medication";"Site Type";"Program Type";"Years in Operation";"Last Inspection Date";"Last Inspection Result";"% of Annual Inspections w/Violations";"Number of Educational Staff";"Educational Staff Turnove"
"BrooklynDC25982";"KINDERLAND DAY CARE INC.";"KINDERLAND DAY CARE INC.";"1637 45TH STREET";"Brooklyn";11204;"718-871-7432";53178;"10/17/2021";"In-Renewal";"2 - 5";38;"No";"Private";"Child Care - Pre School";9;" 12/16/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"40 %";8;
"BrooklynDC2684";"KINGS BAY Y";"KINGS BAY YM-YWHA INC.";"3495 NOSTRAND AVENUE";"Brooklyn";11229;"718-648-7703";4518;"11/21/2021";"In-Renewal";"2 - 5";58;"No";"DOE CBO";"Child Care - Pre School";"19 or more";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BrooklynDC33982";"KINGS BAY Y AT WINDSOR TERRACE";"Kings Bay YM-YWHA, Inc";"1224 PROSPECT AVENUE";"Brooklyn";11218;"718-407-6377";103797;"09/06/2022";"Permitted";"0 - 2";10;"No";"Private";"Child Care - Infants/Toddlers";6;" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"BrooklynDC23443";"KINGS BAY Y SUMMER DAY CAMP";"KINGS BAY YM-YWHA, INC.";"3495 NOSTRAND AVENUE";"Brooklyn";11229;"718-648-7703";34358;"09/15/2021";"In-Renewal";"4 - 16";600;"No";"Summer Day Camp";"Camp";"9 or more";" 7/21/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";0;
"BrooklynDC35930";"KINGS BAY YM - YWHA INC";"Kings Bay YM - YWHA Inc";"309 GRAND AVENUE";"Brooklyn";11238;"718-872-9445";104286;"11/15/2023";"Permitted";;42;"No";"Corporate";"Child Care - Pre School";5;" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations";"16 %";6;
"BrooklynDC35907";"KINGS BAY YM-YWHA";"Kings Bay YM-YWHA Inc";"309 Grand Avenue";"Brooklyn";11238;"718-872-9445";104308;"11/27/2023";"Permitted";"0 - 2";13;"No";"Corporate";"Child Care - Infants/Toddlers";5;" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations";"16 %";4;
"BrooklynDC32884";"KINGS BAY YM-YWHA, INC.";"KINGS BAY YM-YWHA, INC.";"1224 PROSPECT AVENUE";"Brooklyn";11218;"718-407-6377";96378;"09/03/2023";"Permitted";;33;"No";"Corporate";"Child Care - Pre School";7;" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC25239";"KINGS BAY YM-YWHA, INC.";"KINGS BAY YM-YWHA,INC.";"14 HOPE STREET";"Brooklyn";11211;"718-407-6388";52499;"09/26/2023";"Permitted";"2 - 5";47;"No";"Private";"Child Care - Pre School";9;" 9/10/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BrooklynDC39989";"KINGS POINTE TALENT INC.";"KINGS POINTE TALENT INC.";"1430 W 4 STREET";"Brooklyn";11204;"718-232-8686";105320;"04/23/2023";"Permitted";"2 - 5";55;"No";"Corporate";"Child Care - Pre School";1;;;"N/A";1;
"BrooklynDC33880";"KINGS POINTE TALENT INC.";"KINGS POINTE TALENT INC.";"1457 WEST 5 STREET";"Brooklyn";11204;"718-232-8686";103662;"07/05/2022";"Permitted";"2 - 5";100;"No";"DOE CBO";"Child Care - Pre School";6;" 7/16/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";14;
"BrooklynDC11780";"KINGS WAY EARLY CHILDHOOD CENTER,INC.";"KINGS WAY EARLY CHILDHOOD CENTER,INC.";"1742 EAST 18 STREET";"Brooklyn";11229;"718-336-1599";7545;"11/28/2023";"Permitted";"2 - 5";55;"No";"Private";"Child Care - Pre School";17;" 7/14/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC22648";"KOCHAVIM";"KOCHAVIM";"1670 OCEAN AVENUE";"Brooklyn";11230;"917-607-7356";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 11/5/21";" Initial Annual Inspection - Reinspection Required";"33 %";4;
"BrooklynDC22824";"KREATIVE KARE DAY CARE CENTER, INC.";"KREATIVE KARE DAY CARE CENTER, INC.";"455-459 WILSON AVENUE";"Brooklyn";11221;"718-386-3242";30158;"01/04/2023";"Permitted";"2 - 5";40;"No";"Private";"Child Care - Pre School";9;" 1/10/22";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"20 %";8;
"BrooklynDC14141";"KREATIVE KARE DAYCARE CENTER, INC.";"KREATIVE KARE DAYCARE CENTER, INC.";"292 PALMETTO STREET";"Brooklyn";11237;"718-386-3242";7649;"09/25/2022";"Permitted";"2 - 5";61;"No";"Private";"Child Care - Pre School";16;" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";11;
"BrooklynDC18357";"KREATIVE KARE TOO NURSERY SCHOOL";"KREATIVE KARE DAY CARE CENTER,INC.";"541 KNICKERBOCKER AVENUE";"Brooklyn";11221;"718-386-3242";7987;"01/15/2023";"Permitted";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";13;" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations";"37 %";4;
"BrooklynDC38419";"L & STUDIO INC.";"L& L STUDIO INC.";"137 NEVINS ST";"Brooklyn";11217;"718-596-2233";105089;"11/15/2021";"In-Renewal";"2 - 5";13;"No";"Corporate";"Child Care - Pre School";3;" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC33581";"La Petite Colline LLC";"La Petite Colline LLC";"315 VANDERBILT AVENUE";"Brooklyn";11205;"917-909-0337";104243;"09/26/2023";"Permitted";"0 - 2";10;"No";"Private";"Child Care - Infants/Toddlers";5;" 8/13/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC33582";"La Petite Colline LLC";"La Petite Colline LLC";"315 VANDERBILT AVENUE";"Brooklyn";11205;"917-909-0337";104283;"11/09/2023";"Permitted";"2 - 5";55;"No";"Private";"Child Care - Pre School";5;" 8/13/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"16 %";7;
"BrooklynDC25981";"LA PUERTA ABIERTA";"POLICE ATHLETIC LEAGUE INC.";"3001 WEST 37TH STREET";"Brooklyn";11224;"718-373-1100";51657;"09/06/2023";"Permitted";"2 - 5";169;"No";"ACS Dual";"Child Care - Pre School";9;" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";17;
"BrooklynDC33915";"LADY BUG PRESCHOOL";"LADYBUG PLAYGROUND INC";"413 SMITH STREET";"Brooklyn";11231;"347-581-1891";103810;"09/15/2022";"Permitted";"2 - 5";15;"No";"Private";"Child Care - Pre School";6;" 8/12/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";2;
"BrooklynDC24750";"LEAPZ 2 SUCCESS CHILD CARE CENTER";"STEPZ 2 SUCCESS CHILD CARE CENTER, INC.";"1992 NOSTRAND AVENUE";"Brooklyn";11210;"718-576-6994";26977;"11/08/2022";"Permitted";"2 - 5";18;"No";"Private";"Child Care - Pre School";10;" 11/18/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";3;
"BrooklynDC39343";"LEARN AND EXPLORE ACADEMY";"LEARN AND EXPLORE ACADEMY";"1123 OCEAN VIEW AVENUE";"Brooklyn";11235;"718-509-4900";105207;"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;" 12/14/21";" Initial Annual Inspection - Reinspection Required";"N/A";2;
"BrooklynDC25990";"LEARN AND EXPLORE LLC.";"LEARN AND EXPLORE LLC.";"330 NEPTUNE AVENUE";"Brooklyn";11235;"718-513-3600";71418;"08/05/2022";"Permitted";"2 - 5";102;"No";"Private";"Child Care - Pre School";8;" 9/24/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";13;
"BrooklynDC37978";"Learning Ladder Daycare Center, LLC";"Dannete Waite";"2082 UTICA AVENUE";"Brooklyn";11234;"929-417-2463";104839;"05/30/2023";"Permitted";"2 - 5";57;"No";"Private";"Child Care - Pre School";3;" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";5;
"BrooklynDC33605";"LEARNING STEPS DAY CARE CENTER, INC.";"LEARNING STEPS DAY CARE CENTER, INC";"544 UNION AVENUE";"Brooklyn";11211;"718-388-9134";100013;"01/28/2024";"Permitted";"0 - 2";20;"No";"Private";"Child Care - Infants/Toddlers";6;" 7/30/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";4;
"BrooklynDC31794";"LEARNING STEPS DAY CARE CENTER, INC.";"LEARNING STEPS DAY CARE CENTER, INC.";"544 UNION AVENUE";"Brooklyn";11211;"718-388-9134";87957;"05/13/2023";"Permitted";"2 - 5";43;"No";"Private";"Child Care - Pre School";7;" 7/30/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC36590";"LEARNING WHEEL CHILDCARE";"LEARNING WHEEL CHILDCARE CORP";"48 SULLIVAN ST";"Brooklyn";11231;"718-576-3443";104364;"03/28/2022";"Permitted";"0 - 2";24;"No";"Corporate";"Child Care - Infants/Toddlers";4;" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";7;
"BrooklynDC37652";"LEARNING WHEEL CHILDCARE";"LEARNING WHEEL CHILDCARE CORP";"48 SULLIVAN ST";"Brooklyn";11231;"718-576-3443";104723;"01/30/2023";"Permitted";"2 - 5";30;"No";"Corporate";"Child Care - Pre School";3;" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";5;
"BrooklynDC36885";"Leebling, inc.";"Leebling, inc.";"1349 47TH ST";"Brooklyn";11219;"718-484-8714";104616;"10/04/2022";"Permitted";;16;"No";"Private";"Child Care - Infants/Toddlers";4;" 12/15/21";" Compliance Inspection of Open Violations - Reinspection Not Required";"33 %";7;
"BrooklynDC37227";"LEEBLING, INC.";"Leebling, inc.";"1349 47 STREET";"Brooklyn";11219;"718-484-8714";104615;"10/04/2022";"Permitted";"2 - 5";24;"No";"Private";"Child Care - Pre School";4;" 12/15/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"50 %";2;
"BrooklynDC14250";"LEFFERTS GARDENS MONTESSORI SCHOOL #2";"MOM'S CENTER FOR EARLY CHILDHOOD DEVELOPMENT,INC.";"527 ROGERS AVENUE";"Brooklyn";11225;"718-773-0287";5878;"07/13/2022";"Permitted";"2 - 5";75;"No";"Private";"Child Care - Pre School";30;" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";18;
"BrooklynDC32177";"LEPORT SCHOOLS";"LEPORT BROOKLYN LLC";"292 COURT STREET";"Brooklyn";11231;"718-208-4665";103889;"12/02/2022";"Permitted";;55;"No";"Corporate";"Child Care - Infants/Toddlers";6;" 5/27/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";9;
"BrooklynDC26141";"LEPORT SCHOOLS";"LEPORT BROOKLYN LLC";"292 COURT STREET";"Brooklyn";11231;"718-208-4665";103890;"12/02/2022";"Permitted";"2 - 5";102;"No";"Private";"Child Care - Pre School";6;" 6/2/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"50 %";8;
"BrooklynDC38671";"LES PETITS BILINGUES DE NEW YORK, INC";"LES PETITS BILINGUES DE NEW YORK, INC";"463 6 AVENUE";"Brooklyn";11215;"347-725-2699";105442;"07/14/2023";"Permitted";;22;"Yes";"Corporate";"Child Care - Pre School";1;;;"N/A";2;
"BrooklynDC10735";"LIBERTY DAY CARE SERVICE, INC.";"LIBERTY DAY CARE SERVICE, INC.";"478 EAST 95 STREET";"Brooklyn";11212;"718-498-4384";7093;"05/21/2022";"Permitted";;24;"No";"Private";"Child Care - Pre School";"17 or more";" 11/10/21";;"33 %";6;
"BrooklynDC24691";"LIFE- AUDREY JOHNSON LEARNING CENTER";"LABOR & INDUSTRY FOR EDUCATION, INC.";"272 MOFFAT STREET";"Brooklyn";11207;"718-574-0130";27578;"11/20/2022";"Permitted";"2 - 5";158;"No";"DOE CBO";"Child Care - Pre School";10;" 8/11/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"20 %";10;
"BrooklynDC36425";"LIGHT HOUSE.";"MUSLIM AMERICAN SOCIETY OF BROOKLYN AND STATEN ISLAND, INC.";"1933 Bath Avenue";"Brooklyn";11214;"917-929-9099";104799;"04/25/2023";"Permitted";"2 - 5";50;"No";"Private";"Child Care - Pre School";3;" 10/15/21";" Initial Annual Inspection - Reinspection Required";"50 %";3;
"BrooklynDC37289";"LIGHTHOUSE DAYCARE LLC";"LIGHTHOUSE DAYCARE LLC";"1130 Avenue Z";"Brooklyn";11235;"917-496-1687";104974;"07/29/2023";"Permitted";;55;"No";"Private";"Child Care - Pre School";3;" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";10;
"BrooklynDC36016";"LIL ROCKERZ DAYCARE, LLC";"LiL Rockerz Daycare, LLC";"2713 Church Avenue";"Brooklyn";11226;"646-296-5746";104438;"06/19/2022";"Permitted";"2 - 5";36;"No";"Corporate";"Child Care - Pre School";4;" 10/15/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"40 %";4;
"BrooklynDC14376";"LIL' FOOTPRINTS LTD";"LIL' FOOT PRINTS LTD";"7805 20 AVENUE";"Brooklyn";11214;"718-234-5890";7587;"03/27/2020";"In-Renewal";"2 - 5";20;"No";"Private";"Child Care - Pre School";"16 or more";;;"N/A";4;
"BrooklynDC12236";"LITTLE ANGEL DAY CARE #3, INC.";"LITTLE ANGEL DAYCARE CENTER #3, INC.";"12 CROWN STREET";"Brooklyn";11225;"718-469-0229";7010;"01/09/2023";"Permitted";"2 - 5";56;"No";"Private";"Child Care - Pre School";"18 or more";" 2/9/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BrooklynDC17699";"LITTLE ANGEL DAY CARE CENTER VI, INC.";"LITTLE ANGEL DAY CARE CENTER VI, INC.";"272 TROY AVENUE";"Brooklyn";11213;"718-774-7747";8054;"08/04/2023";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";13;" 7/22/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";4;
"BrooklynDC24545";"LITTLE BELL CHILDCARE CORP.";"LITTLE BELL CHILDCARE CORP.";"629 51ST STREET";"Brooklyn";11220;"718-686-8808";31639;"01/29/2023";"Permitted";"2 - 5";94;"No";"Private";"Child Care - Pre School";9;" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";16;
"BrooklynDC37250";"Little Berries II Inc.";"Little Berries II Inc.";"8223 BAY PARKWAY";"Brooklyn";11214;"917-708-9888";104775;"04/03/2023";"Permitted";"0 - 2";35;"No";"Private";"Child Care - Infants/Toddlers";3;" 1/27/22";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"40 %";5;
"BrooklynDC21573";"LITTLE BERRIES INC";"LITTLE BERRIES INC.";"8416 19 AVENUE";"Brooklyn";11214;"929-333-9595";8322;"06/20/2023";"Permitted";"2 - 5";65;"No";"Private";"Child Care - Pre School";11;" 12/1/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";8;
"BrooklynDC19178";"LITTLE BIRDS DAY CARE CENTER";"LITTLE BIRDS DAY CARE CENTER, LLC.";"490 LINWOOD STREET";"Brooklyn";11208;"718-647-8095";7953;"11/19/2022";"Permitted";"0 - 2";14;"No";"Private";"Child Care - Infants/Toddlers";14;" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations";"42 %";4;
"BrooklynDC17585";"LITTLE BIRDS DAY CARE CENTER";"LITTLE BIRDS DAY CARE CENTER,LLC.";"490 LINWOOD STREET";"Brooklyn";11208;"718-647-8095";7926;"11/15/2022";"Permitted";;24;"No";"Private";"Child Care - Pre School";14;" 10/7/21";;"0 %";2;
"BrooklynDC23147";"LITTLE BRILLIANT MINDS, INC.";"LITTLE BRILLIANT MINDS, INC.";"5916 20TH AVENUE";"Brooklyn";11204;"718-234-6463";51299;"08/29/2023";"Permitted";"2 - 5";28;"No";"Private";"Child Care - Pre School";9;" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC32573";"LITTLE EINSTEINS OF CANARSIE LLC";"LITTLE EINSTEINS OF CANARSIE LLC";"8413 AVENUE K";"Brooklyn";11236;"718-251-5000";80117;"01/29/2023";"Permitted";"2 - 5";100;"No";"Private";"Child Care - Pre School";7;" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"BrooklynDC21769";"LITTLE HANDS AND FEET DAY CARE LLC";"LITTLE HANDS AND FEET DAY CARE LLC";"1270 BAY RIDGE PARKWAY";"Brooklyn";11228;"718-680-5437";8402;"10/24/2023";"Permitted";"0 - 2";25;"No";"Private";"Child Care - Infants/Toddlers";11;" 1/3/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BrooklynDC21038";"LITTLE HANDS AND FEET DAYCARE, LLC.";"LITTLE HANDS AND FEET DAYCARE, LLC.";"1270 BAY RIDGE PARKWAY";"Brooklyn";11228;"718-680-5437";8355;"11/02/2023";"Permitted";"2 - 5";31;"No";"Private";"Child Care - Pre School";11;" 1/3/22";" Initial Annual Inspection - Passed inspection with no violations";"33 %";8;
"BrooklynDC36640";"LITTLE MUNCHKINS PLAYGROUP 56 INC";"Little Munchkins Playgroup 56 Inc";"145 Rutledge Street";"Brooklyn";11211;"718-809-5852";104497;"07/06/2022";"Permitted";"0 - 2";40;"No";"Corporate";"Child Care - Infants/Toddlers";4;" 6/16/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";13;
"BrooklynDC36626";"LITTLE MUNCHKINS PLAYGROUP 56 INC.";"Little Munchkins Playgroup 56 Inc.";"145 Rutledge Street";"Brooklyn";11211;"718-809-5852";104496;"07/06/2022";"Permitted";"2 - 5";15;"No";"Corporate";"Child Care - Pre School";4;" 6/16/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC32726";"LITTLE MUNCHKINS PLAYGROUP 56 INC.";"LITTLE MUNCHKINS PLAYGROUP 56 INC.";"1460 56TH STREET";"Brooklyn";11219;"718-437-7261";103779;"08/25/2022";"Permitted";;20;"No";"Private";"Child Care - Pre School";6;" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"BrooklynDC25653";"LITTLE MUNCHKINS PLAYGROUP 56, INC.";"LITTLE MUNCHKINS PLAYGROUP 56, INC.";"1460 56TH STREET";"Brooklyn";11219;"718-437-7261";55817;"01/07/2024";"Permitted";;52;"No";"Private";"Child Care - Infants/Toddlers";8;" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";18;
"BrooklynDC1796";"LITTLE PEOPLE'S ACADEMY";"JANET LAWRENCE";"3217 CHURCH AVENUE";"Brooklyn";11226;"718-287-5800";6382;"06/27/2023";"Permitted";"2 - 5";23;"No";"Private";"Child Care - Pre School";"17 or more";" 11/24/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC22109";"LITTLE PICKLES";"ERL GROUP LLC";"2169 CONEY ISLAND AVENUE";"Brooklyn";11223;"718-676-1725";32577;"02/14/2023";"Permitted";"0 - 2";15;"No";"Private";"Child Care - Infants/Toddlers";9;" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";2;
"BrooklynDC34727";"LITTLE PICKLES";"ERL GROUP LLC";"2167 CONEY ISLAND AVENUE";"Brooklyn";11223;"718-676-1725";103910;"12/29/2022";"Permitted";"2 - 5";22;"No";"Corporate";"Child Care - Pre School";6;" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations";"14 %";3;
"BrooklynDC22224";"LITTLE PICKLES";"ERL GROUP, LLC.";"2169 CONEY ISLAND AVENUE";"Brooklyn";11223;"718-676-1725";13237;"03/06/2022";"Permitted";"2 - 5";17;"No";"Private";"Child Care - Pre School";10;" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"BrooklynDC22180";"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC";"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC";"10023 SEAVIEW AVENUE";"Brooklyn";11236;"718-513-4416";12617;"02/21/2022";"Permitted";"2 - 5";18;"No";"Private";"Child Care - Pre School";10;" 11/17/21";" Initial Annual Inspection - Reinspection Not Required";"33 %";5;
"BrooklynDC19468";"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC ( I/T )";"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC";"10023 SEAVIEW AVENUE";"Brooklyn";11236;"718-513-4416";12558;"02/17/2022";"Permitted";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";10;" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC25556";"LITTLE SCHOLARS LEARNING CENTER";"M AND N CHILD CARE, INC.";"50 QUENTIN ROAD";"Brooklyn";11223;"718-373-7046";49897;"08/09/2021";"In-Renewal";"0 - 2";15;"No";"Private";"Child Care - Infants/Toddlers";9;" 6/8/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC25557";"LITTLE SCHOLARS LEARNING CENTER";"M AND N CHILD CARE, INC.";"52 QUENTIN ROAD";"Brooklyn";11223;"718-373-7046";49917;"08/09/2023";"Permitted";"2 - 5";26;"No";"DOE CBO";"Child Care - Pre School";9;" 11/17/21";;"0 %";6;
"BrooklynDC32202";"LITTLE SCHOLARS LEARNING CENTER II";"TEREMOK DAY CARE LLC";"448 NEPTUNE AVENUE";"Brooklyn";11224;"718-743-9009";75797;"11/21/2022";"Permitted";"2 - 5";37;"No";"Private";"Child Care - Pre School";8;" 11/18/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"40 %";7;
"BrooklynDC34689";"LITTLE SCHOLARS LEARNING CENTER III";"Wave Childcare Inc";"104 West End Avenue";"Brooklyn";11235;"718-332-4172";103932;"01/19/2023";"Permitted";"0 - 2";18;"No";"Corporate";"Child Care - Infants/Toddlers";5;" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";4;
"BrooklynDC33254";"LITTLE SCHOLARS LEARNING CENTER III";"WAVE CHILDCARE INC.";"104 WEST END AVENUE";"Brooklyn";11235;"718-332-4172";103911;"01/06/2023";"Permitted";"2 - 5";68;"No";"Private";"Child Care - Pre School";5;" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";9;
"BrooklynDC33812";"LITTLE SCHOLARS LEARNING CENTER IV";"FLATBUSH DAYCARE LLC";"4123 AVENUE U";"Brooklyn";11234;"718-377-3494";104384;"04/23/2022";"Permitted";;28;"No";"Private";"Child Care - Infants/Toddlers";4;" 10/22/21";;"66 %";9;
"BrooklynDC33811";"LITTLE SCHOLARS LEARNING CENTER IV";"FLATBUSH DAYCARE LLC";"4123 AVENUE U";"Brooklyn";11234;"917-838-3482";104345;"03/07/2022";"Permitted";;32;"No";"Private";"Child Care - Pre School";4;" 10/25/21";;"80 %";10;
"BrooklynDC33552";"LITTLE SPROUT PRESCHOOL INC.";"LITTLE SPROUT PRESCHOOL INC.";"435 KINGS HIGHWAY";"Brooklyn";11223;"718-339-8121";105086;"11/04/2023";"Permitted";"2 - 5";71;"No";"Private";"Child Care - Pre School";3;" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";5;
