"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"BASIS Independent McLean";"8000 Jones Branch Drive";22102;"Mc lean";"Fairfax County";"VA";"(703) 854-1253";"Child Day Center";"Two Year";"Jan. 14, 2022";"Shawn Weldman";"6:45am - 6:00pm";"Monday - Friday";200;"2 years - 12 years 11 months";"Mary J. Wizbicki: (703) 479-4707";45190;"No";;;;1108561;
"Baby, Toddler and Preschool Land";"10400 Fairfax Village Drive";22030;"Fairfax";"Fairfax County";"VA";"(703) 279-7188";"Child Day Center";"Two Year";"Dec. 12, 2020";"Ms. Maureen Mcguire Cole";"5:00am - 11:00pm";"Monday - Friday";93;"1 month - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";25476;"Yes";;;;1090511;
"Bailey's Childcare and Learning Center";"3701 George Mason Drive";22041;"Falls church";"Fairfax County";"VA";"(703) 310-4150";"Child Day Center";"Two Year";"March 15, 2022";"Saharla Jama";"7:00 am - 6:00 pm";"Monday - Friday";40;"2 years 6 months - 12 years 11 months";"Brenda Kuhlman: (703) 304-9609";45607;"Yes";" Suite C2-N";2;;1108672;
"Bailey's SACC";"6111 Knollwood Drive";22041;"Falls church";"Fairfax County";"VA";"(703) 575-6937";"Child Day Center";"Two Year";"Oct. 3, 2022";"Mr. Tony Humphrey";"7:00 - 6:15";"Monday - Friday";100;"5 years - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";17442;"Yes";;;"Program Located in a Public School";885133;
"Balinda Bordley";"8308 Orville Street";22309;"Alexandria";"Fairfax County";"VA";"(703) 780-2948";"Family Day Home";"One Year";"Dec. 12, 2020";;"7:00 AM - 6:59 AM";"Monday - Sunday";7;"4 months - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";41909;"Yes";;;;1109110;
"Balqees Bano";"6006 Hydrangea Drive";22310;"Alexandria";"Fairfax County";"VA";"(571) 723-5083";"Family Day Home";"Conditional";"March 1, 2021";;"6:00am - 6:00pm";"Monday - Friday";5;"1 month - 6 years 11 months";"Maria Soto: (571) 835-5058";46112;"No";;;;1110001;
"Baruna Rana";"1909 Hull Road";22182;"Vienna";"Fairfax County";"VA";"(703) 261-5500";"Family Day Home";"Two Year";"Nov. 24, 2021";;"7:30 am - 5:30 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";20295;"No";;;;979131;
"Basra Hassan";"2954 Espana Ct";22031;"Fairfax";"Fairfax County";"VA";"(571) 314-8773";"Family Day Home";"Conditional";"Jan. 27, 2021";;"8:00 am - 5:00 pm";"Monday - Friday";5;"1 month - 8 years 11 months";"Margaret Allworth: (703) 209-3521";46297;"Yes";;;;1110040;
"BeanTree Learning (Westfield Location)";"5003 Westone Plaza";20151;"Chantilly";"Fairfax County";"VA";"(703) 961-8222";"Child Day Center";"Two Year";"April 18, 2022";"Pamela Seifert";"6:30am - 7:00pm";"Monday - Friday";225;"1 month - 12 years 11 months";"Kelly Patterson-Savittiere: (703) 479-4746";34177;"Yes";;;;1106102;
"Beata Sawina";"5928 Heritage Square Dr.";22015;"Burke";"Fairfax County";"VA";"(703) 717-8550";"Family Day Home";"Two Year";"Sept. 15, 2021";;"7:00 AM - 6:00 PM";"Monday - Friday";9;"Birth - 5 years 11 months";"Lisa L Hudson: (571) 389-2459";41660;"No";;;;1109001;
"Bernarda Torrez";"6333 Mayapple Place";22312;"Alexandria";"Fairfax County";"VA";"(571) 723-9227";"Family Day Home";"Two Year";"Sept. 1, 2022";;"7:00 am - 6:00 pm";"Monday - Friday";8;"1 month - 3 years 11 months";"Margaret Allworth: (703) 209-3521";40921;"No";;;;1108855;
"Berta Reyes";"4305 Willoughby Court";20151;"Chantilly";"Fairfax County";"VA";"(571) 299-4903";"Family Day Home";"Two Year";"Sept. 1, 2022";;"6:30 AM - 7:00 PM";"Monday - Friday";7;"1 month - 12 years 11 months";"Stacy Doyle: (571) 835-0386";35839;"Yes";;;;1107663;
"Bhagyam Ayalur";"4811 Eaton Place";22310;"Alexandria";"Fairfax County";"VA";"(703) 971-8996";"Family Day Home";"One Year";"Aug. 2, 2021";;"9:00am - 4:00pm";"Monday - Friday";5;"3 months - 3 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";22157;"No";;;;1033666;
"Bila Hamdael";"6508 Wynema Court";22315;"Alexandria";"Fairfax County";"VA";"(703) 746-8893";"Family Day Home";"Two Year";"Aug. 3, 2021";;"7:00 am - 6:00 pm";"Monday - Friday";12;"Birth - 4 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";28572;"No";;;;1105462;
"Bishrul Hazam";"3537 Blair Road";22041;"Falls church";"Fairfax County";"VA";"(703) 465-4795";"Family Day Home";"Two Year";"March 3, 2021";;"7:00 AM - 6:00 PM";"Monday - Friday";7;"1 month - 5 years 11 months";"Brenda Kuhlman: (703) 304-9609";40544;"No";;;;1108789;
"Blue Bird of Vienna";"1101 Park Street SE";22180;"Vienna";"Fairfax County";"VA";"(703) 938-5955";"Child Day Center";"Two Year";"July 25, 2021";"Jerry Pnevmatikatos";"7am - 6pm";"Monday - Friday";90;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";40941;"No";;;;1107688;
"Booz Allen Hamilton Family Center";"8283-C Greensboro Drive";22102;"Mc lean";"Fairfax County";"VA";"(703) 377-0290";"Child Day Center";"Two Year";"March 22, 2021";"Ms. Pat Mucci Tayco";"7:00 a.m. - 6:30 p.m.";"Monday - Friday";83;"1 month - 6 years 11 months";"Sarah Marbert: (703) 479-4678";23903;"No";;3;;1070171;
"Brandi Smith";"1635 Wrightson Drive";22101;"Mc lean";"Fairfax County";"VA";"(706) 231-9663";"Family Day Home";"Two Year";"June 6, 2022";;"7:30am - 5:30pm";"Monday - Friday";7;"1 month - 12 years";"Stephanie Salvatori: (571) 389-0980";44963;"No";;;;1109758;
"Brentwood Academy";"3725 Nalls Road";22309;"Alexandria";"Fairfax County";"VA";"(703) 780-5750";"Child Day Center";"Two Year";"June 10, 2022";"Mrs. Susan Pnevmatikatos";"7:00 AM - 6:00 PM";"Monday - Friday";85;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";34892;"No";;;;1106236;
"Bright Horizons Early Education & Back-Up Center @ Tysons Corner";"8405 Greensboro Drive";22102;"Mclean";"Fairfax County";"VA";"(571) 633-9777";"Child Day Center";"Two Year";"Oct. 9, 2021";"Ms. Jyotsna Surendra";"7:30 am - 6pm";"Monday - Friday";66;"1 month - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";26183;"No";" Suite P-100";;;1099683;
"Bright Horizons Tyson's Corner Pinnacle Drive";"1751 Pinnacle Drive";22102;"Mc lean";"Fairfax County";"VA";"(703) 506-0566";"Child Day Center";"Two Year";"July 1, 2022";"Ms. Edlira Blloshmi";"8:00 am - 6:00 pm";"Monday - Friday";45;"2 months - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";24984;"No";" Suite 220 (Lobby Level)";;;1083990;
"Bright Horizons at Boone Boulevard";"1919 Gallows Road";22182;"Vienna";"Fairfax County";"VA";"(703) 288-3850";"Child Day Center";"Two Year";"Jan. 13, 2021";"Hala Hachwi";"7:30am - 6:30pm";"Monday - Friday";191;"1 month - 12 years 11 months";"Sarah Marbert: (703) 479-4678";40263;"No";" Suite P100";;;1107495;
"Bright Horizons at Commerce Metro Center";"11400 Commerce Park Drive";20191;"Reston";"Fairfax County";"VA";"(703) 774-3211";"Child Day Center";"Two Year";"March 5, 2021";"Jyotsna Surendra";"6:30am - 6:30pm";"Monday - Friday";164;"1 month - 5 years 11 months";"Jessica Willis: (571) 352-1453";42034;"No";;;;1107973;
"Bright Horizons at Inova Fair Oaks";"3575 Joseph Siewick Drive";22033;"Fairfax";"Fairfax County";"VA";"(703) 391-4700";"Child Day Center";"Two Year";"March 15, 2022";"Ms Melanie Edmunds";"6:00 am - 6:30 pm";"Monday - Friday";100;"1 month - 6 years 11 months";"Sarah Marbert: (703) 479-4678";40046;"No";;;;1107446;
"Bright Horizons at Inova Fairfax";"3310 Gallows Road";22042;"Falls church";"Fairfax County";"VA";"(703) 207-2010";"Child Day Center";"Two Year";"March 15, 2022";"Ms Crystal Weakly";"6:00 am - 6:30pm";"Monday - Friday";170;"1 month - 12 years 11 months";"Sarah Marbert: (703) 479-4678";40044;"No";;;;1107444;
"Bright Horizons at Inova Mount Vernon";"2501 Parker's Lane";22306;"Alexandria";"Fairfax County";"VA";"(703) 664-7270";"Child Day Center";"Two Year";"March 15, 2022";"Julia Diaz";"6:00 am - 6:30 pm";"Monday - Friday";84;"1 month - 7 years 11 months";"Sarah Marbert: (703) 479-4678";40043;"No";;;;1107443;
"Bright Horizons at Reston";"11710 Plaza America Drive";20190;"Reston";"Fairfax County";"VA";"(703) 481-2993";"Child Day Center";"Two Year";"Nov. 6, 2021";"Ms. Edlira Blloshmi";"8:00 A.M. - 6:00 P.M.";"Monday - Friday";47;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";23650;"No";" Suite 10";;;1066017;
"Bright Horizons at Skyline";"5203 Leesburg Pike";22041;"Falls church";"Fairfax County";"VA";"(703) 379-2315";"Child Day Center";"Two Year";"Oct. 25, 2022";"Sanam Truman";"7:00 am - 6:30 pm";"Monday - Friday";161;"1 month - 11 years 11 months";"Sarah Marbert: (703) 479-4678";37898;"No";" Ste 100,  Two Skyline Place";;;1106892;
"Brittany Nkansah";"14108 Sorrel Chase Court";20121;"Centreville";"Fairfax County";"VA";"(571) 365-8559";"Family Day Home";"One Year";"May 12, 2021";;"7:00am - 6:00pm";"Monday - Friday";7;"3 months - 12 years 11 months";"Maria Robles-Lopez: (703) 397-3827";43973;"No";;;;1109493;
"Brooksfield School";"1830 Kirby Road";22101;"Mc lean";"Fairfax County";"VA";"(703) 356-5437";"Child Day Center";"Two Year";"Nov. 16, 2020";"Ms. Mary Anne Duffus";"7:30am - 5:55 pm";"Monday - Friday";180;"1 year 4 months - 12 years 11 months";"Whitney McGrath: (571) 835-4717";10033;"No";;;;420403;
"Browne Academy";"5917 Telegraph Road";22310;"Alexandria";"Fairfax County";"VA";"(703) 960-3000";"Child Day Center";"Two Year";"May 6, 2021";"Peggy L Otey";"7:00 am - 6:00 pm";"Monday - Friday";260;"3 years - 12 years 11 months";"Maria Soto: (571) 835-5058";8815;"No";;;;130544;
"Building Blocks Day School";"7000 Arlington Blvd";22042;"Falls church";"Fairfax County";"VA";"(571) 282-3124";"Child Day Center";"Two Year";"April 10, 2022";"Ms. Mabel Espinoza";"7:30 A.M. - 6:00 P.M.";"Monday - Friday";77;"2 years 6 months - 5 years 11 months";"Eureka Nance: (703) 638-5968";32860;"Yes";;;;1105860;
"Burgundy Farm Country Day School";"3700 Burgundy Road";22303;"Alexandria";"Fairfax County";"VA";"(703) 960-3431";"Child Day Center";"Two Year";"Sept. 30, 2021";"Ms. Kathy Miller";"7:00 am - 6:00 pm";"Monday - Friday";300;"3 years 9 months - 12 years 11 months";"Sarah Marbert: (703) 479-4678";8958;"No";;;;185420;
"Burke Racquet & Swim Club Sports Camp";"6001 Burke Commons Road";22015;"Burke";"Fairfax County";"VA";"(703) 250-1299";"Short Term Child Day Center";"Two Year";"July 31, 2021";"Ms. Betsy Pirhalla";"8:00 a.m. - 3:30 p.m..";"Monday - Friday";70;"4 years - 12 years 11 months";"Jessica Willis: (571) 352-1453";17880;"No";;;;904247;
"Burke United Methodist Preschool";"6200 Burke Center Parkway";22015;"Burke";"Fairfax County";"VA";"(703) 250-3657";"Child Day Center";"Two Year";"March 23, 2021";"Ms. Katie Glick";"9:30am - 2:25pm";"Monday - Friday";75;"2 years 6 months - 6 years 11 months";"Sandra W D'Imperio: (703) 479-4675";17677;"No";;;;895660;
"Bushra Jamshed";"7113 Mint Place";22306;"Alexandria";"Fairfax County";"VA";"(703) 501-9044";"Family Day Home";"One Year";"June 16, 2021";;"5:00am - 9:00pm";"Monday - Sunday";5;"Birth - 12 years 11 months";"Pamela Sneed: (703) 479-4704";44682;"Yes";" apt# 103";;;1109676;
"Busy Bee Child Care Center";"10917 Marilta Court";22030;"Fairfax";"Fairfax County";"VA";"(703) 591-0862";"Child Day Center";"Two Year";"Dec. 19, 2020";"Sis. Trinh Nguyen";"7:00 A.M. - 6:00 P.M.";"Monday - Friday";25;"2 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";17565;"No";;;;891362;
"Camelot SACC";"8100 Guinevere Drive";22003;"Annandale";"Fairfax County";"VA";"(703) 645-7060";"Child Day Center";"Two Year";"Sept. 27, 2022";"Mr. Tony Humphrey";"7:15-9:00 am - 3:00-6:15 pm";"Monday - Friday";100;"5 years - 12 years 11 months";"Cynthia Ford: (703) 479-4679";17439;"Yes";;;"Program Located in a Public School";885109;
"Capital Kids Preschool & Learning Center";"8758 Richmond Highway";22309;"Alexandria";"Fairfax County";"VA";"(703) 360-3668";"Child Day Center";"Two Year";"April 6, 2022";"Ms. Lisa Hatcher";"6:00 AM - 10:00 PM";"Monday - Friday";92;"Birth - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";26414;"Yes";;2;;1103455;
"Carla Maldonado";"7819 O'dell Street";22153;"Springfield";"Fairfax County";"VA";"(703) 455-4453";"Family Day Home";"Two Year";"Feb. 11, 2022";;"6am - 8pm";"M-F";12;"1 month - 12 years 11 months";"Lisa L Hudson: (571) 389-2459";42070;"Yes";;;;1109175;
"Carla Marty";"1307 Deep Run Lane";20190;"Reston";"Fairfax County";"VA";"(703) 898-4928";"Family Day Home";"One Year";"Nov. 16, 2020";;"8:00AM - 5:00 PM";"Monday - Friday";10;"Birth - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";35809;"No";;;;1107653;
"Carla Seay";"8045 Winding Way Court";22153;"Springfield";"Fairfax County";"VA";"(703) 455-1205";"Family Day Home";"Two Year";"Jan. 6, 2022";;"6:30a.m. - 6p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Kara Wright: (703) 537-6241";21056;"Yes";;;;1003481;
"Carlos Avila";"7118 Terry Lane";22042;"Falls church";"Fairfax County";"VA";"(703) 587-5793";"Family Day Home";"One Year";"Aug. 15, 2021";;"7:30am - 6pm";"Monday - Friday";7;"Birth - 12 years 11 months";"Maria Soto: (571) 835-5058";38678;"Yes";;;;1108437;
"Carmen Falcon";"8316 Second Avenue";22182;"Vienna";"Fairfax County";"VA";"(703) 628-4330";"Family Day Home";"One Year";"April 1, 2021";;"7:30 AM - 6:00 PM";"Monday - Friday";12;"3 months - 3 years 11 months";"Sandra W D'Imperio: (703) 479-4675";40512;"No";;;;1108782;
"Carmen Knight";"4704 Eddystone Street";22003;"Annandale";"Fairfax County";"VA";"(703) 884-5990";"Family Day Home";"One Year";"Dec. 12, 2020";;"7:00am - 6:00pm";"Monday - Friday";7;"3 months - 5 years 11 months";"Mahrukh Aziz: (571) 835-4718";45291;"No";;;;1109861;
"Carousel Child Development Center";"3408 Woodburn Road";22003;"Annandale";"Fairfax County";"VA";"(703) 560-7676";"Child Day Center";"Two Year";"March 14, 2022";"Ms. Vicki Anderson";"6:45am - 6:15pm";"Monday - Friday";119;"Birth - 12 years 11 months";"Pernille Brandt: (703) 203-8659";8991;"Yes";;;;201011;
"Cecilia Amaya-Otero";"8014 Ashboro Drive";22309;"Alexandria";"Fairfax County";"VA";"(571) 502-2600";"Family Day Home";"Two Year";"March 12, 2022";;"6:30am - 11:30pm";"Monday - Sunday";7;"3 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";44518;"Yes";;;;1109636;
"Cecilia Holman";"2241 Halter Lane";20191;"Reston";"Fairfax County";"VA";"(703) 481-2973";"Family Day Home";"Two Year";"Feb. 26, 2021";;"7:15am - 5:00pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Shahana Green: (571) 423-6735";15696;"No";;;;825602;
"Centreville Day School";"6400 Old Centreville Road";20121;"Centreville";"Fairfax County";"VA";"(571) 522-1875";"Child Day Center";"Two Year";"May 14, 2022";"Ms. Laurie Dzierzynski";"9:00am./12pm - 12pm/1:45pm";"Monday - Friday";125;"2 years - 6 years 11 months";"Sandra W D'Imperio: (703) 479-4675";17506;"No";;;;888566;
"Centreville Preschool, Inc";"13916 Braddock Road";20120;"Centreville";"Fairfax County";"VA";"(703) 830-5656";"Child Day Center";"Two Year";"Nov. 26, 2021";"Ms. Teresa Steinhilber";"8:50 AM - 3:30 PM";"Monday - Friday";33;"2 years 6 months - 5 years 11 months";"Kara Wright: (703) 537-6241";14487;"No";;;;756623;
"Chandu Guddeti";"2502 Moon Drive";22043;"Falls church";"Fairfax County";"VA";"(571) 748-7771";"Family Day Home";"One Year";"June 6, 2021";;"7:30 AM - 6:00 PM";"Monday - Friday";12;"3 months - 3 years 11 months";"Pamela Sneed: (703) 479-4704";42438;"No";;;;1109288;
"Chantilly Academy";"14088-I Sullyfield Circle";20151;"Chantilly";"Fairfax County";"VA";"(703) 378-4966";"Child Day Center";"Two Year";"Nov. 19, 2020";"Ms. Laura Klaiman";"9:00am - 12:00pm";"Monday - Friday";50;"2 years 6 months - 6 years 6 months";"Jessica Willis: (571) 352-1453";17068;"No";;;;873810;
"Chesterbrook Academy #1160";"9525 Leesburg Pike";22182;"Vienna";"Fairfax County";"VA";"(703) 759-3000";"Child Day Center";"Two Year";"Sept. 22, 2021";"Ms. Zina Belharet";"7am - 6pm";"Monday - Friday";200;"2 years - 12 years 11 months";"Margaret Allworth: (703) 209-3521";8278;"No";;;;12181;
"Chesterbrook Academy #801";"4401 Roger Stover Drive";22033;"Fairfax";"Fairfax County";"VA";"(703) 803-7920";"Child Day Center";"Two Year";"April 19, 2022";"Ms. Kume Kume";"6:30 am - 6:30 pm";"Monday - Friday";151;"1 month - 12 years 11 months";"Nancy Radcliffe";12450;"No";;;;641768;
"Chesterbrook Academy #802";"13501 Braddock Road";20124;"Clifton";"Fairfax County";"VA";"(703) 968-3696";"Child Day Center";"Two Year";"Dec. 19, 2020";"Miranda D Wright";"6:30 A.M. - 6:30 P.M.";"Monday - Friday";160;"1 month - 12 years 11 months";"Whitney McGrath: (571) 835-4717";14023;"No";;;;726091;
"Chesterbrook Academy #803";"6210 Multiplex Drive";20121;"Centreville";"Fairfax County";"VA";"(703) 968-2939";"Child Day Center";"Two Year";"Sept. 21, 2021";"Stephanie Creager";"6:30am - 6:30 pm";"Monday - Friday";148;"1 month - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";15620;"No";;;;822204;
"Chesterbrook Academy #807";"6200 Interparcel Road";22315;"Alexandria";"Fairfax County";"VA";"(703) 921-9600";"Child Day Center";"Two Year";"July 20, 2021";"Ms. Alyssa Wolstenholme";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";155;"1 month - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";23901;"No";;;;1070146;
"Chesterbrook Academy #816";"222 Spring Street";20170;"Herndon";"Fairfax County";"VA";"(703) 464-5400";"Child Day Center";"Two Year";"June 25, 2022";"Ms. Adrienne Nwude";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";140;"1 month - 5 years 11 months";"Nancy Radcliffe";23739;"No";;;;1067684;
"Chesterbrook Academy #821";"2487 McNair Farms Drive";20171;"Herndon";"Fairfax County";"VA";"(703) 713-0093";"Child Day Center";"Two Year";"Sept. 19, 2022";"Kirstin Thorpe";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";140;"12 months - 12 years 11 months";"Margaret Allworth: (703) 209-3521";37730;"Yes";;;;1106850;
"Chesterbrook Academy #822";"4750 Rippling Pond Drive";22033;"Fairfax";"Fairfax County";"VA";"(703) 818-9002";"Child Day Center";"Two Year";"March 19, 2022";"Brooke Burinsky";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";160;"1 year - 12 years 11 months";"Nancy Radcliffe";37731;"Yes";;;;1106851;
"Child's Place";"3100 Prosperity Avenue";22031;"Fairfax";"Fairfax County";"VA";"(703) 698-8050";"Child Day Center";"Two Year";"June 29, 2021";"Ms. Leigh Bibb";"7:00 A.M. - 6:00 P.M.";"Monday - Friday";125;"2 months - 6 years 11 months";"Lisa L Hudson: (571) 389-2459";8228;"No";;;;10375;
"Children of The World Learning Centers LLC";"4451 Brookfield Corporation Dr.";20151;"Chantilly";"Fairfax County";"VA";"(703) 956-6266";"Child Day Center";"Two Year";"Nov. 4, 2021";"Khaled Elnady";"7:00am - 7:00pm";"Monday - Friday";114;"2 years 6 months - 12 years 11 months";"Shahana Green: (571) 423-6735";41082;"Yes";" #201";2;;1107717;
"Children's Center for Language & Culture, Inc";"10201 Main Street";22030;"Fairfax";"Fairfax County";"VA";"(703) 992-8722";"Child Day Center";"Two Year";"May 21, 2022";"Maureen Santamaria-Barrera";"7:00am - 6:30pm";"Monday - Saturday";18;"3 years 11 months - 12 years 11 months";"Whitney McGrath: (571) 835-4717";45673;"No";" Suite 230";;;1108687;
"Children's House Montessori School";"1625 Wiehle Ave";20190;"Reston";"Fairfax County";"VA";"(703) 481-6678";"Child Day Center";"Two Year";"Feb. 11, 2022";"Keturah Collins";"8:00 am - 5:00 pm";"Monday - Friday";50;"2 years 6 months - 6 years 11 months";"Brenda Kuhlman: (703) 304-9609";27607;"No";;;;1105097;
"Children's Place";"860 Dranesville Road";20170;"Herndon";"Fairfax County";"VA";"(571) 330-4933";"Child Day Center";"Two Year";"Oct. 29, 2020";"Ms. Kamrun Arif";"6:30am - 6:30pm";"Monday to Friday";65;"1 month - 12 years 11 months";"Mary J. Wizbicki: (703) 479-4707";9314;"No";;;;292505;
"Childtime Learning Center #1053";"12550 Ox Trail";22033;"Fairfax";"Fairfax County";"VA";"(703) 620-1800";"Child Day Center";"Two Year";"Feb. 10, 2021";"Ms. Nicole Adams";"6:30am - 6:30pm";"Monday - Friday";150;"1 month - 12 years 11 months";"Sandra W D'Imperio: (703) 479-4675";17511;"Yes";;;;888884;
"Childtime Learning Center - Huntington";"2272 Huntington Avenue";22303;"Alexandria";"Fairfax County";"VA";"(703) 960-3690";"Child Day Center";"Two Year";"Sept. 29, 2021";"Janet Radan";"6:30 - 6:30";"Monday - Friday";136;"Birth - 12 years 11 months";"Karen Dickens: (571) 423-6978";18718;"Yes";;1;;934294;
"Childtime Learning Center - Reston";"11511 Sunset Hills Road";20190;"Reston";"Fairfax County";"VA";"(703) 796-9663";"Child Day Center";"Two Year";"Oct. 16, 2021";"Alissa Sargeant";"6:30 am - 6:30 pm";"Monday - Friday";180;"1 month - 12 years 11 months";"Karen Dickens: (571) 423-6978";33658;"No";;;;1106011;
"Childtime Learning Center - Union Mill";"6000 Union Mill Road";20124;"Clifton";"Fairfax County";"VA";"(703) 631-3113";"Child Day Center";"Two Year";"Oct. 27, 2022";"Ms Amy Escherich";"6:30 am - 6:30 pm";"Monday - Friday";140;"1 month - 12 years 11 months";"Eureka Nance: (703) 638-5968";34877;"Yes";;;;1106231;
