"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"First Baptist Church of Centralia";"2920 Kingsdale Road";23237;"North chesterfield";"Chesterfield";"VA";"(804) 275-4612";"Religious Exempt Child Day Center";"Exempt";"April 27, 2024";"Lisa Miller";"6:30am - 6:00pm";"Monday - Friday";50;"Birth - 11 years 11 months";"Lynn Powers: (804) 840-8260";47879;"No";;;;1106124;
"Gill Grove Baptist Church";"10726 River Road";23838;"Chesterfield";"Chesterfield";"VA";"(804) 590-1535";"Religious Exempt Child Day Center";"Exempt";"June 12, 2024";"Ms. Gayle Clements";"7:00 am - 6:00 pm";"Monday - Friday";30;"3 years - 11 years 11 months";"Lynn Powers: (804) 840-8260";8153;"No";;;;5401;
"God's Bright Hope";"11410 & 11400 Beach Road";23838;"Chesterfield";"Chesterfield";"VA";"(804) 790-1501";"Religious Exempt Child Day Center";"Exempt";"Oct. 23, 2024";"Kim Hughes";"7:00 am - 5:00 pm";"Monday - Friday";48;"2 months - 4 years 11 months";"Lynn Powers: (804) 840-8260";42449;"No";;;;1105837;
"Good News Free Will Baptist Church";"5200 Courthouse Road";23832;"Chesterfield";"Chesterfield";"VA";"(804) 744-9071";"Religious Exempt Child Day Center";"Exempt";"Jan. 17, 2024";"Ms. Mary Lynn Corbett";"6:30 am - 6:00 pm";"Monday - Friday";100;"3 years - 12 years 11 months";"Lynn Powers: (804) 840-8260";36243;"No";;;;1105306;
"Good Shepherd Lutheran Church";"1401 Old Hundred Road";23114;"Midlothian";"Chesterfield";"VA";"(804) 897-0260";"Religious Exempt Child Day Center";"Exempt";"Feb. 12, 2024";"Ms. Maria Tutino";"7:00am - 5:30pm";"Monday - Friday";225;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";42742;"No";;;;1105853;
"Huguenot Road Baptist Church";"10525 West Huguenot Road";23235;"N. chesterfield";"Chesterfield";"VA";"(804) 946-4001";"Religious Exempt Child Day Center";"Exempt";"Sept. 14, 2024";"Ms. Tanja Cottrell";"9:15am - 1:00pm";"Monday - Thursday";135;"1 year 6 months - 5 years 11 months";"Lynn Powers: (804) 840-8260";17866;"No";;;;903623;
"Ironbridge Baptist Church";"10900 Ironbridge Road";23831;"Chester";"Chesterfield";"VA";"(804) 295-5500";"Religious Exempt Child Day Center";"Exempt";"Sept. 27, 2024";"Ms. Debra Cardwell";"9:00am - 2:00pm";"Monday - Thursday";110;"2 years - 5 years 11 months";"Lynn Powers: (804) 840-8260";23714;"No";;;;1067331;
"Isabell Branch";"4201 Country Spring Lane";23236;"Richmond";"Chesterfield";"VA";"(804) 922-2020";"Voluntary Registration";;"May 16, 2024";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";47919;"No";;;;5677;"Two Year"
"Islamic Center of Virginia";"10700 Academy Drive";23112;"Midlothian";"Chesterfield";"VA";"(804) 330-4888";"Religious Exempt Child Day Center";"Exempt";"Nov. 29, 2023";"Halima Abdul-Mateen";"8:00 a.m. - 4:00 p.m.";"Monday - Friday";140;"3 years - 12 years 11 months";"Lynn Powers: (804) 840-8260";33106;"No";;;;1105071;
"Jade Aponte";"12025 Chestertowne Rd";23831;"Chester";"Chesterfield";"VA";"(804) 454-0386";"Voluntary Registration";;"June 26, 2025";;"7:20 a.m. - 5:00 p.m.";"Monday - Friday";4;"1 year 18 months - 5 years 11 months";"Nicole Jeffress: (804) 773-1847";49675;"No";;;;5753;"Two Year"
"Jantasia Pernell";"7101 Wynnewood Court";23235;"Richmond";"Chesterfield";"VA";"(804) 301-7643";"Voluntary Registration";;"Nov. 14, 2024";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";49023;"No";;;;5710;"Two Year"
"Jovonne Wiggins";"6412 Dorius Drive";23234;"Richmond";"Chesterfield";"VA";"(804) 439-2438";"Voluntary Registration";;"Sept. 28, 2025";;"6:30 a.m. - 5:30 p.m.";"Monday - Friday";4;"1 month - 12 years 11 months";"Nicole Jeffress: (804) 773-1847";49993;"No";;;;5762;"Two Year"
"Joyce Turner";"9629 Precedent Rd";23832;"Chesterfield";"Chesterfield";"VA";"(804) 922-2683";"Voluntary Registration";;"June 29, 2025";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";4;"1 year 2 months - 3 years 11 months";"Lynn Powers: (804) 840-8260";49743;"Yes";;;;5755;"Two Year"
"Karen Wilson";"127 Heppel Road";23236;"Richmond";"Chesterfield";"VA";"(804) 276-3123";"Voluntary Registration";;"Jan. 12, 2025";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";49163;"No";;;;5722;"Two Year"
"Life Church";"16801 Harrowgate Road";23834;"S. chesterfield";"Chesterfield";"VA";"(804) 526-5941";"Religious Exempt Child Day Center";"Exempt";"Sept. 3, 2024";"Ms. April Fuller";"7:00 am - 6:00 pm";"Monday - Friday";96;"3 years - 5 years 11 months";"Lynn Powers: (804) 840-8260";44680;"No";;;;1105908;
"Lutheran Church of Our Saviour";"9601 Hull Street Road";23236;"N. chesterfield";"Chesterfield";"VA";"(804) 276-8194";"Religious Exempt Child Day Center";"Exempt";"Sept. 27, 2024";"Ms. Mary Dumont";"9:30am to 12:30pm (Mon";"Tues";36;"2 years - 5 years 11 months";"Lynn Powers: (804) 840-8260";24404;"No";;;;1076349;
"Mary Guyton";"7121 O'Malley Drive";23234;"Richmond";"Chesterfield";"VA";"(804) 247-3243";"Voluntary Registration";;"Nov. 7, 2024";;"all shifts";"Monday - Sunday";4;;"Nicole Jeffress: (804) 773-1847";40846;"No";;;;4888;"Two Year"
"Matoaca Baptist Church";"6409 River Road";23803;"South chesterfield";"Chesterfield";"VA";"(804) 590-2950";"Religious Exempt Child Day Center";"Exempt";"July 31, 2024";"Mr. Marco Smith";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";100;"2 years - 12 years 11 months";"Lynn Powers: (804) 840-8260";15327;"Yes";;;;803056;
"Merlisa Henry";"3800 Windy Creek Drive";23832;"Chesterfield";"Chesterfield";"VA";"(804) 218-9318";"Voluntary Registration";;"Feb. 27, 2025";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";4;"1 year - 12 years 11 months";"Nicole Jeffress: (804) 773-1847";49297;"No";;;;5734;"Two Year"
"Ms. Helen Clarke";"2101 Providence Place";"23236-1855";"North chesterfield";"Chesterfield";"VA";"(804) 745-4303";"Voluntary Registration";;"April 17, 2025";;"6:00 a";"m. - 6:00 p.m.";4;"1 month - 5 years 11 months";"Nicole Jeffress: (804) 773-1847";30435;"No";;;;1768;"Two Year"
"Ms. Marguerite Dockery";"4432 Cogbill Road";23234;"North chesterfield";"Chesterfield";"VA";"(804) 230-0843";"Voluntary Registration";;"Jan. 28, 2025";;"6:30 a.m. - 6:45 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";37773;"No";;;;3898;"Two Year"
"Mt. Pisgah United Methodist Church";"1100 Mt. Pisgah Drive";23113;"Midlothian";"Chesterfield";"VA";"(804) 794-1720";"Religious Exempt Child Day Center";"Exempt";"Oct. 23, 2023";"Ms. Sarah Mccrum";"9:15 a.m. - 3:30 p.m.";"Monday - Friday";87;"2 years 6 months - 5 years 11 months";"Lynn Powers: (804) 840-8260";16067;"No";;;;842213;
"Natasha Scott";"3518 Midhurst Drive";23831;"Chester";"Chesterfield";"VA";"(804) 774-8971";"Voluntary Registration";;"March 13, 2025";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";4;"1 year - 4 years 11 months";"Nicole Jeffress: (804) 773-1847";46965;"No";;;;5611;"Two Year"
"New Deliverance Evangelistic Church";"1701 Turner Road";23225;"N. chesterfield";"Chesterfield";"VA";"(804) 276-4433";"Religious Exempt Child Day Center";"Exempt";"Oct. 11, 2023";"Mrs. Mar-Gerie Crawley";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";150;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";23692;"No";;;;1066840;
"New Hope Lutheran Church";"14851 Hull Street Road";23832;"Chesterfield";"Chesterfield";"VA";"(804) 639-6248";"Religious Exempt Child Day Center";"Exempt";"Sept. 12, 2024";"Ms. Darlene Dinardo";"7:00am - 6:00pm";"Monday - Friday";300;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";34394;"No";;;;1105161;
"New Life Outreach International Church";"1005 Turner Road";23225;"North chesterfield";"Chesterfield";"VA";"(804) 276-6767";"Religious Exempt Child Day Center";"Exempt";"Aug. 24, 2024";"Ms. Leslie Henry";"9:00am - 5:00pm";"Monday - Friday";100;"2 months - 12 years 11 months";"Lynn Powers: (804) 840-8260";35518;"Yes";;;;1105254;
"New Life United Methodist Church";"900 Old Hundred Road";23114;"Midlothian";"Chesterfield";"VA";"(804) 794-4522";"Religious Exempt Child Day Center";"Exempt";"Aug. 29, 2024";"Ms. Marybeth Essex";"9:30 a.m. - 2:00 p.m.";"Monday - Thursday";125;"1 year 6 months - 6 years 11 months";"Lynn Powers: (804) 840-8260";25946;"No";;;;1096722;
"Nicole Marshall";"13507 Silverdust Lane";23836;"Chester";"Chesterfield";"VA";"(804) 706-8808";"Voluntary Registration";;"Dec. 8, 2024";;"7:00 am - 5:00 pm";"Monday - Friday";4;;"Lynn Powers: (804) 840-8260";49056;"Yes";;;;5714;"Two Year"
"Redeemer Lutheran Church";"9400 Redbridge Road";23236;"N. chesterfield";"Chesterfield";"VA";"(804) 272-7824";"Religious Exempt Child Day Center";"Exempt";"April 5, 2024";"Ms. Kathleen Bakken";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";234;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";15906;"No";;;;836817;
"River Church RVA";"2206 East Hundred Road";23836;"Chester";"Chesterfield";"VA";"(804) 530-1004";"Religious Exempt Child Day Center";"Exempt";"May 8, 2024";"Ms. Nicole Hash";"6:30 am - 6:00 pm";"Monday - Friday";90;"2 years - 12 years 11 months";"Lynn Powers: (804) 840-8260";21375;"No";;;;1015196;
"Salisbury Presbyterian Church";"13621 Salisbury Road";23113;"Midlothian";"Chesterfield";"VA";"(804) 794-2354";"Religious Exempt Child Day Center";"Exempt";"Nov. 21, 2023";"Ms. Marie Harper";"9:30 am - 2:00 pm";"Monday - Friday";178;"1 year 6 months - 6 years 11 months";"Lynn Powers: (804) 840-8260";16968;"No";;;;870918;
"Sharonda Watson";"3101 Margo Lane";23237;"Richmond";"Chesterfield";"VA";"(804) 943-5803";"Voluntary Registration";;"Sept. 6, 2025";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";4;"4 years - 12 years 11 months";"Nicole Jeffress: (804) 773-1847";49963;"No";;;;5761;"Two Year"
"Sherri Grier";"12218 Rotunda Lane";23836;"Chester";"Chesterfield";"VA";"(804) 530-1286";"Voluntary Registration";;"Sept. 1, 2024";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";47949;"No";;;;5680;"Two Year"
"Sherry Nae";"5802 Scotts Bluff Terrace";23832;"Chesterfield";"Chesterfield";"VA";"(804) 271-2130";"Voluntary Registration";;"June 12, 2025";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";4;"1 year 2 months - 5 years 11 months";"Nicole Jeffress: (804) 773-1847";47142;"No";;;;5630;"Two Year"
"Southside Church of the Nazarene";"6851 Courthouse Road";23832;"Chesterfield";"Chesterfield";"VA";"(804) 715-3210";"Religious Exempt Child Day Center";"Exempt";"Jan. 15, 2024";"Julie Matthews";"6:30 am - 6:00 pm";"Monday - Friday";95;"2 years - 12 years 11 months";"Lynn Powers: (804) 840-8260";16121;"No";;;;845417;
"St. Luke's United Methodist Church";"4101 Fordham Road";23236;"N. chesterfield";"Chesterfield";"VA";"(804) 276-8303";"Religious Exempt Child Day Center";"Exempt";"April 22, 2024";"Ms. Michele Hart";"9:30 am - 2:00 pm";"Monday - Thursday";136;"1 year - 5 years 11 months";"Lynn Powers: (804) 840-8260";9331;"No";;;;296004;
"St. Mark's United Methodist Church";"11551 Lucks Lane";23114;"Midlothian";"Chesterfield";"VA";"(804) 379-1933";"Religious Exempt Child Day Center";"Exempt";"Sept. 28, 2023";"Ms. Julie Faries";"9:30 a.m. - 2:00 p.m.";"Monday - Friday";152;"2 years - 5 years 11 months";"Lynn Powers: (804) 840-8260";15874;"No";;;;835012;
"TaNisha Hopkins";"11701 Grackle Court";23112;"Midlothian";"Chesterfield";"VA";"(804) 241-1399";"Voluntary Registration";;"June 30, 2024";;"7:30 a.m. - 5:30 p.m.";"Monday - Friday";4;;"Lynn Powers: (804) 840-8260";46411;"Yes";;;;5582;"Two Year"
"The Brandermill Church";"4500 Millridge Parkway";23112;"Midlothian";"Chesterfield";"VA";"(804) 744-1640 (106)";"Religious Exempt Child Day Center";"Exempt";"March 7, 2024";"Heather Nghiem";"9:30 am - 12:30 pm";"Monday - Friday";160;"2 years 6 months - 6 years 11 months";"Lynn Powers: (804) 840-8260";16066;"No";;;;842205;
"Victory Tabernacle Church of God";"11700 Genito Road";23112;"Midlothian";"Chesterfield";"VA";"(804) 744-8700";"Religious Exempt Child Day Center";"Exempt";"Nov. 15, 2023";"Ms. Sherrie Ballard";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";198;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";20405;"No";;;;983821;
"Westover Hills United Methodist Church";"1705 Westover Hills Boulevard";23225;"Richmond";"Chesterfield";"VA";"(804) 232-7400";"Religious Exempt Child Day Center";"Exempt";"Sept. 22, 2024";"Ms. Michele Zipperer";"9:30am - 12:30pm";"Monday - Friday";43;"3 years - 5 years 11 months";"Lynn Powers: (804) 840-8260";41488;"No";;;;1105787;
"Winfree Memorial Baptist Church";"13617 Midlothian Turnpike";23113;"Midlothian";"Chesterfield";"VA";"(804) 794-1388";"Religious Exempt Child Day Center";"Exempt";"Sept. 11, 2023";"Ms. Jessica Morrissette";"7:30am - 5:00pm";"Monday - Friday";176;"1 year 4 months - 5 years 11 months";"Lynn Powers: (804) 840-8260";15553;"No";;;;818746;
"Woodlake United Methodist Church";"15640 Hampton Park Drive";23832;"Chesterfield";"Chesterfield";"VA";"(804) 639-5411";"Religious Exempt Child Day Center";"Exempt";"Aug. 30, 2024";"Ms. Melissa O'Keefe";"9:30 a.m. - 2:00 p.m.";"Monday - Friday";180;"2 years 6 months - 5 years 11 months";"Lynn Powers: (804) 840-8260";35348;"No";;;;1105232;
"Word of Life Outreach Ministries";"14605 Woods Edge Road";23834;"South chesterfield";"Chesterfield";"VA";"(804) 530-1150";"Religious Exempt Child Day Center";"Exempt";"Feb. 24, 2024";"Edna Claiborne";"6:30 a.m. - 5:30 p.m.";"Monday - Friday";90;"2 years 6 months - 12 years 11 months";"Lynn Powers: (804) 840-8260";35828;"Yes";;;;1105278;
"Clarke County Center Operated by People Incorporated of Virginia";"34 Westwood Road";22611;"Berryville";"Clarke";"VA";;"Child Day Center";"Conditional";"Sept. 29, 2023";"Riis Elisa";"7:00 AM - 4:30 PM";"Monday - Friday";20;"3 years - 5 years 11 months";"Amy Tomblin: (804) 629-3923";49269;"No";;;;1109457;
"Clarke County Parks & Recreation After School/Play Camp";"34 Westwood Road";22611;"Berryville";"Clarke";"VA";"(540) 955-5140";"Child Day Center";"Two Year";"June 20, 2024";"Ms Melinda Seals";"7:30am - 6:00pm";"Monday - Friday";75;"4 years 10 months - 12 years 11 months";"Amy Tomblin: (804) 629-3923";17939;"No";;;"Program Located in a Public School Parks and Recreation";906517;
"Heritage Child Development Center";"224 Mosby Blvd.";22611;"Berryville";"Clarke";"VA";"(540) 955-4194";"Child Day Center";"Provisional";"Dec. 11, 2023";"Ms. Aryana Mcdonald";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";110;"1 month - 12 years 11 months";"Barbara Workman: (540) 430-9257";21669;"Yes";;;;1023792;
"Ms. Violah Lee";"300 Mosby Boulevard";22611;"Berryville";"Clarke";"VA";"(540) 401-9159";"Family Day Home";"Two Year";"July 10, 2024";;"7:00 AM - 6:00 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Stephanie Reed: (540) 272-6558";33341;"No";;;;1106861;
"Tracey Morris";"47 Cherry Lane";20135;"Bluemont";"Clarke";"VA";"(540) 955-8582";"Family Day Home";"Two Year";"Feb. 5, 2025";;"6:30 AM - 5:00 PM";"Monday - Friday";12;"Birth - 12 years 11 months";"Amy Tomblin: (804) 629-3923";45386;"No";;;;1109882;
"Village Montessori School of Bluemont LLC";"33874 Snickersville Turnpike";20135;"Bluemont";"Clarke";"VA";"(540) 554-2284";"Child Day Center";"Two Year";"Aug. 21, 2024";"Toby Yuni Gress";"7:30am - 5:00pm";"Monday - Friday";38;"3 years - 6 years 11 months";"Lisa Hudson: (571) 389-2459";48217;"No";;;;1109274;
"Wee Angels Learning Center";"210 E. Main Street";22611;"Berryville";"Clarke";"VA";"(540) 955-0032";"Child Day Center";"Two Year";"Sept. 1, 2023";"Ms. Lauren Hawkins";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";90;"1 month - 12 years 11 months";"Stephanie Reed: (540) 272-6558";20508;"No";;;;987088;
"Keystone Baptist Church";"15 Keystone Lane";22611;"Berryville";"Clarke";"VA";"(540) 955-3410";"Religious Exempt Child Day Center";"Exempt";"Oct. 22, 2024";"Ms. Kristy Wright";"7:00 AM - 5:30 PM";"Monday - Friday";40;"3 years - 12 years 11 months";"Julie Kunowsky: (540) 430-9256";21922;"No";;;;1029022;
"Powhatan School";"49 Powhatan Lane";22620;"Boyce";"Clarke";"VA";"(540) 837-1009";"Certified Pre-School";;"July 26, 2024";"Ms. Lelia Grinnan";"8:25 AM - 3:25 PM";"Monday - Friday";12;"4 years - 5 years 11 months";"Tiffany Sprouse: (804) 921-7688";48741;"No";;;"Subsection B";49;
"Deborah King";"205 Chesterfield Avenue";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 247-7172";"Family Day Home";"Conditional";"Nov. 30, 2023";;"6:00am - 6:00pm";"Sunday - Saturday";8;"1 month - 12 years 11 months";"Molly Muscat: (804) 588-2367";42595;"Yes";;;;1109333;
"Discovery World Child Care";"123 West Ellerslie Avenue";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 520-1590";"Child Day Center";"Two Year";"June 27, 2025";"Margie Piotrowski";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";92;"2 years - 12 years 11 months";"Molly Muscat: (804) 588-2367";42465;"Yes";;;;1108135;
"Ivey Child Development Center";"17120 Jefferson Davis Highway";23834;"S. chesterfield";"Colonial Hts";"VA";"(804) 526-6544";"Child Day Center";"Two Year";"March 26, 2025";"Ms. Amanda Denny";"6:00 AM - 6:00 PM";"Monday - Friday";90;"2 years 6 months - 12 years 11 months";"Molly Muscat: (804) 588-2367";9349;"Yes";;;;300790;
"Skipwith Academy @ Colonial Heights (#49)";"400 E. Westover Avenue";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 835-9125";"Child Day Center";"Two Year";"Jan. 29, 2025";"Kinyessah Cole";"6:30am - 6:00pm";"Monday - Friday";116;"Birth - 12 years 11 months";"Heather Dapper: (804) 625-2304";39033;"Yes";;;;1107134;
"The L.E.E. Academy";"15816 Jefferson Davis Hwy";23834;"S. chesterfield";"Colonial Hts";"VA";"(804) 410-5741";"Child Day Center";"Two Year";"Sept. 28, 2024";"Shandra Claiborne";"7:00 AM - 5:30 PM";"M";35;"3 years - 12 years 11 months";"Heather Dapper: (804) 625-2304";47830;"Yes";;;;1109230;
"Wesley Children's Center";"3701 Conduit Road";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 526-3757 (2)";"Child Day Center";"Two Year";"May 26, 2024";"Ms. Heather Kooiker";"6:30am - 6:00pm";"Monday - Friday";75;"4 years 11 months - 12 years 11 months";"Molly Muscat: (804) 588-2367";10355;"No";;;;461941;
"Wesley Preschool";"3701 Conduit Road";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 526-3700";"Child Day Center";"Two Year";"Nov. 22, 2024";"Ms. Sheri Daisey";"7:00am - 6:00pm";"Monday - Friday";60;"2 years 6 months - 5 years 11 months";"Molly Muscat: (804) 588-2367";18980;"No";;;;942980;
"Andrea Wallace-Oliver";"110-c Clearfield Circle";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 451-8050";"Voluntary Registration";;"Aug. 30, 2023";;"6:00 a.m. - 12:00 p.m.";"Monday - Friday";4;"1 year 10 months - 5 years 11 months";"Nicole Jeffress: (804) 773-1847";47412;"No";" Apt c";;;5654;"Two Year"
"Carolyn Thomas";"4807 Conduit Road";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 683-3283";"Voluntary Registration";;"Jan. 19, 2025";;"5:00 a.m. - 5:00 p.m.";"Mon";4;;"Lynn Powers: (804) 840-8260";45307;"Yes";;;;5508;"Two Year"
"DEBORAH Williams";"400 WALTHALL CREST COURT";23834;"Colonial heights";"Colonial Hts";"VA";"(757) 349-5307";"Voluntary Registration";;"Aug. 13, 2025";;"6:30 a.m. - 5:30 p.m.";"Monday-Friday; Overnight care";4;"2 months - 12 years 11 months";"Nicole Jeffress: (804) 773-1847";49922;"No";;;;5760;"Two Year"
"Highland United Methodist Church";"125 East Westover Avenue";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 722-1570";"Religious Exempt Child Day Center";"Exempt";"Aug. 11, 2024";"Theresa Ryan";"7:00am - 5:30pm";"Monday - Friday";61;"1 month - 12 years 11 months";"Lynn Powers: (804) 840-8260";41337;"Yes";;;;1105768;
"Monica Stefano";"602 Waterfront Drive";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 888-3566";"Voluntary Registration";;"July 2, 2025";;"7:30 a.m. - 5:30 p.m.";"Monday - Friday";;;"Nicole Jeffress: (804) 773-1847";49583;"No";;;;5748;"Two Year"
"Relevant Faith Ministries Inc";"376 Southpark Circle";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 490-1670";"Religious Exempt Child Day Center";"Exempt";"May 16, 2024";"Lisa Malone";"6:30AM - 6:00PM";"Monday - Friday";60;"2 years 6 months - 12 years 11 months";"Lynn Powers: (804) 840-8260";47154;"Yes";" Shaping up our Future Child Development";;;1106065;
"Restoring America's Families Ministries";"1901 Boulevard";23834;"Colonial heights";"Colonial Hts";"VA";"(804) 526-2009";"Religious Exempt Child Day Center";"Exempt";"July 29, 2024";"Mary Bell";"6:00am - 6:00pm";"Monday - Friday";85;"8 months - 12 years 11 months";"Lynn Powers: (804) 840-8260";33543;"Yes";;;;1105106;
