"Provider Name";"Address 1";"Address 2";"City";"State";"ZIP";"Mail Address 1";"Mail Address 2";"Mail City";"Mail State";"Mail ZIP";"Phone";"Fax Number";"Director/Owner";"Status";"License/Registration Issue Date";"Provider Type";"Approved to Accept Child Care Assistance?";"QRS Level";"Current Vacancies";"Capacity";"Monday hours";"Tuesday hours";"Wednesday hours";"Thursday hours";"Friday hours";"Saturday hours";"Sunday hours";"Rates";"County";"URL";"License Expiration Date";"Visit Report"
"Peterson Daycare";"211 Marietta ST";;"Burlington";"IA";52601;"211 Marietta ST";;"Burlington";"IA";52601;"(319) 759-8453";;"Peterson, Nichole";"Active";"3/1/2020";"Registered Child Development Home B";"Yes";4;"Infant/Toddler: 1+Preschool: 1+School Age: 1";12;" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/4.00| Infant (up to 24 months)  Hourly/4.00| Infant (up to 24 months)  Hourly/4.00| Infant (up to 24 months)  Hourly/4.00| Infant (up to 36 months)  Hourly/4.00| Infant (up to 36 months)  Hourly/4.00| Infant (up to 36 months)  Hourly/4.00| Infant (up to 36 months)  Hourly/4.00| Preschool (24 to Kindergarten)  Hourly/4.00| Preschool (24 to Kindergarten)  Hourly/4.00| Preschool (24 to Kindergarten)  Hourly/4.00| Preschool (24 to Kindergarten)  Hourly/4.00| Preschool (36 to Kindergarten)  Hourly/4.00| Preschool (36 to Kindergarten)  Hourly/4.00| Preschool (36 to Kindergarten)  Hourly/4.00| Preschool (36 to Kindergarten)  Hourly/4.00| School Age (K and up)  Hourly/4.00| School Age (K and up)  Hourly/4.00| School Age (K and up)  Hourly/4.00| School Age (K and up)  Hourly/4.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=38025";"2/28/2022";
"Rae Ludens";"1515 Winchester DR";;"Burlington";"IA";52601;"1515 Winchester DR";;"Burlington";"IA";52601;"(319) 752-7050";;"Ludens, Rae ";"Active";"1/1/2019";"Registered Child Development Home C";"Yes";;"4 full time openings effective August 1, 2011";16;" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/4.75| Infant (up to 24 months)  Hourly/4.75| Infant (up to 36 months)  Hourly/4.75| Infant (up to 36 months)  Hourly/4.75| Preschool (24 to Kindergarten)  Hourly/4.75| Preschool (24 to Kindergarten)  Hourly/4.75| Preschool (36 to Kindergarten)  Hourly/4.75| Preschool (36 to Kindergarten)  Hourly/4.75| School Age (K and up)  Hourly/4.75| School Age (K and up)  Hourly/4.75";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20003";"12/31/2020";
"Robin Young";"263 S Central AVE";;"Burlington";"IA";52601;"263 S Central AVE";;"Burlington";"IA";52601;"(319) 576-1079";;"Young, Robin";"Active";"8/1/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19895";"7/31/2021";
"Sandra Gray ";"2103 Racine AVE";;"Burlington";"IA";52601;"2103 Racine AVE";;"Burlington";"IA";52601;"(319) 752-4355";;"Gray, Sandra ";"Active";"8/1/2020";"Registered Child Development Home B";"Yes";;"Infant/Toddler: 0+Preschool: 0+School Age: 2";12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=45536";"7/31/2022";
"Sandra Johnson";"401 S Marshall ST";;"Burlington";"IA";52601;"401 S Marshall ST";;"Burlington";"IA";52601;"(319) 768-8881";;"Johnson, Sandra";"Active";"11/15/2019";"Registered Child Development Home A";"Yes";;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=32785";"10/31/2021";
"Shana Lunsford";"105 S Gunnison ST";;"Burlington";"IA";52601;"105 S Gunnison ST";;"Burlington";"IA";52601;"(319) 572-8973";;"Lunsford, Shana";"Active";"6/1/2020";"Registered Child Development Home B";"Yes";;"Infant/Toddler: 0+Preschool: 0+School Age: 0";12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM -  3:00PM";" 3:30AM -  4:30PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19892";"5/31/2022";
"Shannon Whittaker ";"830 N 6th ST";;"Burlington";"IA";52601;"830 N 6th ST";;"Burlington";"IA";52601;"(319) 750-4770";;"Whittaker, Shannon";"Active";"2/1/2020";"Registered Child Development Home C";"Yes";;"Infant/Toddler: 2+Preschool: 2+School Age: 2";16;" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/4.25| Infant (up to 24 months)  Hourly/4.25| Infant (up to 24 months)  Hourly/4.25| Infant (up to 24 months)  Hourly/4.25| Infant (up to 36 months)  Hourly/4.25| Infant (up to 36 months)  Hourly/4.25| Infant (up to 36 months)  Hourly/4.25| Infant (up to 36 months)  Hourly/4.25| Preschool (24 to Kindergarten)  Hourly/4.25| Preschool (24 to Kindergarten)  Hourly/4.25| Preschool (24 to Kindergarten)  Hourly/4.25| Preschool (24 to Kindergarten)  Hourly/4.25| Preschool (36 to Kindergarten)  Hourly/4.25| Preschool (36 to Kindergarten)  Hourly/4.25| Preschool (36 to Kindergarten)  Hourly/4.25| Preschool (36 to Kindergarten)  Hourly/4.25| School Age (K and up)  Hourly/4.25| School Age (K and up)  Hourly/4.25| School Age (K and up)  Hourly/4.25| School Age (K and up)  Hourly/4.25";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=37607";"1/31/2022";
"Sonya Severado";"1429 Cleveland AVE";;"Burlington";"IA";52601;"1429 Cleveland AVE";;"Burlington";"IA";52601;"(319) 750-3418";;"Severado, Sonya";"Active";"8/1/2020";"Registered Child Development Home A";"Yes";1;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=34204";"7/31/2022";
"Stacia Houge";"1115 Main ST";;"Mediapolis";"IA";52637;"1115 Main ST";;"Mediapolis";"IA";52637;"(319) 669-9619";;"Houge, Stacia";"Active";"7/1/2020";"Registered Child Development Home B";"Yes";;;12;" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.25| Infant (up to 24 months)  Hourly/3.25| Infant (up to 24 months)  Hourly/3.25| Infant (up to 24 months)  Hourly/3.25| Infant (up to 36 months)  Hourly/3.25| Infant (up to 36 months)  Hourly/3.25| Infant (up to 36 months)  Hourly/3.25| Infant (up to 36 months)  Hourly/3.25| Preschool (24 to Kindergarten)  Hourly/3.25| Preschool (24 to Kindergarten)  Hourly/3.25| Preschool (24 to Kindergarten)  Hourly/3.25| Preschool (24 to Kindergarten)  Hourly/3.25| Preschool (36 to Kindergarten)  Hourly/3.25| Preschool (36 to Kindergarten)  Hourly/3.25| Preschool (36 to Kindergarten)  Hourly/3.25| Preschool (36 to Kindergarten)  Hourly/3.25| School Age (K and up)  Hourly/3.25| School Age (K and up)  Hourly/3.25| School Age (K and up)  Hourly/3.25| School Age (K and up)  Hourly/3.25";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=43736";"6/30/2022";
"Sunny Day Preschool";"3109 Sunnyside Ave";;"Burlington";"IA";52601;"3109 Sunnyside Ave";;"Burlington";"IA";52601;"(319) 753-9868";;", ";"Active";"5/1/2020";"Licensed Center";"No";4;;21;" 8:45AM - 11:30AM";" 8:45AM - 11:30AM";" 8:45AM - 11:30AM";" 8:45AM - 11:30AM";" 8:45AM - 11:30AM";;;"School Age (K and up)  Half-Day/8.53";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=21196";"4/30/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/21196"
"Tabitha Copeland";"719 Morningside DR";;"Burlington";"IA";52601;"719 Morningside DR";;"Burlington";"IA";52601;"(319) 759-9689";;"Copeland, Tabitha";"Active";"8/1/2019";"Registered Child Development Home B";"Yes";4;;12;" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=41944";"7/31/2021";
"Tamara King";"162 Indian TERR";;"Burlington";"IA";52601;"162 Indian TERR";;"Burlington";"IA";52601;"(319) 754-5101";;"King, Tamara";"Active";"11/7/2019";"Registered Child Development Home B";"Yes";;;12;" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20084";"10/31/2021";
"Tammy Miller";"1604 Haskell ST";;"Burlington";"IA";52601;"1604 Haskell ST";;"Burlington";"IA";52601;"(319) 572-5993";;"Miller, Tammy";"Active";"5/1/2019";"Registered Child Development Home B";"Yes";;;12;" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19849";"4/30/2021";
"Terri Endress";"1104 S 10th ST";;"Burlington";"IA";52601;"1104 S 10th ST";;"Burlington";"IA";52601;"(319) 750-3687";;"Endress, Terri";"Active";"3/1/2019";"Registered Child Development Home B";"Yes";1;;12;" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";" 5:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/25.00| Infant (up to 24 months)  Half-Day/25.00| Infant (up to 36 months)  Half-Day/25.00| Infant (up to 36 months)  Half-Day/25.00| Preschool (24 to Kindergarten)  Half-Day/25.00| Preschool (24 to Kindergarten)  Half-Day/25.00| Preschool (36 to Kindergarten)  Half-Day/25.00| Preschool (36 to Kindergarten)  Half-Day/25.00| School Age (K and up)  Half-Day/25.00| School Age (K and up)  Half-Day/25.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20085";"2/28/2021";
"Theresa Lowary";"2202 Miller ST";;"Burlington";"IA";52601;"2202 Miller ST";;"Burlington";"IA";52601;"(319) 850-0274";;"Lowary, Theresa";"Active";"10/1/2019";"Registered Child Development Home B";"Yes";3;"Infant/Toddler: 2+Preschool: 3+School Age: ";12;" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20040";"9/30/2021";
"Tracy Lillie ";"910 Westland DR";;"Burlington";"IA";52601;"910 Westland DR";;"Burlington ";"IA";52601;"(319) 750-5841";;"Lillie , Tracy ";"Active";"8/1/2020";"Registered Child Development Home B";"Yes";1;"Infant/Toddler: 0+Preschool: 0+School Age: 0";12;" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";;;"Infant (up to 24 months)  Half-Day/13.50| Infant (up to 24 months)  Half-Day/13.50| Infant (up to 36 months)  Half-Day/13.50| Infant (up to 36 months)  Half-Day/13.50| Preschool (24 to Kindergarten)  Half-Day/13.50| Preschool (24 to Kindergarten)  Half-Day/13.50| Preschool (36 to Kindergarten)  Half-Day/13.50| Preschool (36 to Kindergarten)  Half-Day/13.50| School Age (K and up)  Half-Day/13.50| School Age (K and up)  Half-Day/13.50";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30452";"7/31/2022";
"Tricia Thomann";"538 Broadway ST";;"West Burlington";"IA";52655;"538 Broadway ST";;"West Burlington";"IA";52655;"(319) 750-3238";;"Thomann, Tricia";"Active";"9/17/2019";"Registered Child Development Home A";"Yes";;"Infant/Toddler: +Preschool: +School Age: ";8;" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";" 6:00AM - 11:00PM";"Infant (up to 24 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Preschool (24 to Kindergarten)  Half-Day/20.00| Preschool (36 to Kindergarten)  Half-Day/20.00| School Age (K and up)  Half-Day/20.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=31825";"8/31/2021";
"Yvette Harris";"812 S Central AVE";;"Burlington";"IA";52601;"PO Box 383";;"Burlington";"IA";52601;"(319) 371-0799";;"Harris, Yvette";"Active";"6/10/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Des Moines";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=36022";"5/31/2021";
"Carousel Preschool and Daycare";"3575 Zenith Ave";;"Spirit Lake";"IA";51360;"3575 Zenith Ave";;"Spirit Lake";"IA";51360;"(712) 339-5947";;"Sundall, Darcy";"Active";"7/1/2019";"Licensed Center";"Yes";;;53;" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";" 6:00AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/4.50| Infant (up to 24 months)  Hourly/4.50| Infant (up to 24 months)  Hourly/4.50| Infant (up to 36 months)  Hourly/4.50| Infant (up to 36 months)  Hourly/4.50| Infant (up to 36 months)  Hourly/4.50| Preschool (24 to Kindergarten)  Hourly/4.50| Preschool (24 to Kindergarten)  Hourly/4.50| Preschool (24 to Kindergarten)  Hourly/4.50| Preschool (36 to Kindergarten)  Hourly/4.50| Preschool (36 to Kindergarten)  Hourly/4.50| Preschool (36 to Kindergarten)  Hourly/4.50";"Dickinson";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29230";"6/30/2023";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/29230"
"Graettinger Terril CSD Preschool";"101 S Schooley St";;"Terril";"IA";51364;"400 W Lost Island ST";;"Graettinger";"IA";51342;"(712) 853-6111";;", ";"Active";"11/1/2019";"Licensed Center";"No";4;;21;" 8:00AM -  4:00PM";" 8:00AM -  4:00PM";" 8:00AM -  4:00PM";" 8:00AM -  4:00PM";" 8:00AM -  4:00PM";;;;"Dickinson";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30269";"10/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/30269"
"Harris-Lake Park Preschool";"105 Ave A West";;"Lake Park";"IA";51347;"PO Box 277";;"Lake Park";"IA";51347;"(712) 832-3437";;", ";"Active";"4/1/2020";"Licensed Center";"No";;;21;" 8:30AM -  3:30PM";" 8:30AM -  3:30PM";" 8:30AM -  3:30PM";" 8:30AM -  3:30PM";" 8:30AM -  3:30PM";;;"Preschool (24 to Kindergarten)  Half-Day/11.25| Preschool (24 to Kindergarten)  Half-Day/11.25| Preschool (36 to Kindergarten)  Half-Day/11.25| Preschool (36 to Kindergarten)  Half-Day/11.25";"Dickinson";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30270";"3/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/30270"
"Jessica Gates";"209 N 1ST ST";;"Terril";"IA";51364;"PO BOX 122 ";;"Terril";"IA";51364;"(712) 320-0022";;"Gates, Jessica";"Active";"10/29/2020";"Registered Child Development Home A";"Yes";;;8;" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";;;"Infant (up to 24 months)  Half-Day/12.50| Infant (up to 24 months)  Half-Day/12.50| Infant (up to 36 months)  Half-Day/12.50| Infant (up to 36 months)  Half-Day/12.50| Preschool (24 to Kindergarten)  Half-Day/12.50| Preschool (24 to Kindergarten)  Half-Day/12.50| Preschool (36 to Kindergarten)  Half-Day/12.50| Preschool (36 to Kindergarten)  Half-Day/12.50| School Age (K and up)  Half-Day/12.50| School Age (K and up)  Half-Day/12.50";"Dickinson";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=51091";"9/30/2022";
"Joyful Journeys Daycare/Preschool";"2300 27th St";;"Spirit Lake";"IA";51360;"PO Box 422";;"Spirit Lake";"IA";51360;"(712) 336-2228";;", ";"Active";"5/19/2020";"Licensed Center";"Yes";;;112;" 7:30AM -  5:30PM";" 7:30AM -  5:30PM";" 7:30AM -  5:30PM";" 7:30AM -  5:30PM";" 7:30AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/27.50| Infant (up to 24 months)  Half-Day/27.50| Infant (up to 36 months)  Half-Day/27.50| Infant (up to 36 months)  Half-Day/27.50| Preschool (24 to Kindergarten)  Half-Day/27.50| Preschool (24 to Kindergarten)  Half-Day/27.50| Preschool (36 to Kindergarten)  Half-Day/27.50| Preschool (36 to Kindergarten)  Half-Day/27.50| School Age (K and up)  Half-Day/27.50| School Age (K and up)  Half-Day/27.50";"Dickinson";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29248";"5/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/29248"
